ENSSFOP00015037173	ENSSFOG00015023656	Scleropages_formosus
ENSPKIP00000003343	ENSPKIG00000020894	Paramormyrops_kingsleyae
ENSCHAP00000056845	ENSCHAG00000025704	Clupea_harengus
ENSDCDP00000029228	ENSDCDG00000020833	Denticeps_clupeoides
ENSAMXP00000001856	ENSAMXG00000001812	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045502	ENSAMXG00005020992	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000031010	ENSPNAG00000018123	Pygocentrus_nattereri
ENSEEEP00000046720	ENSEEEG00000021999	Electrophorus_electricus
ENSIPUP00000006211	ENSIPUG00000004285	Ictalurus_punctatus
ENSDARP00000090128	ENSDARG00000075977	Danio_rerio
ENSDARP00000144772	ENSDARG00000115971	Danio_rerio
ENSFHEP00000033501	ENSFHEG00000020671	Fundulus_heteroclitus
ENSCVAP00000005937	ENSCVAG00000007407	Cyprinodon_variegatus
ENSXCOP00000027365	ENSXCOG00000020434	Xiphophorus_couchianus
ENSXMAP00000009148	ENSXMAG00000009129	Xiphophorus_maculatus
ENSGAFP00000009384	ENSGAFG00000006391	Gambusia_affinis
ENSPFOP00000017413	ENSPFOG00000017324	Poecilia_formosa
ENSPLAP00000004314	ENSPLAG00000005966	Poecilia_latipinna
ENSPMEP00000018450	ENSPMEG00000021392	Poecilia_mexicana
ENSPREP00000023945	ENSPREG00000016158	Poecilia_reticulata
ENSKMAP00000008269	ENSKMAG00000006195	Kryptolebias_marmoratus
ENSORLP00015012233	ENSORLG00015000704	Oryzias_latipes_ASM223469v1
ENSORLP00000013222	ENSORLG00000010547	Oryzias_latipes_ASM223467v1
ENSORLP00020021072	ENSORLG00020022129	Oryzias_latipes_ASM223471v1
ENSOMEP00000008512	ENSOMEG00000009690	Oryzias_melastigma
ENSGWIP00000007274	ENSGWIG00000004220	Gouania_willdenowi
ENSTRUP00000030344	ENSTRUG00000011991	Takifugu_rubripes
ENSTNIP00000015080	ENSTNIG00000012117	Tetraodon_nigroviridis
ENSGACP00000015964	ENSGACG00000012066	Gasterosteus_aculeatus
ENSCSEP00000009593	ENSCSEG00000006153	Cynoglossus_semilaevis
ENSBSLP00000044449	ENSBSLG00000021153	Betta_splendens
ENSLBEP00000011840	ENSLBEG00000009111	Labrus_bergylta
ENSMMOP00000017111	ENSMMOG00000013041	Mola_mola
ENSCGOP00000025835	ENSCGOG00000012122	Cottoperca_gobio
ENSLCRP00005040159	ENSLCRG00005015500	Larimichthys_crocea
ENSSLDP00000031809	ENSSLDG00000024424	Seriola_lalandi_dorsalis
ENSSDUP00000021891	ENSSDUG00000015927	Seriola_dumerili
ENSLCAP00010030820	ENSLCAG00010014466	Lates_calcarifer
ENSMALP00000007048	ENSMALG00000005002	Monopterus_albus
ENSMAMP00000010554	ENSMAMG00000007099	Mastacembelus_armatus
ENSATEP00000032298	ENSATEG00000022227	Anabas_testudineus
ENSSMAP00000009482	ENSSMAG00000005839	Scophthalmus_maximus
ENSAOCP00000008327	ENSAOCG00000012340	Amphiprion_ocellaris
ENSAPEP00000007360	ENSAPEG00000005285	Amphiprion_percula
ENSAPOP00000020827	ENSAPOG00000024444	Acanthochromis_polyacanthus
ENSSPAP00000030244	ENSSPAG00000022714	Stegastes_partitus
ENSPRNP00000011807	ENSPRNG00000006621	Parambassis_ranga
ENSPNYP00000003760	ENSPNYG00000002895	Pundamilia_nyererei
ENSHBUP00000026839	ENSHBUG00000009718	Haplochromis_burtoni
ENSACLP00000039650	ENSACLG00000026726	Astatotilapia_calliptera
ENSMZEP00005025789	ENSMZEG00005019241	Maylandia_zebra
ENSNBRP00000002789	ENSNBRG00000002221	Neolamprologus_brichardi
ENSONIP00000018649	ENSONIG00000014813	Oreochromis_niloticus
ENSACIP00000005868	ENSACIG00000004622	Amphilophus_citrinellus
ENSHCOP00000009172	ENSHCOG00000011577	Hippocampus_comes
ENSPMGP00000027598	ENSPMGG00000022267	Periophthalmus_magnuspinnatus
ENSGMOP00000019948	ENSGMOG00000018550	Gadus_morhua
ENSHHUP00000009956	ENSHHUG00000006071	Hucho_hucho
ENSHHUP00000032652	ENSHHUG00000020675	Hucho_hucho
ENSELUP00000024993	ENSELUG00000023706	Esox_lucius
ENSCHAP00000056924	ENSCHAG00000025706	Clupea_harengus
ENSDCDP00000061074	ENSDCDG00000034920	Denticeps_clupeoides
ENSGWIP00000044992	ENSGWIG00000022320	Gouania_willdenowi
ENSHCOP00000011754	ENSHCOG00000014648	Hippocampus_comes
ENSMMOP00000002784	ENSMMOG00000002245	Mola_mola
ENSPMGP00000018331	ENSPMGG00000014974	Periophthalmus_magnuspinnatus
ENSSMAP00000000706	ENSSMAG00000000443	Scophthalmus_maximus
ENSCSEP00000013765	ENSCSEG00000008852	Cynoglossus_semilaevis
ENSMALP00000021496	ENSMALG00000015033	Monopterus_albus
