ENSSMRP00000017539	ENSSMRG00000013658	Salvator_merianae
ENSPVIP00000020406	ENSPVIG00000015548	Pogona_vitticeps
ENSSPUP00000021194	ENSSPUG00000016292	Sphenodon_punctatus
ENSGAGP00000011461	ENSGAGG00000008843	Gopherus_agassizii
ENSCABP00000001097	ENSCABG00000000913	Chelonoidis_abingdonii
ENSCPBP00000005063	ENSCPBG00000004079	Chrysemys_picta_bellii
ENSPSIP00000015952	ENSPSIG00000014237	Pelodiscus_sinensis
ENSACAP00000011042	ENSACAG00000011285	Anolis_carolinensis
ENSAPLP00000018070	ENSAPLG00000025731	Anas_platyrhynchos_platyrhynchos
ENSABRP00000023193	ENSABRG00000019582	Anser_brachyrhynchus
ENSNMEP00000003316	ENSNMEG00000003860	Numida_meleagris
ENSCPGP00000005282	ENSCPGG00000003822	Calidris_pygmaea
ENSCPUP00000015457	ENSCPUG00000010743	Calidris_pugnax
ENSDNOP00000026989	ENSDNOG00000037834	Dasypus_novemcinctus
ENSLAFP00000024972	ENSLAFG00000020986	Loxodonta_africana
ENSCCNP00000027011	ENSCCNG00000026156	Castor_canadensis
ENSDORP00000003054	ENSDORG00000003264	Dipodomys_ordii
ENSMSIP00000005218	ENSMSIG00000004746	Mus_spicilegus
MGP_SPRETEiJ_P0045423	MGP_SPRETEiJ_G0022205	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000112778	ENSMUSG00000079605	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000115777	ENSMUSG00000117819	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0043514	MGP_CAROLIEiJ_G0021292	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0055817	MGP_PahariEiJ_G0023610	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000000574	ENSRNOG00000026799	Rattus_norvegicus
ENSMUGP00000022107	ENSMUGG00000018565	Meriones_unguiculatus
ENSCGRP00000008717	ENSCGRG00000006365	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001010016	ENSCGRG00001012006	Cricetulus_griseus_CHOK1GS_HDv1
