ENSCHAP00000046957	ENSCHAG00000021690	Clupea_harengus
ENSMLUP00000001297	ENSMLUG00000001418	Myotis_lucifugus
ENSANAP00000041165	ENSANAG00000037904	Aotus_nancymaae
ENSSARP00000011664	ENSSARG00000012915	Sorex_araneus
MGP_CAROLIEiJ_P0019711	MGP_CAROLIEiJ_G0014567	Mus_caroli_strain_CAROLI_EIJ
ENSVVUP00000003087	ENSVVUG00000002413	Vulpes_vulpes
ENSCCAP00000037509	ENSCCAG00000036611	Cebus_capucinus_imitator
ENSCAFP00020015457	ENSCAFG00020012421	Canis_lupus_dingo
ENSCJPP00005018462	ENSCJPG00005015039	Coturnix_japonica
ENSOPRP00000000539	ENSOPRG00000000599	Ochotona_princeps
ENSCSAP00000011049	ENSCSAG00000014943	Chlorocebus_sabaeus
ENSOCUP00000006417	ENSOCUG00000007421	Oryctolagus_cuniculus
ENSCMIP00000004865	ENSCMIG00000002888	Callorhinchus_milii
ENSGMOP00000015871	ENSGMOG00000014828	Gadus_morhua
ENSRROP00000004635	ENSRROG00000019214	Rhinopithecus_roxellana
ENSORLP00020014397	ENSORLG00020015399	Oryzias_latipes_ASM223471v1
ENSCLAP00000017032	ENSCLAG00000011688	Chinchilla_lanigera
ENSHHUP00000064606	ENSHHUG00000038150	Hucho_hucho
ENSSHAP00000021022	ENSSHAG00000017827	Sarcophilus_harrisii
ENSSBOP00000004683	ENSSBOG00000018981	Saimiri_boliviensis_boliviensis
ENSNMEP00000010344	ENSNMEG00000009836	Numida_meleagris
MGP_PahariEiJ_P0075004	MGP_PahariEiJ_G0027801	Mus_pahari_strain_PAHARI_EIJ
ENSSMAP00000009455	ENSSMAG00000005817	Scophthalmus_maximus
ENSMMUP00000072054	ENSMMUG00000023566	Macaca_mulatta
ENSCAPP00000015668	ENSCAPG00000015743	Cavia_aperea
ENSACIP00000029780	ENSACIG00000023063	Amphilophus_citrinellus
ENSCAFP00000048950	ENSCAFG00000011429	Canis_lupus_familiaris
ENSCANP00000024763	ENSCANG00000035792	Colobus_angolensis_palliatus
ENSCPOP00000020153	ENSCPOG00000024699	Cavia_porcellus
ENSPCOP00000024286	ENSPCOG00000024333	Propithecus_coquereli
ENSSDAP00000017911	ENSSDAG00000016326	Spermophilus_dauricus
ENSAMXP00000007459	ENSAMXG00000007263	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSNVIP00000015755	ENSNVIG00000012377	Neovison_vison
ENSCPRP00005011427	ENSCPRG00005008140	Crocodylus_porosus
ENSLCAP00010026888	ENSLCAG00010012592	Lates_calcarifer
ENSTGUP00000001119	ENSTGUG00000001091	Taeniopygia_guttata
ENSPPRP00000008476	ENSPPRG00000003279	Panthera_pardus
ENSPTEP00000036745	ENSPTEG00000034473	Piliocolobus_tephrosceles
ENSNSUP00000022564	ENSNSUG00000016391	Notechis_scutatus
ENSPLAP00000009239	ENSPLAG00000011967	Poecilia_latipinna
ENSMSIP00000029597	ENSMSIG00000024858	Mus_spicilegus
ENSPREP00000005510	ENSPREG00000003825	Poecilia_reticulata
ENSMGAP00000003439	ENSMGAG00000003702	Meleagris_gallopavo
ENSDORP00000010414	ENSDORG00000011083	Dipodomys_ordii
ENSDCDP00000055504	ENSDCDG00000032813	Denticeps_clupeoides
ENSGWIP00000015459	ENSGWIG00000008672	Gouania_willdenowi
ENSCPGP00000027284	ENSCPGG00000018792	Calidris_pygmaea
ENSGAFP00000006936	ENSGAFG00000004722	Gambusia_affinis
ENSECAP00000049558	ENSECAG00000021642	Equus_caballus
ENSSMRP00000010906	ENSSMRG00000008617	Salvator_merianae
ENSLCRP00005011042	ENSLCRG00005005012	Larimichthys_crocea
ENSPKIP00000019430	ENSPKIG00000004611	Paramormyrops_kingsleyae
ENSHGLP00000009985	ENSHGLG00000007167	Heterocephalus_glaber_HetGla_female_1.0
ENSCHIP00000021347	ENSCHIG00000019691	Capra_hircus
ENSHCOP00000021385	ENSHCOG00000000733	Hippocampus_comes
ENSMUNP00000014586	ENSMUNG00000011332	Melopsittacus_undulatus
ENSACAP00000007630	ENSACAG00000007799	Anolis_carolinensis
ENSMZEP00005001079	ENSMZEG00005000920	Maylandia_zebra
ENSMOCP00000006299	ENSMOCG00000005913	Microtus_ochrogaster
ENSFALP00000000582	ENSFALG00000000563	Ficedula_albicollis
ENSDNOP00000034728	ENSDNOG00000049118	Dasypus_novemcinctus
ENSAMXP00005025519	ENSAMXG00005012925	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSSCP00000056529	ENSSSCG00000015649	Sus_scrofa_strain_reference
ENSORLP00015009731	ENSORLG00015010535	Oryzias_latipes_ASM223469v1
ENSPEMP00000008191	ENSPEMG00000009913	Peromyscus_maniculatus_bairdii
ENSEEUP00000003936	ENSEEUG00000004350	Erinaceus_europaeus
ENSEASP00005006567	ENSEASG00005004855	Equus_asinus_asinus
ENSLBEP00000016622	ENSLBEG00000012817	Labrus_bergylta
ENSSFOP00015000466	ENSSFOG00015000395	Scleropages_formosus
ENSPVAP00000007605	ENSPVAG00000008054	Pteropus_vampyrus
ENSCVAP00000022407	ENSCVAG00000005077	Cyprinodon_variegatus
ENSAMEP00000018506	ENSAMEG00000017518	Ailuropoda_melanoleuca
ENSNPEP00000010114	ENSNPEG00000007584	Nothoprocta_perdicaria	ENSNPET00000010366
ENSAPLP00000015190	ENSAPLG00000015340	Anas_platyrhynchos_platyrhynchos
ENSSCAP00000016154	ENSSCAG00000011838	Serinus_canaria	ENSSCAT00000018111
ENSCGRP00015006309	ENSCGRG00015004889	Cricetulus_griseus_CriGri-PICR
ENSELUP00000035382	ENSELUG00000014325	Esox_lucius
MGP_SPRETEiJ_P0020740	MGP_SPRETEiJ_G0015371	Mus_spretus_strain_SPRET/EiJ
ENSAOCP00000006918	ENSAOCG00000010605	Amphiprion_ocellaris
ENSAOWP00000014450	ENSAOWG00000009856	Apteryx_owenii	ENSAOWT00000016398
ENSBIXP00000034160	ENSBIXG00000006584	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLAFP00000003810	ENSLAFG00000004569	Loxodonta_africana
ENSPMGP00000016608	ENSPMGG00000013637	Periophthalmus_magnuspinnatus
ENSCGOP00000034587	ENSCGOG00000016030	Cottoperca_gobio
ENSMALP00000028954	ENSMALG00000020013	Monopterus_albus
ENSZALP00000003204	ENSZALG00000003255	Zonotrichia_albicollis	ENSZALT00000005173
ENSGACP00000000494	ENSGACG00000000385	Gasterosteus_aculeatus
ENSFCAP00000025239	ENSFCAG00000025106	Felis_catus
ENSOGAP00000021113	ENSOGAG00000025150	Otolemur_garnettii
ENSMUGP00000024379	ENSMUGG00000020370	Meriones_unguiculatus
ENSBTAP00000017680	ENSBTAG00000013294	Bos_taurus
ENSDNVP00000018591	ENSDNVG00000013002	Dromaius_novaehollandiae	ENSDNVT00000022405
ENSBBBP00000021685	ENSBBBG00000001302	Bison_bison_bison
ENSXMAP00000003774	ENSXMAG00000003761	Xiphophorus_maculatus
ENSTTRP00000011477	ENSTTRG00000012102	Tursiops_truncatus
ENSJJAP00000007793	ENSJJAG00000012120	Jaculus_jaculus
ENSP00000356076	ENSG00000143479	Homo_sapiens
ENSUAMP00000000315	ENSUAMG00000000367	Ursus_americanus
ENSMPUP00000010008	ENSMPUG00000010083	Mustela_putorius_furo
ENSCSEP00000006973	ENSCSEG00000004506	Cynoglossus_semilaevis
ENSCJAP00000034500	ENSCJAG00000018585	Callithrix_jacchus
ENSUPAP00010018969	ENSUPAG00010015032	Urocitellus_parryii
ENSNLEP00000023510	ENSNLEG00000000742	Nomascus_leucogenys
ENSTGEP00000015443	ENSTGEG00000012493	Theropithecus_gelada
ENSVURP00010016049	ENSVURG00010012299	Vombatus_ursinus
ENSTRUP00000054122	ENSTRUG00000019715	Takifugu_rubripes
ENSGALP00000001263	ENSGALG00000000863	Gallus_gallus
ENSMNEP00000040761	ENSMNEG00000043248	Macaca_nemestrina
ENSCCEP00000018966	ENSCCEG00000017274	Cyanistes_caeruleus
