ENSSFOP00015020266	ENSSFOG00015013046	Scleropages_formosus
ENSPKIP00000041706	ENSPKIG00000018158	Paramormyrops_kingsleyae
ENSBSLP00000048216	ENSBSLG00000022968	Betta_splendens
ENSHCOP00000028436	ENSHCOG00000021077	Hippocampus_comes
ENSCGOP00000018039	ENSCGOG00000008657	Cottoperca_gobio
ENSGACP00000011152	ENSGACG00000008440	Gasterosteus_aculeatus
ENSTNIP00000002104	ENSTNIG00000017344	Tetraodon_nigroviridis
ENSTRUP00000027003	ENSTRUG00000010704	Takifugu_rubripes
ENSMMOP00000015944	ENSMMOG00000012166	Mola_mola
ENSLBEP00000030596	ENSLBEG00000023113	Labrus_bergylta
ENSLCRP00005034289	ENSLCRG00005013454	Larimichthys_crocea
ENSAOCP00000004298	ENSAOCG00000007695	Amphiprion_ocellaris
ENSAPEP00000032048	ENSAPEG00000022765	Amphiprion_percula
ENSAPOP00000029510	ENSAPOG00000015436	Acanthochromis_polyacanthus
ENSSPAP00000017098	ENSSPAG00000012903	Stegastes_partitus
ENSPRNP00000032103	ENSPRNG00000016102	Parambassis_ranga
ENSPFOP00000022158	ENSPFOG00000004053	Poecilia_formosa
ENSPMEP00000029281	ENSPMEG00000014908	Poecilia_mexicana
ENSPLAP00000009792	ENSPLAG00000012619	Poecilia_latipinna
ENSPREP00000022919	ENSPREG00000015470	Poecilia_reticulata
ENSXMAP00000013508	ENSXMAG00000013480	Xiphophorus_maculatus
ENSGAFP00000006099	ENSGAFG00000004142	Gambusia_affinis
ENSFHEP00000025748	ENSFHEG00000008129	Fundulus_heteroclitus
ENSCVAP00000023892	ENSCVAG00000007591	Cyprinodon_variegatus
ENSKMAP00000007908	ENSKMAG00000005948	Kryptolebias_marmoratus
ENSORLP00020008894	ENSORLG00020009797	Oryzias_latipes_ASM223471v1
ENSORLP00000019732	ENSORLG00000015756	Oryzias_latipes_ASM223467v1
ENSORLP00015026823	ENSORLG00015008611	Oryzias_latipes_ASM223469v1
ENSOMEP00000005584	ENSOMEG00000006599	Oryzias_melastigma
ENSGWIP00000012485	ENSGWIG00000007260	Gouania_willdenowi
ENSPNYP00000029254	ENSPNYG00000022042	Pundamilia_nyererei
ENSHBUP00000035057	ENSHBUG00000022997	Haplochromis_burtoni
ENSACLP00000029958	ENSACLG00000020299	Astatotilapia_calliptera
ENSMZEP00005009856	ENSMZEG00005007464	Maylandia_zebra
ENSNBRP00000012132	ENSNBRG00000009481	Neolamprologus_brichardi
ENSONIP00000025342	ENSONIG00000020117	Oreochromis_niloticus
ENSACIP00000031349	ENSACIG00000024222	Amphilophus_citrinellus
ENSSDUP00000027355	ENSSDUG00000019800	Seriola_dumerili
ENSSLDP00000000091	ENSSLDG00000000151	Seriola_lalandi_dorsalis
ENSLCAP00010051073	ENSLCAG00010023791	Lates_calcarifer
ENSSMAP00000002570	ENSSMAG00000001623	Scophthalmus_maximus
ENSMAMP00000002549	ENSMAMG00000001799	Mastacembelus_armatus
ENSMALP00000013400	ENSMALG00000009469	Monopterus_albus
ENSATEP00000022504	ENSATEG00000015624	Anabas_testudineus
ENSCSEP00000002261	ENSCSEG00000001521	Cynoglossus_semilaevis
ENSGMOP00000011588	ENSGMOG00000010829	Gadus_morhua
ENSHHUP00000085515	ENSHHUG00000049528	Hucho_hucho
ENSHHUP00000089283	ENSHHUG00000051554	Hucho_hucho
ENSELUP00000010811	ENSELUG00000011260	Esox_lucius
ENSPMGP00000004569	ENSPMGG00000003875	Periophthalmus_magnuspinnatus
ENSAMXP00005024262	ENSAMXG00005012394	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000003802	ENSIPUG00000002684	Ictalurus_punctatus
ENSEEEP00000049296	ENSEEEG00000023171	Electrophorus_electricus
ENSDARP00000126511	ENSDARG00000004695	Danio_rerio
ENSCHAP00000003739	ENSCHAG00000002381	Clupea_harengus
ENSDCDP00000052607	ENSDCDG00000031711	Denticeps_clupeoides
ENSAMXP00000019926	ENSAMXG00000019352	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005045636	ENSAMXG00005021093	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021041	ENSPNAG00000004294	Pygocentrus_nattereri
ENSIPUP00000025767	ENSIPUG00000017456	Ictalurus_punctatus
ENSEEEP00000050567	ENSEEEG00000023782	Electrophorus_electricus
ENSDARP00000048109	ENSDARG00000031983	Danio_rerio
ENSPKIP00000001363	ENSPKIG00000019692	Paramormyrops_kingsleyae
