ENSPKIP00000014055	ENSPKIG00000001258	Paramormyrops_kingsleyae
ENSSFOP00015016772	ENSSFOG00015010706	Scleropages_formosus
ENSHHUP00000031613	ENSHHUG00000020078	Hucho_hucho
ENSELUP00000036882	ENSELUG00000016336	Esox_lucius
ENSTRUP00000008573	ENSTRUG00000003664	Takifugu_rubripes
ENSTNIP00000011600	ENSTNIG00000008752	Tetraodon_nigroviridis
ENSPMGP00000004604	ENSPMGG00000003898	Periophthalmus_magnuspinnatus
ENSCVAP00000022310	ENSCVAG00000004972	Cyprinodon_variegatus
ENSFHEP00000031508	ENSFHEG00000017489	Fundulus_heteroclitus
ENSXMAP00000001990	ENSXMAG00000001987	Xiphophorus_maculatus
ENSXCOP00000005008	ENSXCOG00000003915	Xiphophorus_couchianus
ENSGAFP00000029203	ENSGAFG00000019708	Gambusia_affinis
ENSPFOP00000012204	ENSPFOG00000012092	Poecilia_formosa
ENSPLAP00000018071	ENSPLAG00000022715	Poecilia_latipinna
ENSPMEP00000021232	ENSPMEG00000001318	Poecilia_mexicana
ENSPREP00000013332	ENSPREG00000009045	Poecilia_reticulata
ENSKMAP00000005377	ENSKMAG00000004074	Kryptolebias_marmoratus
ENSORLP00000028817	ENSORLG00000005322	Oryzias_latipes_ASM223467v1
ENSORLP00015002333	ENSORLG00015002983	Oryzias_latipes_ASM223469v1
ENSORLP00020005672	ENSORLG00020006538	Oryzias_latipes_ASM223471v1
ENSOMEP00000017054	ENSOMEG00000018758	Oryzias_melastigma
ENSGWIP00000041482	ENSGWIG00000020907	Gouania_willdenowi
ENSBSLP00000035074	ENSBSLG00000016854	Betta_splendens
ENSHCOP00000009295	ENSHCOG00000011723	Hippocampus_comes
ENSSDUP00000007467	ENSSDUG00000005458	Seriola_dumerili
ENSSLDP00000013129	ENSSLDG00000010431	Seriola_lalandi_dorsalis
ENSLCAP00010056620	ENSLCAG00010026427	Lates_calcarifer
ENSSMAP00000002417	ENSSMAG00000001491	Scophthalmus_maximus
ENSCSEP00000020477	ENSCSEG00000013059	Cynoglossus_semilaevis
ENSMAMP00000024404	ENSMAMG00000016409	Mastacembelus_armatus
ENSMALP00000023172	ENSMALG00000016138	Monopterus_albus
ENSATEP00000032910	ENSATEG00000022645	Anabas_testudineus
ENSCGOP00000005277	ENSCGOG00000002608	Cottoperca_gobio
ENSGACP00000002514	ENSGACG00000001930	Gasterosteus_aculeatus
ENSLCRP00005060333	ENSLCRG00005022291	Larimichthys_crocea
ENSMMOP00000007036	ENSMMOG00000005469	Mola_mola
ENSLBEP00000037949	ENSLBEG00000028303	Labrus_bergylta
ENSSLDP00000010367	ENSSLDG00000008270	Seriola_lalandi_dorsalis
ENSLCRP00005060290	ENSLCRG00005022286	Larimichthys_crocea
ENSAOCP00000005209	ENSAOCG00000008735	Amphiprion_ocellaris
ENSAPEP00000010934	ENSAPEG00000007802	Amphiprion_percula
ENSAPOP00000000657	ENSAPOG00000001882	Acanthochromis_polyacanthus
ENSSPAP00000000761	ENSSPAG00000000534	Stegastes_partitus
ENSPRNP00000011631	ENSPRNG00000006564	Parambassis_ranga
ENSMZEP00005033466	ENSMZEG00005024982	Maylandia_zebra
ENSPNYP00000015231	ENSPNYG00000011515	Pundamilia_nyererei
ENSHBUP00000026864	ENSHBUG00000009799	Haplochromis_burtoni
ENSACLP00000019459	ENSACLG00000013218	Astatotilapia_calliptera
ENSNBRP00000011089	ENSNBRG00000008607	Neolamprologus_brichardi
ENSONIP00000022640	ENSONIG00000017967	Oreochromis_niloticus
ENSACIP00000018612	ENSACIG00000014498	Amphilophus_citrinellus
ENSGMOP00000009779	ENSGMOG00000009131	Gadus_morhua
