ENSSFOP00015012725	ENSSFOG00015008209	Scleropages_formosus
ENSPKIP00000027924	ENSPKIG00000009774	Paramormyrops_kingsleyae
ENSPKIP00000012424	ENSPKIG00000000228	Paramormyrops_kingsleyae
ENSAOCP00000018377	ENSAOCG00000023561	Amphiprion_ocellaris
ENSAPEP00000032819	ENSAPEG00000023317	Amphiprion_percula
ENSAPOP00000033704	ENSAPOG00000022445	Acanthochromis_polyacanthus
ENSSPAP00000020963	ENSSPAG00000015807	Stegastes_partitus
ENSPRNP00000011047	ENSPRNG00000006273	Parambassis_ranga
ENSXMAP00000036026	ENSXMAG00000003401	Xiphophorus_maculatus
ENSXCOP00000013532	ENSXCOG00000010251	Xiphophorus_couchianus
ENSGAFP00000023909	ENSGAFG00000016106	Gambusia_affinis
ENSPFOP00000008309	ENSPFOG00000008267	Poecilia_formosa
ENSPMEP00000015413	ENSPMEG00000017924	Poecilia_mexicana
ENSPLAP00000000710	ENSPLAG00000001592	Poecilia_latipinna
ENSPREP00000018535	ENSPREG00000012568	Poecilia_reticulata
ENSFHEP00000003391	ENSFHEG00000004252	Fundulus_heteroclitus
ENSCVAP00000001277	ENSCVAG00000000072	Cyprinodon_variegatus
ENSKMAP00000030179	ENSKMAG00000022306	Kryptolebias_marmoratus
ENSORLP00020013768	ENSORLG00020014782	Oryzias_latipes_ASM223471v1
ENSORLP00000036096	ENSORLG00000017006	Oryzias_latipes_ASM223467v1
ENSORLP00015009819	ENSORLG00015010614	Oryzias_latipes_ASM223469v1
ENSOMEP00000007979	ENSOMEG00000009136	Oryzias_melastigma
ENSGWIP00000022025	ENSGWIG00000011678	Gouania_willdenowi
ENSMZEP00005012253	ENSMZEG00005009183	Maylandia_zebra
ENSACLP00000002959	ENSACLG00000002017	Astatotilapia_calliptera
ENSHBUP00000026543	ENSHBUG00000009291	Haplochromis_burtoni
ENSPNYP00000029119	ENSPNYG00000021941	Pundamilia_nyererei
ENSNBRP00000000503	ENSNBRG00000000438	Neolamprologus_brichardi
ENSONIP00000002911	ENSONIG00000002328	Oreochromis_niloticus
ENSACIP00000005954	ENSACIG00000004580	Amphilophus_citrinellus
ENSLCRP00005023791	ENSLCRG00005009558	Larimichthys_crocea
ENSLBEP00000007936	ENSLBEG00000006112	Labrus_bergylta
ENSCGOP00000005991	ENSCGOG00000003035	Cottoperca_gobio
ENSGACP00000014996	ENSGACG00000011336	Gasterosteus_aculeatus
ENSTRUP00000052000	ENSTRUG00000001897	Takifugu_rubripes
ENSTNIP00000018542	ENSTNIG00000015472	Tetraodon_nigroviridis
ENSMMOP00000026897	ENSMMOG00000020338	Mola_mola
ENSSDUP00000013470	ENSSDUG00000009789	Seriola_dumerili
ENSSLDP00000001983	ENSSLDG00000001612	Seriola_lalandi_dorsalis
ENSLCAP00010058095	ENSLCAG00010027078	Lates_calcarifer
ENSSMAP00000015527	ENSSMAG00000009524	Scophthalmus_maximus
ENSCSEP00000031013	ENSCSEG00000019852	Cynoglossus_semilaevis
ENSMAMP00000005054	ENSMAMG00000003401	Mastacembelus_armatus
ENSMALP00000024286	ENSMALG00000016927	Monopterus_albus
ENSATEP00000007263	ENSATEG00000005125	Anabas_testudineus
ENSBSLP00000010288	ENSBSLG00000005088	Betta_splendens
ENSPMGP00000019702	ENSPMGG00000015977	Periophthalmus_magnuspinnatus
ENSHCOP00000001262	ENSHCOG00000002188	Hippocampus_comes
ENSGMOP00000015213	ENSGMOG00000014235	Gadus_morhua
ENSHHUP00000041485	ENSHHUG00000025583	Hucho_hucho
ENSHHUP00000090593	ENSHHUG00000052303	Hucho_hucho
ENSELUP00000041313	ENSELUG00000022108	Esox_lucius
ENSCHAP00000000493	ENSCHAG00000000346	Clupea_harengus
ENSDCDP00000039983	ENSDCDG00000026417	Denticeps_clupeoides
ENSAMXP00000018741	ENSAMXG00000018194	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005050311	ENSAMXG00005022862	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000015833	ENSPNAG00000021936	Pygocentrus_nattereri
ENSEEEP00000033464	ENSEEEG00000015721	Electrophorus_electricus
ENSDARP00000153290	ENSDARG00000034667	Danio_rerio
ENSLOCP00000004232	ENSLOCG00000003571	Lepisosteus_oculatus
ENSECRP00000031140	ENSECRG00000021108	Erpetoichthys_calabaricus
ENSLACP00000020522	ENSLACG00000018035	Latimeria_chalumnae
ENSCMIP00000043940	ENSCMIG00000018207	Callorhinchus_milii
