ENSSMRP00000009631	ENSSMRG00000007664	Salvator_merianae
ENSPVIP00000017498	ENSPVIG00000013453	Pogona_vitticeps
ENSNSUP00000028067	ENSNSUG00000020014	Notechis_scutatus
ENSSPUP00000020859	ENSSPUG00000016018	Sphenodon_punctatus
ENSCPGP00000006918	ENSCPGG00000004953	Calidris_pygmaea
ENSMUNP00000000508	ENSMUNG00000000486	Melopsittacus_undulatus
ENSZALP00000019833	ENSZALG00000015645	Zonotrichia_albicollis
ENSJHYP00000000650	ENSJHYG00000000592	Junco_hyemalis
ENSSCAP00000004780	ENSSCAG00000003831	Serinus_canaria
ENSFALP00000001550	ENSFALG00000001491	Ficedula_albicollis
ENSTGUP00000005496	ENSTGUG00000005329	Taeniopygia_guttata
ENSLSDP00000003272	ENSLSDG00000002515	Lonchura_striata_domestica
ENSPMJP00000008202	ENSPMJG00000006692	Parus_major
ENSCCEP00000002766	ENSCCEG00000003079	Cyanistes_caeruleus
ENSMVIP00005000318	ENSMVIG00005000263	Manacus_vitellinus
ENSABRP00000025639	ENSABRG00000021454	Anser_brachyrhynchus
ENSAPLP00000003291	ENSAPLG00000003782	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000006209	ENSMGAG00000006216	Meleagris_gallopavo
ENSCJPP00005007436	ENSCJPG00005006845	Coturnix_japonica
ENSNMEP00000009610	ENSNMEG00000009210	Numida_meleagris
ENSAHAP00000014845	ENSAHAG00000010422	Apteryx_haastii
ENSAOWP00000007865	ENSAOWG00000005400	Apteryx_owenii
ENSARWP00000010970	ENSARWG00000007500	Apteryx_rowi
ENSDNVP00000013702	ENSDNVG00000009660	Dromaius_novaehollandiae
ENSCPUP00000020269	ENSCPUG00000013849	Calidris_pugnax
ENSLCOP00000019108	ENSLCOG00000013513	Lepidothrix_coronata
ENSGALP00000038584	ENSGALG00000003441	Gallus_gallus
ENSJHYP00000000653	ENSJHYG00000000615	Junco_hyemalis
ENSCPUP00000020274	ENSCPUG00000013850	Calidris_pugnax
ENSNPEP00000018253	ENSNPEG00000013590	Nothoprocta_perdicaria
ENSCPRP00005009812	ENSCPRG00005007006	Crocodylus_porosus
ENSCPBP00000030081	ENSCPBG00000021184	Chrysemys_picta_bellii
ENSCABP00000007686	ENSCABG00000005774	Chelonoidis_abingdonii
ENSPSIP00000013687	ENSPSIG00000012296	Pelodiscus_sinensis
ENSACAP00000000003	ENSACAG00000000004	Anolis_carolinensis
ENSCHOP00000010345	ENSCHOG00000011707	Choloepus_hoffmanni
ENSDNOP00000011707	ENSDNOG00000015105	Dasypus_novemcinctus
ENSLAFP00000002546	ENSLAFG00000003053	Loxodonta_africana
ENSETEP00000000732	ENSETEG00000000902	Echinops_telfairi
ENSPPAP00000011884	ENSPPAG00000029135	Pan_paniscus
ENSPTRP00000084661	ENSPTRG00000021506	Pan_troglodytes
ENSGGOP00000024719	ENSGGOG00000015837	Gorilla_gorilla
ENSP00000361180	ENSG00000148308	Homo_sapiens
ENSPPYP00000022113	ENSPPYG00000019719	Pongo_abelii
ENSPPYP00000003224	ENSPPYG00000002760	Pongo_abelii
ENSNLEP00000015765	ENSNLEG00000012972	Nomascus_leucogenys
ENSTGEP00000015546	ENSTGEG00000012558	Theropithecus_gelada
ENSPANP00000011961	ENSPANG00000021827	Papio_anubis
ENSMLEP00000028566	ENSMLEG00000038455	Mandrillus_leucophaeus
ENSMFAP00000029360	ENSMFAG00000041901	Macaca_fascicularis
ENSMNEP00000011152	ENSMNEG00000029898	Macaca_nemestrina
ENSMMUP00000070898	ENSMMUG00000001267	Macaca_mulatta
ENSCATP00000011293	ENSCATG00000029873	Cercocebus_atys
ENSCSAP00000011121	ENSCSAG00000015015	Chlorocebus_sabaeus
ENSRBIP00000014250	ENSRBIG00000031213	Rhinopithecus_bieti
ENSRROP00000030215	ENSRROG00000038857	Rhinopithecus_roxellana
ENSCANP00000007758	ENSCANG00000025363	Colobus_angolensis_palliatus
