ENSPVIP00000030375	ENSPVIG00000022359	Pogona_vitticeps
ENSACAP00000008273	ENSACAG00000008406	Anolis_carolinensis
ENSNSUP00000011704	ENSNSUG00000008815	Notechis_scutatus	ENSNSUT00000012473
ENSSMRP00000016373	ENSSMRG00000012746	Salvator_merianae
ENSSPUP00000021235	ENSSPUG00000016322	Sphenodon_punctatus
ENSCABP00000021574	ENSCABG00000015893	Chelonoidis_abingdonii
ENSGAGP00000024622	ENSGAGG00000017977	Gopherus_agassizii
ENSCPBP00000037338	ENSCPBG00000025893	Chrysemys_picta_bellii
ENSPSIP00000004761	ENSPSIG00000004445	Pelodiscus_sinensis
ENSCPRP00005013576	ENSCPRG00005009592	Crocodylus_porosus
ENSAHAP00000003505	ENSAHAG00000001674	Apteryx_haastii
ENSAOWP00000015393	ENSAOWG00000010484	Apteryx_owenii
ENSARWP00000012944	ENSARWG00000008829	Apteryx_rowi
ENSDNVP00000022489	ENSDNVG00000015640	Dromaius_novaehollandiae
ENSNPEP00000014348	ENSNPEG00000010743	Nothoprocta_perdicaria
ENSMGAP00000005185	ENSMGAG00000005289	Meleagris_gallopavo
ENSCJPP00005011172	ENSCJPG00005009391	Coturnix_japonica
ENSGALP00000051916	ENSGALG00000004465	Gallus_gallus
ENSNMEP00000019887	ENSNMEG00000017077	Numida_meleagris
ENSABRP00000026208	ENSABRG00000021918	Anser_brachyrhynchus
ENSAPLP00000023323	ENSAPLG00000006275	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000021950	ENSCPUG00000014914	Calidris_pugnax
ENSCPGP00000026319	ENSCPGG00000018125	Calidris_pygmaea
ENSMUNP00000014963	ENSMUNG00000011610	Melopsittacus_undulatus
ENSMVIP00005009766	ENSMVIG00005007185	Manacus_vitellinus
ENSLCOP00000015841	ENSLCOG00000011312	Lepidothrix_coronata
ENSLSDP00000026078	ENSLSDG00000018190	Lonchura_striata_domestica
ENSTGUP00000004750	ENSTGUG00000004592	Taeniopygia_guttata
ENSZALP00000015968	ENSZALG00000012999	Zonotrichia_albicollis
ENSJHYP00000018122	ENSJHYG00000013627	Junco_hyemalis
ENSSCAP00000022397	ENSSCAG00000016099	Serinus_canaria
ENSFALP00000013147	ENSFALG00000012582	Ficedula_albicollis
ENSCCEP00000020825	ENSCCEG00000018910	Cyanistes_caeruleus
ENSPMJP00000020616	ENSPMJG00000015344	Parus_major
ENSVURP00010018547	ENSVURG00010014125	Vombatus_ursinus
ENSPCIP00000020036	ENSPCIG00000015266	Phascolarctos_cinereus
ENSMEUP00000014721	ENSMEUG00000016091	Notamacropus_eugenii
ENSSHAP00000011990	ENSSHAG00000010283	Sarcophilus_harrisii
ENSPPAP00000024417	ENSPPAG00000035351	Pan_paniscus
ENSPTRP00000068517	ENSPTRG00000002594	Pan_troglodytes
ENSP00000263563	ENSG00000107719	Homo_sapiens
ENSGGOP00000004656	ENSGGOG00000004747	Gorilla_gorilla
ENSPPYP00000002750	ENSPPYG00000002369	Pongo_abelii
ENSNLEP00000019562	ENSNLEG00000016133	Nomascus_leucogenys
ENSCATP00000002812	ENSCATG00000011853	Cercocebus_atys
ENSMLEP00000025804	ENSMLEG00000037106	Mandrillus_leucophaeus
ENSTGEP00000036287	ENSTGEG00000028877	Theropithecus_gelada
ENSPANP00000020383	ENSPANG00000022258	Papio_anubis
ENSMFAP00000044455	ENSMFAG00000039573	Macaca_fascicularis
ENSMNEP00000022508	ENSMNEG00000034923	Macaca_nemestrina
ENSMMUP00000028473	ENSMMUG00000021618	Macaca_mulatta
ENSCSAP00000004567	ENSCSAG00000008308	Chlorocebus_sabaeus
ENSPTEP00000034352	ENSPTEG00000032618	Piliocolobus_tephrosceles
ENSCANP00000026200	ENSCANG00000036519	Colobus_angolensis_palliatus
ENSRROP00000036718	ENSRROG00000041817	Rhinopithecus_roxellana
ENSRBIP00000028064	ENSRBIG00000037915	Rhinopithecus_bieti
ENSSBOP00000011098	ENSSBOG00000022369	Saimiri_boliviensis_boliviensis
ENSCCAP00000024945	ENSCCAG00000030277	Cebus_capucinus_imitator
ENSANAP00000033155	ENSANAG00000034270	Aotus_nancymaae
ENSTSYP00000019351	ENSTSYG00000037409	Carlito_syrichta
ENSPCOP00000013521	ENSPCOG00000018393	Propithecus_coquereli
ENSMICP00000013764	ENSMICG00000015086	Microcebus_murinus
ENSPSMP00000010144	ENSPSMG00000007366	Prolemur_simus
ENSOGAP00000005112	ENSOGAG00000005717	Otolemur_garnettii
ENSTBEP00000003151	ENSTBEG00000003602	Tupaia_belangeri
ENSHGLP00100025392	ENSHGLG00100018628	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000016980	ENSHGLG00000012142	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000012185	ENSFDAG00000006728	Fukomys_damarensis
ENSCPOP00000020786	ENSCPOG00000027030	Cavia_porcellus
ENSCAPP00000013424	ENSCAPG00000014041	Cavia_aperea
ENSCLAP00000014965	ENSCLAG00000010318	Chinchilla_lanigera
ENSODEP00000018701	ENSODEG00000013788	Octodon_degus
ENSUPAP00010005445	ENSUPAG00010004405	Urocitellus_parryii
ENSSTOP00000011617	ENSSTOG00000012949	Ictidomys_tridecemlineatus
ENSSDAP00000027152	ENSSDAG00000024598	Spermophilus_dauricus
ENSMMMP00000007995	ENSMMMG00000007147	Marmota_marmota_marmota
ENSPEMP00000013379	ENSPEMG00000013431	Peromyscus_maniculatus_bairdii
ENSMOCP00000013364	ENSMOCG00000013177	Microtus_ochrogaster
ENSCGRP00000021331	ENSCGRG00000015484	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001027755	ENSCGRG00001024676	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015008441	ENSCGRG00015006540	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009154	ENSMAUG00000010402	Mesocricetus_auratus
MGP_SPRETEiJ_P0024190	MGP_SPRETEiJ_G0016175	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000020289	ENSMUSG00000020092	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000015681	ENSMSIG00000013427	Mus_spicilegus
MGP_CAROLIEiJ_P0023052	MGP_CAROLIEiJ_G0015365	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0086220	MGP_PahariEiJ_G0030781	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000062593	ENSRNOG00000000561	Rattus_norvegicus
ENSMUGP00000006055	ENSMUGG00000004339	Meriones_unguiculatus
ENSNGAP00000007409	ENSNGAG00000010682	Nannospalax_galili
ENSJJAP00000013135	ENSJJAG00000015978	Jaculus_jaculus
ENSDORP00000017789	ENSDORG00000009740	Dipodomys_ordii
ENSCCNP00000032566	ENSCCNG00000030872	Castor_canadensis
ENSOCUP00000021083	ENSOCUG00000024110	Oryctolagus_cuniculus
ENSOPRP00000011513	ENSOPRG00000012595	Ochotona_princeps
