ENSABRP00000022553	ENSABRG00000019092	Anser_brachyrhynchus
ENSAPLP00000024833	ENSAPLG00000028207	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010278	ENSMGAG00000009893	Meleagris_gallopavo
ENSGALP00000049082	ENSGALG00000042213	Gallus_gallus
ENSCJPP00005019246	ENSCJPG00005015643	Coturnix_japonica
ENSNMEP00000027054	ENSNMEG00000022686	Numida_meleagris
ENSLSDP00000018263	ENSLSDG00000013039	Lonchura_striata_domestica
ENSTGUP00000015929	ENSTGUG00000015581	Taeniopygia_guttata
ENSZALP00000011997	ENSZALG00000010087	Zonotrichia_albicollis
ENSSCAP00000002963	ENSSCAG00000002012	Serinus_canaria
ENSJHYP00000006238	ENSJHYG00000001497	Junco_hyemalis
ENSPMJP00000025828	ENSPMJG00000018897	Parus_major
ENSCCEP00000026045	ENSCCEG00000022977	Cyanistes_caeruleus
ENSFALP00000007390	ENSFALG00000007083	Ficedula_albicollis
ENSLCOP00000016678	ENSLCOG00000011874	Lepidothrix_coronata
ENSCPGP00000006075	ENSCPGG00000004340	Calidris_pygmaea
ENSCPUP00000002225	ENSCPUG00000001627	Calidris_pugnax
ENSAHAP00000021896	ENSAHAG00000015385	Apteryx_haastii
ENSAOWP00000015995	ENSAOWG00000010892	Apteryx_owenii
ENSARWP00000013781	ENSARWG00000009519	Apteryx_rowi
ENSDNVP00000009108	ENSDNVG00000006461	Dromaius_novaehollandiae
ENSNPEP00000019696	ENSNPEG00000014665	Nothoprocta_perdicaria
ENSCPRP00005009714	ENSCPRG00005006923	Crocodylus_porosus
ENSEEUP00000010984	ENSEEUG00000012023	Erinaceus_europaeus
ENSPTRP00000024487	ENSPTRG00000014221	Pan_troglodytes
ENSPPAP00000020758	ENSPPAG00000033387	Pan_paniscus
ENSP00000350199	ENSG00000100280	Homo_sapiens
ENSGGOP00000006341	ENSGGOG00000006479	Gorilla_gorilla
ENSPPYP00000013038	ENSPPYG00000011687	Pongo_abelii
ENSNLEP00000003618	ENSNLEG00000002870	Nomascus_leucogenys
ENSMMUP00000028166	ENSMMUG00000021380	Macaca_mulatta
ENSMNEP00000017672	ENSMNEG00000032370	Macaca_nemestrina
ENSMFAP00000043065	ENSMFAG00000039960	Macaca_fascicularis
ENSTGEP00000031701	ENSTGEG00000025369	Theropithecus_gelada
ENSPANP00000031898	ENSPANG00000011720	Papio_anubis
ENSCATP00000039176	ENSCATG00000042139	Cercocebus_atys
ENSMLEP00000007452	ENSMLEG00000027196	Mandrillus_leucophaeus
ENSCSAP00000006007	ENSCSAG00000009758	Chlorocebus_sabaeus
ENSRROP00000011253	ENSRROG00000029903	Rhinopithecus_roxellana
ENSRBIP00000027256	ENSRBIG00000037339	Rhinopithecus_bieti
ENSCANP00000032507	ENSCANG00000039339	Colobus_angolensis_palliatus
ENSPTEP00000023731	ENSPTEG00000024349	Piliocolobus_tephrosceles
ENSSBOP00000012381	ENSSBOG00000022678	Saimiri_boliviensis_boliviensis
ENSCJAP00000075690	ENSCJAG00000019957	Callithrix_jacchus
ENSANAP00000002345	ENSANAG00000013731	Aotus_nancymaae
ENSCCAP00000040235	ENSCCAG00000037926	Cebus_capucinus_imitator
ENSTSYP00000001911	ENSTSYG00000002060	Carlito_syrichta
ENSPCOP00000004500	ENSPCOG00000012724	Propithecus_coquereli
ENSPSMP00000022406	ENSPSMG00000015668	Prolemur_simus
ENSMICP00000042882	ENSMICG00000004275	Microcebus_murinus
ENSOGAP00000020555	ENSOGAG00000012490	Otolemur_garnettii
ENSDORP00000007301	ENSDORG00000007787	Dipodomys_ordii
ENSCCNP00000015153	ENSCCNG00000015412	Castor_canadensis
MGP_SPRETEiJ_P0026805	MGP_SPRETEiJ_G0016886	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000020787	ENSMSIG00000017256	Mus_spicilegus
ENSMUSP00000009234	ENSMUSG00000009090	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0025478	MGP_CAROLIEiJ_G0016044	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0030471	MGP_PahariEiJ_G0016847	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000054218	ENSRNOG00000008786	Rattus_norvegicus
ENSMUGP00000028537	ENSMUGG00000023631	Meriones_unguiculatus
ENSCGRP00001021803	ENSCGRG00001020517	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012877	ENSCGRG00000009376	Cricetulus_griseus_CriGri_1.0
