ENSVURP00010032252	ENSVURG00010024618	Vombatus_ursinus
ENSPCIP00000045996	ENSPCIG00000015201	Phascolarctos_cinereus
ENSMEUP00000012892	ENSMEUG00000014111	Notamacropus_eugenii
ENSSHAP00000017353	ENSSHAG00000014744	Sarcophilus_harrisii
ENSMODP00000052539	ENSMODG00000020760	Monodelphis_domestica
ENSLAFP00000000857	ENSLAFG00000001020	Loxodonta_africana
ENSPCAP00000013014	ENSPCAG00000013876	Procavia_capensis
ENSETEP00000003464	ENSETEG00000004219	Echinops_telfairi
ENSCHOP00000009190	ENSCHOG00000010374	Choloepus_hoffmanni
ENSDNOP00000000423	ENSDNOG00000000551	Dasypus_novemcinctus
ENSPVAP00000007414	ENSPVAG00000007856	Pteropus_vampyrus
ENSMLUP00000007639	ENSMLUG00000008359	Myotis_lucifugus
ENSSARP00000005796	ENSSARG00000006388	Sorex_araneus
ENSOARP00000015944	ENSOARG00000014865	Ovis_aries
ENSCHIP00000033313	ENSCHIG00000026931	Capra_hircus
ENSBIXP00000029632	ENSBIXG00000011324	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000053288	ENSBTAG00000013611	Bos_taurus
ENSBIXP00005004344	ENSBIXG00005010351	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000024686	ENSBMUG00000018495	Bos_mutus
ENSBBBP00000017656	ENSBBBG00000010228	Bison_bison_bison
ENSTTRP00000007749	ENSTTRG00000008178	Tursiops_truncatus
ENSSSCP00000054632	ENSSSCG00000029943	Sus_scrofa_strain_reference
ENSVPAP00000006722	ENSVPAG00000007227	Vicugna_pacos
ENSUMAP00000009777	ENSUMAG00000007387	Ursus_maritimus
ENSAMEP00000011103	ENSAMEG00000010566	Ailuropoda_melanoleuca
ENSNVIP00000010313	ENSNVIG00000008005	Neovison_vison
ENSMPUP00000017248	ENSMPUG00000017358	Mustela_putorius_furo
ENSCAFP00000040314	ENSCAFG00000003801	Canis_lupus_familiaris
ENSCAFP00020024323	ENSCAFG00020019047	Canis_lupus_dingo
ENSVVUP00000015300	ENSVVUG00000011235	Vulpes_vulpes
ENSPTIP00000008967	ENSPTIG00000010184	Panthera_tigris_altaica
ENSPPRP00000026443	ENSPPRG00000017276	Panthera_pardus
ENSFCAP00000003183	ENSFCAG00000003448	Felis_catus
ENSEASP00005026459	ENSEASG00005018058	Equus_asinus_asinus
ENSECAP00000021631	ENSECAG00000024050	Equus_caballus
ENSCLAP00000005332	ENSCLAG00000003786	Chinchilla_lanigera
ENSODEP00000003382	ENSODEG00000002596	Octodon_degus
ENSCPOP00000002049	ENSCPOG00000002258	Cavia_porcellus
ENSHGLP00000005007	ENSHGLG00000003674	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001332	ENSHGLG00100001057	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008899	ENSFDAG00000017047	Fukomys_damarensis
ENSUPAP00010026931	ENSUPAG00010021293	Urocitellus_parryii
ENSSDAP00000014158	ENSSDAG00000012746	Spermophilus_dauricus
ENSSTOP00000010479	ENSSTOG00000011673	Ictidomys_tridecemlineatus
ENSMMMP00000016452	ENSMMMG00000014616	Marmota_marmota_marmota
ENSCGRP00001011974	ENSCGRG00001013488	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015034055	ENSCGRG00015025663	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006436	ENSCGRG00000004712	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000006539	ENSMAUG00000008418	Mesocricetus_auratus
ENSPEMP00000012447	ENSPEMG00000012760	Peromyscus_maniculatus_bairdii
ENSMOCP00000008240	ENSMOCG00000008170	Microtus_ochrogaster
ENSMSIP00000011072	ENSMSIG00000009655	Mus_spicilegus
MGP_SPRETEiJ_P0059788	MGP_SPRETEiJ_G0025900	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000026866	ENSMUSG00000059834	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0057524	MGP_CAROLIEiJ_G0024965	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0068483	MGP_PahariEiJ_G0026406	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019256	ENSRNOG00000014139	Rattus_norvegicus
ENSNGAP00000008927	ENSNGAG00000011737	Nannospalax_galili
ENSJJAP00000023547	ENSJJAG00000023270	Jaculus_jaculus
ENSDORP00000009447	ENSDORG00000010048	Dipodomys_ordii
ENSCCNP00000027228	ENSCCNG00000026358	Castor_canadensis
ENSOCUP00000012964	ENSOCUG00000015077	Oryctolagus_cuniculus
ENSOPRP00000003671	ENSOPRG00000003964	Ochotona_princeps
ENSMICP00000016884	ENSMICG00000017457	Microcebus_murinus
ENSPCOP00000019912	ENSPCOG00000021918	Propithecus_coquereli
ENSPSMP00000028038	ENSPSMG00000019530	Prolemur_simus
