ENSPVIP00000006383	ENSPVIG00000005289	Pogona_vitticeps	ENSPVIT00000008213
ENSPVIP00000005361	ENSPVIG00000004351	Pogona_vitticeps	ENSPVIT00000006846
ENSACAP00000017622	ENSACAG00000017895	Anolis_carolinensis
ENSAPLP00000032531	ENSAPLG00000021435	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000027105	ENSNMEG00000022726	Numida_meleagris	ENSNMET00000039130
ENSMGAP00000015889	ENSMGAG00000014984	Meleagris_gallopavo
ENSMGAP00000015582	ENSMGAG00000014708	Meleagris_gallopavo
ENSMGAP00000019320	ENSMGAG00000014985	Meleagris_gallopavo
ENSMGAP00000015507	ENSMGAG00000014637	Meleagris_gallopavo
ENSMGAP00000019305	ENSMGAG00000017097	Meleagris_gallopavo
ENSMGAP00000015508	ENSMGAG00000014638	Meleagris_gallopavo
ENSMGAP00000015590	ENSMGAG00000014716	Meleagris_gallopavo
ENSNMEP00000027104	ENSNMEG00000022725	Numida_meleagris
ENSAPLP00000030383	ENSAPLG00000026215	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000016995	ENSAPLG00000024706	Anas_platyrhynchos_platyrhynchos
ENSSHAP00000003368	ENSSHAG00000002960	Sarcophilus_harrisii
ENSMODP00000006370	ENSMODG00000005172	Monodelphis_domestica
ENSOANP00000004737	ENSOANG00000002988	Ornithorhynchus_anatinus
