ENSCHAP00000008511	ENSCHAG00000004569	Clupea_harengus
ENSDCDP00000040408	ENSDCDG00000026583	Denticeps_clupeoides
ENSAMXP00005015935	ENSAMXG00005007497	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000039813	ENSAMXG00000021582	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000035338	ENSPNAG00000005639	Pygocentrus_nattereri
ENSEEEP00000012214	ENSEEEG00000006154	Electrophorus_electricus
ENSIPUP00000022706	ENSIPUG00000015313	Ictalurus_punctatus
ENSDARP00000142662	ENSDARG00000068460	Danio_rerio
ENSAPEP00000000233	ENSAPEG00000000171	Amphiprion_percula
ENSAOCP00000027358	ENSAOCG00000016353	Amphiprion_ocellaris
ENSAPOP00000007298	ENSAPOG00000009407	Acanthochromis_polyacanthus
ENSPRNP00000018627	ENSPRNG00000009785	Parambassis_ranga
ENSMZEP00005020078	ENSMZEG00005015041	Maylandia_zebra
ENSACLP00000013875	ENSACLG00000009449	Astatotilapia_calliptera
ENSPNYP00000026290	ENSPNYG00000019728	Pundamilia_nyererei
ENSHBUP00000030276	ENSHBUG00000015356	Haplochromis_burtoni
ENSNBRP00000012521	ENSNBRG00000009698	Neolamprologus_brichardi
ENSONIP00000009946	ENSONIG00000007889	Oreochromis_niloticus
ENSACIP00000023145	ENSACIG00000017912	Amphilophus_citrinellus
ENSATEP00000024270	ENSATEG00000016726	Anabas_testudineus
ENSCSEP00000017025	ENSCSEG00000010918	Cynoglossus_semilaevis
ENSSDUP00000024910	ENSSDUG00000017868	Seriola_dumerili
ENSSLDP00000027692	ENSSLDG00000021395	Seriola_lalandi_dorsalis
ENSLCAP00010037439	ENSLCAG00010017486	Lates_calcarifer
ENSLCRP00005005941	ENSLCRG00005003017	Larimichthys_crocea
ENSCGOP00000000204	ENSCGOG00000000174	Cottoperca_gobio
ENSFHEP00000008738	ENSFHEG00000010073	Fundulus_heteroclitus
ENSCVAP00000005081	ENSCVAG00000000628	Cyprinodon_variegatus
ENSGAFP00000021550	ENSGAFG00000014505	Gambusia_affinis
ENSXMAP00000009818	ENSXMAG00000009782	Xiphophorus_maculatus
ENSPMEP00000023506	ENSPMEG00000005292	Poecilia_mexicana
ENSPFOP00000009783	ENSPFOG00000009345	Poecilia_formosa
ENSPLAP00000030208	ENSPLAG00000021180	Poecilia_latipinna
ENSKMAP00000028626	ENSKMAG00000021189	Kryptolebias_marmoratus
ENSORLP00020006725	ENSORLG00020007649	Oryzias_latipes_ASM223471v1
ENSORLP00000024478	ENSORLG00000019694	Oryzias_latipes_ASM223467v1
ENSORLP00015008484	ENSORLG00015009386	Oryzias_latipes_ASM223469v1
ENSOMEP00000018059	ENSOMEG00000019766	Oryzias_melastigma
ENSTRUP00000038147	ENSTRUG00000014925	Takifugu_rubripes
ENSTNIP00000021977	ENSTNIG00000018794	Tetraodon_nigroviridis
ENSHCOP00000005734	ENSHCOG00000007493	Hippocampus_comes
ENSMALP00000002687	ENSMALG00000002012	Monopterus_albus
ENSLBEP00000033818	ENSLBEG00000025461	Labrus_bergylta
ENSEBUP00000023475	ENSEBUG00000014462	Eptatretus_burgeri
ENSGMOP00000012169	ENSGMOG00000011350	Gadus_morhua
ENSGACP00000022916	ENSGACG00000017343	Gasterosteus_aculeatus
ENSPMGP00000019867	ENSPMGG00000016083	Periophthalmus_magnuspinnatus
ENSELUP00000019547	ENSELUG00000018933	Esox_lucius
ENSSFOP00015002143	ENSSFOG00015001448	Scleropages_formosus
ENSIPUP00000022261	ENSIPUG00000015078	Ictalurus_punctatus
ENSPVIP00000012625	ENSPVIG00000009837	Pogona_vitticeps
ENSACAP00000000051	ENSACAG00000000052	Anolis_carolinensis
ENSNSUP00000025145	ENSNSUG00000018126	Notechis_scutatus
ENSSMRP00000018650	ENSSMRG00000014503	Salvator_merianae
ENSSPUP00000002226	ENSSPUG00000001672	Sphenodon_punctatus
ENSLCOP00000019657	ENSLCOG00000013921	Lepidothrix_coronata
ENSMVIP00005015384	ENSMVIG00005011069	Manacus_vitellinus
ENSLSDP00000010336	ENSLSDG00000007603	Lonchura_striata_domestica
ENSTGUP00000009068	ENSTGUG00000008789	Taeniopygia_guttata
ENSSCAP00000006537	ENSSCAG00000005097	Serinus_canaria
ENSJHYP00000000313	ENSJHYG00000000306	Junco_hyemalis
ENSZALP00000021894	ENSZALG00000017079	Zonotrichia_albicollis
ENSFALP00000000793	ENSFALG00000000765	Ficedula_albicollis
ENSCCEP00000008726	ENSCCEG00000008941	Cyanistes_caeruleus
ENSPMJP00000011041	ENSPMJG00000008606	Parus_major
ENSMUNP00000018779	ENSMUNG00000014378	Melopsittacus_undulatus
ENSCPGP00000004043	ENSCPGG00000002971	Calidris_pygmaea
ENSCPUP00000002478	ENSCPUG00000001907	Calidris_pugnax
ENSABRP00000020285	ENSABRG00000017284	Anser_brachyrhynchus
ENSAPLP00000007751	ENSAPLG00000008072	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000019491	ENSMGAG00000007138	Meleagris_gallopavo
ENSMGAP00000018679	ENSMGAG00000017195	Meleagris_gallopavo
ENSGALP00000051785	ENSGALG00000048626	Gallus_gallus
ENSGALP00000047805	ENSGALG00000049578	Gallus_gallus
ENSCJPP00005012662	ENSCJPG00005010752	Coturnix_japonica
ENSNMEP00000011280	ENSNMEG00000010623	Numida_meleagris
ENSAHAP00000011155	ENSAHAG00000008068	Apteryx_haastii
ENSAOWP00000025415	ENSAOWG00000017171	Apteryx_owenii
ENSDNVP00000008637	ENSDNVG00000006081	Dromaius_novaehollandiae
ENSNPEP00000006103	ENSNPEG00000004572	Nothoprocta_perdicaria
ENSCPRP00005000715	ENSCPRG00005000529	Crocodylus_porosus
ENSCABP00000009997	ENSCABG00000007498	Chelonoidis_abingdonii
ENSGAGP00000031010	ENSGAGG00000022280	Gopherus_agassizii
ENSCPBP00000024672	ENSCPBG00000017566	Chrysemys_picta_bellii
ENSPSIP00000011505	ENSPSIG00000010277	Pelodiscus_sinensis
ENSOANP00000030100	ENSOANG00000028549	Ornithorhynchus_anatinus
ENSOANP00000003716	ENSOANG00000002344	Ornithorhynchus_anatinus
ENSOANP00000032762	ENSOANG00000030683	Ornithorhynchus_anatinus
ENSVURP00010008291	ENSVURG00010006327	Vombatus_ursinus
ENSMEUP00000006757	ENSMEUG00000007321	Notamacropus_eugenii
