ENSGALP00000074055	ENSGALG00000017133	Gallus_gallus
ENSCJPP00005001370	ENSCJPG00005001404	Coturnix_japonica
ENSMGAP00000016041	ENSMGAG00000015129	Meleagris_gallopavo
ENSNMEP00000022764	ENSNMEG00000019452	Numida_meleagris
ENSABRP00000020254	ENSABRG00000017290	Anser_brachyrhynchus
ENSAPLP00000002626	ENSAPLG00000003163	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000008142	ENSLCOG00000005961	Lepidothrix_coronata
ENSMVIP00005018940	ENSMVIG00005013417	Manacus_vitellinus
ENSZALP00000014403	ENSZALG00000011953	Zonotrichia_albicollis
ENSJHYP00000007406	ENSJHYG00000005926	Junco_hyemalis
ENSTGUP00000016224	ENSTGUG00000015904	Taeniopygia_guttata
ENSTGUP00000011687	ENSTGUG00000011337	Taeniopygia_guttata
ENSLSDP00000010757	ENSLSDG00000007918	Lonchura_striata_domestica
ENSSCAP00000006795	ENSSCAG00000005281	Serinus_canaria
ENSPMJP00000023883	ENSPMJG00000017597	Parus_major
ENSCCEP00000027292	ENSCCEG00000023854	Cyanistes_caeruleus
ENSFALP00000009119	ENSFALG00000008739	Ficedula_albicollis
ENSMUNP00000004479	ENSMUNG00000003725	Melopsittacus_undulatus
ENSCPGP00000005190	ENSCPGG00000003757	Calidris_pygmaea
ENSCPUP00000021665	ENSCPUG00000014739	Calidris_pugnax
ENSAHAP00000023661	ENSAHAG00000016540	Apteryx_haastii
ENSAOWP00000004542	ENSAOWG00000003199	Apteryx_owenii
ENSARWP00000016987	ENSARWG00000011717	Apteryx_rowi
ENSDNVP00000012742	ENSDNVG00000009000	Dromaius_novaehollandiae
ENSNPEP00000008914	ENSNPEG00000006693	Nothoprocta_perdicaria
ENSCPRP00005018703	ENSCPRG00005013095	Crocodylus_porosus
ENSGAGP00000035745	ENSGAGG00000025377	Gopherus_agassizii
ENSCABP00000028142	ENSCABG00000020685	Chelonoidis_abingdonii
ENSCPBP00000029444	ENSCPBG00000020755	Chrysemys_picta_bellii
ENSPSIP00000007179	ENSPSIG00000006619	Pelodiscus_sinensis
ENSACAP00000002406	ENSACAG00000002518	Anolis_carolinensis
ENSPVIP00000001375	ENSPVIG00000001277	Pogona_vitticeps
ENSNSUP00000018391	ENSNSUG00000013456	Notechis_scutatus
ENSSMRP00000019373	ENSSMRG00000015099	Salvator_merianae
ENSSPUP00000018878	ENSSPUG00000014558	Sphenodon_punctatus
ENSVURP00010027959	ENSVURG00010021399	Vombatus_ursinus	ENSVURT00010031861
ENSPCIP00000003485	ENSPCIG00000002858	Phascolarctos_cinereus	ENSPCIT00000004326
ENSMEUP00000000073	ENSMEUG00000000082	Notamacropus_eugenii	ENSMEUT00000000079
ENSSHAP00000006447	ENSSHAG00000005612	Sarcophilus_harrisii	ENSSHAT00000006503
ENSMODP00000010211	ENSMODG00000008216	Monodelphis_domestica	ENSMODT00000010408
ENSPSMP00000011255	ENSPSMG00000008127	Prolemur_simus
ENSMICP00000004221	ENSMICG00000004634	Microcebus_murinus
ENSPCOP00000001779	ENSPCOG00000005574	Propithecus_coquereli
ENSOGAP00000019518	ENSOGAG00000033563	Otolemur_garnettii
ENSPTRP00000009701	ENSPTRG00000005687	Pan_troglodytes
ENSPPAP00000038185	ENSPPAG00000041805	Pan_paniscus
ENSP00000372206	ENSG00000150456	Homo_sapiens
ENSGGOP00000016520	ENSGGOG00000016930	Gorilla_gorilla
ENSPPYP00000005918	ENSPPYG00000005195	Pongo_abelii
ENSNLEP00000002162	ENSNLEG00000001790	Nomascus_leucogenys
ENSMNEP00000039132	ENSMNEG00000042530	Macaca_nemestrina
ENSMMUP00000068603	ENSMMUG00000013370	Macaca_mulatta
ENSMFAP00000029664	ENSMFAG00000042073	Macaca_fascicularis
ENSTGEP00000021086	ENSTGEG00000016998	Theropithecus_gelada
ENSPANP00000002101	ENSPANG00000001274	Papio_anubis
ENSCATP00000004779	ENSCATG00000016370	Cercocebus_atys
ENSMLEP00000001586	ENSMLEG00000006144	Mandrillus_leucophaeus
ENSCSAP00000014140	ENSCSAG00000018122	Chlorocebus_sabaeus
ENSRBIP00000039924	ENSRBIG00000043407	Rhinopithecus_bieti
ENSRROP00000005195	ENSRROG00000021465	Rhinopithecus_roxellana
ENSCANP00000011441	ENSCANG00000029129	Colobus_angolensis_palliatus
ENSPTEP00000010313	ENSPTEG00000011703	Piliocolobus_tephrosceles
ENSCCAP00000017948	ENSCCAG00000026801	Cebus_capucinus_imitator
ENSCJAP00000008933	ENSCJAG00000004891	Callithrix_jacchus
ENSSBOP00000014238	ENSSBOG00000023888	Saimiri_boliviensis_boliviensis
ENSANAP00000008127	ENSANAG00000022105	Aotus_nancymaae
ENSTBEP00000008993	ENSTBEG00000010417	Tupaia_belangeri
ENSDORP00000021630	ENSDORG00000023193	Dipodomys_ordii
ENSDORP00000007722	ENSDORG00000008229	Dipodomys_ordii
ENSCCNP00000012135	ENSCCNG00000012605	Castor_canadensis
MGP_SPRETEiJ_P0038687	MGP_SPRETEiJ_G0020245	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000022518	ENSMUSG00000021951	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000015676	ENSMSIG00000013439	Mus_spicilegus
MGP_CAROLIEiJ_P0036958	MGP_CAROLIEiJ_G0019351	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085067	MGP_PahariEiJ_G0030369	Mus_pahari_strain_PAHARI_EIJ
