ENSVURP00010010425	ENSVURG00010008052	Vombatus_ursinus
ENSPCIP00000019778	ENSPCIG00000015082	Phascolarctos_cinereus
ENSMODP00000031407	ENSMODG00000023732	Monodelphis_domestica
ENSUMAP00000004482	ENSUMAG00000003625	Ursus_maritimus	ENSUMAT00000005453
ENSUAMP00000030556	ENSUAMG00000023466	Ursus_americanus	ENSUAMT00000034091
ENSAMEP00000021174	ENSAMEG00000020120	Ailuropoda_melanoleuca	ENSAMET00000021943
ENSNVIP00000027180	ENSNVIG00000021036	Neovison_vison	ENSNVIT00000031525
ENSMPUP00000019192	ENSMPUG00000019319	Mustela_putorius_furo
ENSCAFP00020030367	ENSCAFG00020023681	Canis_lupus_dingo
ENSCAFP00000032843	ENSCAFG00000024140	Canis_lupus_familiaris
ENSVVUP00000009699	ENSVVUG00000007178	Vulpes_vulpes
ENSPPRP00000024717	ENSPPRG00000014899	Panthera_pardus
ENSPPRP00000005091	ENSPPRG00000000967	Panthera_pardus
ENSPTIP00000004182	ENSPTIG00000006768	Panthera_tigris_altaica
ENSFCAP00000023717	ENSFCAG00000030067	Felis_catus
ENSMLUP00000022009	ENSMLUG00000029590	Myotis_lucifugus
ENSBIXP00005038873	ENSBIXG00005006042	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000024876	ENSBIXG00000027007	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000013855	ENSBTAG00000010487	Bos_taurus
ENSBBBP00000026943	ENSBBBG00000007286	Bison_bison_bison
ENSOARP00000015441	ENSOARG00000014392	Ovis_aries
ENSCHIP00000006006	ENSCHIG00000009961	Capra_hircus
ENSECAP00000042235	ENSECAG00000031886	Equus_caballus
ENSEASP00005003451	ENSEASG00005002674	Equus_asinus_asinus
ENSMNEP00000001989	ENSMNEG00000009006	Macaca_nemestrina
ENSMFAP00000013224	ENSMFAG00000028378	Macaca_fascicularis
ENSMLEP00000000864	ENSMLEG00000003176	Mandrillus_leucophaeus
ENSPANP00000028297	ENSPANG00000029980	Papio_anubis
ENSTGEP00000005639	ENSTGEG00000004677	Theropithecus_gelada
ENSCATP00000005276	ENSCATG00000017533	Cercocebus_atys
ENSCSAP00000019214	ENSCSAG00000019719	Chlorocebus_sabaeus
ENSRBIP00000003437	ENSRBIG00000016271	Rhinopithecus_bieti
ENSRROP00000006877	ENSRROG00000026597	Rhinopithecus_roxellana
ENSCANP00000004938	ENSCANG00000017030	Colobus_angolensis_palliatus
ENSPTEP00000017030	ENSPTEG00000018592	Piliocolobus_tephrosceles
ENSPPAP00000004729	ENSPPAG00000019792	Pan_paniscus
ENSPTRP00000061131	ENSPTRG00000042157	Pan_troglodytes
ENSP00000436897	ENSG00000256235	Homo_sapiens
ENSGGOP00000029433	ENSGGOG00000041128	Gorilla_gorilla
ENSNLEP00000022374	ENSNLEG00000018481	Nomascus_leucogenys
ENSCCAP00000003454	ENSCCAG00000018371	Cebus_capucinus_imitator
ENSSBOP00000001986	ENSSBOG00000010584	Saimiri_boliviensis_boliviensis
ENSCJAP00000059335	ENSCJAG00000041943	Callithrix_jacchus
ENSANAP00000001466	ENSANAG00000013127	Aotus_nancymaae
ENSCJAP00000070701	ENSCJAG00000061634	Callithrix_jacchus
ENSPSMP00000033957	ENSPSMG00000023388	Prolemur_simus
ENSPCOP00000000411	ENSPCOG00000001177	Propithecus_coquereli
ENSMICP00000046134	ENSMICG00000045457	Microcebus_murinus
ENSOGAP00000016562	ENSOGAG00000029557	Otolemur_garnettii
ENSCCNP00000004430	ENSCCNG00000004699	Castor_canadensis
ENSDORP00000027796	ENSDORG00000028277	Dipodomys_ordii
MGP_SPRETEiJ_P0048750	MGP_SPRETEiJ_G0023217	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000021668	ENSMSIG00000018404	Mus_spicilegus
ENSMUSP00000039285	ENSMUSG00000038059	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0046805	MGP_CAROLIEiJ_G0022305	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0039389	MGP_PahariEiJ_G0019035	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026426	ENSRNOG00000019536	Rattus_norvegicus
ENSMUGP00000030371	ENSMUGG00000025228	Meriones_unguiculatus
ENSCGRP00001001546	ENSCGRG00001001317	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011384	ENSCGRG00000008282	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015028799	ENSCGRG00015021796	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000019887	ENSMAUG00000018068	Mesocricetus_auratus
ENSPEMP00000035928	ENSPEMG00000025362	Peromyscus_maniculatus_bairdii
ENSMOCP00000010075	ENSMOCG00000010280	Microtus_ochrogaster
ENSNGAP00000014833	ENSNGAG00000016044	Nannospalax_galili
ENSJJAP00000007625	ENSJJAG00000011996	Jaculus_jaculus
ENSHGLP00100008407	ENSHGLG00100006251	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009442	ENSHGLG00000006773	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004475	ENSFDAG00000013689	Fukomys_damarensis
ENSCLAP00000013951	ENSCLAG00000009653	Chinchilla_lanigera
ENSCPOP00000025260	ENSCPOG00000035614	Cavia_porcellus
ENSODEP00000025971	ENSODEG00000019316	Octodon_degus
ENSSTOP00000030320	ENSSTOG00000030802	Ictidomys_tridecemlineatus
ENSSTOP00000016678	ENSSTOG00000025044	Ictidomys_tridecemlineatus
ENSMMMP00000022352	ENSMMMG00000019655	Marmota_marmota_marmota
ENSSDAP00000002686	ENSSDAG00000002586	Spermophilus_dauricus
ENSLAFP00000026705	ENSLAFG00000026711	Loxodonta_africana
ENSDNOP00000028686	ENSDNOG00000032510	Dasypus_novemcinctus
ENSOANP00000022978	ENSOANG00000014588	Ornithorhynchus_anatinus
ENSPVIP00000022195	ENSPVIG00000016781	Pogona_vitticeps
ENSNSUP00000023685	ENSNSUG00000017143	Notechis_scutatus
ENSSMRP00000021876	ENSSMRG00000017012	Salvator_merianae
ENSSPUP00000005191	ENSSPUG00000004023	Sphenodon_punctatus
ENSAPLP00000017551	ENSAPLG00000028487	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000030599	ENSAPLG00000025250	Anas_platyrhynchos_platyrhynchos
ENSABRP00000020389	ENSABRG00000017378	Anser_brachyrhynchus
ENSPMJP00000010257	ENSPMJG00000008103	Parus_major
ENSCCEP00000010008	ENSCCEG00000010075	Cyanistes_caeruleus
ENSFALP00000014984	ENSFALG00000014369	Ficedula_albicollis
ENSSCAP00000016259	ENSSCAG00000011901	Serinus_canaria
ENSLSDP00000013684	ENSLSDG00000009917	Lonchura_striata_domestica
ENSJHYP00000000853	ENSJHYG00000000782	Junco_hyemalis
ENSZALP00000012321	ENSZALG00000010359	Zonotrichia_albicollis
ENSGALP00000047610	ENSGALG00000038133	Gallus_gallus
ENSCJPP00005007597	ENSCJPG00005006960	Coturnix_japonica
ENSNMEP00000021395	ENSNMEG00000018292	Numida_meleagris
ENSMUNP00000002617	ENSMUNG00000002294	Melopsittacus_undulatus
ENSCPGP00000023681	ENSCPGG00000016363	Calidris_pygmaea
ENSCPUP00000003060	ENSCPUG00000002347	Calidris_pugnax
ENSLCOP00000009717	ENSLCOG00000007069	Lepidothrix_coronata
ENSDNVP00000003778	ENSDNVG00000002665	Dromaius_novaehollandiae
ENSAHAP00000002710	ENSAHAG00000002196	Apteryx_haastii
ENSNPEP00000008202	ENSNPEG00000006156	Nothoprocta_perdicaria
ENSCPRP00005018111	ENSCPRG00005012632	Crocodylus_porosus
ENSGAGP00000034179	ENSGAGG00000024285	Gopherus_agassizii
ENSCABP00000017580	ENSCABG00000013063	Chelonoidis_abingdonii
ENSCPBP00000013520	ENSCPBG00000010107	Chrysemys_picta_bellii
ENSPSIP00000000174	ENSPSIG00000000173	Pelodiscus_sinensis
ENSXETP00000030856	ENSXETG00000006694	Xenopus_tropicalis
