ENSCABP00000023194	ENSCABG00000017081	Chelonoidis_abingdonii
ENSGAGP00000001653	ENSGAGG00000001324	Gopherus_agassizii
ENSCPBP00000008090	ENSCPBG00000006353	Chrysemys_picta_bellii
ENSPSIP00000001415	ENSPSIG00000001419	Pelodiscus_sinensis
ENSCPRP00005019893	ENSCPRG00005013878	Crocodylus_porosus
ENSLCOP00000020540	ENSLCOG00000014539	Lepidothrix_coronata
ENSMVIP00005006070	ENSMVIG00005004642	Manacus_vitellinus
ENSTGUP00000003424	ENSTGUG00000003326	Taeniopygia_guttata
ENSLSDP00000022896	ENSLSDG00000016146	Lonchura_striata_domestica
ENSSCAP00000008808	ENSSCAG00000006699	Serinus_canaria
ENSZALP00000009765	ENSZALG00000008334	Zonotrichia_albicollis
ENSJHYP00000015831	ENSJHYG00000012155	Junco_hyemalis
ENSFALP00000015126	ENSFALG00000014511	Ficedula_albicollis
ENSCCEP00000027625	ENSCCEG00000024099	Cyanistes_caeruleus
ENSPMJP00000012592	ENSPMJG00000009672	Parus_major
ENSMUNP00000020233	ENSMUNG00000015410	Melopsittacus_undulatus
ENSCPGP00000005005	ENSCPGG00000003604	Calidris_pygmaea
ENSCPUP00000006944	ENSCPUG00000005017	Calidris_pugnax
ENSMGAP00000002907	ENSMGAG00000003227	Meleagris_gallopavo
ENSCJPP00005025252	ENSCJPG00005019835	Coturnix_japonica
ENSNMEP00000006402	ENSNMEG00000006596	Numida_meleagris
ENSAPLP00000027536	ENSAPLG00000017941	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000023176	ENSAHAG00000016199	Apteryx_haastii
ENSAOWP00000015854	ENSAOWG00000010799	Apteryx_owenii
ENSARWP00000027495	ENSARWG00000018581	Apteryx_rowi
ENSDNVP00000027516	ENSDNVG00000019118	Dromaius_novaehollandiae
ENSNPEP00000005378	ENSNPEG00000004076	Nothoprocta_perdicaria
ENSPVIP00000005438	ENSPVIG00000004405	Pogona_vitticeps
ENSACAP00000017678	ENSACAG00000017954	Anolis_carolinensis
ENSNSUP00000006604	ENSNSUG00000005228	Notechis_scutatus
ENSSMRP00000013326	ENSSMRG00000010356	Salvator_merianae	ENSSMRT00000015514
ENSUMAP00000005537	ENSUMAG00000004376	Ursus_maritimus
ENSUAMP00000005003	ENSUAMG00000004509	Ursus_americanus
ENSAMEP00000020684	ENSAMEG00000019636	Ailuropoda_melanoleuca
ENSNVIP00000011754	ENSNVIG00000009305	Neovison_vison
ENSMPUP00000018611	ENSMPUG00000018731	Mustela_putorius_furo
ENSCAFP00020008096	ENSCAFG00020006549	Canis_lupus_dingo
ENSCAFP00000033240	ENSCAFG00000003516	Canis_lupus_familiaris
ENSVVUP00000015734	ENSVVUG00000011539	Vulpes_vulpes
ENSPTIP00000002578	ENSPTIG00000005562	Panthera_tigris_altaica
ENSPPRP00000026835	ENSPPRG00000017836	Panthera_pardus
ENSFCAP00000018139	ENSFCAG00000002357	Felis_catus
ENSECAP00000007209	ENSECAG00000009287	Equus_caballus
ENSEASP00005033062	ENSEASG00005022616	Equus_asinus_asinus
ENSTTRP00000002261	ENSTTRG00000002415	Tursiops_truncatus
ENSSSCP00000005895	ENSSSCG00000005501	Sus_scrofa_strain_reference
ENSOARP00000006273	ENSOARG00000005852	Ovis_aries
ENSCHIP00000005804	ENSCHIG00000009811	Capra_hircus
ENSBIXP00005002909	ENSBIXG00005009179	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000018838	ENSBIXG00000022603	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000022801	ENSBTAG00000017155	Bos_taurus
ENSBMUP00000019256	ENSBMUG00000014577	Bos_mutus
ENSBBBP00000001587	ENSBBBG00000010676	Bison_bison_bison
ENSCLAP00000024103	ENSCLAG00000016547	Chinchilla_lanigera
ENSODEP00000006412	ENSODEG00000004805	Octodon_degus
ENSCAPP00000005214	ENSCAPG00000007598	Cavia_aperea
ENSCPOP00000028854	ENSCPOG00000038367	Cavia_porcellus
ENSHGLP00100004593	ENSHGLG00100003469	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026491	ENSHGLG00000018840	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000020020	ENSFDAG00000008743	Fukomys_damarensis
ENSCCNP00000013683	ENSCCNG00000014179	Castor_canadensis
ENSOCUP00000017653	ENSOCUG00000000866	Oryctolagus_cuniculus
ENSPPAP00000006990	ENSPPAG00000026037	Pan_paniscus
ENSPTRP00000036397	ENSPTRG00000021298	Pan_troglodytes
ENSGGOP00000018190	ENSGGOG00000025006	Gorilla_gorilla
ENSP00000408292	ENSG00000119401	Homo_sapiens
ENSPPYP00000021906	ENSPPYG00000019547	Pongo_abelii
ENSNLEP00000035511	ENSNLEG00000035911	Nomascus_leucogenys
ENSTGEP00000033994	ENSTGEG00000027131	Theropithecus_gelada
ENSPANP00000011153	ENSPANG00000021111	Papio_anubis
ENSMMUP00000078356	ENSMMUG00000013107	Macaca_mulatta
ENSMFAP00000011006	ENSMFAG00000012352	Macaca_fascicularis
ENSMNEP00000002423	ENSMNEG00000011194	Macaca_nemestrina
ENSMLEP00000006389	ENSMLEG00000026607	Mandrillus_leucophaeus
ENSCATP00000006193	ENSCATG00000019499	Cercocebus_atys
ENSCSAP00000017528	ENSCSAG00000000475	Chlorocebus_sabaeus
ENSPTEP00000039386	ENSPTEG00000036445	Piliocolobus_tephrosceles
ENSCANP00000000864	ENSCANG00000003260	Colobus_angolensis_palliatus
ENSRBIP00000012903	ENSRBIG00000030426	Rhinopithecus_bieti
ENSRROP00000005807	ENSRROG00000023687	Rhinopithecus_roxellana
ENSCCAP00000026836	ENSCCAG00000031216	Cebus_capucinus_imitator
ENSSBOP00000005148	ENSSBOG00000019352	Saimiri_boliviensis_boliviensis
ENSCJAP00000069453	ENSCJAG00000058141	Callithrix_jacchus
ENSANAP00000026428	ENSANAG00000030931	Aotus_nancymaae
ENSTSYP00000005896	ENSTSYG00000006440	Carlito_syrichta
ENSPSMP00000033096	ENSPSMG00000022844	Prolemur_simus
ENSMICP00000003955	ENSMICG00000004340	Microcebus_murinus
ENSPCOP00000027989	ENSPCOG00000026564	Propithecus_coquereli
ENSPCOP00000002088	ENSPCOG00000006438	Propithecus_coquereli
ENSOGAP00000022504	ENSOGAG00000029828	Otolemur_garnettii
ENSOGAP00000019424	ENSOGAG00000024191	Otolemur_garnettii
ENSPEMP00000019007	ENSPEMG00000017435	Peromyscus_maniculatus_bairdii
ENSMOCP00000001622	ENSMOCG00000001252	Microtus_ochrogaster
ENSCGRP00001004789	ENSCGRG00001006161	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015017131	ENSCGRG00015013219	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000014557	ENSMAUG00000014286	Mesocricetus_auratus
ENSMSIP00000017636	ENSMSIG00000015050	Mus_spicilegus
MGP_SPRETEiJ_P0065159	MGP_SPRETEiJ_G0027068	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000062277	ENSMUSG00000051675	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0062680	MGP_CAROLIEiJ_G0026102	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077815	MGP_PahariEiJ_G0028440	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013675	ENSRNOG00000010303	Rattus_norvegicus
ENSMUGP00000003781	ENSMUGG00000003517	Meriones_unguiculatus
ENSNGAP00000005610	ENSNGAG00000008019	Nannospalax_galili
ENSJJAP00000002895	ENSJJAG00000005327	Jaculus_jaculus
ENSDORP00000004411	ENSDORG00000004717	Dipodomys_ordii
