ENSAHAP00000026592	ENSAHAG00000018516	Apteryx_haastii
ENSARWP00000022799	ENSARWG00000015553	Apteryx_rowi
ENSAOWP00000023397	ENSAOWG00000015798	Apteryx_owenii
ENSDNVP00000011489	ENSDNVG00000008100	Dromaius_novaehollandiae
ENSNPEP00000000625	ENSNPEG00000000528	Nothoprocta_perdicaria
ENSAPLP00000001848	ENSAPLG00000002414	Anas_platyrhynchos_platyrhynchos
ENSABRP00000003141	ENSABRG00000002994	Anser_brachyrhynchus
ENSGALP00000047809	ENSGALG00000012522	Gallus_gallus
ENSCJPP00005016658	ENSCJPG00005013666	Coturnix_japonica
ENSMGAP00000013352	ENSMGAG00000012672	Meleagris_gallopavo
ENSNMEP00000012915	ENSNMEG00000011856	Numida_meleagris
ENSCPGP00000013802	ENSCPGG00000009773	Calidris_pygmaea
ENSCPUP00000022590	ENSCPUG00000015334	Calidris_pugnax
ENSMUNP00000001056	ENSMUNG00000000928	Melopsittacus_undulatus
ENSLSDP00000009117	ENSLSDG00000006793	Lonchura_striata_domestica
ENSSCAP00000005129	ENSSCAG00000004123	Serinus_canaria
ENSZALP00000007314	ENSZALG00000006520	Zonotrichia_albicollis
ENSTGUP00000011042	ENSTGUG00000010713	Taeniopygia_guttata
ENSJHYP00000008493	ENSJHYG00000006720	Junco_hyemalis
ENSPMJP00000010119	ENSPMJG00000008011	Parus_major
ENSCCEP00000005972	ENSCCEG00000006485	Cyanistes_caeruleus
ENSFALP00000013572	ENSFALG00000012997	Ficedula_albicollis
ENSLCOP00000000643	ENSLCOG00000000564	Lepidothrix_coronata
ENSMVIP00005025661	ENSMVIG00005017917	Manacus_vitellinus
ENSCPRP00005027333	ENSCPRG00005018934	Crocodylus_porosus
ENSGAGP00000012533	ENSGAGG00000009624	Gopherus_agassizii
ENSCABP00000009392	ENSCABG00000007066	Chelonoidis_abingdonii
ENSCPBP00000033004	ENSCPBG00000023134	Chrysemys_picta_bellii
ENSPSIP00000010993	ENSPSIG00000009965	Pelodiscus_sinensis
ENSSPUP00000015436	ENSSPUG00000011910	Sphenodon_punctatus
ENSP00000216200	ENSG00000100362	Homo_sapiens
ENSGGOP00000019168	ENSGGOG00000009478	Gorilla_gorilla
ENSPTRP00000075273	ENSPTRG00000048186	Pan_troglodytes
ENSPPAP00000037362	ENSPPAG00000041441	Pan_paniscus
ENSPPYP00000013141	ENSPPYG00000011778	Pongo_abelii
ENSNLEP00000017862	ENSNLEG00000014683	Nomascus_leucogenys
ENSMNEP00000006067	ENSMNEG00000026871	Macaca_nemestrina
ENSMFAP00000024114	ENSMFAG00000043667	Macaca_fascicularis
ENSMMUP00000068520	ENSMMUG00000008778	Macaca_mulatta
ENSPANP00000029009	ENSPANG00000032714	Papio_anubis
ENSCATP00000044823	ENSCATG00000044871	Cercocebus_atys
ENSMLEP00000033664	ENSMLEG00000041025	Mandrillus_leucophaeus
ENSTGEP00000017812	ENSTGEG00000014406	Theropithecus_gelada
ENSCSAP00000004129	ENSCSAG00000007866	Chlorocebus_sabaeus
ENSRROP00000021607	ENSRROG00000034713	Rhinopithecus_roxellana
ENSRBIP00000037262	ENSRBIG00000042223	Rhinopithecus_bieti
ENSPTEP00000018405	ENSPTEG00000019844	Piliocolobus_tephrosceles
ENSCANP00000032450	ENSCANG00000039889	Colobus_angolensis_palliatus
ENSSBOP00000020615	ENSSBOG00000026884	Saimiri_boliviensis_boliviensis
ENSCJAP00000025689	ENSCJAG00000013970	Callithrix_jacchus
ENSCCAP00000004820	ENSCCAG00000020026	Cebus_capucinus_imitator
ENSCCAP00000002620	ENSCCAG00000015508	Cebus_capucinus_imitator
ENSANAP00000006472	ENSANAG00000021317	Aotus_nancymaae
ENSTSYP00000015691	ENSTSYG00000033313	Carlito_syrichta
ENSPCOP00000009040	ENSPCOG00000015856	Propithecus_coquereli
ENSPSMP00000020858	ENSPSMG00000014756	Prolemur_simus
ENSMICP00000042066	ENSMICG00000045800	Microcebus_murinus
