ENSPVIP00000000409	ENSPVIG00000000380	Pogona_vitticeps	ENSPVIT00000000523
ENSSMRP00000018213	ENSSMRG00000014175	Salvator_merianae
ENSSPUP00000003592	ENSSPUG00000002748	Sphenodon_punctatus
ENSGAGP00000015956	ENSGAGG00000012007	Gopherus_agassizii
ENSPSIP00000013207	ENSPSIG00000011886	Pelodiscus_sinensis
ENSARWP00000015477	ENSARWG00000010688	Apteryx_rowi
ENSAHAP00000024569	ENSAHAG00000017137	Apteryx_haastii
ENSNPEP00000012777	ENSNPEG00000009544	Nothoprocta_perdicaria
ENSDNVP00000020188	ENSDNVG00000014123	Dromaius_novaehollandiae
ENSFALP00000012033	ENSFALG00000011523	Ficedula_albicollis
ENSTGUP00000009577	ENSTGUG00000009287	Taeniopygia_guttata
ENSPMJP00000012068	ENSPMJG00000009317	Parus_major
ENSMVIP00005014588	ENSMVIG00005010524	Manacus_vitellinus
ENSLSDP00000016982	ENSLSDG00000012200	Lonchura_striata_domestica
ENSCPGP00000022073	ENSCPGG00000015337	Calidris_pygmaea
ENSCPUP00000004212	ENSCPUG00000003138	Calidris_pugnax
ENSMUNP00000012875	ENSMUNG00000010080	Melopsittacus_undulatus
ENSMGAP00000008052	ENSMGAG00000007900	Meleagris_gallopavo
ENSCJPP00005023422	ENSCJPG00005018587	Coturnix_japonica
ENSGALP00000065499	ENSGALG00000054379	Gallus_gallus
ENSNMEP00000012331	ENSNMEG00000011429	Numida_meleagris
ENSPPAP00000036128	ENSPPAG00000040841	Pan_paniscus
ENSPTRP00000069074	ENSPTRG00000044879	Pan_troglodytes
ENSP00000182290	ENSG00000064201	Homo_sapiens
ENSGGOP00000041143	ENSGGOG00000004838	Gorilla_gorilla
ENSPPYP00000003401	ENSPPYG00000002928	Pongo_abelii
ENSNLEP00000003253	ENSNLEG00000002682	Nomascus_leucogenys
ENSMFAP00000016534	ENSMFAG00000031437	Macaca_fascicularis
ENSMNEP00000013702	ENSMNEG00000031055	Macaca_nemestrina
ENSMMUP00000037771	ENSMMUG00000001324	Macaca_mulatta
ENSTGEP00000033689	ENSTGEG00000026875	Theropithecus_gelada
ENSPANP00000009420	ENSPANG00000013063	Papio_anubis
ENSCATP00000018536	ENSCATG00000033086	Cercocebus_atys
ENSMLEP00000029996	ENSMLEG00000039192	Mandrillus_leucophaeus
ENSCSAP00000005981	ENSCSAG00000009769	Chlorocebus_sabaeus
