ENSCHAP00000052693	ENSCHAG00000023960	Clupea_harengus
ENSGAFP00000029275	ENSGAFG00000019756	Gambusia_affinis
ENSCSAVP00000019141	ENSCSAVG00000011242	Ciona_savignyi
ENSPFOP00000016766	ENSPFOG00000016660	Poecilia_formosa
ENSMMMP00000008746	ENSMMMG00000007799	Marmota_marmota_marmota
ENSAMXP00000019932	ENSAMXG00000019359	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCAFP00000039899	ENSCAFG00000013152	Canis_lupus_familiaris
ENSNPEP00000018504	ENSNPEG00000013794	Nothoprocta_perdicaria
ENSCSEP00000008363	ENSCSEG00000005345	Cynoglossus_semilaevis
ENSCPUP00000019880	ENSCPUG00000013614	Calidris_pugnax
ENSPKIP00000036560	ENSPKIG00000015069	Paramormyrops_kingsleyae
ENSCABP00000028402	ENSCABG00000020867	Chelonoidis_abingdonii
ENSNMEP00000016846	ENSNMEG00000014787	Numida_meleagris
ENSXETP00000044126	ENSXETG00000019030	Xenopus_tropicalis
ENSCLAP00000002761	ENSCLAG00000001990	Chinchilla_lanigera
ENSFHEP00000026153	ENSFHEG00000008746	Fundulus_heteroclitus
ENSP00000315351	ENSG00000180902	Homo_sapiens	ENST00000321264
ENSGWIP00000053383	ENSGWIG00000025611	Gouania_willdenowi
ENSATEP00000013014	ENSATEG00000009088	Anabas_testudineus
ENSPCAP00000009828	ENSPCAG00000010584	Procavia_capensis
ENSCGRP00000017856	ENSCGRG00000012985	Cricetulus_griseus_CriGri_1.0
ENSHCOP00000012850	ENSHCOG00000015937	Hippocampus_comes
ENSOPRP00000013979	ENSOPRG00000015309	Ochotona_princeps
YDL178W_mRNA	YDL178W	Saccharomyces_cerevisiae_strain_S288C
ENSVURP00010027722	ENSVURG00010021224	Vombatus_ursinus	ENSVURT00010031589
ENSCCAP00000019436	ENSCCAG00000027548	Cebus_capucinus_imitator
ENSCVAP00000029218	ENSCVAG00000016817	Cyprinodon_variegatus
ENSBIXP00000021628	ENSBIXG00000024669	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCPOP00000000006	ENSCPOG00000000007	Cavia_porcellus
ENSACLP00000015710	ENSACLG00000010697	Astatotilapia_calliptera
ENSECRP00000027768	ENSECRG00000018816	Erpetoichthys_calabaricus
ENSLBEP00000007802	ENSLBEG00000006002	Labrus_bergylta
ENSHGLP00100026019	ENSHGLG00100019084	Heterocephalus_glaber_HetGla_1.0
ENSDNVP00000003766	ENSDNVG00000002659	Dromaius_novaehollandiae
ENSCMIP00000032867	ENSCMIG00000014042	Callorhinchus_milii
ENSMEUP00000011609	ENSMEUG00000012733	Notamacropus_eugenii
ENSTGEP00000022692	ENSTGEG00000018364	Theropithecus_gelada
ENSCJPP00005001608	ENSCJPG00005001651	Coturnix_japonica
ENSPSIP00000010327	ENSPSIG00000009298	Pelodiscus_sinensis
ENSORLP00015030024	ENSORLG00015013509	Oryzias_latipes_ASM223469v1
ENSECAP00000034560	ENSECAG00000018063	Equus_caballus
ENSPRNP00000050822	ENSPRNG00000024119	Parambassis_ranga
ENSLCAP00010033713	ENSLCAG00010015841	Lates_calcarifer
ENSACAP00000000550	ENSACAG00000000533	Anolis_carolinensis
ENSELUP00000024503	ENSELUG00000023246	Esox_lucius
ENSGACP00000013222	ENSGACG00000010002	Gasterosteus_aculeatus
ENSCAFP00020032637	ENSCAFG00020025422	Canis_lupus_dingo
ENSMZEP00005001036	ENSMZEG00005000872	Maylandia_zebra
ENSPTIP00000012705	ENSPTIG00000012686	Panthera_tigris_altaica
ENSEBUP00000004555	ENSEBUG00000003166	Eptatretus_burgeri
ENSCJAP00000020619	ENSCJAG00000011190	Callithrix_jacchus
ENSZALP00000006893	ENSZALG00000006187	Zonotrichia_albicollis
ENSPPYP00000014198	ENSPPYG00000012720	Pongo_abelii
ENSKMAP00000017217	ENSKMAG00000012828	Kryptolebias_marmoratus
ENSMUGP00000013142	ENSMUGG00000011385	Meriones_unguiculatus
ENSPVIP00000017905	ENSPVIG00000013720	Pogona_vitticeps
MGP_SPRETEiJ_P0020298	MGP_SPRETEiJ_G0015269	Mus_spretus_strain_SPRET/EiJ
ENSRROP00000012626	ENSRROG00000030612	Rhinopithecus_roxellana
