ENSSFOP00015023829	ENSSFOG00015015316	Scleropages_formosus
ENSPKIP00000021102	ENSPKIG00000005635	Paramormyrops_kingsleyae
ENSIPUP00000030258	ENSIPUG00000020445	Ictalurus_punctatus	ENSIPUT00000031475
ENSEEEP00000005143	ENSEEEG00000002681	Electrophorus_electricus	ENSEEET00000005211
ENSAMXP00000051358	ENSAMXG00000042903	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005039605	ENSAMXG00005018666	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008171	ENSPNAG00000006537	Pygocentrus_nattereri
ENSDARP00000046359	ENSDARG00000019709	Danio_rerio
ENSCHAP00000000526	ENSCHAG00000000372	Clupea_harengus
ENSHHUP00000091394	ENSHHUG00000052723	Hucho_hucho
ENSHHUP00000068052	ENSHHUG00000040133	Hucho_hucho
ENSELUP00000014797	ENSELUG00000014812	Esox_lucius
ENSLOCP00000019047	ENSLOCG00000015476	Lepisosteus_oculatus
ENSEEEP00000039490	ENSEEEG00000018758	Electrophorus_electricus
ENSIPUP00000009038	ENSIPUG00000006151	Ictalurus_punctatus
ENSAMXP00005021721	ENSAMXG00005011266	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000032696	ENSAMXG00000031485	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000029109	ENSPNAG00000015015	Pygocentrus_nattereri
ENSDARP00000019782	ENSDARG00000005626	Danio_rerio
ENSCHAP00000025105	ENSCHAG00000012258	Clupea_harengus
ENSDCDP00000042168	ENSDCDG00000027246	Denticeps_clupeoides
ENSSMAP00000034510	ENSSMAG00000021109	Scophthalmus_maximus
ENSCSEP00000031976	ENSCSEG00000020517	Cynoglossus_semilaevis
ENSTRUP00000001428	ENSTRUG00000000596	Takifugu_rubripes
ENSTNIP00000004059	ENSTNIG00000000639	Tetraodon_nigroviridis
ENSATEP00000031783	ENSATEG00000021898	Anabas_testudineus
ENSBSLP00000009929	ENSBSLG00000004956	Betta_splendens
ENSGACP00000026071	ENSGACG00000019734	Gasterosteus_aculeatus
ENSFHEP00000022441	ENSFHEG00000002822	Fundulus_heteroclitus
ENSCVAP00000031927	ENSCVAG00000021561	Cyprinodon_variegatus
ENSXMAP00000037366	ENSXMAG00000030012	Xiphophorus_maculatus
ENSXCOP00000015298	ENSXCOG00000011590	Xiphophorus_couchianus
ENSGAFP00000007427	ENSGAFG00000005049	Gambusia_affinis
ENSPFOP00000010410	ENSPFOG00000010445	Poecilia_formosa
ENSPMEP00000018580	ENSPMEG00000021522	Poecilia_mexicana
ENSPLAP00000031634	ENSPLAG00000023742	Poecilia_latipinna
ENSPREP00000031592	ENSPREG00000021405	Poecilia_reticulata
ENSKMAP00000016588	ENSKMAG00000012396	Kryptolebias_marmoratus
ENSACLP00000016900	ENSACLG00000011506	Astatotilapia_calliptera
ENSMZEP00005007109	ENSMZEG00005005466	Maylandia_zebra
ENSPNYP00000001440	ENSPNYG00000001159	Pundamilia_nyererei
ENSHBUP00000014521	ENSHBUG00000016386	Haplochromis_burtoni
ENSONIP00000000255	ENSONIG00000000197	Oreochromis_niloticus
ENSNBRP00000006979	ENSNBRG00000005470	Neolamprologus_brichardi
ENSACIP00000014220	ENSACIG00000011058	Amphilophus_citrinellus
ENSGWIP00000005605	ENSGWIG00000002942	Gouania_willdenowi
ENSCGOP00000050126	ENSCGOG00000022272	Cottoperca_gobio
ENSLBEP00000000432	ENSLBEG00000000359	Labrus_bergylta
ENSLCRP00005025466	ENSLCRG00005010174	Larimichthys_crocea
ENSMAMP00000003234	ENSMAMG00000002224	Mastacembelus_armatus
ENSMAMP00000003390	ENSMAMG00000002332	Mastacembelus_armatus
ENSMAMP00000003144	ENSMAMG00000002157	Mastacembelus_armatus
ENSMALP00000004398	ENSMALG00000003201	Monopterus_albus
ENSAOCP00000001000	ENSAOCG00000000109	Amphiprion_ocellaris
ENSAPEP00000014863	ENSAPEG00000010570	Amphiprion_percula
ENSAPOP00000034041	ENSAPOG00000023020	Acanthochromis_polyacanthus
ENSSPAP00000012999	ENSSPAG00000009850	Stegastes_partitus
ENSPRNP00000038127	ENSPRNG00000018922	Parambassis_ranga
ENSSDUP00000018373	ENSSDUG00000013428	Seriola_dumerili
ENSSLDP00000023176	ENSSLDG00000018105	Seriola_lalandi_dorsalis
ENSLCAP00010038390	ENSLCAG00010017981	Lates_calcarifer
ENSMMOP00000017925	ENSMMOG00000013608	Mola_mola
ENSORLP00000036056	ENSORLG00000000064	Oryzias_latipes_ASM223467v1
ENSORLP00015020193	ENSORLG00015021303	Oryzias_latipes_ASM223469v1
ENSORLP00020034356	ENSORLG00020020793	Oryzias_latipes_ASM223471v1
ENSOMEP00000010047	ENSOMEG00000011304	Oryzias_melastigma
ENSPMGP00000019912	ENSPMGG00000016130	Periophthalmus_magnuspinnatus
ENSHCOP00000016618	ENSHCOG00000020379	Hippocampus_comes
ENSHCOP00000021725	ENSHCOG00000008772	Hippocampus_comes
ENSGMOP00000005708	ENSGMOG00000005380	Gadus_morhua
ENSHHUP00000066038	ENSHHUG00000038957	Hucho_hucho
ENSHHUP00000091205	ENSHHUG00000052629	Hucho_hucho
ENSELUP00000010443	ENSELUG00000001495	Esox_lucius
ENSORLP00000013398	ENSORLG00000010688	Oryzias_latipes_ASM223467v1
ENSORLP00015001203	ENSORLG00015001805	Oryzias_latipes_ASM223469v1
ENSORLP00020002806	ENSORLG00020003579	Oryzias_latipes_ASM223471v1
ENSOMEP00000004313	ENSOMEG00000005270	Oryzias_melastigma
ENSGWIP00000039143	ENSGWIG00000019915	Gouania_willdenowi
ENSFHEP00000009390	ENSFHEG00000010629	Fundulus_heteroclitus
ENSCVAP00000008728	ENSCVAG00000000294	Cyprinodon_variegatus
ENSPLAP00000026608	ENSPLAG00000014474	Poecilia_latipinna
ENSPFOP00000014905	ENSPFOG00000014852	Poecilia_formosa
ENSPREP00000007221	ENSPREG00000004974	Poecilia_reticulata
ENSPMEP00000027563	ENSPMEG00000012043	Poecilia_mexicana
ENSXMAP00000014950	ENSXMAG00000014920	Xiphophorus_maculatus
ENSXCOP00000016064	ENSXCOG00000012138	Xiphophorus_couchianus
ENSGAFP00000007940	ENSGAFG00000005397	Gambusia_affinis
ENSCSEP00000014205	ENSCSEG00000009146	Cynoglossus_semilaevis
ENSBSLP00000030531	ENSBSLG00000015050	Betta_splendens
ENSMALP00000008536	ENSMALG00000006080	Monopterus_albus
ENSATEP00000030480	ENSATEG00000021049	Anabas_testudineus
ENSLCAP00010056467	ENSLCAG00010026359	Lates_calcarifer
ENSSMAP00000007746	ENSSMAG00000004749	Scophthalmus_maximus
ENSSDUP00000000534	ENSSDUG00000000461	Seriola_dumerili
ENSSLDP00000031238	ENSSLDG00000024002	Seriola_lalandi_dorsalis
ENSAPEP00000007803	ENSAPEG00000005629	Amphiprion_percula
ENSAOCP00000029792	ENSAOCG00000020320	Amphiprion_ocellaris
ENSAPOP00000033202	ENSAPOG00000021645	Acanthochromis_polyacanthus
ENSSPAP00000017688	ENSSPAG00000013357	Stegastes_partitus
ENSPRNP00000047904	ENSPRNG00000022977	Parambassis_ranga
ENSPNYP00000021981	ENSPNYG00000016599	Pundamilia_nyererei
ENSMZEP00005014855	ENSMZEG00005011180	Maylandia_zebra
ENSACLP00000013177	ENSACLG00000009012	Astatotilapia_calliptera
ENSHBUP00000032099	ENSHBUG00000018173	Haplochromis_burtoni
ENSNBRP00000005256	ENSNBRG00000004181	Neolamprologus_brichardi
ENSONIP00000021509	ENSONIG00000017057	Oreochromis_niloticus
ENSACIP00000009523	ENSACIG00000007468	Amphilophus_citrinellus
ENSKMAP00000027462	ENSKMAG00000020368	Kryptolebias_marmoratus
ENSCGOP00000038316	ENSCGOG00000017572	Cottoperca_gobio
ENSGACP00000021293	ENSGACG00000016143	Gasterosteus_aculeatus
ENSMMOP00000020203	ENSMMOG00000015352	Mola_mola
ENSLCRP00005047063	ENSLCRG00005017848	Larimichthys_crocea
ENSLBEP00000003807	ENSLBEG00000002953	Labrus_bergylta
ENSPMGP00000001638	ENSPMGG00000001454	Periophthalmus_magnuspinnatus
ENSHCOP00000024815	ENSHCOG00000014456	Hippocampus_comes
ENSTNIP00000020829	ENSTNIG00000017679	Tetraodon_nigroviridis
ENSTRUP00000049509	ENSTRUG00000021153	Takifugu_rubripes
ENSGMOP00000013306	ENSGMOG00000012432	Gadus_morhua
ENSCHIP00000001053	ENSCHIG00000001675	Capra_hircus
ENSOARP00000003218	ENSOARG00000003025	Ovis_aries
ENSBIXP00005023312	ENSBIXG00005026085	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000006281	ENSBIXG00000012399	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000024876	ENSBTAG00000018691	Bos_taurus
ENSBMUP00000007526	ENSBMUG00000005923	Bos_mutus
ENSBBBP00000011714	ENSBBBG00000019603	Bison_bison_bison
ENSTTRP00000002856	ENSTTRG00000003043	Tursiops_truncatus
ENSSSCP00000019612	ENSSSCG00000024418	Sus_scrofa_strain_reference
ENSVPAP00000009721	ENSVPAG00000010450	Vicugna_pacos
ENSCCNP00000019395	ENSCCNG00000019508	Castor_canadensis
ENSCCNP00000023481	ENSCCNG00000023054	Castor_canadensis
ENSDORP00000021077	ENSDORG00000024172	Dipodomys_ordii
MGP_SPRETEiJ_P0090013	MGP_SPRETEiJ_G0032813	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000010230	ENSMSIG00000008966	Mus_spicilegus
ENSMUSP00000038915	ENSMUSG00000039960	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0086487	MGP_CAROLIEiJ_G0031695	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054734	MGP_PahariEiJ_G0023293	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069781	ENSRNOG00000053560	Rattus_norvegicus
ENSMUGP00000029061	ENSMUGG00000024064	Meriones_unguiculatus
ENSCGRP00001007368	ENSCGRG00001009791	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015012769	ENSCGRG00015009803	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008994	ENSCGRG00000006575	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000022032	ENSMAUG00000019591	Mesocricetus_auratus
ENSPEMP00000036782	ENSPEMG00000028891	Peromyscus_maniculatus_bairdii
ENSMOCP00000022400	ENSMOCG00000019454	Microtus_ochrogaster
ENSNGAP00000006845	ENSNGAG00000010199	Nannospalax_galili
ENSJJAP00000006951	ENSJJAG00000011490	Jaculus_jaculus
ENSHGLP00100001383	ENSHGLG00100001096	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010362	ENSHGLG00000007432	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008918	ENSFDAG00000017054	Fukomys_damarensis
ENSODEP00000005772	ENSODEG00000004343	Octodon_degus
ENSCLAP00000004895	ENSCLAG00000003477	Chinchilla_lanigera
ENSCPOP00000017722	ENSCPOG00000025143	Cavia_porcellus
ENSSDAP00000012907	ENSSDAG00000011630	Spermophilus_dauricus
ENSSTOP00000022800	ENSSTOG00000028927	Ictidomys_tridecemlineatus
ENSUPAP00010000458	ENSUPAG00010000409	Urocitellus_parryii
ENSDNOP00000025471	ENSDNOG00000040828	Dasypus_novemcinctus
ENSNVIP00000030411	ENSNVIG00000023417	Neovison_vison
ENSMPUP00000012252	ENSMPUG00000012346	Mustela_putorius_furo
ENSUMAP00000005895	ENSUMAG00000004663	Ursus_maritimus
ENSUAMP00000003377	ENSUAMG00000003104	Ursus_americanus
ENSAMEP00000009586	ENSAMEG00000009122	Ailuropoda_melanoleuca
ENSCAFP00020035213	ENSCAFG00020027267	Canis_lupus_dingo
ENSCAFP00000042165	ENSCAFG00000031346	Canis_lupus_familiaris
ENSVVUP00000008813	ENSVVUG00000006592	Vulpes_vulpes
ENSPPRP00000022025	ENSPPRG00000012675	Panthera_pardus
ENSPTIP00000011085	ENSPTIG00000011618	Panthera_tigris_altaica
ENSFCAP00000037748	ENSFCAG00000036643	Felis_catus
ENSTBEP00000007117	ENSTBEG00000008233	Tupaia_belangeri
ENSOCUP00000010835	ENSOCUG00000012588	Oryctolagus_cuniculus
ENSEEUP00000002579	ENSEEUG00000002831	Erinaceus_europaeus
ENSSARP00000001420	ENSSARG00000001580	Sorex_araneus
ENSECAP00000005644	ENSECAG00000007462	Equus_caballus
ENSEASP00005015414	ENSEASG00005010761	Equus_asinus_asinus
ENSCJAP00000058736	ENSCJAG00000046177	Callithrix_jacchus
ENSSBOP00000008566	ENSSBOG00000021186	Saimiri_boliviensis_boliviensis
ENSCCAP00000001820	ENSCCAG00000011687	Cebus_capucinus_imitator
ENSANAP00000010577	ENSANAG00000023279	Aotus_nancymaae
ENSP00000355652	ENSG00000116574	Homo_sapiens
ENSPTRP00000087997	ENSPTRG00000045909	Pan_troglodytes
ENSPPYP00000000131	ENSPPYG00000000130	Pongo_abelii
ENSNLEP00000031516	ENSNLEG00000027920	Nomascus_leucogenys
ENSRROP00000044986	ENSRROG00000045420	Rhinopithecus_roxellana
ENSRBIP00000009247	ENSRBIG00000028509	Rhinopithecus_bieti
ENSPTEP00000035301	ENSPTEG00000033325	Piliocolobus_tephrosceles
ENSMMUP00000062628	ENSMMUG00000057995	Macaca_mulatta
ENSMNEP00000039346	ENSMNEG00000042624	Macaca_nemestrina
ENSMFAP00000025652	ENSMFAG00000044318	Macaca_fascicularis
ENSPANP00000008662	ENSPANG00000002244	Papio_anubis
ENSTGEP00000012294	ENSTGEG00000010025	Theropithecus_gelada
ENSCATP00000035652	ENSCATG00000040681	Cercocebus_atys
ENSCSAP00000006864	ENSCSAG00000010641	Chlorocebus_sabaeus
ENSPPAP00000022273	ENSPPAG00000034335	Pan_paniscus
ENSGGOP00000007740	ENSGGOG00000007918	Gorilla_gorilla
ENSCANP00000029741	ENSCANG00000038514	Colobus_angolensis_palliatus
ENSMLEP00000017532	ENSMLEG00000032978	Mandrillus_leucophaeus
ENSANAP00000032045	ENSANAG00000033740	Aotus_nancymaae
ENSTSYP00000018799	ENSTSYG00000034382	Carlito_syrichta
ENSMICP00000033820	ENSMICG00000036063	Microcebus_murinus
ENSPCOP00000022886	ENSPCOG00000023566	Propithecus_coquereli
ENSPSMP00000004132	ENSPSMG00000003314	Prolemur_simus
ENSOGAP00000002094	ENSOGAG00000002345	Otolemur_garnettii
ENSLAFP00000003204	ENSLAFG00000003837	Loxodonta_africana
ENSETEP00000002230	ENSETEG00000002731	Echinops_telfairi
ENSCHOP00000007695	ENSCHOG00000008705	Choloepus_hoffmanni
ENSMEUP00000014875	ENSMEUG00000016273	Notamacropus_eugenii
ENSPCIP00000042137	ENSPCIG00000031680	Phascolarctos_cinereus
ENSVURP00010001287	ENSVURG00010001094	Vombatus_ursinus
ENSVURP00010001564	ENSVURG00010001329	Vombatus_ursinus
ENSSHAP00000010789	ENSSHAG00000009300	Sarcophilus_harrisii
ENSMODP00000011017	ENSMODG00000008848	Monodelphis_domestica
ENSCPGP00000001131	ENSCPGG00000000900	Calidris_pygmaea
ENSCPUP00000017295	ENSCPUG00000011914	Calidris_pugnax
ENSMUNP00000022298	ENSMUNG00000016769	Melopsittacus_undulatus
ENSLSDP00000023228	ENSLSDG00000016350	Lonchura_striata_domestica
ENSTGUP00000010393	ENSTGUG00000010073	Taeniopygia_guttata
ENSSCAP00000004410	ENSSCAG00000003603	Serinus_canaria
ENSJHYP00000009843	ENSJHYG00000007752	Junco_hyemalis
ENSZALP00000002536	ENSZALG00000002680	Zonotrichia_albicollis
ENSFALP00000003452	ENSFALG00000003307	Ficedula_albicollis
ENSPMJP00000003716	ENSPMJG00000003254	Parus_major
ENSLCOP00000009320	ENSLCOG00000006805	Lepidothrix_coronata
ENSMVIP00005021206	ENSMVIG00005014917	Manacus_vitellinus
ENSGALP00000042335	ENSGALG00000025738	Gallus_gallus
ENSCJPP00005003687	ENSCJPG00005003827	Coturnix_japonica
ENSMGAP00000012592	ENSMGAG00000012001	Meleagris_gallopavo
ENSNMEP00000020538	ENSNMEG00000017618	Numida_meleagris
ENSABRP00000021564	ENSABRG00000018286	Anser_brachyrhynchus
ENSARWP00000009847	ENSARWG00000006864	Apteryx_rowi
ENSAOWP00000026762	ENSAOWG00000018041	Apteryx_owenii
ENSAHAP00000004778	ENSAHAG00000003714	Apteryx_haastii
ENSDNVP00000020449	ENSDNVG00000014312	Dromaius_novaehollandiae
ENSNPEP00000016350	ENSNPEG00000012176	Nothoprocta_perdicaria
ENSCCEP00000023092	ENSCCEG00000020749	Cyanistes_caeruleus
ENSAPLP00000020779	ENSAPLG00000028150	Anas_platyrhynchos_platyrhynchos
ENSSMRP00000028649	ENSSMRG00000022019	Salvator_merianae
ENSACAP00000002778	ENSACAG00000002876	Anolis_carolinensis
ENSPVIP00000024162	ENSPVIG00000018204	Pogona_vitticeps
