ENSHHUP00000049339	ENSHHUG00000029890	Hucho_hucho
ENSELUP00000013463	ENSELUG00000013567	Esox_lucius
ENSMAMP00000013855	ENSMAMG00000009407	Mastacembelus_armatus	ENSMAMT00000014233
ENSMALP00000001436	ENSMALG00000001083	Monopterus_albus	ENSMALT00000001482
ENSBSLP00000055304	ENSBSLG00000025870	Betta_splendens	ENSBSLT00000060483
ENSCGOP00000056404	ENSCGOG00000024499	Cottoperca_gobio
ENSLCRP00005055926	ENSLCRG00005020834	Larimichthys_crocea	ENSLCRT00005056812
ENSKMAP00000014191	ENSKMAG00000010648	Kryptolebias_marmoratus
ENSPFOP00000019292	ENSPFOG00000019180	Poecilia_formosa
ENSHBUP00000020222	ENSHBUG00000000687	Haplochromis_burtoni
ENSACLP00000012217	ENSACLG00000008343	Astatotilapia_calliptera
ENSAPOP00000025111	ENSAPOG00000008000	Acanthochromis_polyacanthus
ENSAPEP00000011923	ENSAPEG00000008518	Amphiprion_percula
ENSSMAP00000030992	ENSSMAG00000018999	Scophthalmus_maximus
ENSGACP00000026842	ENSGACG00000020316	Gasterosteus_aculeatus
ENSGMOP00000019334	ENSGMOG00000017984	Gadus_morhua
ENSAMXP00005036674	ENSAMXG00005017503	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000028111	ENSAMXG00000010061	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000036087	ENSPNAG00000007141	Pygocentrus_nattereri
ENSPEMP00000028191	ENSPEMG00000023790	Peromyscus_maniculatus_bairdii
ENSMOCP00000027360	ENSMOCG00000022874	Microtus_ochrogaster
ENSCGRP00001008544	ENSCGRG00001010798	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015021708	ENSCGRG00015016500	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001893	ENSCGRG00000001410	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002355	ENSMAUG00000001932	Mesocricetus_auratus
MGP_PahariEiJ_P0083964	MGP_PahariEiJ_G0030035	Mus_pahari_strain_PAHARI_EIJ
MGP_PahariEiJ_P0083966	MGP_PahariEiJ_G0030037	Mus_pahari_strain_PAHARI_EIJ
MGP_PahariEiJ_P0083965	MGP_PahariEiJ_G0030036	Mus_pahari_strain_PAHARI_EIJ
ENSMUSP00000056665	ENSMUSG00000095304	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000139134	ENSMUSG00000072674	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000145436	ENSMUSG00000094800	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000031759	ENSMSIG00000026558	Mus_spicilegus
MGP_SPRETEiJ_P0037553	MGP_SPRETEiJ_G0019902	Mus_spretus_strain_SPRET/EiJ
MGP_SPRETEiJ_P0037551	MGP_SPRETEiJ_G0019900	Mus_spretus_strain_SPRET/EiJ
MGP_SPRETEiJ_P0037552	MGP_SPRETEiJ_G0019901	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0035871	MGP_CAROLIEiJ_G0019025	Mus_caroli_strain_CAROLI_EIJ
MGP_CAROLIEiJ_P0035869	MGP_CAROLIEiJ_G0019023	Mus_caroli_strain_CAROLI_EIJ
MGP_CAROLIEiJ_P0035870	MGP_CAROLIEiJ_G0019024	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000014964	ENSRNOG00000011263	Rattus_norvegicus
ENSHGLP00000023872	ENSHGLG00000017020	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011103	ENSHGLG00100008260	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000022874	ENSCPOG00000037289	Cavia_porcellus
ENSCLAP00000018934	ENSCLAG00000012966	Chinchilla_lanigera
ENSUPAP00010003104	ENSUPAG00010002557	Urocitellus_parryii
ENSMMMP00000024453	ENSMMMG00000021381	Marmota_marmota_marmota
ENSOPRP00000004453	ENSOPRG00000004852	Ochotona_princeps
ENSTBEP00000002886	ENSTBEG00000003345	Tupaia_belangeri
ENSPCOP00000014079	ENSPCOG00000018708	Propithecus_coquereli
ENSMICP00000038264	ENSMICG00000026495	Microcebus_murinus
ENSPSMP00000022513	ENSPSMG00000015919	Prolemur_simus
ENSOGAP00000002711	ENSOGAG00000003029	Otolemur_garnettii
ENSCJAP00000074189	ENSCJAG00000047316	Callithrix_jacchus
ENSCJAP00000067933	ENSCJAG00000005520	Callithrix_jacchus
ENSCJAP00000056829	ENSCJAG00000047084	Callithrix_jacchus
ENSCCAP00000016898	ENSCCAG00000026257	Cebus_capucinus_imitator
ENSMMUP00000068721	ENSMMUG00000065348	Macaca_mulatta
ENSMMUP00000080753	ENSMMUG00000003014	Macaca_mulatta
ENSMFAP00000012844	ENSMFAG00000026512	Macaca_fascicularis
ENSMNEP00000015174	ENSMNEG00000031716	Macaca_nemestrina
ENSPANP00000020237	ENSPANG00000022588	Papio_anubis
ENSTGEP00000021444	ENSTGEG00000017308	Theropithecus_gelada
ENSCSAP00000005617	ENSCSAG00000009370	Chlorocebus_sabaeus
ENSPTEP00000042142	ENSPTEG00000038490	Piliocolobus_tephrosceles
ENSCANP00000023229	ENSCANG00000035040	Colobus_angolensis_palliatus
ENSRBIP00000039669	ENSRBIG00000043290	Rhinopithecus_bieti
ENSRROP00000034470	ENSRROG00000040785	Rhinopithecus_roxellana
ENSPTRP00000071693	ENSPTRG00000029864	Pan_troglodytes
ENSPPAP00000005453	ENSPPAG00000022596	Pan_paniscus
ENSGGOP00000010827	ENSGGOG00000011111	Gorilla_gorilla
ENSP00000361337	ENSG00000189129	Homo_sapiens
ENSPPYP00000014226	ENSPPYG00000012750	Pongo_abelii
ENSNLEP00000012944	ENSNLEG00000010646	Nomascus_leucogenys
ENSVPAP00000004016	ENSVPAG00000004321	Vicugna_pacos
ENSSSCP00000068328	ENSSSCG00000010332	Sus_scrofa_strain_reference
ENSBIXP00005027412	ENSBIXG00005030679	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000027937	ENSBIXG00000008943	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000027890	ENSBTAG00000020939	Bos_taurus
ENSBMUP00000035070	ENSBMUG00000026098	Bos_mutus
ENSBBBP00000007989	ENSBBBG00000015987	Bison_bison_bison
ENSOARP00000010702	ENSOARG00000009984	Ovis_aries
ENSCHIP00000000117	ENSCHIG00000000102	Capra_hircus
ENSTTRP00000001073	ENSTTRG00000001143	Tursiops_truncatus
ENSECAP00000009296	ENSECAG00000011479	Equus_caballus
ENSMLUP00000006924	ENSMLUG00000007594	Myotis_lucifugus
ENSPPRP00000001271	ENSPPRG00000024241	Panthera_pardus
ENSFCAP00000042048	ENSFCAG00000040701	Felis_catus
ENSAMEP00000013664	ENSAMEG00000012985	Ailuropoda_melanoleuca
ENSUAMP00000009797	ENSUAMG00000008119	Ursus_americanus
ENSUMAP00000019164	ENSUMAG00000014078	Ursus_maritimus
ENSMPUP00000003593	ENSMPUG00000003622	Mustela_putorius_furo
ENSVVUP00000035524	ENSVVUG00000025553	Vulpes_vulpes
ENSCAFP00020018037	ENSCAFG00020014433	Canis_lupus_dingo
ENSLAFP00000006042	ENSLAFG00000007184	Loxodonta_africana
ENSDNOP00000023005	ENSDNOG00000044384	Dasypus_novemcinctus
