ENSGAGP00000018080	ENSGAGG00000013398	Gopherus_agassizii
ENSCABP00000016920	ENSCABG00000012559	Chelonoidis_abingdonii
ENSCPBP00000002767	ENSCPBG00000002221	Chrysemys_picta_bellii
ENSABRP00000020037	ENSABRG00000017143	Anser_brachyrhynchus
ENSAPLP00000027371	ENSAPLG00000019600	Anas_platyrhynchos_platyrhynchos
ENSGALP00000044206	ENSGALG00000035104	Gallus_gallus
ENSCJPP00005007940	ENSCJPG00005007202	Coturnix_japonica
ENSNMEP00000021086	ENSNMEG00000018070	Numida_meleagris
ENSCPGP00000022777	ENSCPGG00000015806	Calidris_pygmaea
ENSCPUP00000001869	ENSCPUG00000001444	Calidris_pugnax
ENSFALP00000008682	ENSFALG00000008331	Ficedula_albicollis
ENSJHYP00000002068	ENSJHYG00000001753	Junco_hyemalis
ENSLSDP00000013867	ENSLSDG00000010032	Lonchura_striata_domestica
ENSPMJP00000009796	ENSPMJG00000007805	Parus_major
ENSLCOP00000004326	ENSLCOG00000003304	Lepidothrix_coronata
ENSMUNP00000001226	ENSMUNG00000001054	Melopsittacus_undulatus
ENSDNVP00000003279	ENSDNVG00000002321	Dromaius_novaehollandiae
ENSARWP00000022827	ENSARWG00000015572	Apteryx_rowi
ENSNPEP00000007787	ENSNPEG00000005843	Nothoprocta_perdicaria
ENSNSUP00000022772	ENSNSUG00000016515	Notechis_scutatus
ENSSMRP00000019400	ENSSMRG00000015124	Salvator_merianae
ENSSPUP00000015892	ENSSPUG00000012278	Sphenodon_punctatus
ENSUAMP00000024791	ENSUAMG00000019337	Ursus_americanus	ENSUAMT00000027676
ENSAMEP00000017625	ENSAMEG00000016692	Ailuropoda_melanoleuca	ENSAMET00000018342
ENSNVIP00000025657	ENSNVIG00000019849	Neovison_vison	ENSNVIT00000029749
ENSMPUP00000013467	ENSMPUG00000013570	Mustela_putorius_furo
ENSUMAP00000003686	ENSUMAG00000003053	Ursus_maritimus
ENSCAFP00000026018	ENSCAFG00000017641	Canis_lupus_familiaris
ENSCAFP00020030593	ENSCAFG00020023848	Canis_lupus_dingo
ENSVVUP00000005988	ENSVVUG00000004676	Vulpes_vulpes
ENSPPRP00000018639	ENSPPRG00000010229	Panthera_pardus
ENSPTIP00000003485	ENSPTIG00000006236	Panthera_tigris_altaica
ENSFCAP00000013902	ENSFCAG00000014986	Felis_catus
ENSEEUP00000002968	ENSEEUG00000003255	Erinaceus_europaeus
ENSMLUP00000008102	ENSMLUG00000008901	Myotis_lucifugus
ENSPVAP00000002138	ENSPVAG00000002261	Pteropus_vampyrus
ENSECAP00000003721	ENSECAG00000005327	Equus_caballus
ENSEASP00005001307	ENSEASG00005001085	Equus_asinus_asinus
ENSTTRP00000002554	ENSTTRG00000002725	Tursiops_truncatus
ENSSSCP00000041651	ENSSSCG00000031080	Sus_scrofa_strain_reference
ENSBIXP00000025180	ENSBIXG00000027288	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005019700	ENSBIXG00005022857	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003015	ENSBTAG00000002335	Bos_taurus
ENSBBBP00000018925	ENSBBBG00000011826	Bison_bison_bison
ENSOARP00000010555	ENSOARG00000009843	Ovis_aries
ENSCHIP00000001461	ENSCHIG00000002958	Capra_hircus
ENSHGLP00100016648	ENSHGLG00100012293	Heterocephalus_glaber_HetGla_1.0
ENSSDAP00000023924	ENSSDAG00000021808	Spermophilus_dauricus
ENSCCNP00000033438	ENSCCNG00000031644	Castor_canadensis
ENSDORP00000014277	ENSDORG00000015170	Dipodomys_ordii
ENSSTOP00000017073	ENSSTOG00000025850	Ictidomys_tridecemlineatus
ENSMMMP00000015464	ENSMMMG00000013794	Marmota_marmota_marmota
ENSUPAP00010022251	ENSUPAG00010017683	Urocitellus_parryii
ENSMUSP00000046999	ENSMUSG00000037335	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0028171	MGP_SPRETEiJ_G0017224	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000036975	ENSMSIG00000030805	Mus_spicilegus
MGP_CAROLIEiJ_P0026799	MGP_CAROLIEiJ_G0016382	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033572	MGP_PahariEiJ_G0017517	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003486	ENSRNOG00000002582	Rattus_norvegicus
ENSMUGP00000013955	ENSMUGG00000012085	Meriones_unguiculatus
ENSCGRP00015025847	ENSCGRG00015019630	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001011844	ENSCGRG00001013396	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018609	ENSCGRG00000013552	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000025893	ENSMAUG00000022272	Mesocricetus_auratus
ENSPEMP00000025441	ENSPEMG00000021867	Peromyscus_maniculatus_bairdii
ENSMOCP00000012965	ENSMOCG00000012912	Microtus_ochrogaster
ENSNGAP00000000836	ENSNGAG00000000636	Nannospalax_galili
ENSJJAP00000024433	ENSJJAG00000023893	Jaculus_jaculus
ENSCPOP00000014886	ENSCPOG00000024064	Cavia_porcellus
ENSCLAP00000016782	ENSCLAG00000011515	Chinchilla_lanigera
ENSODEP00000012763	ENSODEG00000009445	Octodon_degus
ENSHGLP00000012101	ENSHGLG00000008657	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000001435	ENSFDAG00000011403	Fukomys_damarensis
ENSOCUP00000009548	ENSOCUG00000011099	Oryctolagus_cuniculus
ENSOPRP00000013278	ENSOPRG00000014560	Ochotona_princeps
ENSCCAP00000038200	ENSCCAG00000036939	Cebus_capucinus_imitator
ENSSBOP00000014570	ENSSBOG00000024034	Saimiri_boliviensis_boliviensis
ENSCJAP00000018003	ENSCJAG00000009817	Callithrix_jacchus
ENSANAP00000027289	ENSANAG00000031480	Aotus_nancymaae
ENSMMUP00000013920	ENSMMUG00000010621	Macaca_mulatta
ENSMNEP00000019164	ENSMNEG00000033467	Macaca_nemestrina
ENSMFAP00000045450	ENSMFAG00000000456	Macaca_fascicularis
ENSTGEP00000008001	ENSTGEG00000006557	Theropithecus_gelada
ENSPANP00000001433	ENSPANG00000013720	Papio_anubis
ENSCATP00000020292	ENSCATG00000033921	Cercocebus_atys
ENSMLEP00000013790	ENSMLEG00000031062	Mandrillus_leucophaeus
ENSCSAP00000007028	ENSCSAG00000010805	Chlorocebus_sabaeus
ENSPTEP00000013706	ENSPTEG00000015323	Piliocolobus_tephrosceles
ENSCANP00000026214	ENSCANG00000036532	Colobus_angolensis_palliatus
ENSRBIP00000013739	ENSRBIG00000030949	Rhinopithecus_bieti
ENSRROP00000004191	ENSRROG00000017003	Rhinopithecus_roxellana
ENSPTRP00000029803	ENSPTRG00000017446	Pan_troglodytes
ENSPPAP00000019364	ENSPPAG00000032868	Pan_paniscus
ENSP00000231121	ENSG00000113196	Homo_sapiens
ENSGGOP00000004226	ENSGGOG00000004311	Gorilla_gorilla
ENSPPYP00000017877	ENSPPYG00000015975	Pongo_abelii
ENSNLEP00000020112	ENSNLEG00000016584	Nomascus_leucogenys
ENSPCOP00000027676	ENSPCOG00000026381	Propithecus_coquereli
ENSMICP00000029583	ENSMICG00000030672	Microcebus_murinus
ENSPSMP00000010226	ENSPSMG00000007441	Prolemur_simus
ENSOGAP00000022388	ENSOGAG00000024691	Otolemur_garnettii
ENSLAFP00000024092	ENSLAFG00000017517	Loxodonta_africana
ENSPCAP00000006209	ENSPCAG00000006706	Procavia_capensis
ENSETEP00000008911	ENSETEG00000010988	Echinops_telfairi
ENSDNOP00000006153	ENSDNOG00000007934	Dasypus_novemcinctus
ENSVURP00010006794	ENSVURG00010005268	Vombatus_ursinus
ENSPCIP00000025573	ENSPCIG00000019244	Phascolarctos_cinereus
ENSSHAP00000010856	ENSSHAG00000009358	Sarcophilus_harrisii
ENSMODP00000010796	ENSMODG00000008678	Monodelphis_domestica
ENSOANP00000008091	ENSOANG00000005097	Ornithorhynchus_anatinus
ENSXETP00000048375	ENSXETG00000018019	Xenopus_tropicalis
ENSLACP00000021245	ENSLACG00000018666	Latimeria_chalumnae
ENSSMAP00000016770	ENSSMAG00000010290	Scophthalmus_maximus
ENSCSEP00000032195	ENSCSEG00000020662	Cynoglossus_semilaevis
ENSKMAP00000004454	ENSKMAG00000003398	Kryptolebias_marmoratus
ENSFHEP00000032666	ENSFHEG00000019268	Fundulus_heteroclitus
ENSACIP00000016775	ENSACIG00000013073	Amphilophus_citrinellus
ENSBSLP00000017210	ENSBSLG00000009058	Betta_splendens
ENSCGOP00000030213	ENSCGOG00000014031	Cottoperca_gobio
ENSLBEP00000026176	ENSLBEG00000019943	Labrus_bergylta
ENSTRUP00000048868	ENSTRUG00000023064	Takifugu_rubripes
ENSTNIP00000010446	ENSTNIG00000007631	Tetraodon_nigroviridis
ENSPRNP00000008978	ENSPRNG00000005299	Parambassis_ranga
ENSBSLP00000017141	ENSBSLG00000008992	Betta_splendens
ENSHBUP00000029895	ENSHBUG00000014586	Haplochromis_burtoni
ENSPNYP00000017258	ENSPNYG00000013075	Pundamilia_nyererei
ENSMZEP00005015798	ENSMZEG00005011868	Maylandia_zebra
ENSACLP00000036367	ENSACLG00000024640	Astatotilapia_calliptera
ENSNBRP00000019290	ENSNBRG00000014854	Neolamprologus_brichardi
ENSONIP00000016642	ENSONIG00000013234	Oreochromis_niloticus
ENSLCRP00005063555	ENSLCRG00005023310	Larimichthys_crocea
ENSORLP00020006846	ENSORLG00020007733	Oryzias_latipes_ASM223471v1
ENSORLP00015013212	ENSORLG00015014098	Oryzias_latipes_ASM223469v1
ENSORLP00000019422	ENSORLG00000015508	Oryzias_latipes_ASM223467v1
ENSOMEP00000036219	ENSOMEG00000023758	Oryzias_melastigma
ENSXMAP00000034343	ENSXMAG00000024013	Xiphophorus_maculatus
ENSGAFP00000016749	ENSGAFG00000011295	Gambusia_affinis
