ENSCINP00000034168	ENSCING00000019771	Ciona_intestinalis	ENSCINT00000036039
ENSCINP00000031538	ENSCING00000024103	Ciona_intestinalis	ENSCINT00000033920
ENSCSAVP00000001539	ENSCSAVG00000000879	Ciona_savignyi	ENSCSAVT00000001559
ENSPVIP00000028290	ENSPVIG00000020971	Pogona_vitticeps
ENSACAP00000004960	ENSACAG00000005080	Anolis_carolinensis
ENSNSUP00000017526	ENSNSUG00000012859	Notechis_scutatus
ENSSMRP00000016808	ENSSMRG00000013104	Salvator_merianae
ENSSPUP00000017484	ENSSPUG00000013512	Sphenodon_punctatus
ENSAOWP00000014061	ENSAOWG00000009587	Apteryx_owenii
ENSAHAP00000003321	ENSAHAG00000002650	Apteryx_haastii
ENSARWP00000020987	ENSARWG00000014344	Apteryx_rowi
ENSDNVP00000006200	ENSDNVG00000004443	Dromaius_novaehollandiae
ENSNPEP00000014380	ENSNPEG00000010767	Nothoprocta_perdicaria
ENSCCEP00000027198	ENSCCEG00000023762	Cyanistes_caeruleus
ENSCCEP00000001225	ENSCCEG00000001499	Cyanistes_caeruleus
ENSPMJP00000023655	ENSPMJG00000017450	Parus_major
ENSFALP00000008866	ENSFALG00000008499	Ficedula_albicollis
ENSZALP00000014004	ENSZALG00000011634	Zonotrichia_albicollis
ENSJHYP00000015200	ENSJHYG00000011714	Junco_hyemalis
ENSSCAP00000008827	ENSSCAG00000006715	Serinus_canaria
ENSTGUP00000012066	ENSTGUG00000011708	Taeniopygia_guttata
ENSLSDP00000025896	ENSLSDG00000018077	Lonchura_striata_domestica
ENSMVIP00005001744	ENSMVIG00005001379	Manacus_vitellinus
ENSLCOP00000005046	ENSLCOG00000003787	Lepidothrix_coronata
ENSMUNP00000006378	ENSMUNG00000005135	Melopsittacus_undulatus
ENSCPGP00000013390	ENSCPGG00000009514	Calidris_pygmaea
ENSCPUP00000019515	ENSCPUG00000013412	Calidris_pugnax
ENSGALP00000027538	ENSGALG00000017079	Gallus_gallus
ENSCJPP00005026182	ENSCJPG00005020420	Coturnix_japonica
ENSMGAP00000016000	ENSMGAG00000015086	Meleagris_gallopavo
ENSNMEP00000022638	ENSNMEG00000019355	Numida_meleagris
ENSABRP00000023851	ENSABRG00000020031	Anser_brachyrhynchus
ENSAPLP00000003484	ENSAPLG00000003991	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005016842	ENSCPRG00005011746	Crocodylus_porosus
ENSCABP00000010799	ENSCABG00000008084	Chelonoidis_abingdonii
ENSGAGP00000030428	ENSGAGG00000021910	Gopherus_agassizii
ENSCPBP00000028958	ENSCPBG00000020428	Chrysemys_picta_bellii
ENSPSIP00000008477	ENSPSIG00000007726	Pelodiscus_sinensis
ENSMLUP00000011240	ENSMLUG00000012347	Myotis_lucifugus
ENSPVAP00000008885	ENSPVAG00000009425	Pteropus_vampyrus
ENSECAP00000032067	ENSECAG00000011889	Equus_caballus
ENSEASP00005032768	ENSEASG00005022400	Equus_asinus_asinus
ENSOARP00000012736	ENSOARG00000011882	Ovis_aries
ENSCHIP00000030978	ENSCHIG00000025535	Capra_hircus
ENSBTAP00000001562	ENSBTAG00000001178	Bos_taurus
ENSBIXP00000000539	ENSBIXG00000029701	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005030439	ENSBIXG00005010560	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000019548	ENSBBBG00000012899	Bison_bison_bison
ENSBMUP00000030613	ENSBMUG00000022880	Bos_mutus
ENSTTRP00000011428	ENSTTRG00000012056	Tursiops_truncatus
ENSSSCP00000025301	ENSSSCG00000028065	Sus_scrofa_strain_reference
ENSVPAP00000004138	ENSVPAG00000004455	Vicugna_pacos
ENSUMAP00000023628	ENSUMAG00000017198	Ursus_maritimus	ENSUMAT00000027978
ENSUAMP00000026091	ENSUAMG00000020252	Ursus_americanus	ENSUAMT00000029114
ENSAMEP00000009335	ENSAMEG00000008873	Ailuropoda_melanoleuca	ENSAMET00000009734
ENSNVIP00000029156	ENSNVIG00000022464	Neovison_vison	ENSNVIT00000033774
ENSMPUP00000004529	ENSMPUG00000004564	Mustela_putorius_furo
ENSCAFP00020032253	ENSCAFG00020025117	Canis_lupus_dingo
ENSCAFP00000009855	ENSCAFG00000006590	Canis_lupus_familiaris
ENSVVUP00000013204	ENSVVUG00000009708	Vulpes_vulpes
ENSPPRP00000003704	ENSPPRG00000000053	Panthera_pardus
ENSPTIP00000023236	ENSPTIG00000019771	Panthera_tigris_altaica
ENSFCAP00000019843	ENSFCAG00000022053	Felis_catus
ENSEEUP00000004605	ENSEEUG00000005015	Erinaceus_europaeus
ENSSARP00000008352	ENSSARG00000009188	Sorex_araneus
ENSCCNP00000032389	ENSCCNG00000030740	Castor_canadensis
ENSDORP00000007302	ENSDORG00000007790	Dipodomys_ordii
MGP_SPRETEiJ_P0075134	MGP_SPRETEiJ_G0029048	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000027653	ENSMSIG00000023285	Mus_spicilegus
ENSMUSP00000113247	ENSMUSG00000041264	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0072312	MGP_CAROLIEiJ_G0028050	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0060516	MGP_PahariEiJ_G0024616	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000064429	ENSRNOG00000000909	Rattus_norvegicus
ENSPEMP00000034328	ENSPEMG00000003660	Peromyscus_maniculatus_bairdii
ENSMOCP00000021171	ENSMOCG00000018612	Microtus_ochrogaster
ENSCGRP00000013542	ENSCGRG00000009825	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015022989	ENSCGRG00015017457	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001018675	ENSCGRG00001018342	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013800	ENSMAUG00000013736	Mesocricetus_auratus
ENSNGAP00000022654	ENSNGAG00000021450	Nannospalax_galili
ENSJJAP00000011169	ENSJJAG00000014544	Jaculus_jaculus
ENSODEP00000009595	ENSODEG00000007176	Octodon_degus
ENSCLAP00000004406	ENSCLAG00000003130	Chinchilla_lanigera
ENSCPOP00000008916	ENSCPOG00000009937	Cavia_porcellus
ENSCAPP00000013942	ENSCAPG00000014433	Cavia_aperea
ENSHGLP00100023228	ENSHGLG00100017069	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025867	ENSHGLG00000018410	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002886	ENSFDAG00000012471	Fukomys_damarensis
ENSSTOP00000015786	ENSSTOG00000028023	Ictidomys_tridecemlineatus
ENSUPAP00010000659	ENSUPAG00010000537	Urocitellus_parryii
ENSMMMP00000025015	ENSMMMG00000021912	Marmota_marmota_marmota
ENSSDAP00000010251	ENSSDAG00000009316	Spermophilus_dauricus
ENSOCUP00000009592	ENSOCUG00000011144	Oryctolagus_cuniculus
ENSOPRP00000003247	ENSOPRG00000003532	Ochotona_princeps
ENSTBEP00000009813	ENSTBEG00000011348	Tupaia_belangeri
ENSPPAP00000019128	ENSPPAG00000032740	Pan_paniscus
