ENSUAMP00000011147	ENSUAMG00000009123	Ursus_americanus
ENSUMAP00000026671	ENSUMAG00000019412	Ursus_maritimus
ENSNVIP00000017308	ENSNVIG00000013554	Neovison_vison
ENSCAFP00020027055	ENSCAFG00020021231	Canis_lupus_dingo
ENSTTRP00000000227	ENSTTRG00000000243	Tursiops_truncatus
ENSPTEP00000020251	ENSPTEG00000021505	Piliocolobus_tephrosceles
ENSPTEP00000020313	ENSPTEG00000021570	Piliocolobus_tephrosceles
ENSPTEP00000020361	ENSPTEG00000021609	Piliocolobus_tephrosceles
ENSPTEP00000020395	ENSPTEG00000021644	Piliocolobus_tephrosceles
ENSCANP00000002629	ENSCANG00000009594	Colobus_angolensis_palliatus
ENSMNEP00000001669	ENSMNEG00000007511	Macaca_nemestrina
ENSMFAP00000010344	ENSMFAG00000007043	Macaca_fascicularis
ENSMLEP00000035176	ENSMLEG00000041729	Mandrillus_leucophaeus
ENSMNEP00000001215	ENSMNEG00000005570	Macaca_nemestrina
ENSPPAP00000034485	ENSPPAG00000040096	Pan_paniscus
ENSPTRP00000062956	ENSPTRG00000047950	Pan_troglodytes
ENSGGOP00000050081	ENSGGOG00000038137	Gorilla_gorilla
ENSGGOP00000048311	ENSGGOG00000042636	Gorilla_gorilla
ENSTGEP00000001108	ENSTGEG00000001052	Theropithecus_gelada
ENSPSIP00000004255	ENSPSIG00000004009	Pelodiscus_sinensis	ENSPSIT00000004278
ENSLSDP00000016265	ENSLSDG00000011723	Lonchura_striata_domestica
