ENSCPGP00000017656	ENSCPGG00000012382	Calidris_pygmaea
ENSMUNP00000007930	ENSMUNG00000006338	Melopsittacus_undulatus
ENSPMJP00000006702	ENSPMJG00000005609	Parus_major
ENSCCEP00000009182	ENSCCEG00000009351	Cyanistes_caeruleus
ENSJHYP00000007707	ENSJHYG00000006138	Junco_hyemalis
ENSMVIP00005022202	ENSMVIG00005015591	Manacus_vitellinus
ENSLCOP00000011616	ENSLCOG00000008437	Lepidothrix_coronata
ENSNMEP00000003583	ENSNMEG00000004131	Numida_meleagris
ENSGALP00000064973	ENSGALG00000037992	Gallus_gallus
ENSABRP00000019103	ENSABRG00000016374	Anser_brachyrhynchus
ENSARWP00000013513	ENSARWG00000009355	Apteryx_rowi	ENSARWT00000015438
ENSAHAP00000018310	ENSAHAG00000012982	Apteryx_haastii	ENSAHAT00000020228
ENSAOWP00000026651	ENSAOWG00000017970	Apteryx_owenii	ENSAOWT00000030193
ENSDNVP00000007452	ENSDNVG00000005311	Dromaius_novaehollandiae	ENSDNVT00000009016
ENSNPEP00000006751	ENSNPEG00000005086	Nothoprocta_perdicaria	ENSNPET00000006915
ENSCPRP00005002415	ENSCPRG00005001759	Crocodylus_porosus
ENSGAGP00000034986	ENSGAGG00000024870	Gopherus_agassizii
ENSCABP00000031468	ENSCABG00000022978	Chelonoidis_abingdonii
ENSCPBP00000003494	ENSCPBG00000002825	Chrysemys_picta_bellii
ENSSPUP00000006287	ENSSPUG00000004847	Sphenodon_punctatus
ENSPVIP00000022477	ENSPVIG00000016955	Pogona_vitticeps
ENSPCIP00000009263	ENSPCIG00000007595	Phascolarctos_cinereus
ENSVURP00010001219	ENSVURG00010001051	Vombatus_ursinus
ENSSHAP00000014640	ENSSHAG00000012497	Sarcophilus_harrisii
ENSMODP00000050906	ENSMODG00000047666	Monodelphis_domestica
ENSCCNP00000012358	ENSCCNG00000012817	Castor_canadensis
ENSHGLP00000019516	ENSHGLG00000013974	Heterocephalus_glaber_HetGla_female_1.0
ENSMLEP00000000202	ENSMLEG00000000482	Mandrillus_leucophaeus
ENSCSAP00000009024	ENSCSAG00000012848	Chlorocebus_sabaeus
ENSCATP00000043501	ENSCATG00000044291	Cercocebus_atys
ENSMNEP00000022360	ENSMNEG00000034857	Macaca_nemestrina
ENSPTEP00000037763	ENSPTEG00000035257	Piliocolobus_tephrosceles
ENSRROP00000038449	ENSRROG00000042616	Rhinopithecus_roxellana
ENSRBIP00000029555	ENSRBIG00000038662	Rhinopithecus_bieti
ENSCANP00000012028	ENSCANG00000029402	Colobus_angolensis_palliatus
ENSMMUP00000050924	ENSMMUG00000049102	Macaca_mulatta
ENSMFAP00000024409	ENSMFAG00000043801	Macaca_fascicularis
ENSTGEP00000032298	ENSTGEG00000025820	Theropithecus_gelada
ENSPANP00000004844	ENSPANG00000006510	Papio_anubis
ENSPPAP00000005571	ENSPPAG00000022982	Pan_paniscus
ENSPTRP00000078450	ENSPTRG00000046842	Pan_troglodytes
ENSGGOP00000048835	ENSGGOG00000036457	Gorilla_gorilla
ENSP00000454561	ENSG00000253250	Homo_sapiens
ENSNLEP00000002884	ENSNLEG00000002396	Nomascus_leucogenys
ENSCCAP00000031202	ENSCCAG00000033667	Cebus_capucinus_imitator
ENSSBOP00000015195	ENSSBOG00000024334	Saimiri_boliviensis_boliviensis
ENSCJAP00000065612	ENSCJAG00000040121	Callithrix_jacchus
ENSUPAP00010019489	ENSUPAG00010015437	Urocitellus_parryii
ENSMMMP00000007936	ENSMMMG00000007107	Marmota_marmota_marmota
ENSSDAP00000001504	ENSSDAG00000001484	Spermophilus_dauricus
ENSCGRP00015016135	ENSCGRG00015012414	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000015900	ENSPEMG00000015295	Peromyscus_maniculatus_bairdii
ENSMSIP00000000280	ENSMSIG00000000315	Mus_spicilegus
ENSMUGP00000021836	ENSMUGG00000018358	Meriones_unguiculatus
ENSRNOP00000076264	ENSRNOG00000047537	Rattus_norvegicus
ENSCGRP00000000697	ENSCGRG00000000579	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001009530	ENSCGRG00001011629	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004022	ENSMAUG00000004822	Mesocricetus_auratus
ENSMOCP00000023661	ENSMOCG00000020310	Microtus_ochrogaster
ENSNGAP00000016547	ENSNGAG00000017252	Nannospalax_galili
ENSMICP00000040539	ENSMICG00000041689	Microcebus_murinus
ENSPSMP00000004550	ENSPSMG00000003630	Prolemur_simus
ENSOCUP00000032793	ENSOCUG00000030280	Oryctolagus_cuniculus
ENSCAFP00020015267	ENSCAFG00020012277	Canis_lupus_dingo
ENSCAFP00000048658	ENSCAFG00000044353	Canis_lupus_familiaris
ENSVVUP00000002992	ENSVVUG00000002350	Vulpes_vulpes
ENSNVIP00000003701	ENSNVIG00000002953	Neovison_vison
ENSUMAP00000021190	ENSUMAG00000015481	Ursus_maritimus
ENSUAMP00000004459	ENSUAMG00000004092	Ursus_americanus
ENSPPRP00000015091	ENSPPRG00000007772	Panthera_pardus
ENSPTIP00000010464	ENSPTIG00000011228	Panthera_tigris_altaica
ENSFCAP00000028679	ENSFCAG00000038527	Felis_catus
ENSECAP00000026710	ENSECAG00000029843	Equus_caballus
ENSBMUP00000015681	ENSBMUG00000011943	Bos_mutus
ENSBBBP00000025593	ENSBBBG00000020865	Bison_bison_bison
ENSOARP00000010920	ENSOARG00000010186	Ovis_aries
ENSBTAP00000073718	ENSBTAG00000051638	Bos_taurus
ENSCHIP00000008124	ENSCHIG00000011393	Capra_hircus
ENSSSCP00000032536	ENSSSCG00000040562	Sus_scrofa_strain_reference
ENSDORP00000025888	ENSDORG00000027568	Dipodomys_ordii
ENSTSYP00000022603	ENSTSYG00000033579	Carlito_syrichta
ENSANAP00000008707	ENSANAG00000022380	Aotus_nancymaae
ENSPCOP00000003141	ENSPCOG00000009495	Propithecus_coquereli
ENSSTOP00000014987	ENSSTOG00000023014	Ictidomys_tridecemlineatus
ENSEASP00005020407	ENSEASG00005014044	Equus_asinus_asinus
ENSDNOP00000033640	ENSDNOG00000042167	Dasypus_novemcinctus
