ENSVURP00010021815	ENSVURG00010016735	Vombatus_ursinus
ENSPCIP00000000567	ENSPCIG00000000466	Phascolarctos_cinereus
ENSMODP00000010424	ENSMODG00000008387	Monodelphis_domestica
ENSSHAP00000020270	ENSSHAG00000017192	Sarcophilus_harrisii
ENSMLUP00000010753	ENSMLUG00000011804	Myotis_lucifugus
ENSEASP00005023210	ENSEASG00005015810	Equus_asinus_asinus
ENSNVIP00000025333	ENSNVIG00000019590	Neovison_vison
ENSMPUP00000017197	ENSMPUG00000017307	Mustela_putorius_furo
ENSAMEP00000016195	ENSAMEG00000015341	Ailuropoda_melanoleuca
ENSCAFP00020005960	ENSCAFG00020004867	Canis_lupus_dingo
ENSCAFP00000063931	ENSCAFG00000004333	Canis_lupus_familiaris
ENSVVUP00000024932	ENSVVUG00000018261	Vulpes_vulpes
ENSPTIP00000020433	ENSPTIG00000017919	Panthera_tigris_altaica
ENSPPRP00000008813	ENSPPRG00000003480	Panthera_pardus
ENSFCAP00000008030	ENSFCAG00000008664	Felis_catus
ENSCCNP00000020644	ENSCCNG00000020578	Castor_canadensis
ENSDORP00000006452	ENSDORG00000006886	Dipodomys_ordii
ENSMSIP00000016180	ENSMSIG00000013902	Mus_spicilegus
MGP_SPRETEiJ_P0077832	MGP_SPRETEiJ_G0029631	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000086923	ENSMUSG00000030056	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0074854	MGP_CAROLIEiJ_G0028619	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050987	MGP_PahariEiJ_G0022357	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013571	ENSRNOG00000010021	Rattus_norvegicus
ENSMUGP00000010217	ENSMUGG00000009036	Meriones_unguiculatus
ENSMOCP00000000591	ENSMOCG00000000472	Microtus_ochrogaster
ENSPEMP00000003678	ENSPEMG00000005390	Peromyscus_maniculatus_bairdii
ENSCGRP00001002962	ENSCGRG00001003415	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016037	ENSCGRG00000011641	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015013596	ENSCGRG00015010426	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006993	ENSMAUG00000008793	Mesocricetus_auratus
ENSNGAP00000013723	ENSNGAG00000015207	Nannospalax_galili
ENSJJAP00000004663	ENSJJAG00000009635	Jaculus_jaculus
ENSCPOP00000013275	ENSCPOG00000014735	Cavia_porcellus
ENSCAPP00000016479	ENSCAPG00000016359	Cavia_aperea
ENSCLAP00000010896	ENSCLAG00000007518	Chinchilla_lanigera
ENSODEP00000002668	ENSODEG00000002067	Octodon_degus
ENSHGLP00100005610	ENSHGLG00100004254	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003491	ENSHGLG00000002576	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003129	ENSFDAG00000012661	Fukomys_damarensis
ENSHGLP00000025112	ENSHGLG00000017889	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007394	ENSHGLG00100005531	Heterocephalus_glaber_HetGla_1.0
ENSOCUP00000003406	ENSOCUG00000003923	Oryctolagus_cuniculus
ENSOPRP00000005018	ENSOPRG00000005468	Ochotona_princeps
ENSPPYP00000015015	ENSPPYG00000013424	Pongo_abelii
ENSNLEP00000043104	ENSNLEG00000028747	Nomascus_leucogenys
ENSPTRP00000026473	ENSPTRG00000015367	Pan_troglodytes
ENSPPAP00000038895	ENSPPAG00000042141	Pan_paniscus
ENSP00000273541	ENSG00000240682	Homo_sapiens
ENSGGOP00000003642	ENSGGOG00000038733	Gorilla_gorilla
ENSP00000411822	ENSG00000261796	Homo_sapiens
ENSRBIP00000009733	ENSRBIG00000028747	Rhinopithecus_bieti
ENSRROP00000016355	ENSRROG00000032314	Rhinopithecus_roxellana
ENSCANP00000028639	ENSCANG00000037761	Colobus_angolensis_palliatus
ENSMMUP00000015213	ENSMMUG00000011580	Macaca_mulatta
ENSMNEP00000040655	ENSMNEG00000043206	Macaca_nemestrina
ENSMFAP00000032092	ENSMFAG00000037074	Macaca_fascicularis
ENSPANP00000001642	ENSPANG00000004750	Papio_anubis
ENSMLEP00000019241	ENSMLEG00000033836	Mandrillus_leucophaeus
ENSTGEP00000014376	ENSTGEG00000011668	Theropithecus_gelada
ENSCSAP00000005028	ENSCSAG00000008798	Chlorocebus_sabaeus
ENSCATP00000013115	ENSCATG00000030672	Cercocebus_atys
ENSCJAP00000032095	ENSCJAG00000017419	Callithrix_jacchus
ENSCCAP00000021385	ENSCCAG00000028517	Cebus_capucinus_imitator
ENSSBOP00000025709	ENSSBOG00000029301	Saimiri_boliviensis_boliviensis
ENSANAP00000018578	ENSANAG00000027120	Aotus_nancymaae
ENSTSYP00000022396	ENSTSYG00000013897	Carlito_syrichta
ENSOGAP00000004601	ENSOGAG00000005142	Otolemur_garnettii
ENSVPAP00000011765	ENSVPAG00000015390	Vicugna_pacos
ENSECAP00000032489	ENSECAG00000013768	Equus_caballus
ENSUAMP00000024269	ENSUAMG00000018980	Ursus_americanus
ENSPTEP00000035514	ENSPTEG00000033490	Piliocolobus_tephrosceles
ENSUPAP00010005506	ENSUPAG00010004419	Urocitellus_parryii
ENSCHIP00000004085	ENSCHIG00000008237	Capra_hircus
ENSOARP00000003448	ENSOARG00000003231	Ovis_aries
ENSBIXP00005044997	ENSBIXG00005028914	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000028014	ENSBIXG00000009053	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000041285	ENSBTAG00000030915	Bos_taurus
ENSBMUP00000018640	ENSBMUG00000014091	Bos_mutus
ENSBBBP00000021334	ENSBBBG00000003689	Bison_bison_bison
ENSTTRP00000014471	ENSTTRG00000015267	Tursiops_truncatus
ENSTBEP00000005978	ENSTBEG00000006938	Tupaia_belangeri
ENSPSMP00000009655	ENSPSMG00000007048	Prolemur_simus
ENSMICP00000027840	ENSMICG00000037547	Microcebus_murinus
ENSSTOP00000017026	ENSSTOG00000024769	Ictidomys_tridecemlineatus
ENSSDAP00000005507	ENSSDAG00000005129	Spermophilus_dauricus
ENSSARP00000006929	ENSSARG00000007648	Sorex_araneus
ENSSSCP00000037261	ENSSSCG00000038900	Sus_scrofa_strain_reference
ENSDNOP00000015780	ENSDNOG00000002763	Dasypus_novemcinctus
ENSCHOP00000001245	ENSCHOG00000001401	Choloepus_hoffmanni
ENSPCAP00000008890	ENSPCAG00000009535	Procavia_capensis
ENSLAFP00000003353	ENSLAFG00000004015	Loxodonta_africana
ENSETEP00000013804	ENSETEG00000017009	Echinops_telfairi
ENSOANP00000020764	ENSOANG00000013141	Ornithorhynchus_anatinus
ENSACAP00000012937	ENSACAG00000013166	Anolis_carolinensis
ENSPVIP00000030243	ENSPVIG00000022280	Pogona_vitticeps
ENSNSUP00000028234	ENSNSUG00000020121	Notechis_scutatus
ENSSMRP00000025309	ENSSMRG00000019584	Salvator_merianae
ENSSPUP00000023537	ENSSPUG00000018050	Sphenodon_punctatus
ENSLSDP00000012508	ENSLSDG00000009132	Lonchura_striata_domestica
ENSTGUP00000004110	ENSTGUG00000003998	Taeniopygia_guttata
ENSSCAP00000015065	ENSSCAG00000011046	Serinus_canaria
ENSJHYP00000004625	ENSJHYG00000003825	Junco_hyemalis
ENSZALP00000014397	ENSZALG00000011944	Zonotrichia_albicollis
ENSPMJP00000005897	ENSPMJG00000005074	Parus_major
ENSCCEP00000028150	ENSCCEG00000024392	Cyanistes_caeruleus
ENSFALP00000000024	ENSFALG00000000023	Ficedula_albicollis
ENSJHYP00000018358	ENSJHYG00000013987	Junco_hyemalis
ENSZALP00000007934	ENSZALG00000006981	Zonotrichia_albicollis
ENSFALP00000015613	ENSFALG00000014998	Ficedula_albicollis
ENSTGUP00000007280	ENSTGUG00000007076	Taeniopygia_guttata
ENSZALP00000023503	ENSZALG00000018185	Zonotrichia_albicollis
ENSJHYP00000012700	ENSJHYG00000009873	Junco_hyemalis
ENSSCAP00000018003	ENSSCAG00000013061	Serinus_canaria
ENSLCOP00000017219	ENSLCOG00000012198	Lepidothrix_coronata
ENSMVIP00005001797	ENSMVIG00005001416	Manacus_vitellinus
ENSMUNP00000015092	ENSMUNG00000011700	Melopsittacus_undulatus
ENSCPGP00000017031	ENSCPGG00000011944	Calidris_pygmaea
ENSMGAP00000005075	ENSMGAG00000005181	Meleagris_gallopavo
ENSGALP00000008013	ENSGALG00000005012	Gallus_gallus
ENSCJPP00005015561	ENSCJPG00005012874	Coturnix_japonica
ENSABRP00000010751	ENSABRG00000009673	Anser_brachyrhynchus
ENSAPLP00000026175	ENSAPLG00000014136	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000019384	ENSCPUG00000013345	Calidris_pugnax
ENSAHAP00000022332	ENSAHAG00000015677	Apteryx_haastii
ENSARWP00000011957	ENSARWG00000008252	Apteryx_rowi
ENSAOWP00000022389	ENSAOWG00000015108	Apteryx_owenii
ENSNPEP00000007538	ENSNPEG00000005652	Nothoprocta_perdicaria
ENSDNVP00000002509	ENSDNVG00000001805	Dromaius_novaehollandiae
ENSCPRP00005027677	ENSCPRG00005019167	Crocodylus_porosus
ENSGAGP00000029437	ENSGAGG00000021274	Gopherus_agassizii
ENSCABP00000024046	ENSCABG00000017718	Chelonoidis_abingdonii
ENSCPBP00000038032	ENSCPBG00000026346	Chrysemys_picta_bellii
ENSPSIP00000010391	ENSPSIG00000009384	Pelodiscus_sinensis
ENSPCOP00000025907	ENSPCOG00000025242	Propithecus_coquereli
ENSAMXP00000005551	ENSAMXG00000005423	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000005551
ENSAMXP00005020799	ENSAMXG00005010778	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000023587	ENSPNAG00000000703	Pygocentrus_nattereri
ENSEEEP00000016495	ENSEEEG00000008173	Electrophorus_electricus
ENSIPUP00000016787	ENSIPUG00000011379	Ictalurus_punctatus
ENSDARP00000087580	ENSDARG00000063466	Danio_rerio
ENSDCDP00000022141	ENSDCDG00000017109	Denticeps_clupeoides	ENSDCDT00000030262
ENSSFOP00015001611	ENSSFOG00015001127	Scleropages_formosus
ENSPKIP00000009499	ENSPKIG00000024592	Paramormyrops_kingsleyae
ENSCHAP00000048943	ENSCHAG00000022451	Clupea_harengus	ENSCHAT00000052865
ENSELUP00000034737	ENSELUG00000000489	Esox_lucius
ENSLOCP00000017242	ENSLOCG00000013988	Lepisosteus_oculatus
ENSECRP00000030636	ENSECRG00000020784	Erpetoichthys_calabaricus
ENSPREP00000022403	ENSPREG00000015121	Poecilia_reticulata
ENSPFOP00000010185	ENSPFOG00000010228	Poecilia_formosa
ENSGAFP00000028968	ENSGAFG00000019550	Gambusia_affinis
ENSCVAP00000011992	ENSCVAG00000000650	Cyprinodon_variegatus
ENSORLP00000016603	ENSORLG00000013250	Oryzias_latipes_ASM223467v1
ENSORLP00015016343	ENSORLG00015017316	Oryzias_latipes_ASM223469v1
ENSORLP00020019971	ENSORLG00020020966	Oryzias_latipes_ASM223471v1
ENSOMEP00000021808	ENSOMEG00000023905	Oryzias_melastigma
ENSTNIP00000001726	ENSTNIG00000005224	Tetraodon_nigroviridis
ENSTRUP00000005918	ENSTRUG00000002546	Takifugu_rubripes
ENSCSEP00000031792	ENSCSEG00000020382	Cynoglossus_semilaevis
ENSATEP00000013641	ENSATEG00000009521	Anabas_testudineus
ENSBSLP00000007473	ENSBSLG00000003665	Betta_splendens
ENSXMAP00000024991	ENSXMAG00000012452	Xiphophorus_maculatus
ENSXCOP00000023082	ENSXCOG00000017248	Xiphophorus_couchianus
ENSFHEP00000024897	ENSFHEG00000006776	Fundulus_heteroclitus
ENSHCOP00000011847	ENSHCOG00000014775	Hippocampus_comes
ENSGACP00000004405	ENSGACG00000003342	Gasterosteus_aculeatus
ENSMMOP00000023406	ENSMMOG00000017810	Mola_mola
ENSMALP00000029830	ENSMALG00000020650	Monopterus_albus
ENSLCAP00010050126	ENSLCAG00010023375	Lates_calcarifer
ENSSMAP00000010685	ENSSMAG00000006601	Scophthalmus_maximus
ENSSDUP00000025184	ENSSDUG00000018291	Seriola_dumerili
ENSSLDP00000028794	ENSSLDG00000022252	Seriola_lalandi_dorsalis
ENSPRNP00000010435	ENSPRNG00000006010	Parambassis_ranga
ENSMZEP00005016003	ENSMZEG00005012021	Maylandia_zebra
ENSACLP00000021238	ENSACLG00000014430	Astatotilapia_calliptera
ENSONIP00000000341	ENSONIG00000000267	Oreochromis_niloticus
ENSNBRP00000008929	ENSNBRG00000006974	Neolamprologus_brichardi
ENSHBUP00000007438	ENSHBUG00000008922	Haplochromis_burtoni
ENSACIP00000018923	ENSACIG00000014723	Amphilophus_citrinellus
ENSSPAP00000029109	ENSSPAG00000021900	Stegastes_partitus
ENSAOCP00000021976	ENSAOCG00000007147	Amphiprion_ocellaris
ENSAPEP00000030831	ENSAPEG00000021883	Amphiprion_percula
ENSLCRP00005002790	ENSLCRG00005001325	Larimichthys_crocea
ENSMAMP00000014015	ENSMAMG00000009501	Mastacembelus_armatus
ENSGWIP00000008041	ENSGWIG00000004724	Gouania_willdenowi
ENSPMGP00000020165	ENSPMGG00000016328	Periophthalmus_magnuspinnatus
ENSGMOP00000005985	ENSGMOG00000005635	Gadus_morhua
ENSHHUP00000026389	ENSHHUG00000016707	Hucho_hucho
ENSXETP00000011712	ENSXETG00000015381	Xenopus_tropicalis
ENSEBUP00000004079	ENSEBUG00000002888	Eptatretus_burgeri
ENSPMAP00000005495	ENSPMAG00000005010	Petromyzon_marinus
FBpp0081305	FBgn0037550	Drosophila_melanogaster
ENSCMIP00000024783	ENSCMIG00000010938	Callorhinchus_milii
ENSCINP00000001336	ENSCING00000000716	Ciona_intestinalis
ENSCINP00000001325	ENSCING00000024573	Ciona_intestinalis
ENSCSAVP00000015326	ENSCSAVG00000008992	Ciona_savignyi
ENSPTEP00000016177	ENSPTEG00000017785	Piliocolobus_tephrosceles
ENSPTEP00000000126	ENSPTEG00000000189	Piliocolobus_tephrosceles
F53B7.3.2	WBGene00009966	Caenorhabditis_elegans_strain_N2
ENSLACP00000005049	ENSLACG00000004490	Latimeria_chalumnae
ENSMEUP00000007703	ENSMEUG00000008434	Notamacropus_eugenii
YJR050W_mRNA	YJR050W	Saccharomyces_cerevisiae_strain_S288C
