ENSPMAP00000008818	ENSPMAG00000007998	Petromyzon_marinus
ENSEBUP00000015843	ENSEBUG00000009959	Eptatretus_burgeri
ENSAPLP00000014135	ENSAPLG00000014296	Anas_platyrhynchos_platyrhynchos
ENSABRP00000022520	ENSABRG00000019062	Anser_brachyrhynchus
ENSMGAP00000004205	ENSMGAG00000004399	Meleagris_gallopavo
ENSGALP00000049374	ENSGALG00000004702	Gallus_gallus
ENSCJPP00005025753	ENSCJPG00005020185	Coturnix_japonica
ENSNMEP00000006777	ENSNMEG00000006915	Numida_meleagris
ENSTGUP00000004174	ENSTGUG00000004041	Taeniopygia_guttata
ENSLSDP00000003977	ENSLSDG00000003083	Lonchura_striata_domestica
ENSSCAP00000006623	ENSSCAG00000005158	Serinus_canaria
ENSJHYP00000009715	ENSJHYG00000007635	Junco_hyemalis
ENSZALP00000003416	ENSZALG00000003401	Zonotrichia_albicollis
ENSFALP00000001472	ENSFALG00000001411	Ficedula_albicollis
ENSPMJP00000012310	ENSPMJG00000009476	Parus_major
ENSCCEP00000027888	ENSCCEG00000024225	Cyanistes_caeruleus
ENSLCOP00000017005	ENSLCOG00000012076	Lepidothrix_coronata
ENSMVIP00005001945	ENSMVIG00005001517	Manacus_vitellinus
ENSMUNP00000010473	ENSMUNG00000008268	Melopsittacus_undulatus
ENSCPGP00000009748	ENSCPGG00000006897	Calidris_pygmaea
ENSCPUP00000015981	ENSCPUG00000011090	Calidris_pugnax
ENSDNVP00000021335	ENSDNVG00000014924	Dromaius_novaehollandiae
ENSNPEP00000002364	ENSNPEG00000001819	Nothoprocta_perdicaria
ENSAOWP00000022251	ENSAOWG00000015034	Apteryx_owenii
ENSAHAP00000001149	ENSAHAG00000000955	Apteryx_haastii
ENSARWP00000023283	ENSARWG00000015876	Apteryx_rowi
ENSCPRP00005003055	ENSCPRG00005002223	Crocodylus_porosus
ENSGAGP00000029205	ENSGAGG00000021124	Gopherus_agassizii
ENSCABP00000002907	ENSCABG00000002237	Chelonoidis_abingdonii
ENSCPBP00000033431	ENSCPBG00000023373	Chrysemys_picta_bellii
ENSPSIP00000020385	ENSPSIG00000018054	Pelodiscus_sinensis
ENSSPUP00000018661	ENSSPUG00000014383	Sphenodon_punctatus
ENSPVIP00000035173	ENSPVIG00000025719	Pogona_vitticeps	ENSPVIT00000043091
ENSNSUP00000021264	ENSNSUG00000015452	Notechis_scutatus
ENSSMRP00000014636	ENSSMRG00000011392	Salvator_merianae
ENSDNOP00000002164	ENSDNOG00000002790	Dasypus_novemcinctus
ENSCHOP00000002724	ENSCHOG00000003072	Choloepus_hoffmanni
ENSPPAP00000009656	ENSPPAG00000028057	Pan_paniscus
ENSPTRP00000036648	ENSPTRG00000021435	Pan_troglodytes
ENSGGOP00000007476	ENSGGOG00000007643	Gorilla_gorilla
ENSP00000361800	ENSG00000119333	Homo_sapiens
ENSPPYP00000022032	ENSPPYG00000019658	Pongo_abelii
ENSNLEP00000021351	ENSNLEG00000017587	Nomascus_leucogenys
ENSRBIP00000018406	ENSRBIG00000033189	Rhinopithecus_bieti
ENSRROP00000000048	ENSRROG00000000070	Rhinopithecus_roxellana
ENSCANP00000038737	ENSCANG00000043050	Colobus_angolensis_palliatus
ENSPTEP00000006180	ENSPTEG00000007105	Piliocolobus_tephrosceles
ENSPANP00000018874	ENSPANG00000025902	Papio_anubis
ENSCATP00000025941	ENSCATG00000036415	Cercocebus_atys
ENSMFAP00000030406	ENSMFAG00000042393	Macaca_fascicularis
ENSMMUP00000012227	ENSMMUG00000009333	Macaca_mulatta
ENSMNEP00000005922	ENSMNEG00000026539	Macaca_nemestrina
ENSTGEP00000022234	ENSTGEG00000017973	Theropithecus_gelada
ENSMLEP00000036026	ENSMLEG00000042138	Mandrillus_leucophaeus
ENSCSAP00000010425	ENSCSAG00000014303	Chlorocebus_sabaeus
ENSCCAP00000029494	ENSCCAG00000032802	Cebus_capucinus_imitator
ENSSBOP00000002403	ENSSBOG00000012533	Saimiri_boliviensis_boliviensis
ENSCJAP00000037503	ENSCJAG00000020157	Callithrix_jacchus
ENSANAP00000019846	ENSANAG00000027697	Aotus_nancymaae
ENSTSYP00000033440	ENSTSYG00000036849	Carlito_syrichta
ENSPCOP00000007150	ENSPCOG00000014797	Propithecus_coquereli
ENSMICP00000016065	ENSMICG00000017642	Microcebus_murinus
ENSPSMP00000001207	ENSPSMG00000000885	Prolemur_simus
ENSOGAP00000005807	ENSOGAG00000006495	Otolemur_garnettii
ENSHGLP00000014604	ENSHGLG00000010447	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021903	ENSHGLG00100016131	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013995	ENSFDAG00000000986	Fukomys_damarensis
ENSCLAP00000004138	ENSCLAG00000002947	Chinchilla_lanigera
ENSODEP00000023285	ENSODEG00000017068	Octodon_degus
ENSCAPP00000013889	ENSCAPG00000014413	Cavia_aperea
ENSCPOP00000031300	ENSCPOG00000031445	Cavia_porcellus
ENSDORP00000011156	ENSDORG00000011867	Dipodomys_ordii
ENSCCNP00000022734	ENSCCNG00000022359	Castor_canadensis
ENSCGRP00000019118	ENSCGRG00000013926	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015020401	ENSCGRG00015015609	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001019680	ENSCGRG00001019053	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000023269	ENSMAUG00000020469	Mesocricetus_auratus
ENSMOCP00000000854	ENSMOCG00000000668	Microtus_ochrogaster
ENSPEMP00000007360	ENSPEMG00000009337	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0052761	MGP_SPRETEiJ_G0024294	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000005789	ENSMSIG00000005195	Mus_spicilegus
ENSMUSP00000109340	ENSMUSG00000039715	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0050727	MGP_CAROLIEiJ_G0023377	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0061751	MGP_PahariEiJ_G0024834	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000021132	ENSRNOG00000015636	Rattus_norvegicus
ENSMUGP00000010511	ENSMUGG00000009265	Meriones_unguiculatus
ENSNGAP00000020856	ENSNGAG00000020218	Nannospalax_galili
ENSJJAP00000013934	ENSJJAG00000016517	Jaculus_jaculus
ENSSTOP00000009459	ENSSTOG00000010534	Ictidomys_tridecemlineatus
ENSUPAP00010022202	ENSUPAG00010017649	Urocitellus_parryii
ENSSDAP00000008449	ENSSDAG00000007698	Spermophilus_dauricus
ENSMMMP00000015401	ENSMMMG00000013692	Marmota_marmota_marmota
ENSOCUP00000017061	ENSOCUG00000012360	Oryctolagus_cuniculus
ENSOPRP00000015612	ENSOPRG00000017103	Ochotona_princeps
ENSUAMP00000007311	ENSUAMG00000006362	Ursus_americanus
ENSUMAP00000028829	ENSUMAG00000020934	Ursus_maritimus
ENSAMEP00000016541	ENSAMEG00000015673	Ailuropoda_melanoleuca
ENSNVIP00000019024	ENSNVIG00000014869	Neovison_vison
ENSMPUP00000013042	ENSMPUG00000013139	Mustela_putorius_furo
ENSCAFP00000029704	ENSCAFG00000020047	Canis_lupus_familiaris
ENSCAFP00020029205	ENSCAFG00020022810	Canis_lupus_dingo
ENSVVUP00000035631	ENSVVUG00000025620	Vulpes_vulpes
ENSPPRP00000014565	ENSPPRG00000007430	Panthera_pardus
ENSPTIP00000020634	ENSPTIG00000018050	Panthera_tigris_altaica
ENSFCAP00000005429	ENSFCAG00000005847	Felis_catus
ENSCHIP00000021553	ENSCHIG00000019844	Capra_hircus
ENSOARP00000010439	ENSOARG00000009741	Ovis_aries
ENSBIXP00000036575	ENSBIXG00000003637	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009401	ENSBIXG00005014302	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000020398	ENSBTAG00000015343	Bos_taurus
ENSBMUP00000028397	ENSBMUG00000021287	Bos_mutus
ENSBBBP00000027547	ENSBBBG00000023833	Bison_bison_bison
ENSTTRP00000011002	ENSTTRG00000011604	Tursiops_truncatus
ENSSSCP00000006059	ENSSSCG00000005655	Sus_scrofa_strain_reference
ENSECAP00000021708	ENSECAG00000024224	Equus_caballus
ENSEASP00005012074	ENSEASG00005008429	Equus_asinus_asinus
ENSPVAP00000003248	ENSPVAG00000003436	Pteropus_vampyrus
ENSMLUP00000006859	ENSMLUG00000007516	Myotis_lucifugus
ENSPCAP00000008307	ENSPCAG00000008906	Procavia_capensis
ENSLAFP00000015611	ENSLAFG00000018622	Loxodonta_africana
ENSVURP00010017622	ENSVURG00010013437	Vombatus_ursinus
ENSPCIP00000041158	ENSPCIG00000030096	Phascolarctos_cinereus
ENSMEUP00000008287	ENSMEUG00000009073	Notamacropus_eugenii
ENSMODP00000007786	ENSMODG00000006276	Monodelphis_domestica
ENSSHAP00000022226	ENSSHAG00000018803	Sarcophilus_harrisii
ENSOANP00000018984	ENSOANG00000011985	Ornithorhynchus_anatinus
ENSXETP00000044386	ENSXETG00000020254	Xenopus_tropicalis
ENSLACP00000016514	ENSLACG00000014551	Latimeria_chalumnae
ENSHHUP00000087804	ENSHHUG00000050771	Hucho_hucho
ENSELUP00000022189	ENSELUG00000021173	Esox_lucius
ENSORLP00015035047	ENSORLG00015021371	Oryzias_latipes_ASM223469v1
ENSORLP00000015998	ENSORLG00000012774	Oryzias_latipes_ASM223467v1
ENSOMEP00000033933	ENSOMEG00000020274	Oryzias_melastigma
ENSGWIP00000028488	ENSGWIG00000014859	Gouania_willdenowi
ENSTNIP00000005713	ENSTNIG00000003140	Tetraodon_nigroviridis
ENSTNIP00000023020	ENSTNIG00000019760	Tetraodon_nigroviridis
ENSTRUP00000035877	ENSTRUG00000014025	Takifugu_rubripes
ENSHCOP00000017014	ENSHCOG00000020950	Hippocampus_comes
ENSSMAP00000016307	ENSSMAG00000010007	Scophthalmus_maximus
ENSCSEP00000003252	ENSCSEG00000002119	Cynoglossus_semilaevis
ENSXCOP00000001547	ENSXCOG00000001246	Xiphophorus_couchianus
ENSXMAP00000038518	ENSXMAG00000010750	Xiphophorus_maculatus
ENSGAFP00000007907	ENSGAFG00000005373	Gambusia_affinis
ENSPFOP00000007456	ENSPFOG00000007448	Poecilia_formosa
ENSPLAP00000015054	ENSPLAG00000018879	Poecilia_latipinna
ENSPMEP00000003723	ENSPMEG00000004884	Poecilia_mexicana
ENSPREP00000010396	ENSPREG00000007097	Poecilia_reticulata
ENSFHEP00000006106	ENSFHEG00000007112	Fundulus_heteroclitus
ENSCVAP00000023816	ENSCVAG00000007497	Cyprinodon_variegatus
ENSKMAP00000003835	ENSKMAG00000002902	Kryptolebias_marmoratus
ENSACLP00000016289	ENSACLG00000011111	Astatotilapia_calliptera
ENSMZEP00005015196	ENSMZEG00005011355	Maylandia_zebra
ENSPNYP00000031235	ENSPNYG00000023548	Pundamilia_nyererei
ENSHBUP00000005455	ENSHBUG00000006874	Haplochromis_burtoni
ENSNBRP00000007737	ENSNBRG00000006020	Neolamprologus_brichardi
ENSONIP00000014197	ENSONIG00000011279	Oreochromis_niloticus
ENSACIP00000003680	ENSACIG00000002888	Amphilophus_citrinellus
ENSGACP00000024356	ENSGACG00000018424	Gasterosteus_aculeatus
ENSSDUP00000028025	ENSSDUG00000020218	Seriola_dumerili
ENSSLDP00000028750	ENSSLDG00000022199	Seriola_lalandi_dorsalis
ENSLCAP00010028073	ENSLCAG00010013209	Lates_calcarifer
ENSMALP00000021051	ENSMALG00000014691	Monopterus_albus
ENSMAMP00000033702	ENSMAMG00000022658	Mastacembelus_armatus
ENSLCRP00005063909	ENSLCRG00005023410	Larimichthys_crocea
ENSMMOP00000005378	ENSMMOG00000004255	Mola_mola
ENSLBEP00000026043	ENSLBEG00000019826	Labrus_bergylta
ENSCGOP00000027194	ENSCGOG00000012767	Cottoperca_gobio
ENSAOCP00000031001	ENSAOCG00000022383	Amphiprion_ocellaris
ENSAPEP00000017472	ENSAPEG00000012474	Amphiprion_percula
ENSAPOP00000007859	ENSAPOG00000009979	Acanthochromis_polyacanthus
ENSSPAP00000009949	ENSSPAG00000007574	Stegastes_partitus
ENSPRNP00000050025	ENSPRNG00000023797	Parambassis_ranga
ENSATEP00000014208	ENSATEG00000009904	Anabas_testudineus
ENSBSLP00000014469	ENSBSLG00000007585	Betta_splendens
ENSPMGP00000003907	ENSPMGG00000003340	Periophthalmus_magnuspinnatus
ENSGMOP00000009333	ENSGMOG00000008718	Gadus_morhua
ENSCHAP00000041221	ENSCHAG00000019172	Clupea_harengus
ENSDCDP00000021780	ENSDCDG00000016959	Denticeps_clupeoides
ENSEEEP00000044444	ENSEEEG00000020999	Electrophorus_electricus
ENSIPUP00000004501	ENSIPUG00000003139	Ictalurus_punctatus
ENSAMXP00000010782	ENSAMXG00000010491	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005020422	ENSAMXG00005010519	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000002347	ENSPNAG00000001185	Pygocentrus_nattereri
ENSDARP00000074797	ENSDARG00000057635	Danio_rerio
ENSPKIP00000035663	ENSPKIG00000014526	Paramormyrops_kingsleyae
ENSSFOP00015021178	ENSSFOG00015013639	Scleropages_formosus
ENSLOCP00000007238	ENSLOCG00000005989	Lepisosteus_oculatus
ENSLOCP00000007226	ENSLOCG00000005978	Lepisosteus_oculatus
ENSECRP00000012813	ENSECRG00000008558	Erpetoichthys_calabaricus
ENSCMIP00000037077	ENSCMIG00000015639	Callorhinchus_milii
ENSSLDP00000027807	ENSSLDG00000021554	Seriola_lalandi_dorsalis
ENSCSAVP00000004582	ENSCSAVG00000002729	Ciona_savignyi
ENSCINP00000000501	ENSCING00000000273	Ciona_intestinalis
