ENSGAGP00000029038	ENSGAGG00000020969	Gopherus_agassizii	ENSGAGT00000032987
ENSCABP00000024773	ENSCABG00000018235	Chelonoidis_abingdonii	ENSCABT00000027145
ENSCPBP00000038323	ENSCPBG00000026490	Chrysemys_picta_bellii
ENSPSIP00000007845	ENSPSIG00000007218	Pelodiscus_sinensis
ENSDNVP00000019566	ENSDNVG00000013707	Dromaius_novaehollandiae
ENSNPEP00000013758	ENSNPEG00000010277	Nothoprocta_perdicaria
ENSAOWP00000011019	ENSAOWG00000007592	Apteryx_owenii
ENSAHAP00000027781	ENSAHAG00000019318	Apteryx_haastii
ENSARWP00000007752	ENSARWG00000005413	Apteryx_rowi
ENSAPLP00000014505	ENSAPLG00000014635	Anas_platyrhynchos_platyrhynchos
ENSABRP00000023771	ENSABRG00000019977	Anser_brachyrhynchus
ENSMGAP00000001311	ENSMGAG00000001705	Meleagris_gallopavo
ENSGALP00000060987	ENSGALG00000003557	Gallus_gallus
ENSCJPP00005015689	ENSCJPG00005012957	Coturnix_japonica
ENSNMEP00000002535	ENSNMEG00000003200	Numida_meleagris
ENSCCEP00000021966	ENSCCEG00000019878	Cyanistes_caeruleus
ENSPMJP00000020681	ENSPMJG00000015375	Parus_major
ENSFALP00000013620	ENSFALG00000013049	Ficedula_albicollis
ENSTGUP00000005049	ENSTGUG00000004863	Taeniopygia_guttata
ENSLSDP00000015313	ENSLSDG00000011034	Lonchura_striata_domestica
ENSJHYP00000019088	ENSJHYG00000014480	Junco_hyemalis
ENSZALP00000005715	ENSZALG00000005307	Zonotrichia_albicollis
ENSSCAP00000005104	ENSSCAG00000004076	Serinus_canaria
ENSLCOP00000016802	ENSLCOG00000011947	Lepidothrix_coronata
ENSMUNP00000006898	ENSMUNG00000005551	Melopsittacus_undulatus
ENSCPGP00000009790	ENSCPGG00000006890	Calidris_pygmaea
ENSCPUP00000002887	ENSCPUG00000002183	Calidris_pugnax
ENSSPUP00000019909	ENSSPUG00000015314	Sphenodon_punctatus
ENSSPUP00000019919	ENSSPUG00000015331	Sphenodon_punctatus
ENSACAP00000014691	ENSACAG00000014981	Anolis_carolinensis
ENSNSUP00000025874	ENSNSUG00000018596	Notechis_scutatus
ENSSMRP00000016604	ENSSMRG00000012900	Salvator_merianae
ENSPVIP00000002477	ENSPVIG00000002122	Pogona_vitticeps
