FBpp0071232	FBgn0030089	Drosophila_melanogaster
Y105E8A.9.1	WBGene00000158	Caenorhabditis_elegans_strain_N2
ENSCSAVP00000019518	ENSCSAVG00000011443	Ciona_savignyi
ENSCINP00000016410	ENSCING00000008017	Ciona_intestinalis
ENSDORP00000018811	ENSDORG00000030095	Dipodomys_ordii
ENSDNOP00000018109	ENSDNOG00000036395	Dasypus_novemcinctus
ENSSPUP00000006836	ENSSPUG00000005274	Sphenodon_punctatus
ENSPMJP00000015924	ENSPMJG00000012051	Parus_major
ENSCCEP00000003529	ENSCCEG00000003902	Cyanistes_caeruleus
ENSFALP00000002715	ENSFALG00000002601	Ficedula_albicollis
ENSTGUP00000008574	ENSTGUG00000008285	Taeniopygia_guttata
ENSLSDP00000018972	ENSLSDG00000013529	Lonchura_striata_domestica
ENSSCAP00000013264	ENSSCAG00000009311	Serinus_canaria
ENSJHYP00000014077	ENSJHYG00000010898	Junco_hyemalis
ENSZALP00000004045	ENSZALG00000003879	Zonotrichia_albicollis
ENSLCOP00000020150	ENSLCOG00000014278	Lepidothrix_coronata
ENSLCOP00000020148	ENSLCOG00000014277	Lepidothrix_coronata
ENSMVIP00005000581	ENSMVIG00005000486	Manacus_vitellinus
ENSMUNP00000018194	ENSMUNG00000013915	Melopsittacus_undulatus
ENSCPGP00000011670	ENSCPGG00000008322	Calidris_pygmaea
ENSCPUP00000015919	ENSCPUG00000011041	Calidris_pugnax
ENSABRP00000007038	ENSABRG00000003584	Anser_brachyrhynchus
ENSAPLP00000029438	ENSAPLG00000014217	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005003812	ENSCJPG00005002484	Coturnix_japonica
ENSMGAP00000019793	ENSMGAG00000008882	Meleagris_gallopavo
ENSGALP00000001243	ENSGALG00000000848	Gallus_gallus
ENSNMEP00000006977	ENSNMEG00000005524	Numida_meleagris
ENSAHAP00000016565	ENSAHAG00000008995	Apteryx_haastii
ENSAOWP00000001648	ENSAOWG00000001182	Apteryx_owenii
ENSDNVP00000002552	ENSDNVG00000001834	Dromaius_novaehollandiae
ENSNPEP00000007514	ENSNPEG00000005616	Nothoprocta_perdicaria
ENSCPRP00005012246	ENSCPRG00005008716	Crocodylus_porosus
ENSGAGP00000034336	ENSGAGG00000024401	Gopherus_agassizii
ENSCABP00000022835	ENSCABG00000016797	Chelonoidis_abingdonii
ENSCPBP00000039182	ENSCPBG00000026992	Chrysemys_picta_bellii
ENSPSIP00000007493	ENSPSIG00000006730	Pelodiscus_sinensis
ENSVURP00010026171	ENSVURG00010020047	Vombatus_ursinus
ENSPCIP00000051341	ENSPCIG00000001849	Phascolarctos_cinereus
ENSMEUP00000002300	ENSMEUG00000002504	Notamacropus_eugenii
ENSSHAP00000020406	ENSSHAG00000017308	Sarcophilus_harrisii
ENSMODP00000002934	ENSMODG00000002407	Monodelphis_domestica
ENSBIXP00000033213	ENSBIXG00000002314	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005024015	ENSBIXG00005026699	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000066662	ENSBTAG00000002769	Bos_taurus
ENSBMUP00000007819	ENSBMUG00000006145	Bos_mutus
ENSBBBP00000023065	ENSBBBG00000017532	Bison_bison_bison
ENSOARP00000004099	ENSOARG00000003833	Ovis_aries
ENSCHIP00000003186	ENSCHIG00000007110	Capra_hircus
ENSTTRP00000000152	ENSTTRG00000000162	Tursiops_truncatus
ENSSSCP00000069075	ENSSSCG00000002740	Sus_scrofa_strain_reference
ENSVPAP00000002692	ENSVPAG00000002912	Vicugna_pacos
ENSUMAP00000024744	ENSUMAG00000018000	Ursus_maritimus
ENSUAMP00000026333	ENSUAMG00000020420	Ursus_americanus
ENSAMEP00000002621	ENSAMEG00000002445	Ailuropoda_melanoleuca
ENSNVIP00000008943	ENSNVIG00000006978	Neovison_vison
ENSMPUP00000007824	ENSMPUG00000007882	Mustela_putorius_furo
ENSCAFP00020026437	ENSCAFG00020020777	Canis_lupus_dingo
ENSVVUP00000024042	ENSVVUG00000017637	Vulpes_vulpes
ENSPPRP00000005893	ENSPPRG00000001528	Panthera_pardus
ENSPTIP00000025724	ENSPTIG00000021370	Panthera_tigris_altaica
ENSFCAP00000033922	ENSFCAG00000028065	Felis_catus
ENSEASP00005019316	ENSEASG00005013276	Equus_asinus_asinus
ENSECAP00000048988	ENSECAG00000012186	Equus_caballus
ENSMLUP00000007975	ENSMLUG00000008732	Myotis_lucifugus
ENSSARP00000004315	ENSSARG00000004714	Sorex_araneus
MGP_SPRETEiJ_P0089485	MGP_SPRETEiJ_G0032667	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000021429	ENSMSIG00000018117	Mus_spicilegus
ENSMUSP00000090844	ENSMUSG00000031731	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0085984	MGP_CAROLIEiJ_G0031549	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054238	MGP_PahariEiJ_G0023148	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000002428	ENSMUGG00000002075	Meriones_unguiculatus
ENSCGRP00000018167	ENSCGRG00000013217	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001025083	ENSCGRG00001022757	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015013827	ENSCGRG00015010535	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000005960	ENSMAUG00000008015	Mesocricetus_auratus
ENSMOCP00000011488	ENSMOCG00000011726	Microtus_ochrogaster
