ENSGAGP00000036365	ENSGAGG00000025778	Gopherus_agassizii
ENSCABP00000022975	ENSCABG00000016900	Chelonoidis_abingdonii
ENSCPBP00000021603	ENSCPBG00000015519	Chrysemys_picta_bellii
ENSPSIP00000009592	ENSPSIG00000008671	Pelodiscus_sinensis
ENSCPGP00000027636	ENSCPGG00000019057	Calidris_pygmaea
ENSCPUP00000001243	ENSCPUG00000000957	Calidris_pugnax
ENSTGUP00000003325	ENSTGUG00000003225	Taeniopygia_guttata
ENSLSDP00000023862	ENSLSDG00000016782	Lonchura_striata_domestica
ENSFALP00000013124	ENSFALG00000012577	Ficedula_albicollis
ENSLCOP00000013591	ENSLCOG00000009795	Lepidothrix_coronata
ENSCJPP00005008432	ENSCJPG00005007527	Coturnix_japonica
ENSAHAP00000005769	ENSAHAG00000004439	Apteryx_haastii
ENSAOWP00000002787	ENSAOWG00000002002	Apteryx_owenii
ENSARWP00000005512	ENSARWG00000003930	Apteryx_rowi
ENSNPEP00000017686	ENSNPEG00000013144	Nothoprocta_perdicaria
ENSTTRP00000007058	ENSTTRG00000007460	Tursiops_truncatus
ENSVPAP00000009535	ENSVPAG00000010250	Vicugna_pacos
ENSPVAP00000004613	ENSPVAG00000004874	Pteropus_vampyrus
ENSPPRP00000022130	ENSPPRG00000012744	Panthera_pardus
ENSOPRP00000013088	ENSOPRG00000014339	Ochotona_princeps
ENSDORP00000009492	ENSDORG00000010099	Dipodomys_ordii
ENSCHOP00000007120	ENSCHOG00000008050	Choloepus_hoffmanni
ENSPCAP00000015718	ENSPCAG00000016770	Procavia_capensis
ENSPPYP00000000259	ENSPPYG00000000251	Pongo_abelii
ENSOGAP00000005850	ENSOGAG00000006543	Otolemur_garnettii
ENSCLAP00000004019	ENSCLAG00000002869	Chinchilla_lanigera
ENSODEP00000009465	ENSODEG00000007086	Octodon_degus
ENSCPOP00000013000	ENSCPOG00000014433	Cavia_porcellus
ENSCAPP00000016301	ENSCAPG00000016216	Cavia_aperea
ENSHGLP00100023073	ENSHGLG00100016959	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010436	ENSHGLG00000007490	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008125	ENSFDAG00000016464	Fukomys_damarensis
ENSCGRP00000023372	ENSCGRG00000016924	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001009821	ENSCGRG00001011845	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002333	ENSMAUG00000001868	Mesocricetus_auratus
ENSMOCP00000001235	ENSMOCG00000000936	Microtus_ochrogaster
ENSMUSP00000016344	ENSMUSG00000016200	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0023086	MGP_SPRETEiJ_G0015863	Mus_spretus_strain_SPRET/EiJ
