FBpp0083395	FBgn0027493	Drosophila_melanogaster
C37H5.6a.1	WBGene00016509	Caenorhabditis_elegans_strain_N2
ENSCHAP00000049687	ENSCHAG00000022654	Clupea_harengus
ENSDCDP00000007367	ENSDCDG00000003786	Denticeps_clupeoides
ENSAMXP00005016734	ENSAMXG00005006815	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000047378	ENSAMXG00000002991	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000008371	ENSPNAG00000014015	Pygocentrus_nattereri
ENSEEEP00000015605	ENSEEEG00000007738	Electrophorus_electricus
ENSIPUP00000013042	ENSIPUG00000008865	Ictalurus_punctatus
ENSDARP00000028137	ENSDARG00000002071	Danio_rerio
ENSTRUP00000002386	ENSTRUG00000001016	Takifugu_rubripes
ENSTNIP00000020124	ENSTNIG00000016999	Tetraodon_nigroviridis
ENSLBEP00000027059	ENSLBEG00000020510	Labrus_bergylta
ENSGWIP00000046820	ENSGWIG00000023037	Gouania_willdenowi
ENSMALP00000000908	ENSMALG00000000667	Monopterus_albus
ENSMAMP00000032288	ENSMAMG00000021710	Mastacembelus_armatus
ENSATEP00000014597	ENSATEG00000010142	Anabas_testudineus
ENSBSLP00000048488	ENSBSLG00000022882	Betta_splendens
ENSSDUP00000025696	ENSSDUG00000018624	Seriola_dumerili
ENSSLDP00000029207	ENSSLDG00000022536	Seriola_lalandi_dorsalis
ENSSMAP00000029410	ENSSMAG00000017989	Scophthalmus_maximus
ENSLCAP00010025538	ENSLCAG00010011845	Lates_calcarifer
ENSLCRP00005010649	ENSLCRG00005004604	Larimichthys_crocea
ENSMMOP00000010225	ENSMMOG00000007891	Mola_mola
ENSCGOP00000044081	ENSCGOG00000018900	Cottoperca_gobio
ENSAPEP00000005395	ENSAPEG00000003837	Amphiprion_percula
ENSAOCP00000016575	ENSAOCG00000021552	Amphiprion_ocellaris
ENSAOCP00000009929	ENSAOCG00000014098	Amphiprion_ocellaris
ENSAPOP00000023409	ENSAPOG00000005229	Acanthochromis_polyacanthus
ENSSPAP00000003472	ENSSPAG00000002642	Stegastes_partitus
ENSPRNP00000047559	ENSPRNG00000022849	Parambassis_ranga
ENSACLP00000033887	ENSACLG00000022935	Astatotilapia_calliptera
ENSPNYP00000001977	ENSPNYG00000001538	Pundamilia_nyererei
ENSHBUP00000011998	ENSHBUG00000013728	Haplochromis_burtoni
ENSMZEP00005036742	ENSMZEG00005027395	Maylandia_zebra
ENSNBRP00000017920	ENSNBRG00000013805	Neolamprologus_brichardi
ENSONIP00000001081	ENSONIG00000000852	Oreochromis_niloticus
ENSACIP00000011053	ENSACIG00000008631	Amphilophus_citrinellus
ENSCVAP00000030747	ENSCVAG00000019553	Cyprinodon_variegatus
ENSFHEP00000033119	ENSFHEG00000020040	Fundulus_heteroclitus
ENSXMAP00000024684	ENSXMAG00000023665	Xiphophorus_maculatus
ENSXCOP00000017647	ENSXCOG00000013307	Xiphophorus_couchianus
ENSGAFP00000000816	ENSGAFG00000000586	Gambusia_affinis
ENSPFOP00000012938	ENSPFOG00000012838	Poecilia_formosa
ENSPMEP00000024903	ENSPMEG00000007541	Poecilia_mexicana
ENSPLAP00000008656	ENSPLAG00000011287	Poecilia_latipinna
ENSPREP00000012673	ENSPREG00000008593	Poecilia_reticulata
ENSKMAP00000003626	ENSKMAG00000002730	Kryptolebias_marmoratus
ENSORLP00020028471	ENSORLG00020011981	Oryzias_latipes_ASM223471v1
ENSORLP00000006117	ENSORLG00000004855	Oryzias_latipes_ASM223467v1
ENSORLP00015032536	ENSORLG00015017434	Oryzias_latipes_ASM223469v1
ENSOMEP00000009955	ENSOMEG00000011229	Oryzias_melastigma
ENSGACP00000013887	ENSGACG00000010492	Gasterosteus_aculeatus
ENSHCOP00000001399	ENSHCOG00000002364	Hippocampus_comes
ENSPMGP00000027787	ENSPMGG00000022414	Periophthalmus_magnuspinnatus
ENSCSEP00000004789	ENSCSEG00000003092	Cynoglossus_semilaevis
ENSGMOP00000017426	ENSGMOG00000016228	Gadus_morhua
ENSHHUP00000056329	ENSHHUG00000033374	Hucho_hucho
ENSHHUP00000049591	ENSHHUG00000029384	Hucho_hucho
ENSELUP00000013366	ENSELUG00000013493	Esox_lucius
ENSPKIP00000005228	ENSPKIG00000021986	Paramormyrops_kingsleyae
ENSSFOP00015026637	ENSSFOG00015016501	Scleropages_formosus
ENSLOCP00000000647	ENSLOCG00000000585	Lepisosteus_oculatus
ENSLOCP00000018949	ENSLOCG00000015399	Lepisosteus_oculatus
ENSPVIP00000030762	ENSPVIG00000022625	Pogona_vitticeps
ENSACAP00000004286	ENSACAG00000004299	Anolis_carolinensis
ENSNSUP00000023131	ENSNSUG00000016760	Notechis_scutatus
ENSSMRP00000013033	ENSSMRG00000010155	Salvator_merianae
ENSSPUP00000014688	ENSSPUG00000011341	Sphenodon_punctatus
ENSSPUP00000012023	ENSSPUG00000009229	Sphenodon_punctatus
ENSABRP00000025463	ENSABRG00000021352	Anser_brachyrhynchus
ENSAPLP00000011632	ENSAPLG00000011820	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005016897	ENSCJPG00005013811	Coturnix_japonica
ENSGALP00000017386	ENSGALG00000010702	Gallus_gallus
ENSMGAP00000012000	ENSMGAG00000011463	Meleagris_gallopavo
ENSNMEP00000000966	ENSNMEG00000001372	Numida_meleagris
ENSCPUP00000005699	ENSCPUG00000004179	Calidris_pugnax
ENSCPGP00000008965	ENSCPGG00000006379	Calidris_pygmaea
ENSMUNP00000022376	ENSMUNG00000016820	Melopsittacus_undulatus
ENSMVIP00005012790	ENSMVIG00005009008	Manacus_vitellinus
ENSMVIP00005010401	ENSMVIG00005007637	Manacus_vitellinus
ENSLCOP00000011575	ENSLCOG00000008420	Lepidothrix_coronata
ENSTGUP00000008532	ENSTGUG00000008252	Taeniopygia_guttata
ENSLSDP00000014128	ENSLSDG00000010220	Lonchura_striata_domestica
ENSPMJP00000020249	ENSPMJG00000015080	Parus_major
ENSCCEP00000003483	ENSCCEG00000003430	Cyanistes_caeruleus
ENSFALP00000012001	ENSFALG00000011484	Ficedula_albicollis
ENSSCAP00000018450	ENSSCAG00000013319	Serinus_canaria
ENSJHYP00000000068	ENSJHYG00000000063	Junco_hyemalis
ENSZALP00000013745	ENSZALG00000011437	Zonotrichia_albicollis
ENSAOWP00000027095	ENSAOWG00000018255	Apteryx_owenii
ENSARWP00000001215	ENSARWG00000000989	Apteryx_rowi
ENSAHAP00000002099	ENSAHAG00000001753	Apteryx_haastii
ENSDNVP00000011422	ENSDNVG00000008063	Dromaius_novaehollandiae
ENSNPEP00000002221	ENSNPEG00000001713	Nothoprocta_perdicaria
ENSNPEP00000013252	ENSNPEG00000009903	Nothoprocta_perdicaria
ENSCPRP00005020478	ENSCPRG00005014241	Crocodylus_porosus
ENSGAGP00000031967	ENSGAGG00000022928	Gopherus_agassizii
ENSCABP00000026125	ENSCABG00000019217	Chelonoidis_abingdonii
ENSCPBP00000012447	ENSCPBG00000008911	Chrysemys_picta_bellii
ENSPSIP00000005540	ENSPSIG00000005131	Pelodiscus_sinensis
ENSVURP00010020602	ENSVURG00010015758	Vombatus_ursinus
ENSVURP00010010081	ENSVURG00010007786	Vombatus_ursinus
ENSPCIP00000022509	ENSPCIG00000017074	Phascolarctos_cinereus
ENSMEUP00000006307	ENSMEUG00000006909	Notamacropus_eugenii
ENSSHAP00000000967	ENSSHAG00000000865	Sarcophilus_harrisii
ENSMODP00000008139	ENSMODG00000006559	Monodelphis_domestica
ENSVPAP00000003565	ENSVPAG00000003838	Vicugna_pacos
ENSUMAP00000016539	ENSUMAG00000011932	Ursus_maritimus
ENSMOCP00000024756	ENSMOCG00000021076	Microtus_ochrogaster
ENSPEMP00000011338	ENSPEMG00000012013	Peromyscus_maniculatus_bairdii
ENSCGRP00001005521	ENSCGRG00001007265	Cricetulus_griseus_CHOK1GS_HDv1
ENSMUSP00000016105	ENSMUSG00000015961	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0022563	MGP_SPRETEiJ_G0015757	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000009945	ENSMSIG00000008712	Mus_spicilegus
MGP_CAROLIEiJ_P0021502	MGP_CAROLIEiJ_G0014957	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0076750	MGP_PahariEiJ_G0028189	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005961	ENSRNOG00000004481	Rattus_norvegicus
ENSMUGP00000024654	ENSMUGG00000020591	Meriones_unguiculatus
ENSNGAP00000002998	ENSNGAG00000003132	Nannospalax_galili
ENSHGLP00000010702	ENSHGLG00000007672	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000015934	ENSFDAG00000004178	Fukomys_damarensis
ENSCLAP00000012663	ENSCLAG00000008748	Chinchilla_lanigera
ENSCPOP00000002128	ENSCPOG00000002342	Cavia_porcellus
ENSODEP00000020911	ENSODEG00000015411	Octodon_degus
ENSDORP00000026050	ENSDORG00000010974	Dipodomys_ordii
ENSHGLP00100022440	ENSHGLG00100016504	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00000016158	ENSCGRG00000011721	Cricetulus_griseus_CriGri_1.0
ENSOCUP00000021760	ENSOCUG00000013982	Oryctolagus_cuniculus
ENSPPRP00000018222	ENSPPRG00000009968	Panthera_pardus
ENSPTIP00000021185	ENSPTIG00000018415	Panthera_tigris_altaica
ENSDNOP00000003254	ENSDNOG00000004228	Dasypus_novemcinctus
ENSLAFP00000001754	ENSLAFG00000002097	Loxodonta_africana
ENSECAP00000009155	ENSECAG00000010744	Equus_caballus
ENSEASP00005004069	ENSEASG00005003054	Equus_asinus_asinus
ENSEEUP00000000486	ENSEEUG00000000554	Erinaceus_europaeus
ENSPCOP00000024367	ENSPCOG00000024381	Propithecus_coquereli
ENSMICP00000033190	ENSMICG00000035421	Microcebus_murinus
ENSPSMP00000032484	ENSPSMG00000022472	Prolemur_simus
ENSCCAP00000035526	ENSCCAG00000035681	Cebus_capucinus_imitator
ENSSBOP00000030848	ENSSBOG00000031679	Saimiri_boliviensis_boliviensis
ENSANAP00000014876	ENSANAG00000025312	Aotus_nancymaae
ENSGGOP00000010831	ENSGGOG00000011109	Gorilla_gorilla
ENSRROP00000024157	ENSRROG00000035892	Rhinopithecus_roxellana
ENSRBIP00000012139	ENSRBIG00000029921	Rhinopithecus_bieti
ENSCANP00000015659	ENSCANG00000031283	Colobus_angolensis_palliatus
ENSPTEP00000000916	ENSPTEG00000001027	Piliocolobus_tephrosceles
ENSPANP00000006236	ENSPANG00000006358	Papio_anubis
ENSMMUP00000000021	ENSMMUG00000000016	Macaca_mulatta
ENSTGEP00000021644	ENSTGEG00000017476	Theropithecus_gelada
ENSMLEP00000023853	ENSMLEG00000036094	Mandrillus_leucophaeus
ENSCATP00000015347	ENSCATG00000031646	Cercocebus_atys
ENSCSAP00000005561	ENSCSAG00000009306	Chlorocebus_sabaeus
ENSSBOP00000008849	ENSSBOG00000021320	Saimiri_boliviensis_boliviensis
ENSCCAP00000004793	ENSCCAG00000019985	Cebus_capucinus_imitator
ENSANAP00000031800	ENSANAG00000033603	Aotus_nancymaae
ENSPPAP00000024913	ENSPPAG00000035584	Pan_paniscus
ENSPTRP00000003684	ENSPTRG00000002178	Pan_troglodytes
ENSP00000355493	ENSG00000035687	Homo_sapiens
ENSPPYP00000000054	ENSPPYG00000000057	Pongo_abelii
ENSNLEP00000036695	ENSNLEG00000028310	Nomascus_leucogenys
ENSJJAP00000021342	ENSJJAG00000021726	Jaculus_jaculus
ENSBIXP00000036848	ENSBIXG00000020350	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000044296	ENSBTAG00000013885	Bos_taurus
ENSBIXP00005022758	ENSBIXG00005004358	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000009588	ENSBMUG00000007466	Bos_mutus
ENSBBBP00000018412	ENSBBBG00000011309	Bison_bison_bison
ENSCHIP00000021002	ENSCHIG00000019431	Capra_hircus
ENSOARP00000005975	ENSOARG00000005565	Ovis_aries
ENSTTRP00000002226	ENSTTRG00000002375	Tursiops_truncatus
ENSCAFP00020000818	ENSCAFG00020000812	Canis_lupus_dingo
ENSCAFP00000057767	ENSCAFG00000015815	Canis_lupus_familiaris
ENSVVUP00000037053	ENSVVUG00000026505	Vulpes_vulpes
ENSAMEP00000009733	ENSAMEG00000009234	Ailuropoda_melanoleuca
