ENSARWP00000018814	ENSARWG00000012939	Apteryx_rowi	ENSARWT00000021383
ENSAHAP00000005723	ENSAHAG00000004416	Apteryx_haastii	ENSAHAT00000006407
ENSAOWP00000010308	ENSAOWG00000007099	Apteryx_owenii	ENSAOWT00000011723
ENSDNVP00000010289	ENSDNVG00000007260	Dromaius_novaehollandiae	ENSDNVT00000012372
ENSNPEP00000007673	ENSNPEG00000005751	Nothoprocta_perdicaria
ENSMGAP00000007053	ENSMGAG00000006978	Meleagris_gallopavo
ENSCJPP00005018195	ENSCJPG00005014818	Coturnix_japonica
ENSGALP00000049581	ENSGALG00000034628	Gallus_gallus
ENSNMEP00000009125	ENSNMEG00000008851	Numida_meleagris
ENSABRP00000022738	ENSABRG00000019252	Anser_brachyrhynchus
ENSAPLP00000020199	ENSAPLG00000029505	Anas_platyrhynchos_platyrhynchos
ENSMVIP00005004349	ENSMVIG00005003360	Manacus_vitellinus
ENSLCOP00000000358	ENSLCOG00000000336	Lepidothrix_coronata
ENSTGUP00000008542	ENSTGUG00000008296	Taeniopygia_guttata
ENSLSDP00000024430	ENSLSDG00000017137	Lonchura_striata_domestica
ENSSCAP00000007819	ENSSCAG00000005996	Serinus_canaria
ENSCCEP00000014694	ENSCCEG00000014006	Cyanistes_caeruleus
ENSPMJP00000018338	ENSPMJG00000013738	Parus_major
ENSFALP00000002221	ENSFALG00000002138	Ficedula_albicollis
ENSJHYP00000017674	ENSJHYG00000013499	Junco_hyemalis
ENSZALP00000001861	ENSZALG00000002242	Zonotrichia_albicollis
ENSMUNP00000002630	ENSMUNG00000002304	Melopsittacus_undulatus
ENSCPUP00000007450	ENSCPUG00000005384	Calidris_pugnax
ENSCPGP00000002759	ENSCPGG00000002054	Calidris_pygmaea
ENSCPRP00005020392	ENSCPRG00005014189	Crocodylus_porosus
ENSCABP00000008388	ENSCABG00000006335	Chelonoidis_abingdonii
ENSGAGP00000000123	ENSGAGG00000000105	Gopherus_agassizii
ENSCPBP00000001098	ENSCPBG00000000894	Chrysemys_picta_bellii
ENSPSIP00000007041	ENSPSIG00000006498	Pelodiscus_sinensis
ENSPVIP00000026441	ENSPVIG00000019744	Pogona_vitticeps
ENSACAP00000009358	ENSACAG00000009573	Anolis_carolinensis
ENSNSUP00000005162	ENSNSUG00000004145	Notechis_scutatus
