ENSPTRP00000059926	ENSPTRG00000041826	Pan_troglodytes	ENSPTRT00000075907
ENSPPAP00000005319	ENSPPAG00000022047	Pan_paniscus	ENSPPAT00000024174
ENSP00000397239	ENSG00000235268	Homo_sapiens	ENST00000450979
ENSNLEP00000008681	ENSNLEG00000007125	Nomascus_leucogenys	ENSNLET00000009093
ENSTGEP00000007738	ENSTGEG00000006347	Theropithecus_gelada	ENSTGET00000009324
ENSTGEP00000013889	ENSTGEG00000011271	Theropithecus_gelada	ENSTGET00000016659
ENSMLEP00000028385	ENSMLEG00000038416	Mandrillus_leucophaeus	ENSMLET00000051938
ENSMMUP00000070464	ENSMMUG00000059644	Macaca_mulatta	ENSMMUT00000097678
ENSCSAP00000014755	ENSCSAG00000003292	Chlorocebus_sabaeus	ENSCSAT00000001323
ENSCANP00000039965	ENSCANG00000043655	Colobus_angolensis_palliatus
ENSPTEP00000036087	ENSPTEG00000033975	Piliocolobus_tephrosceles
ENSRROP00000015496	ENSRROG00000031931	Rhinopithecus_roxellana
ENSRBIP00000022224	ENSRBIG00000035068	Rhinopithecus_bieti
ENSCCAP00000019185	ENSCCAG00000027439	Cebus_capucinus_imitator
ENSPTRP00000063237	ENSPTRG00000044159	Pan_troglodytes
ENSPPAP00000020841	ENSPPAG00000033651	Pan_paniscus
ENSP00000491279	ENSG00000255855	Homo_sapiens
ENSNLEP00000032456	ENSNLEG00000035015	Nomascus_leucogenys
ENSTGEP00000013694	ENSTGEG00000011111	Theropithecus_gelada
ENSMMUP00000047692	ENSMMUG00000045019	Macaca_mulatta
ENSPTEP00000036030	ENSPTEG00000033933	Piliocolobus_tephrosceles
ENSANAP00000009235	ENSANAG00000022615	Aotus_nancymaae
ENSCJAP00000076444	ENSCJAG00000068282	Callithrix_jacchus
