ENSSMRP00000005362	ENSSMRG00000004371	Salvator_merianae
ENSTTRP00000006040	ENSTTRG00000006387	Tursiops_truncatus
ENSECAP00000011469	ENSECAG00000013775	Equus_caballus
ENSJJAP00000007791	ENSJJAG00000012119	Jaculus_jaculus
ENSOCUP00000023477	ENSOCUG00000027932	Oryctolagus_cuniculus
ENSSPUP00000001334	ENSSPUG00000001048	Sphenodon_punctatus
ENSSDAP00000010155	ENSSDAG00000009226	Spermophilus_dauricus
ENSPTEP00000004952	ENSPTEG00000005754	Piliocolobus_tephrosceles
ENSFCAP00000000449	ENSFCAG00000000484	Felis_catus
ENSXETP00000009811	ENSXETG00000011326	Xenopus_tropicalis
ENSSBOP00000024026	ENSSBOG00000028486	Saimiri_boliviensis_boliviensis
ENSSTOP00000007050	ENSSTOG00000007880	Ictidomys_tridecemlineatus
ENSPPRP00000023781	ENSPPRG00000014043	Panthera_pardus
ENSACAP00000003695	ENSACAG00000003807	Anolis_carolinensis
ENSGAGP00000022402	ENSGAGG00000016438	Gopherus_agassizii
ENSTRUP00000051274	ENSTRUG00000023941	Takifugu_rubripes
ENSCCNP00000018056	ENSCCNG00000018354	Castor_canadensis
ENSAMEP00000013327	ENSAMEG00000012641	Ailuropoda_melanoleuca
ENSANAP00000041124	ENSANAG00000037876	Aotus_nancymaae
ENSUPAP00010010315	ENSUPAG00010008362	Urocitellus_parryii
ENSCSAP00000002779	ENSCSAG00000006490	Chlorocebus_sabaeus
ENSTBEP00000009577	ENSTBEG00000011088	Tupaia_belangeri
ENSPVAP00000014212	ENSPVAG00000015078	Pteropus_vampyrus
ENSNSUP00000014309	ENSNSUG00000010590	Notechis_scutatus	ENSNSUT00000015231
ENSTSYP00000028990	ENSTSYG00000026271	Carlito_syrichta
ENSBTAP00000021753	ENSBTAG00000016352	Bos_taurus
ENSPTRP00000018023	ENSPTRG00000010559	Pan_troglodytes
ENSBMUP00000020235	ENSBMUG00000015238	Bos_mutus
ENSCHIP00000019124	ENSCHIG00000018262	Capra_hircus
ENSBIXP00000025585	ENSBIXG00000027660	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLAFP00000026985	ENSLAFG00000029308	Loxodonta_africana
ENSNLEP00000037061	ENSNLEG00000013030	Nomascus_leucogenys
ENSEASP00005005451	ENSEASG00005004032	Equus_asinus_asinus
ENSPSMP00000005813	ENSPSMG00000004413	Prolemur_simus
ENSUMAP00000007804	ENSUMAG00000006021	Ursus_maritimus
ENSCAFP00020007297	ENSCAFG00020005912	Canis_lupus_dingo
ENSNSUP00000004323	ENSNSUG00000003439	Notechis_scutatus	ENSNSUT00000004649
ENSPVIP00000017312	ENSPVIG00000013325	Pogona_vitticeps
ENSBIXP00005039652	ENSBIXG00005006889	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPVIP00000017316	ENSPVIG00000013326	Pogona_vitticeps
ENSPTIP00000006346	ENSPTIG00000008273	Panthera_tigris_altaica
ENSMPUP00000004099	ENSMPUG00000004133	Mustela_putorius_furo
ENSMMUP00000031785	ENSMMUG00000011427	Macaca_mulatta
ENSVVUP00000033469	ENSVVUG00000024185	Vulpes_vulpes
ENSBBBP00000024368	ENSBBBG00000005006	Bison_bison_bison
ENSPPAP00000038880	ENSPPAG00000042146	Pan_paniscus
ENSHCOP00000028066	ENSHCOG00000020421	Hippocampus_comes
ENSMFAP00000041916	ENSMFAG00000039740	Macaca_fascicularis
ENSTGEP00000003327	ENSTGEG00000002831	Theropithecus_gelada
ENSMLEP00000038769	ENSMLEG00000043432	Mandrillus_leucophaeus
ENSCJAP00000008259	ENSCJAG00000004519	Callithrix_jacchus
ENSUAMP00000019505	ENSUAMG00000015432	Ursus_americanus
ENSCCAP00000035777	ENSCCAG00000035795	Cebus_capucinus_imitator
ENSPPYP00000010788	ENSPPYG00000009624	Pongo_abelii
ENSCABP00000013586	ENSCABG00000010196	Chelonoidis_abingdonii
ENSLACP00000016013	ENSLACG00000014101	Latimeria_chalumnae
ENSCATP00000013489	ENSCATG00000030837	Cercocebus_atys
ENSMMMP00000024595	ENSMMMG00000021518	Marmota_marmota_marmota
ENSGGOP00000009261	ENSGGOG00000009480	Gorilla_gorilla
ENSOPRP00000003638	ENSOPRG00000003956	Ochotona_princeps
ENSETEP00000003258	ENSETEG00000003975	Echinops_telfairi
ENSSSCP00000014621	ENSSSCG00000013752	Sus_scrofa_strain_reference
ENSMNEP00000032108	ENSMNEG00000039402	Macaca_nemestrina
ENSPCOP00000029934	ENSPCOG00000027677	Propithecus_coquereli
ENSCPBP00000034165	ENSCPBG00000023860	Chrysemys_picta_bellii
ENSECRP00000024966	ENSECRG00000016903	Erpetoichthys_calabaricus
ENSOARP00000009913	ENSOARG00000009237	Ovis_aries
ENSCAFP00020007293	ENSCAFG00020005909	Canis_lupus_dingo
ENSP00000466298	ENSG00000104915	Homo_sapiens
ENSRROP00000034104	ENSRROG00000040598	Rhinopithecus_roxellana
ENSMICP00000022331	ENSMICG00000000814	Microcebus_murinus
ENSCANP00000005005	ENSCANG00000016996	Colobus_angolensis_palliatus
ENSPCAP00000003599	ENSPCAG00000003862	Procavia_capensis
ENSRBIP00000024113	ENSRBIG00000035960	Rhinopithecus_bieti
ENSPANP00000001110	ENSPANG00000012122	Papio_anubis
ENSOGAP00000022189	ENSOGAG00000025310	Otolemur_garnettii
ENSNVIP00000005266	ENSNVIG00000004211	Neovison_vison
ENSCAFP00000025111	ENSCAFG00000017045	Canis_lupus_familiaris
