ENSECAP00000003101	ENSECAG00000004417	Equus_caballus
ENSEASP00005018822	ENSEASG00005012973	Equus_asinus_asinus
ENSPVAP00000010394	ENSPVAG00000011028	Pteropus_vampyrus
ENSPPRP00000008684	ENSPPRG00000003403	Panthera_pardus
ENSPTIP00000006043	ENSPTIG00000008080	Panthera_tigris_altaica
ENSFCAP00000009091	ENSFCAG00000009801	Felis_catus
ENSCAFP00020022660	ENSCAFG00020017875	Canis_lupus_dingo
ENSCAFP00000054717	ENSCAFG00000016625	Canis_lupus_familiaris
ENSVVUP00000037505	ENSVVUG00000026817	Vulpes_vulpes
ENSBIXP00000001766	ENSBIXG00000008311	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005023327	ENSBIXG00005026090	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000018399	ENSBTAG00000018094	Bos_taurus
ENSBMUP00000029268	ENSBMUG00000021900	Bos_mutus
ENSBBBP00000022412	ENSBBBG00000006845	Bison_bison_bison
ENSCHIP00000021424	ENSCHIG00000019748	Capra_hircus
ENSOARP00000007255	ENSOARG00000006773	Ovis_aries
ENSBBBP00000016770	ENSBBBG00000006577	Bison_bison_bison
ENSTTRP00000001642	ENSTTRG00000001740	Tursiops_truncatus
ENSVPAP00000005206	ENSVPAG00000005602	Vicugna_pacos
ENSOCUP00000000786	ENSOCUG00000015416	Oryctolagus_cuniculus	ENSOCUT00000000910
ENSPPAP00000018134	ENSPPAG00000032196	Pan_paniscus
ENSPTRP00000013686	ENSPTRG00000008010	Pan_troglodytes
ENSP00000287461	ENSG00000156853	Homo_sapiens
ENSGGOP00000033796	ENSGGOG00000039088	Gorilla_gorilla
ENSPPYP00000008227	ENSPPYG00000007281	Pongo_abelii
ENSNLEP00000000155	ENSNLEG00000000136	Nomascus_leucogenys
ENSTGEP00000014786	ENSTGEG00000012022	Theropithecus_gelada
ENSPANP00000042111	ENSPANG00000030027	Papio_anubis
ENSCATP00000023822	ENSCATG00000035462	Cercocebus_atys
ENSMLEP00000026114	ENSMLEG00000037273	Mandrillus_leucophaeus
ENSMFAP00000032687	ENSMFAG00000002903	Macaca_fascicularis
ENSMMUP00000001487	ENSMMUG00000001121	Macaca_mulatta
ENSMNEP00000045357	ENSMNEG00000045202	Macaca_nemestrina
