ENSABRP00000000165	ENSABRG00000000187	Anser_brachyrhynchus
ENSAPLP00000015273	ENSAPLG00000015426	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005021628	ENSCJPG00005017296	Coturnix_japonica
ENSMGAP00000015080	ENSMGAG00000014258	Meleagris_gallopavo
ENSCPGP00000011385	ENSCPGG00000008124	Calidris_pygmaea
ENSLCOP00000001908	ENSLCOG00000001509	Lepidothrix_coronata
ENSMVIP00005016716	ENSMVIG00005011991	Manacus_vitellinus
ENSLSDP00000008759	ENSLSDG00000006530	Lonchura_striata_domestica
ENSSCAP00000014788	ENSSCAG00000010852	Serinus_canaria
ENSTGUP00000013762	ENSTGUG00000013369	Taeniopygia_guttata
ENSZALP00000023313	ENSZALG00000018034	Zonotrichia_albicollis
ENSJHYP00000010906	ENSJHYG00000008528	Junco_hyemalis
ENSFALP00000005452	ENSFALG00000005230	Ficedula_albicollis
ENSCCEP00000016156	ENSCCEG00000015164	Cyanistes_caeruleus
ENSPMJP00000013713	ENSPMJG00000010407	Parus_major
ENSCPUP00000008479	ENSCPUG00000006099	Calidris_pugnax
ENSMUNP00000003821	ENSMUNG00000003225	Melopsittacus_undulatus
ENSNMEP00000019768	ENSNMEG00000017006	Numida_meleagris
ENSGALP00000049756	ENSGALG00000039461	Gallus_gallus
ENSAHAP00000013544	ENSAHAG00000009746	Apteryx_haastii
ENSARWP00000011505	ENSARWG00000007982	Apteryx_rowi
ENSAOWP00000022757	ENSAOWG00000015381	Apteryx_owenii
ENSDNVP00000010067	ENSDNVG00000007107	Dromaius_novaehollandiae
ENSNPEP00000009289	ENSNPEG00000006981	Nothoprocta_perdicaria
ENSCPRP00005002132	ENSCPRG00005001580	Crocodylus_porosus
ENSGAGP00000028091	ENSGAGG00000020411	Gopherus_agassizii
ENSCABP00000024529	ENSCABG00000018067	Chelonoidis_abingdonii
ENSCPBP00000002217	ENSCPBG00000001790	Chrysemys_picta_bellii
ENSPVIP00000034562	ENSPVIG00000025230	Pogona_vitticeps
ENSACAP00000011266	ENSACAG00000011499	Anolis_carolinensis
ENSNSUP00000026684	ENSNSUG00000019143	Notechis_scutatus
ENSSMRP00000012243	ENSSMRG00000009570	Salvator_merianae
ENSSPUP00000006166	ENSSPUG00000004757	Sphenodon_punctatus
ENSCLAP00000023454	ENSCLAG00000016084	Chinchilla_lanigera
ENSODEP00000006504	ENSODEG00000004861	Octodon_degus
ENSCPOP00000028998	ENSCPOG00000031352	Cavia_porcellus
ENSHGLP00000002229	ENSHGLG00000001689	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011485	ENSHGLG00100008525	Heterocephalus_glaber_HetGla_1.0
ENSSTOP00000009024	ENSSTOG00000010063	Ictidomys_tridecemlineatus
ENSUPAP00010016484	ENSUPAG00010013146	Urocitellus_parryii
ENSSDAP00000016942	ENSSDAG00000015329	Spermophilus_dauricus
ENSMMMP00000020326	ENSMMMG00000017946	Marmota_marmota_marmota
ENSPEMP00000007726	ENSPEMG00000009612	Peromyscus_maniculatus_bairdii
ENSMOCP00000014336	ENSMOCG00000013868	Microtus_ochrogaster
ENSCGRP00001022547	ENSCGRG00001021062	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005164	ENSCGRG00015004044	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021547	ENSCGRG00000015641	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002935	ENSMAUG00000002877	Mesocricetus_auratus
ENSMSIP00000008154	ENSMSIG00000007222	Mus_spicilegus
ENSMUSP00000032491	ENSMUSG00000030341	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0079383	MGP_SPRETEiJ_G0029923	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0076145	MGP_CAROLIEiJ_G0028880	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0052502	MGP_PahariEiJ_G0022640	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000042371	ENSRNOG00000031312	Rattus_norvegicus
ENSMUGP00000013484	ENSMUGG00000011710	Meriones_unguiculatus
ENSNGAP00000019194	ENSNGAG00000019085	Nannospalax_galili
ENSCCNP00000025840	ENSCCNG00000025136	Castor_canadensis
ENSOCUP00000045661	ENSOCUG00000010146	Oryctolagus_cuniculus
ENSOPRP00000011324	ENSOPRG00000012410	Ochotona_princeps
ENSPSMP00000025162	ENSPSMG00000017682	Prolemur_simus
ENSPCOP00000027758	ENSPCOG00000026430	Propithecus_coquereli
ENSMICP00000044528	ENSMICG00000009249	Microcebus_murinus
ENSOGAP00000010804	ENSOGAG00000012073	Otolemur_garnettii
ENSPPAP00000004217	ENSPPAG00000017841	Pan_paniscus
ENSPTRP00000066030	ENSPTRG00000004570	Pan_troglodytes
ENSP00000162749	ENSG00000067182	Homo_sapiens
ENSGGOP00000027054	ENSGGOG00000011904	Gorilla_gorilla
ENSPPYP00000004766	ENSPPYG00000004183	Pongo_abelii
ENSNLEP00000029736	ENSNLEG00000034897	Nomascus_leucogenys
ENSPANP00000008611	ENSPANG00000025410	Papio_anubis
ENSTGEP00000013059	ENSTGEG00000010627	Theropithecus_gelada
ENSMLEP00000035078	ENSMLEG00000041673	Mandrillus_leucophaeus
ENSCATP00000021282	ENSCATG00000034361	Cercocebus_atys
ENSMFAP00000030088	ENSMFAG00000042238	Macaca_fascicularis
ENSMMUP00000051048	ENSMMUG00000000377	Macaca_mulatta
ENSMNEP00000011644	ENSMNEG00000030151	Macaca_nemestrina
ENSCSAP00000006908	ENSCSAG00000010687	Chlorocebus_sabaeus
ENSCANP00000035733	ENSCANG00000041560	Colobus_angolensis_palliatus
ENSPTEP00000042484	ENSPTEG00000038760	Piliocolobus_tephrosceles
ENSRBIP00000039227	ENSRBIG00000043065	Rhinopithecus_bieti
ENSRROP00000009474	ENSRROG00000029169	Rhinopithecus_roxellana
ENSCCAP00000036976	ENSCCAG00000036380	Cebus_capucinus_imitator
ENSCJAP00000073615	ENSCJAG00000000674	Callithrix_jacchus
ENSSBOP00000026766	ENSSBOG00000029812	Saimiri_boliviensis_boliviensis
ENSANAP00000029652	ENSANAG00000032611	Aotus_nancymaae
ENSTSYP00000027590	ENSTSYG00000035688	Carlito_syrichta
ENSTBEP00000005283	ENSTBEG00000006143	Tupaia_belangeri
ENSUAMP00000029260	ENSUAMG00000022547	Ursus_americanus
ENSUMAP00000009918	ENSUMAG00000007495	Ursus_maritimus
ENSAMEP00000015374	ENSAMEG00000014569	Ailuropoda_melanoleuca
ENSNVIP00000032089	ENSNVIG00000024699	Neovison_vison
ENSMPUP00000016811	ENSMPUG00000016915	Mustela_putorius_furo
ENSCAFP00020019605	ENSCAFG00020015587	Canis_lupus_dingo
ENSCAFP00020009453	ENSCAFG00020007654	Canis_lupus_dingo
ENSCAFP00000062480	ENSCAFG00000015197	Canis_lupus_familiaris
ENSVVUP00000016432	ENSVVUG00000012070	Vulpes_vulpes
ENSPTIP00000007395	ENSPTIG00000009056	Panthera_tigris_altaica
ENSPPRP00000018229	ENSPPRG00000009962	Panthera_pardus
ENSFCAP00000006375	ENSFCAG00000006868	Felis_catus
ENSBIXP00000031582	ENSBIXG00000013857	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005017222	ENSBIXG00005020704	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000071830	ENSBTAG00000004211	Bos_taurus
ENSCHIP00000010109	ENSCHIG00000012735	Capra_hircus
ENSBMUP00000008309	ENSBMUG00000006501	Bos_mutus
ENSBBBP00000019217	ENSBBBG00000012468	Bison_bison_bison
ENSOARP00000022803	ENSOARG00000025177	Ovis_aries
ENSSSCP00000035606	ENSSSCG00000000708	Sus_scrofa_strain_reference
ENSTTRP00000013713	ENSTTRG00000014464	Tursiops_truncatus
ENSEASP00005023814	ENSEASG00005016176	Equus_asinus_asinus
ENSECAP00000054554	ENSECAG00000016330	Equus_caballus
ENSPVAP00000011837	ENSPVAG00000012556	Pteropus_vampyrus
ENSMLUP00000012991	ENSMLUG00000014278	Myotis_lucifugus
ENSLAFP00000014381	ENSLAFG00000017153	Loxodonta_africana
ENSPCAP00000008441	ENSPCAG00000009034	Procavia_capensis
ENSDNOP00000005147	ENSDNOG00000006656	Dasypus_novemcinctus
ENSETEP00000008117	ENSETEG00000009990	Echinops_telfairi
ENSPCIP00000001465	ENSPCIG00000001174	Phascolarctos_cinereus
ENSVURP00010023990	ENSVURG00010018384	Vombatus_ursinus
ENSMEUP00000010994	ENSMEUG00000012068	Notamacropus_eugenii
ENSSHAP00000016628	ENSSHAG00000014147	Sarcophilus_harrisii
ENSMODP00000022511	ENSMODG00000018056	Monodelphis_domestica
ENSOANP00000016848	ENSOANG00000010631	Ornithorhynchus_anatinus
ENSXETP00000034166	ENSXETG00000015524	Xenopus_tropicalis
ENSHHUP00000063022	ENSHHUG00000037269	Hucho_hucho
ENSELUP00000030628	ENSELUG00000007910	Esox_lucius
ENSSPAP00000014101	ENSSPAG00000010669	Stegastes_partitus
ENSAPOP00000030599	ENSAPOG00000017289	Acanthochromis_polyacanthus
ENSFHEP00000014538	ENSFHEG00000016094	Fundulus_heteroclitus
ENSCVAP00000027493	ENSCVAG00000000347	Cyprinodon_variegatus
ENSGAFP00000028394	ENSGAFG00000019203	Gambusia_affinis
ENSXMAP00000041486	ENSXMAG00000023747	Xiphophorus_maculatus
ENSPLAP00000018852	ENSPLAG00000023591	Poecilia_latipinna
ENSPMEP00000003954	ENSPMEG00000005142	Poecilia_mexicana
ENSPFOP00000025721	ENSPFOG00000021716	Poecilia_formosa
ENSSLDP00000032687	ENSSLDG00000025067	Seriola_lalandi_dorsalis
ENSSDUP00000003733	ENSSDUG00000002831	Seriola_dumerili
ENSLCAP00010058878	ENSLCAG00010027451	Lates_calcarifer
ENSMZEP00005027091	ENSMZEG00005020204	Maylandia_zebra
ENSHBUP00000027290	ENSHBUG00000010393	Haplochromis_burtoni
ENSACLP00000035383	ENSACLG00000023962	Astatotilapia_calliptera
ENSPRNP00000020570	ENSPRNG00000010707	Parambassis_ranga
ENSMAMP00000028046	ENSMAMG00000018867	Mastacembelus_armatus
ENSSMAP00000026934	ENSSMAG00000016472	Scophthalmus_maximus
ENSLBEP00000030967	ENSLBEG00000023400	Labrus_bergylta
ENSLCRP00005049848	ENSLCRG00005018796	Larimichthys_crocea
ENSAMXP00000015568	ENSAMXG00000015128	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005016398	ENSAMXG00005008556	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000012185	ENSPNAG00000017906	Pygocentrus_nattereri
ENSIPUP00000021365	ENSIPUG00000014488	Ictalurus_punctatus
ENSDARP00000110027	ENSDARG00000089868	Danio_rerio
ENSDCDP00000055997	ENSDCDG00000032990	Denticeps_clupeoides
ENSCHAP00000029528	ENSCHAG00000014207	Clupea_harengus
ENSSFOP00015017697	ENSSFOG00015011387	Scleropages_formosus
ENSPKIP00000031827	ENSPKIG00000012162	Paramormyrops_kingsleyae
