ENSPKIP00000006745	ENSPKIG00000022900	Paramormyrops_kingsleyae
ENSSFOP00015009690	ENSSFOG00015006285	Scleropages_formosus
ENSSFOP00015013980	ENSSFOG00015009004	Scleropages_formosus
ENSDCDP00000042826	ENSDCDG00000027509	Denticeps_clupeoides
ENSCHAP00000032026	ENSCHAG00000015262	Clupea_harengus
ENSAMXP00005033902	ENSAMXG00005016376	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000031999	ENSAMXG00000033701	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000006421	ENSPNAG00000004709	Pygocentrus_nattereri
ENSIPUP00000033237	ENSIPUG00000022332	Ictalurus_punctatus
ENSEEEP00000037878	ENSEEEG00000018005	Electrophorus_electricus
ENSDARP00000072778	ENSDARG00000055912	Danio_rerio
ENSORLP00000019941	ENSORLG00000015929	Oryzias_latipes_ASM223467v1
ENSORLP00015013772	ENSORLG00015014721	Oryzias_latipes_ASM223469v1
ENSORLP00020033150	ENSORLG00020000772	Oryzias_latipes_ASM223471v1
ENSOMEP00000003118	ENSOMEG00000004059	Oryzias_melastigma
ENSPNYP00000023466	ENSPNYG00000017719	Pundamilia_nyererei
ENSHBUP00000013629	ENSHBUG00000015440	Haplochromis_burtoni
ENSACLP00000035465	ENSACLG00000023955	Astatotilapia_calliptera
ENSMZEP00005009936	ENSMZEG00005007498	Maylandia_zebra
ENSNBRP00000015208	ENSNBRG00000011743	Neolamprologus_brichardi
ENSONIP00000006142	ENSONIG00000004884	Oreochromis_niloticus
ENSGWIP00000025136	ENSGWIG00000013297	Gouania_willdenowi
ENSMALP00000021975	ENSMALG00000015355	Monopterus_albus
ENSXCOP00000008128	ENSXCOG00000006239	Xiphophorus_couchianus
ENSXMAP00000016152	ENSXMAG00000016124	Xiphophorus_maculatus
ENSGAFP00000026347	ENSGAFG00000017793	Gambusia_affinis
ENSPMEP00000025984	ENSPMEG00000009360	Poecilia_mexicana
ENSPLAP00000027300	ENSPLAG00000015797	Poecilia_latipinna
ENSPFOP00000014901	ENSPFOG00000014842	Poecilia_formosa
ENSPREP00000025740	ENSPREG00000017373	Poecilia_reticulata
ENSFHEP00000010183	ENSFHEG00000011505	Fundulus_heteroclitus
ENSCVAP00000028181	ENSCVAG00000015042	Cyprinodon_variegatus
ENSKMAP00000021571	ENSKMAG00000016044	Kryptolebias_marmoratus
ENSCSEP00000011776	ENSCSEG00000007590	Cynoglossus_semilaevis
ENSHCOP00000009455	ENSHCOG00000011899	Hippocampus_comes
ENSPMGP00000004305	ENSPMGG00000003660	Periophthalmus_magnuspinnatus
ENSTRUP00000054133	ENSTRUG00000009666	Takifugu_rubripes
ENSTNIP00000013569	ENSTNIG00000010654	Tetraodon_nigroviridis
ENSCGOP00000001655	ENSCGOG00000000949	Cottoperca_gobio
ENSGACP00000018225	ENSGACG00000013790	Gasterosteus_aculeatus
ENSLBEP00000032665	ENSLBEG00000024624	Labrus_bergylta
ENSMMOP00000007624	ENSMMOG00000005924	Mola_mola
ENSLCRP00005018789	ENSLCRG00005007728	Larimichthys_crocea
ENSAOCP00000010214	ENSAOCG00000014449	Amphiprion_ocellaris
ENSAPEP00000025932	ENSAPEG00000018436	Amphiprion_percula
ENSAPOP00000021909	ENSAPOG00000002781	Acanthochromis_polyacanthus
ENSSPAP00000022521	ENSSPAG00000017006	Stegastes_partitus
ENSPRNP00000021122	ENSPRNG00000010938	Parambassis_ranga
ENSACIP00000011235	ENSACIG00000008768	Amphilophus_citrinellus
ENSSLDP00000029574	ENSSLDG00000022793	Seriola_lalandi_dorsalis
ENSSDUP00000002259	ENSSDUG00000001747	Seriola_dumerili
ENSLCAP00010029915	ENSLCAG00010014048	Lates_calcarifer
ENSSMAP00000032304	ENSSMAG00000019764	Scophthalmus_maximus
ENSATEP00000017783	ENSATEG00000012354	Anabas_testudineus
ENSBSLP00000007214	ENSBSLG00000003506	Betta_splendens
ENSMAMP00000018207	ENSMAMG00000012281	Mastacembelus_armatus
ENSGMOP00000004794	ENSGMOG00000004520	Gadus_morhua
ENSHHUP00000005600	ENSHHUG00000003462	Hucho_hucho
ENSHHUP00000005588	ENSHHUG00000003453	Hucho_hucho
ENSHHUP00000015648	ENSHHUG00000009752	Hucho_hucho
ENSELUP00000008977	ENSELUG00000009595	Esox_lucius
ENSLOCP00000009980	ENSLOCG00000008207	Lepisosteus_oculatus
ENSECRP00000021151	ENSECRG00000014249	Erpetoichthys_calabaricus
ENSARWP00000021233	ENSARWG00000014497	Apteryx_rowi	ENSARWT00000024073
ENSAHAP00000006765	ENSAHAG00000005062	Apteryx_haastii	ENSAHAT00000007538
ENSAOWP00000015837	ENSAOWG00000010783	Apteryx_owenii	ENSAOWT00000017989
ENSDNVP00000024773	ENSDNVG00000017228	Dromaius_novaehollandiae	ENSDNVT00000029977
ENSNPEP00000005772	ENSNPEG00000004314	Nothoprocta_perdicaria
ENSCPUP00000019103	ENSCPUG00000013175	Calidris_pugnax
ENSCPUP00000008865	ENSCPUG00000006327	Calidris_pugnax
ENSCPGP00000020738	ENSCPGG00000014498	Calidris_pygmaea
ENSMUNP00000003208	ENSMUNG00000002749	Melopsittacus_undulatus
ENSLCOP00000002539	ENSLCOG00000001971	Lepidothrix_coronata
ENSMVIP00005026108	ENSMVIG00005018229	Manacus_vitellinus
ENSLSDP00000022037	ENSLSDG00000015563	Lonchura_striata_domestica
ENSTGUP00000010836	ENSTGUG00000010503	Taeniopygia_guttata
ENSSCAP00000022924	ENSSCAG00000016451	Serinus_canaria
ENSJHYP00000024154	ENSJHYG00000018145	Junco_hyemalis
ENSZALP00000009673	ENSZALG00000008279	Zonotrichia_albicollis
ENSCCEP00000022261	ENSCCEG00000020097	Cyanistes_caeruleus
ENSPMJP00000022080	ENSPMJG00000016388	Parus_major
