ENSPVIP00000032014	ENSPVIG00000023502	Pogona_vitticeps	ENSPVIT00000039212
ENSACAP00000003454	ENSACAG00000003528	Anolis_carolinensis	ENSACAT00000003540
ENSNSUP00000008914	ENSNSUG00000006851	Notechis_scutatus
ENSSMRP00000018759	ENSSMRG00000014607	Salvator_merianae
ENSSPUP00000021294	ENSSPUG00000016356	Sphenodon_punctatus
ENSGAGP00000032575	ENSGAGG00000023302	Gopherus_agassizii
ENSCABP00000012459	ENSCABG00000009326	Chelonoidis_abingdonii
ENSCPBP00000038595	ENSCPBG00000026673	Chrysemys_picta_bellii
ENSPSIP00000014718	ENSPSIG00000013121	Pelodiscus_sinensis
ENSCPGP00000003190	ENSCPGG00000002348	Calidris_pygmaea
ENSCPUP00000005582	ENSCPUG00000004083	Calidris_pugnax
ENSMUNP00000000927	ENSMUNG00000000831	Melopsittacus_undulatus
ENSTGUP00000005429	ENSTGUG00000005276	Taeniopygia_guttata
ENSLSDP00000014908	ENSLSDG00000010743	Lonchura_striata_domestica
ENSSCAP00000017021	ENSSCAG00000012384	Serinus_canaria
ENSJHYP00000022272	ENSJHYG00000016789	Junco_hyemalis
ENSZALP00000008368	ENSZALG00000007304	Zonotrichia_albicollis
ENSFALP00000002521	ENSFALG00000002417	Ficedula_albicollis
ENSPMJP00000026449	ENSPMJG00000019328	Parus_major
ENSCCEP00000025723	ENSCCEG00000022683	Cyanistes_caeruleus
ENSLCOP00000002776	ENSLCOG00000002136	Lepidothrix_coronata
ENSMVIP00005023608	ENSMVIG00005016557	Manacus_vitellinus
ENSABRP00000016445	ENSABRG00000014420	Anser_brachyrhynchus
ENSAPLP00000014627	ENSAPLG00000014738	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000007116	ENSMGAG00000006991	Meleagris_gallopavo
ENSGALP00000008489	ENSGALG00000005302	Gallus_gallus
ENSCJPP00005027826	ENSCJPG00005021523	Coturnix_japonica
ENSNMEP00000020823	ENSNMEG00000017874	Numida_meleagris
ENSAHAP00000009817	ENSAHAG00000007135	Apteryx_haastii
ENSAOWP00000026017	ENSAOWG00000017546	Apteryx_owenii
ENSARWP00000027998	ENSARWG00000018901	Apteryx_rowi
ENSDNVP00000009565	ENSDNVG00000006766	Dromaius_novaehollandiae
ENSNPEP00000006658	ENSNPEG00000005015	Nothoprocta_perdicaria
ENSCPRP00005020820	ENSCPRG00005014496	Crocodylus_porosus
ENSVURP00010001603	ENSVURG00010001366	Vombatus_ursinus
ENSPCIP00000009408	ENSPCIG00000007703	Phascolarctos_cinereus
ENSMEUP00000012164	ENSMEUG00000013333	Notamacropus_eugenii
ENSSHAP00000005279	ENSSHAG00000004618	Sarcophilus_harrisii
ENSMODP00000004502	ENSMODG00000003676	Monodelphis_domestica
ENSLAFP00000001994	ENSLAFG00000002382	Loxodonta_africana
ENSETEP00000004722	ENSETEG00000005813	Echinops_telfairi
ENSCHOP00000009276	ENSCHOG00000010477	Choloepus_hoffmanni
ENSDNOP00000001321	ENSDNOG00000001707	Dasypus_novemcinctus
ENSPVAP00000016441	ENSPVAG00000017429	Pteropus_vampyrus
ENSMLUP00000001930	ENSMLUG00000002121	Myotis_lucifugus
ENSUMAP00000010731	ENSUMAG00000007926	Ursus_maritimus
ENSUAMP00000004269	ENSUAMG00000003830	Ursus_americanus
ENSAMEP00000009434	ENSAMEG00000008931	Ailuropoda_melanoleuca
ENSMPUP00000012076	ENSMPUG00000012172	Mustela_putorius_furo
ENSNVIP00000030774	ENSNVIG00000023702	Neovison_vison
ENSCAFP00020014396	ENSCAFG00020011581	Canis_lupus_dingo
ENSCAFP00000029668	ENSCAFG00000020022	Canis_lupus_familiaris
ENSVVUP00000030104	ENSVVUG00000021921	Vulpes_vulpes
ENSPTIP00000024296	ENSPTIG00000020443	Panthera_tigris_altaica
ENSPPRP00000009132	ENSPPRG00000003679	Panthera_pardus
ENSFCAP00000021739	ENSFCAG00000026730	Felis_catus
ENSCHIP00000019457	ENSCHIG00000018431	Capra_hircus
ENSOARP00000019236	ENSOARG00000017921	Ovis_aries
ENSBIXP00005004294	ENSBIXG00005010265	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000039052	ENSBIXG00000004504	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000064589	ENSBTAG00000015778	Bos_taurus
ENSBMUP00000006548	ENSBMUG00000005181	Bos_mutus
ENSBBBP00000000119	ENSBBBG00000009285	Bison_bison_bison
ENSTTRP00000014496	ENSTTRG00000015289	Tursiops_truncatus
ENSSSCP00000033489	ENSSSCG00000028821	Sus_scrofa_strain_reference
ENSVPAP00000000951	ENSVPAG00000001032	Vicugna_pacos
ENSECAP00000020691	ENSECAG00000023113	Equus_caballus
ENSEASP00005023375	ENSEASG00005015916	Equus_asinus_asinus
MGP_SPRETEiJ_P0062536	MGP_SPRETEiJ_G0026519	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000006567	ENSMSIG00000005689	Mus_spicilegus
ENSMUSP00000143233	ENSMUSG00000027959	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0060143	MGP_CAROLIEiJ_G0025569	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0071085	MGP_PahariEiJ_G0027015	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000063437	ENSRNOG00000015211	Rattus_norvegicus
ENSMUGP00000017878	ENSMUGG00000015127	Meriones_unguiculatus
ENSCGRP00001012045	ENSCGRG00001013533	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017681	ENSCGRG00000012860	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015036516	ENSCGRG00015027366	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000012857	ENSMAUG00000013026	Mesocricetus_auratus
ENSPEMP00000002116	ENSPEMG00000001964	Peromyscus_maniculatus_bairdii
ENSMOCP00000000575	ENSMOCG00000000451	Microtus_ochrogaster
ENSNGAP00000002484	ENSNGAG00000002135	Nannospalax_galili
ENSJJAP00000020423	ENSJJAG00000021079	Jaculus_jaculus
ENSDORP00000018968	ENSDORG00000002711	Dipodomys_ordii
ENSCPOP00000000615	ENSCPOG00000000693	Cavia_porcellus
ENSCAPP00000010912	ENSCAPG00000012070	Cavia_aperea
ENSODEP00000009220	ENSODEG00000006898	Octodon_degus
ENSCLAP00000009941	ENSCLAG00000006884	Chinchilla_lanigera
ENSHGLP00000002682	ENSHGLG00000002021	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001464	ENSHGLG00100001157	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019003	ENSFDAG00000009441	Fukomys_damarensis
ENSSDAP00000007714	ENSSDAG00000006933	Spermophilus_dauricus
ENSSTOP00000012069	ENSSTOG00000013454	Ictidomys_tridecemlineatus
ENSUPAP00010029059	ENSUPAG00010022920	Urocitellus_parryii
ENSMMMP00000009018	ENSMMMG00000007946	Marmota_marmota_marmota
ENSOCUP00000006766	ENSOCUG00000007827	Oryctolagus_cuniculus
ENSOPRP00000010985	ENSOPRG00000012026	Ochotona_princeps
ENSPPAP00000016520	ENSPPAG00000031357	Pan_paniscus
ENSPTRP00000001717	ENSPTRG00000001000	Pan_troglodytes
ENSP00000287482	ENSG00000156876	Homo_sapiens
ENSGGOP00000000897	ENSGGOG00000000909	Gorilla_gorilla
ENSPPYP00000001299	ENSPPYG00000001121	Pongo_abelii
ENSNLEP00000014265	ENSNLEG00000011719	Nomascus_leucogenys
ENSCATP00000016404	ENSCATG00000032140	Cercocebus_atys
ENSMLEP00000027188	ENSMLEG00000037803	Mandrillus_leucophaeus
ENSPANP00000002370	ENSPANG00000017887	Papio_anubis
ENSTGEP00000032414	ENSTGEG00000025892	Theropithecus_gelada
ENSMNEP00000012543	ENSMNEG00000030578	Macaca_nemestrina
ENSMFAP00000007269	ENSMFAG00000039091	Macaca_fascicularis
ENSMMUP00000005662	ENSMMUG00000004240	Macaca_mulatta
ENSCSAP00000016521	ENSCSAG00000001505	Chlorocebus_sabaeus
ENSCANP00000021698	ENSCANG00000034291	Colobus_angolensis_palliatus
ENSPTEP00000024705	ENSPTEG00000025133	Piliocolobus_tephrosceles
ENSRROP00000021227	ENSRROG00000034545	Rhinopithecus_roxellana
ENSRBIP00000036303	ENSRBIG00000041767	Rhinopithecus_bieti
ENSCCAP00000015951	ENSCCAG00000025767	Cebus_capucinus_imitator
ENSSBOP00000039407	ENSSBOG00000035739	Saimiri_boliviensis_boliviensis
ENSANAP00000012227	ENSANAG00000024047	Aotus_nancymaae
ENSTSYP00000009904	ENSTSYG00000010803	Carlito_syrichta
ENSMICP00000049505	ENSMICG00000036856	Microcebus_murinus
ENSPCOP00000005360	ENSPCOG00000013564	Propithecus_coquereli
ENSPSMP00000007873	ENSPSMG00000005797	Prolemur_simus
ENSOGAP00000005020	ENSOGAG00000005616	Otolemur_garnettii
ENSLACP00000014680	ENSLACG00000012919	Latimeria_chalumnae
ENSDCDP00000025624	ENSDCDG00000018471	Denticeps_clupeoides
ENSCHAP00000053724	ENSCHAG00000024311	Clupea_harengus
ENSAMXP00005015206	ENSAMXG00005007537	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000016082	ENSAMXG00000015631	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000025139	ENSPNAG00000010108	Pygocentrus_nattereri
ENSEEEP00000024563	ENSEEEG00000011815	Electrophorus_electricus
ENSIPUP00000036942	ENSIPUG00000024737	Ictalurus_punctatus
ENSDARP00000075634	ENSDARG00000058346	Danio_rerio
ENSHHUP00000089383	ENSHHUG00000051595	Hucho_hucho
ENSELUP00000027544	ENSELUG00000003824	Esox_lucius
ENSXMAP00000008002	ENSXMAG00000007984	Xiphophorus_maculatus
ENSGAFP00000006700	ENSGAFG00000004574	Gambusia_affinis
ENSPFOP00000001436	ENSPFOG00000001295	Poecilia_formosa
ENSPREP00000030397	ENSPREG00000020575	Poecilia_reticulata
ENSCVAP00000023689	ENSCVAG00000007331	Cyprinodon_variegatus
ENSKMAP00000012339	ENSKMAG00000009274	Kryptolebias_marmoratus
ENSORLP00020025330	ENSORLG00020007203	Oryzias_latipes_ASM223471v1
ENSORLP00000042477	ENSORLG00000002482	Oryzias_latipes_ASM223467v1
ENSORLP00015023496	ENSORLG00015003498	Oryzias_latipes_ASM223469v1
ENSOMEP00000007474	ENSOMEG00000008583	Oryzias_melastigma
ENSMZEP00005024043	ENSMZEG00005017990	Maylandia_zebra
ENSACLP00000030053	ENSACLG00000020360	Astatotilapia_calliptera
ENSHBUP00000005754	ENSHBUG00000007142	Haplochromis_burtoni
