ENSPVIP00000006349	ENSPVIG00000005264	Pogona_vitticeps	ENSPVIT00000008172
ENSACAP00000022499	ENSACAG00000029393	Anolis_carolinensis	ENSACAT00000029916
ENSNSUP00000013784	ENSNSUG00000010247	Notechis_scutatus
ENSSMRP00000018439	ENSSMRG00000014339	Salvator_merianae
ENSSPUP00000021370	ENSSPUG00000016432	Sphenodon_punctatus
ENSMVIP00005000220	ENSMVIG00005000226	Manacus_vitellinus
ENSMVIP00005000232	ENSMVIG00005000235	Manacus_vitellinus
ENSLCOP00000020560	ENSLCOG00000014553	Lepidothrix_coronata
ENSLSDP00000002005	ENSLSDG00000001588	Lonchura_striata_domestica
ENSTGUP00000004119	ENSTGUG00000004000	Taeniopygia_guttata
ENSSCAP00000015241	ENSSCAG00000011161	Serinus_canaria
ENSZALP00000017077	ENSZALG00000013851	Zonotrichia_albicollis
ENSJHYP00000023634	ENSJHYG00000017778	Junco_hyemalis
ENSPMJP00000027357	ENSPMJG00000019900	Parus_major
ENSCCEP00000008324	ENSCCEG00000008601	Cyanistes_caeruleus
ENSFALP00000014114	ENSFALG00000013525	Ficedula_albicollis
ENSMUNP00000002895	ENSMUNG00000002530	Melopsittacus_undulatus
ENSCPGP00000012604	ENSCPGG00000008952	Calidris_pygmaea
ENSCPUP00000023425	ENSCPUG00000015905	Calidris_pugnax
ENSABRP00000022679	ENSABRG00000018954	Anser_brachyrhynchus
ENSAPLP00000008794	ENSAPLG00000009074	Anas_platyrhynchos_platyrhynchos
ENSGALP00000019663	ENSGALG00000012052	Gallus_gallus
ENSCJPP00005027090	ENSCJPG00005021043	Coturnix_japonica
ENSMGAP00000012789	ENSMGAG00000012168	Meleagris_gallopavo
ENSNMEP00000027659	ENSNMEG00000023144	Numida_meleagris
ENSAOWP00000006710	ENSAOWG00000004615	Apteryx_owenii
ENSARWP00000025993	ENSARWG00000017648	Apteryx_rowi
ENSAHAP00000027379	ENSAHAG00000019059	Apteryx_haastii
ENSAHAP00000027380	ENSAHAG00000019060	Apteryx_haastii
ENSDNVP00000023852	ENSDNVG00000016569	Dromaius_novaehollandiae
ENSNPEP00000016621	ENSNPEG00000012373	Nothoprocta_perdicaria
ENSCPRP00005003988	ENSCPRG00005002927	Crocodylus_porosus
ENSGAGP00000007848	ENSGAGG00000006252	Gopherus_agassizii
ENSCABP00000009785	ENSCABG00000007350	Chelonoidis_abingdonii
ENSCPBP00000019183	ENSCPBG00000013889	Chrysemys_picta_bellii
ENSPSIP00000003791	ENSPSIG00000003588	Pelodiscus_sinensis
ENSMEUP00000004009	ENSMEUG00000004396	Notamacropus_eugenii
ENSPCIP00000024874	ENSPCIG00000018735	Phascolarctos_cinereus
ENSMODP00000022916	ENSMODG00000018377	Monodelphis_domestica
