ENSCABP00000005334	ENSCABG00000003939	Chelonoidis_abingdonii
ENSGAGP00000005130	ENSGAGG00000004166	Gopherus_agassizii
ENSCPBP00000016796	ENSCPBG00000012358	Chrysemys_picta_bellii
ENSAOWP00000020854	ENSAOWG00000014107	Apteryx_owenii
ENSARWP00000023207	ENSARWG00000015822	Apteryx_rowi
ENSSMRP00000008689	ENSSMRG00000006957	Salvator_merianae	ENSSMRT00000010143
ENSPVIP00000031359	ENSPVIG00000023058	Pogona_vitticeps
ENSPCIP00000014202	ENSPCIG00000011085	Phascolarctos_cinereus
ENSVURP00010021499	ENSVURG00010016453	Vombatus_ursinus
ENSMEUP00000001129	ENSMEUG00000001226	Notamacropus_eugenii
ENSMODP00000032211	ENSMODG00000005029	Monodelphis_domestica
ENSSHAP00000014611	ENSSHAG00000012474	Sarcophilus_harrisii
ENSECAP00000009814	ENSECAG00000011955	Equus_caballus
ENSEASP00005031855	ENSEASG00005021738	Equus_asinus_asinus
ENSMLUP00000003433	ENSMLUG00000003768	Myotis_lucifugus
ENSBIXP00000040863	ENSBIXG00000025024	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000010437	ENSBBBG00000004581	Bison_bison_bison
ENSBIXP00005003009	ENSBIXG00005000436	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHIP00000028131	ENSCHIG00000023770	Capra_hircus
ENSBTAP00000016120	ENSBTAG00000012150	Bos_taurus
ENSBMUP00000004240	ENSBMUG00000003332	Bos_mutus
ENSOARP00000013154	ENSOARG00000012273	Ovis_aries
ENSTTRP00000007684	ENSTTRG00000008123	Tursiops_truncatus
ENSSSCP00000014283	ENSSSCG00000013434	Sus_scrofa_strain_reference
ENSUAMP00000018556	ENSUAMG00000014711	Ursus_americanus
ENSAMEP00000003664	ENSAMEG00000003462	Ailuropoda_melanoleuca
ENSMPUP00000008006	ENSMPUG00000008064	Mustela_putorius_furo
ENSNVIP00000005569	ENSNVIG00000004473	Neovison_vison
ENSCAFP00000038246	ENSCAFG00000023709	Canis_lupus_familiaris
ENSCAFP00020021796	ENSCAFG00020017233	Canis_lupus_dingo
ENSVVUP00000031528	ENSVVUG00000022924	Vulpes_vulpes
ENSFCAP00000047457	ENSFCAG00000001784	Felis_catus
ENSPPRP00000000947	ENSPPRG00000024463	Panthera_pardus
ENSSARP00000005809	ENSSARG00000006414	Sorex_araneus
ENSEEUP00000012251	ENSEEUG00000013438	Erinaceus_europaeus
ENSCCNP00000007369	ENSCCNG00000007854	Castor_canadensis
ENSDORP00000020180	ENSDORG00000029254	Dipodomys_ordii
ENSMUSP00000044400	ENSMUSG00000035486	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0025098	MGP_SPRETEiJ_G0016399	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000008307	ENSMSIG00000007311	Mus_spicilegus
