ENSECAP00000027183	ENSECAG00000016336	Equus_caballus
ENSAOWP00000024610	ENSAOWG00000016620	Apteryx_owenii
ENSCHOP00000005616	ENSCHOG00000006342	Choloepus_hoffmanni
ENSBBBP00000022156	ENSBBBG00000015964	Bison_bison_bison
ENSPANP00000011384	ENSPANG00000013403	Papio_anubis
ENSPPAP00000023128	ENSPPAG00000034700	Pan_paniscus
ENSMODP00000017879	ENSMODG00000014306	Monodelphis_domestica
ENSSBOP00000016871	ENSSBOG00000025104	Saimiri_boliviensis_boliviensis
ENSHGLP00100023286	ENSHGLG00100017106	Heterocephalus_glaber_HetGla_1.0
ENSAHAP00000016025	ENSAHAG00000011458	Apteryx_haastii
ENSSHAP00000004791	ENSSHAG00000004204	Sarcophilus_harrisii
ENSJJAP00000003044	ENSJJAG00000005624	Jaculus_jaculus
ENSETEP00000005910	ENSETEG00000007288	Echinops_telfairi
ENSCCEP00000008090	ENSCCEG00000008414	Cyanistes_caeruleus
ENSCABP00000005471	ENSCABG00000004104	Chelonoidis_abingdonii
ENSACAP00000010655	ENSACAG00000010793	Anolis_carolinensis	ENSACAT00000010876
ENSAPLP00000007980	ENSAPLG00000008300	Anas_platyrhynchos_platyrhynchos
ENSMEUP00000000148	ENSMEUG00000000162	Notamacropus_eugenii
ENSCAPP00000014830	ENSCAPG00000015107	Cavia_aperea
ENSMLUP00000022364	ENSMLUG00000027004	Myotis_lucifugus
ENSCPRP00005002411	ENSCPRG00005001747	Crocodylus_porosus
ENSMLUP00000013726	ENSMLUG00000015071	Myotis_lucifugus
ENSBIXP00005016470	ENSBIXG00005007298	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSMRP00000022024	ENSSMRG00000017116	Salvator_merianae	ENSSMRT00000025773
ENSMGAP00000000996	ENSMGAG00000001471	Meleagris_gallopavo
ENSOGAP00000002679	ENSOGAG00000002994	Otolemur_garnettii
ENSBMUP00000014765	ENSBMUG00000011212	Bos_mutus
ENSCLAP00000021282	ENSCLAG00000014577	Chinchilla_lanigera
ENSMUNP00000004283	ENSMUNG00000003568	Melopsittacus_undulatus
ENSMMMP00000004680	ENSMMMG00000003916	Marmota_marmota_marmota
ENSCAFP00000019047	ENSCAFG00000012919	Canis_lupus_familiaris
ENSGGOP00000024162	ENSGGOG00000003912	Gorilla_gorilla
ENSSARP00000004833	ENSSARG00000005328	Sorex_araneus
ENSTGEP00000011887	ENSTGEG00000009689	Theropithecus_gelada
ENSMOCP00000002529	ENSMOCG00000001981	Microtus_ochrogaster
ENSCCAP00000036517	ENSCCAG00000036181	Cebus_capucinus_imitator
ENSFDAP00000006396	ENSFDAG00000006394	Fukomys_damarensis
MGP_CAROLIEiJ_P0090186	MGP_CAROLIEiJ_G0032723	Mus_caroli_strain_CAROLI_EIJ
ENSCHIP00000027910	ENSCHIG00000023601	Capra_hircus
ENSMLEP00000035340	ENSMLEG00000041783	Mandrillus_leucophaeus
ENSPTEP00000003647	ENSPTEG00000004306	Piliocolobus_tephrosceles
ENSCGRP00000014203	ENSCGRG00000010280	Cricetulus_griseus_CriGri_1.0
ENSPCOP00000006320	ENSPCOG00000014303	Propithecus_coquereli
ENSOANP00000024782	ENSOANG00000015721	Ornithorhynchus_anatinus
ENSARWP00000017765	ENSARWG00000012213	Apteryx_rowi
ENSPVIP00000028045	ENSPVIG00000020825	Pogona_vitticeps	ENSPVIT00000034464
ENSBTAP00000074123	ENSBTAG00000009586	Bos_taurus
ENSOARP00000002520	ENSOARG00000002373	Ovis_aries
ENSMPUP00000014867	ENSMPUG00000014977	Mustela_putorius_furo
ENSPTIP00000017403	ENSPTIG00000015823	Panthera_tigris_altaica
ENSPSMP00000017949	ENSPSMG00000012648	Prolemur_simus
ENSCJPP00005009125	ENSCJPG00005008072	Coturnix_japonica
ENSRNOP00000028141	ENSRNOG00000020737	Rattus_norvegicus
ENSAMEP00000001504	ENSAMEG00000001398	Ailuropoda_melanoleuca
ENSNPEP00000020647	ENSNPEG00000015364	Nothoprocta_perdicaria
ENSTGUP00000000106	ENSTGUG00000000097	Taeniopygia_guttata
ENSNMEP00000003213	ENSNMEG00000003776	Numida_meleagris	ENSNMET00000006002
MGP_PahariEiJ_P0025864	MGP_PahariEiJ_G0015590	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000022929	ENSMUGG00000019206	Meriones_unguiculatus
ENSLAFP00000005345	ENSLAFG00000006358	Loxodonta_africana
ENSPPYP00000015560	ENSPPYG00000013912	Pongo_abelii
ENSCPGP00000000306	ENSCPGG00000000184	Calidris_pygmaea
MGP_SPRETEiJ_P0093913	MGP_SPRETEiJ_G0033871	Mus_spretus_strain_SPRET/EiJ
ENSEEUP00000007554	ENSEEUG00000008257	Erinaceus_europaeus
ENSJHYP00000015817	ENSJHYG00000012140	Junco_hyemalis
ENSMVIP00005027949	ENSMVIG00005019459	Manacus_vitellinus
ENSCATP00000018252	ENSCATG00000032942	Cercocebus_atys
ENSSSCP00000050712	ENSSSCG00000021494	Sus_scrofa_strain_reference
ENSANAP00000024124	ENSANAG00000029789	Aotus_nancymaae
ENSTTRP00000015266	ENSTTRG00000016105	Tursiops_truncatus
ENSMNEP00000029076	ENSMNEG00000037982	Macaca_nemestrina
ENSTBEP00000004015	ENSTBEG00000004642	Tupaia_belangeri
ENSCPBP00000021165	ENSCPBG00000015210	Chrysemys_picta_bellii
ENSUMAP00000001048	ENSUMAG00000000866	Ursus_maritimus
ENSVVUP00000041868	ENSVVUG00000029781	Vulpes_vulpes
ENSOPRP00000015706	ENSOPRG00000017207	Ochotona_princeps
ENSPPRP00000022738	ENSPPRG00000013158	Panthera_pardus
ENSDNOP00000002244	ENSDNOG00000002897	Dasypus_novemcinctus
ENSCAFP00020025920	ENSCAFG00020020316	Canis_lupus_dingo
ENSCPUP00000000354	ENSCPUG00000000273	Calidris_pugnax
ENSGAGP00000021891	ENSGAGG00000016066	Gopherus_agassizii
ENSLCOP00000016982	ENSLCOG00000012059	Lepidothrix_coronata
ENSZALP00000005669	ENSZALG00000005264	Zonotrichia_albicollis
ENSTSYP00000015507	ENSTSYG00000003043	Carlito_syrichta
ENSCGRP00015021630	ENSCGRG00015016383	Cricetulus_griseus_CriGri-PICR
ENSSCAP00000007287	ENSSCAG00000005630	Serinus_canaria
ENSMICP00000045150	ENSMICG00000000733	Microcebus_murinus
ENSBIXP00000003584	ENSBIXG00000009995	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCJAP00000004914	ENSCJAG00000002673	Callithrix_jacchus
ENSFCAP00000008147	ENSFCAG00000008785	Felis_catus
ENSMMUP00000027572	ENSMMUG00000020954	Macaca_mulatta
ENSP00000303706	ENSG00000164045	Homo_sapiens
ENSMLUP00000010249	ENSMLUG00000011239	Myotis_lucifugus
ENSRBIP00000032472	ENSRBIG00000040039	Rhinopithecus_bieti
ENSUPAP00010022440	ENSUPAG00010017812	Urocitellus_parryii
ENSPCAP00000001246	ENSPCAG00000001311	Procavia_capensis
ENSCPOP00000026371	ENSCPOG00000001225	Cavia_porcellus
ENSPCIP00000017680	ENSPCIG00000013503	Phascolarctos_cinereus
ENSCANP00000039825	ENSCANG00000043591	Colobus_angolensis_palliatus
ENSHGLP00000016400	ENSHGLG00000011750	Heterocephalus_glaber_HetGla_female_1.0
