ENSPVAP00000015954	ENSPVAG00000016914	Pteropus_vampyrus
ENSMLUP00000011502	ENSMLUG00000012631	Myotis_lucifugus
ENSECAP00000055222	ENSECAG00000020568	Equus_caballus
ENSEASP00005011826	ENSEASG00005008283	Equus_asinus_asinus
ENSBIXP00005045608	ENSBIXG00005001640	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000035155	ENSBIXG00000018380	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000007054	ENSBTAG00000005367	Bos_taurus
ENSBMUP00000006581	ENSBMUG00000005187	Bos_mutus
ENSBBBP00000000696	ENSBBBG00000009862	Bison_bison_bison
ENSOARP00000014702	ENSOARG00000013708	Ovis_aries
ENSCHIP00000017907	ENSCHIG00000017552	Capra_hircus
ENSTTRP00000001058	ENSTTRG00000001127	Tursiops_truncatus
ENSSSCP00000003476	ENSSSCG00000003204	Sus_scrofa_strain_reference
ENSVPAP00000007665	ENSVPAG00000008237	Vicugna_pacos
ENSUMAP00000009666	ENSUMAG00000007311	Ursus_maritimus
ENSUAMP00000037197	ENSUAMG00000028166	Ursus_americanus
ENSAMEP00000014260	ENSAMEG00000013521	Ailuropoda_melanoleuca
ENSMPUP00000002265	ENSMPUG00000002289	Mustela_putorius_furo
ENSNVIP00000019459	ENSNVIG00000015072	Neovison_vison
ENSCAFP00020028419	ENSCAFG00020022253	Canis_lupus_dingo
ENSCAFP00000005102	ENSCAFG00000003420	Canis_lupus_familiaris
ENSVVUP00000027813	ENSVVUG00000020352	Vulpes_vulpes
ENSPTIP00000025164	ENSPTIG00000021041	Panthera_tigris_altaica
ENSPPRP00000024929	ENSPPRG00000015169	Panthera_pardus
ENSFCAP00000057364	ENSFCAG00000007968	Felis_catus
ENSEEUP00000001671	ENSEEUG00000001832	Erinaceus_europaeus
ENSSARP00000008698	ENSSARG00000009609	Sorex_araneus
ENSCCNP00000031069	ENSCCNG00000029633	Castor_canadensis
ENSDORP00000002641	ENSDORG00000002810	Dipodomys_ordii
ENSHGLP00000006763	ENSHGLG00000004935	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025748	ENSHGLG00100018886	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013005	ENSFDAG00000020322	Fukomys_damarensis
ENSCLAP00000012201	ENSCLAG00000008415	Chinchilla_lanigera
ENSODEP00000022471	ENSODEG00000016490	Octodon_degus
ENSCAPP00000013609	ENSCAPG00000014198	Cavia_aperea
ENSCPOP00000018356	ENSCPOG00000021853	Cavia_porcellus
