ENSCGRP00001010020	ENSCGRG00001012009	Cricetulus_griseus_CHOK1GS_HDv1
ENSCAFP00020010901	ENSCAFG00020008822	Canis_lupus_dingo
ENSHGLP00100008822	ENSHGLG00100006563	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008395	ENSHGLG00000006069	Heterocephalus_glaber_HetGla_female_1.0
ENSCAPP00000013443	ENSCAPG00000014062	Cavia_aperea
ENSCLAP00000012958	ENSCLAG00000008943	Chinchilla_lanigera
ENSODEP00000006727	ENSODEG00000005033	Octodon_degus
ENSODEP00000022928	ENSODEG00000016828	Octodon_degus
ENSODEP00000004152	ENSODEG00000003165	Octodon_degus
ENSODEP00000000248	ENSODEG00000000221	Octodon_degus
ENSMOCP00000010724	ENSMOCG00000010964	Microtus_ochrogaster
ENSOCUP00000041408	ENSOCUG00000023163	Oryctolagus_cuniculus
ENSGGOP00000039478	ENSGGOG00000027482	Gorilla_gorilla
ENSNLEP00000036268	ENSNLEG00000030884	Nomascus_leucogenys
ENSCANP00000034995	ENSCANG00000041172	Colobus_angolensis_palliatus
ENSRROP00000020043	ENSRROG00000033974	Rhinopithecus_roxellana
ENSMFAP00000002117	ENSMFAG00000040995	Macaca_fascicularis
ENSCATP00000012702	ENSCATG00000030502	Cercocebus_atys
ENSMLEP00000012557	ENSMLEG00000030461	Mandrillus_leucophaeus
ENSPPAP00000035697	ENSPPAG00000040638	Pan_paniscus
ENSPTRP00000091768	ENSPTRG00000045571	Pan_troglodytes
ENSGGOP00000017778	ENSGGOG00000038737	Gorilla_gorilla
ENSPTEP00000029276	ENSPTEG00000028713	Piliocolobus_tephrosceles
ENSPCOP00000015360	ENSPCOG00000019414	Propithecus_coquereli
ENSMSIP00000000686	ENSMSIG00000000720	Mus_spicilegus
ENSEEUP00000008391	ENSEEUG00000009240	Erinaceus_europaeus
ENSSHAP00000010967	ENSSHAG00000009452	Sarcophilus_harrisii
ENSSPAP00000006809	ENSSPAG00000005240	Stegastes_partitus
