ENSCPBP00000010868	ENSCPBG00000008334	Chrysemys_picta_bellii
ENSCJPP00005008617	ENSCJPG00005007681	Coturnix_japonica
ENSMNEP00000039075	ENSMNEG00000042507	Macaca_nemestrina
ENSTGEP00000030818	ENSTGEG00000024713	Theropithecus_gelada
ENSSDAP00000017439	ENSSDAG00000015838	Spermophilus_dauricus
ENSNBRP00000000712	ENSNBRG00000000646	Neolamprologus_brichardi
ENSPNYP00000006145	ENSPNYG00000004730	Pundamilia_nyererei
ENSPNYP00000006231	ENSPNYG00000004805	Pundamilia_nyererei
ENSMZEP00005028184	ENSMZEG00005021024	Maylandia_zebra
ENSNBRP00000006468	ENSNBRG00000005095	Neolamprologus_brichardi
ENSACIP00000024748	ENSACIG00000019206	Amphilophus_citrinellus
ENSFHEP00000009920	ENSFHEG00000011206	Fundulus_heteroclitus
ENSAPOP00000008132	ENSAPOG00000010212	Acanthochromis_polyacanthus
ENSHHUP00000068243	ENSHHUG00000040233	Hucho_hucho
ENSAMXP00005016238	ENSAMXG00005008490	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
