ENSPCIP00000001479	ENSPCIG00000001188	Phascolarctos_cinereus
ENSVURP00010023548	ENSVURG00010018041	Vombatus_ursinus
ENSMEUP00000002788	ENSMEUG00000003056	Notamacropus_eugenii
ENSSHAP00000016895	ENSSHAG00000014370	Sarcophilus_harrisii
ENSMODP00000041845	ENSMODG00000042585	Monodelphis_domestica
ENSMOCP00000014698	ENSMOCG00000014120	Microtus_ochrogaster
ENSPEMP00000007530	ENSPEMG00000009454	Peromyscus_maniculatus_bairdii
ENSCGRP00015020864	ENSCGRG00015015929	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001027088	ENSCGRG00001024193	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000004489	ENSCGRG00000003305	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000023156	ENSMAUG00000020376	Mesocricetus_auratus
MGP_SPRETEiJ_P0028445	MGP_SPRETEiJ_G0017303	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000025238	ENSMSIG00000021305	Mus_spicilegus
ENSMUSP00000019076	ENSMUSG00000018932	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0027073	MGP_CAROLIEiJ_G0016468	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033836	MGP_PahariEiJ_G0017598	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008679	ENSRNOG00000006612	Rattus_norvegicus
ENSRNOP00000065373	ENSRNOG00000049132	Rattus_norvegicus
ENSMUGP00000029557	ENSMUGG00000024515	Meriones_unguiculatus
ENSNGAP00000019929	ENSNGAG00000019589	Nannospalax_galili
ENSJJAP00000012160	ENSJJAG00000015272	Jaculus_jaculus
ENSCCNP00000011251	ENSCCNG00000011647	Castor_canadensis
ENSCPOP00000000123	ENSCPOG00000000140	Cavia_porcellus
ENSCAPP00000017611	ENSCAPG00000017227	Cavia_aperea
ENSODEP00000010160	ENSODEG00000007596	Octodon_degus
ENSCLAP00000000622	ENSCLAG00000000500	Chinchilla_lanigera
ENSHGLP00000004822	ENSHGLG00000003540	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018053	ENSHGLG00100013310	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020581	ENSFDAG00000008338	Fukomys_damarensis
ENSUPAP00010017857	ENSUPAG00010014210	Urocitellus_parryii
ENSSDAP00000024839	ENSSDAG00000022591	Spermophilus_dauricus
ENSSTOP00000008607	ENSSTOG00000009595	Ictidomys_tridecemlineatus
ENSCJAP00000059362	ENSCJAG00000048160	Callithrix_jacchus
ENSSBOP00000037876	ENSSBOG00000034974	Saimiri_boliviensis_boliviensis
ENSPANP00000019790	ENSPANG00000023551	Papio_anubis
ENSCATP00000016681	ENSCATG00000032263	Cercocebus_atys
