ENSCABP00000019093	ENSCABG00000014103	Chelonoidis_abingdonii
ENSGAGP00000006998	ENSGAGG00000005635	Gopherus_agassizii
ENSCPBP00000009748	ENSCPBG00000007524	Chrysemys_picta_bellii
ENSPSIP00000011485	ENSPSIG00000010376	Pelodiscus_sinensis
ENSAOWP00000016245	ENSAOWG00000011081	Apteryx_owenii
ENSARWP00000005051	ENSARWG00000003637	Apteryx_rowi
ENSAHAP00000004995	ENSAHAG00000003885	Apteryx_haastii
ENSDNVP00000019938	ENSDNVG00000013952	Dromaius_novaehollandiae
ENSNPEP00000004939	ENSNPEG00000003766	Nothoprocta_perdicaria
ENSABRP00000017354	ENSABRG00000015126	Anser_brachyrhynchus
ENSAPLP00000013942	ENSAPLG00000014116	Anas_platyrhynchos_platyrhynchos
ENSGALP00000046638	ENSGALG00000038848	Gallus_gallus
ENSCJPP00005010111	ENSCJPG00005008848	Coturnix_japonica
ENSNMEP00000020920	ENSNMEG00000017953	Numida_meleagris
ENSCPGP00000006011	ENSCPGG00000004306	Calidris_pygmaea
ENSCPUP00000011112	ENSCPUG00000007878	Calidris_pugnax
ENSSCAP00000020429	ENSSCAG00000014719	Serinus_canaria
ENSLSDP00000022379	ENSLSDG00000015821	Lonchura_striata_domestica
ENSPMJP00000007998	ENSPMJG00000006547	Parus_major
ENSJHYP00000007007	ENSJHYG00000005635	Junco_hyemalis
ENSLCOP00000012367	ENSLCOG00000008956	Lepidothrix_coronata
ENSFALP00000015030	ENSFALG00000014415	Ficedula_albicollis
ENSCCEP00000003547	ENSCCEG00000003921	Cyanistes_caeruleus
ENSMGAP00000003440	ENSMGAG00000003712	Meleagris_gallopavo
ENSMUNP00000012670	ENSMUNG00000009922	Melopsittacus_undulatus
ENSTGUP00000000345	ENSTGUG00000000339	Taeniopygia_guttata
ENSMVIP00005024786	ENSMVIG00005017368	Manacus_vitellinus
ENSPVIP00000009921	ENSPVIG00000007889	Pogona_vitticeps
ENSACAP00000014746	ENSACAG00000015018	Anolis_carolinensis
ENSNSUP00000000317	ENSNSUG00000000337	Notechis_scutatus
ENSSMRP00000023408	ENSSMRG00000018167	Salvator_merianae
ENSCPRP00005011153	ENSCPRG00005007971	Crocodylus_porosus
ENSVURP00010000385	ENSVURG00010000371	Vombatus_ursinus
ENSPCIP00000013131	ENSPCIG00000010374	Phascolarctos_cinereus
ENSMEUP00000005429	ENSMEUG00000005940	Notamacropus_eugenii
ENSSHAP00000011033	ENSSHAG00000009505	Sarcophilus_harrisii
ENSMODP00000007337	ENSMODG00000005933	Monodelphis_domestica
ENSEEUP00000011082	ENSEEUG00000012182	Erinaceus_europaeus
ENSDORP00000007604	ENSDORG00000008104	Dipodomys_ordii
ENSSTOP00000000359	ENSSTOG00000000399	Ictidomys_tridecemlineatus
ENSUPAP00010006739	ENSUPAG00010005415	Urocitellus_parryii
ENSMMMP00000011178	ENSMMMG00000009968	Marmota_marmota_marmota
ENSCCNP00000004528	ENSCCNG00000004812	Castor_canadensis
ENSOCUP00000007904	ENSOCUG00000009161	Oryctolagus_cuniculus
ENSOPRP00000007057	ENSOPRG00000007719	Ochotona_princeps
ENSTSYP00000023527	ENSTSYG00000036984	Carlito_syrichta
ENSTBEP00000012361	ENSTBEG00000014273	Tupaia_belangeri
ENSHGLP00100009472	ENSHGLG00100007022	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024643	ENSHGLG00000017569	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007121	ENSFDAG00000015708	Fukomys_damarensis
ENSCLAP00000020432	ENSCLAG00000014001	Chinchilla_lanigera
ENSODEP00000002372	ENSODEG00000001847	Octodon_degus
ENSCPOP00000029828	ENSCPOG00000038944	Cavia_porcellus
ENSMUSP00000021922	ENSMUSG00000021469	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0036018	MGP_SPRETEiJ_G0019408	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000008419	ENSMSIG00000007490	Mus_spicilegus
MGP_CAROLIEiJ_P0034384	MGP_CAROLIEiJ_G0018528	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040992	MGP_PahariEiJ_G0019594	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000024765	ENSRNOG00000018355	Rattus_norvegicus
ENSMUGP00000022124	ENSMUGG00000018575	Meriones_unguiculatus
ENSCGRP00001007725	ENSCGRG00001010113	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015025208	ENSCGRG00015019136	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000010523	ENSCGRG00000007724	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011033	ENSMAUG00000011757	Mesocricetus_auratus
ENSPEMP00000035478	ENSPEMG00000026392	Peromyscus_maniculatus_bairdii
ENSMOCP00000015020	ENSMOCG00000014346	Microtus_ochrogaster
ENSNGAP00000016064	ENSNGAG00000016909	Nannospalax_galili
