Y39G10AR.2a.1	WBGene00021460	Caenorhabditis_elegans_strain_N2	Y39G10AR.2a.1
FBpp0085138	FBgn0061476	Drosophila_melanogaster	FBtr0085777
ENSSPUP00000017538	ENSSPUG00000013505	Sphenodon_punctatus	ENSSPUT00000018669
ENSSPUP00000009827	ENSSPUG00000007606	Sphenodon_punctatus	ENSSPUT00000010474
ENSPVIP00000017147	ENSPVIG00000013225	Pogona_vitticeps	ENSPVIT00000021417
ENSACAP00000009687	ENSACAG00000009844	Anolis_carolinensis	ENSACAT00000009884
ENSNSUP00000004961	ENSNSUG00000003975	Notechis_scutatus
ENSSMRP00000028051	ENSSMRG00000021573	Salvator_merianae
ENSPMJP00000013040	ENSPMJG00000009977	Parus_major
ENSCCEP00000006740	ENSCCEG00000007189	Cyanistes_caeruleus
ENSFALP00000013361	ENSFALG00000012802	Ficedula_albicollis
ENSJHYP00000018098	ENSJHYG00000013800	Junco_hyemalis
ENSZALP00000006695	ENSZALG00000006061	Zonotrichia_albicollis
ENSSCAP00000014078	ENSSCAG00000010364	Serinus_canaria
ENSLSDP00000016208	ENSLSDG00000011685	Lonchura_striata_domestica
ENSTGUP00000009738	ENSTGUG00000009439	Taeniopygia_guttata
ENSMVIP00005013781	ENSMVIG00005009968	Manacus_vitellinus
ENSLCOP00000006483	ENSLCOG00000004815	Lepidothrix_coronata
ENSMUNP00000011410	ENSMUNG00000008960	Melopsittacus_undulatus
ENSCPGP00000008141	ENSCPGG00000005795	Calidris_pygmaea
ENSCPUP00000025472	ENSCPUG00000017229	Calidris_pugnax
ENSABRP00000009567	ENSABRG00000008567	Anser_brachyrhynchus
ENSAPLP00000000599	ENSAPLG00000000968	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005026984	ENSCJPG00005020968	Coturnix_japonica
ENSMGAP00000010195	ENSMGAG00000009851	Meleagris_gallopavo
ENSGALP00000012527	ENSGALG00000007736	Gallus_gallus
ENSNMEP00000027838	ENSNMEG00000023251	Numida_meleagris
ENSAOWP00000024609	ENSAOWG00000016616	Apteryx_owenii
ENSAHAP00000001465	ENSAHAG00000001247	Apteryx_haastii
ENSARWP00000005957	ENSARWG00000004263	Apteryx_rowi
ENSDNVP00000015416	ENSDNVG00000010864	Dromaius_novaehollandiae
ENSNPEP00000011531	ENSNPEG00000008662	Nothoprocta_perdicaria
ENSCPRP00005000850	ENSCPRG00005000651	Crocodylus_porosus
ENSGAGP00000005597	ENSGAGG00000004546	Gopherus_agassizii
ENSCABP00000021978	ENSCABG00000016148	Chelonoidis_abingdonii
ENSCPBP00000019519	ENSCPBG00000014089	Chrysemys_picta_bellii
ENSPSIP00000012649	ENSPSIG00000011386	Pelodiscus_sinensis
ENSPVAP00000000064	ENSPVAG00000000070	Pteropus_vampyrus
ENSMLUP00000010779	ENSMLUG00000011819	Myotis_lucifugus
ENSUMAP00000016579	ENSUMAG00000012145	Ursus_maritimus
ENSUAMP00000030298	ENSUAMG00000023230	Ursus_americanus
ENSAMEP00000003464	ENSAMEG00000003251	Ailuropoda_melanoleuca
ENSNVIP00000020906	ENSNVIG00000016326	Neovison_vison
ENSMPUP00000000329	ENSMPUG00000000333	Mustela_putorius_furo
ENSCAFP00000025509	ENSCAFG00000017312	Canis_lupus_familiaris
ENSCAFP00020010275	ENSCAFG00020008215	Canis_lupus_dingo
ENSVVUP00000019691	ENSVVUG00000014559	Vulpes_vulpes
ENSPPRP00000005692	ENSPPRG00000001390	Panthera_pardus
ENSPTIP00000010818	ENSPTIG00000011456	Panthera_tigris_altaica
ENSFCAP00000061337	ENSFCAG00000012294	Felis_catus
ENSECAP00000038519	ENSECAG00000018367	Equus_caballus
ENSEASP00005008863	ENSEASG00005006339	Equus_asinus_asinus
ENSOARP00000019558	ENSOARG00000018225	Ovis_aries
ENSCHIP00000015077	ENSCHIG00000015830	Capra_hircus
ENSBIXP00005027861	ENSBIXG00005029921	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000010061	ENSBIXG00000015637	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00000040008	ENSBIXG00000024054	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000006867	ENSBTAG00000005213	Bos_taurus
ENSBMUP00000007677	ENSBMUG00000006013	Bos_mutus
ENSBBBP00000000261	ENSBBBG00000007486	Bison_bison_bison
ENSTTRP00000009688	ENSTTRG00000010212	Tursiops_truncatus
ENSSSCP00000058909	ENSSSCG00000004946	Sus_scrofa_strain_reference
ENSVPAP00000006268	ENSVPAG00000006747	Vicugna_pacos
ENSMSIP00000004460	ENSMSIG00000003872	Mus_spicilegus
MGP_SPRETEiJ_P0091910	MGP_SPRETEiJ_G0033477	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000112790	ENSMUSG00000032400	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0088285	MGP_CAROLIEiJ_G0032338	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0023929	MGP_PahariEiJ_G0015204	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012404	ENSRNOG00000009303	Rattus_norvegicus
ENSMUGP00000027848	ENSMUGG00000023141	Meriones_unguiculatus
ENSPEMP00000014823	ENSPEMG00000014485	Peromyscus_maniculatus_bairdii
ENSMOCP00000019056	ENSMOCG00000017159	Microtus_ochrogaster
ENSCGRP00015026756	ENSCGRG00015020145	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001480	ENSCGRG00000001135	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018522	ENSCGRG00001018206	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000024335	ENSMAUG00000021210	Mesocricetus_auratus
ENSNGAP00000015693	ENSNGAG00000016626	Nannospalax_galili
ENSJJAP00000005248	ENSJJAG00000010189	Jaculus_jaculus
ENSCCNP00000031958	ENSCCNG00000030357	Castor_canadensis
ENSDORP00000015326	ENSDORG00000016288	Dipodomys_ordii
ENSHGLP00000022520	ENSHGLG00000016059	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016934	ENSHGLG00100012491	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000003755	ENSFDAG00000013130	Fukomys_damarensis
ENSCPOP00000001121	ENSCPOG00000001241	Cavia_porcellus
ENSCAPP00000002846	ENSCAPG00000005747	Cavia_aperea
ENSCLAP00000014661	ENSCLAG00000010124	Chinchilla_lanigera
ENSODEP00000022307	ENSODEG00000016374	Octodon_degus
ENSSDAP00000016652	ENSSDAG00000015070	Spermophilus_dauricus
ENSSTOP00000008619	ENSSTOG00000009607	Ictidomys_tridecemlineatus
ENSMMMP00000006793	ENSMMMG00000006077	Marmota_marmota_marmota
ENSUPAP00010022811	ENSUPAG00010018079	Urocitellus_parryii
ENSOCUP00000016556	ENSOCUG00000008800	Oryctolagus_cuniculus
ENSOPRP00000007159	ENSOPRG00000007811	Ochotona_princeps
ENSP00000311429	ENSG00000174442	Homo_sapiens
ENSGGOP00000003643	ENSGGOG00000003703	Gorilla_gorilla
ENSPPAP00000021349	ENSPPAG00000033861	Pan_paniscus
ENSPTRP00000073617	ENSPTRG00000007196	Pan_troglodytes
ENSPPYP00000007461	ENSPPYG00000006579	Pongo_abelii
ENSNLEP00000015713	ENSNLEG00000012950	Nomascus_leucogenys
ENSMMUP00000080813	ENSMMUG00000029588	Macaca_mulatta
ENSMFAP00000000145	ENSMFAG00000036529	Macaca_fascicularis
ENSMNEP00000022603	ENSMNEG00000034955	Macaca_nemestrina
ENSCSAP00000009385	ENSCSAG00000013218	Chlorocebus_sabaeus
ENSTGEP00000031051	ENSTGEG00000024883	Theropithecus_gelada
ENSPANP00000014162	ENSPANG00000016646	Papio_anubis
