ENSCABP00000026903	ENSCABG00000019758	Chelonoidis_abingdonii
ENSGAGP00000016837	ENSGAGG00000012578	Gopherus_agassizii
ENSCPBP00000032594	ENSCPBG00000022858	Chrysemys_picta_bellii
ENSPSIP00000010384	ENSPSIG00000009292	Pelodiscus_sinensis
ENSCPRP00005002482	ENSCPRG00005001801	Crocodylus_porosus
ENSCPGP00000005550	ENSCPGG00000004008	Calidris_pygmaea
ENSCPUP00000020196	ENSCPUG00000013808	Calidris_pugnax
ENSLCOP00000021749	ENSLCOG00000015359	Lepidothrix_coronata
ENSMVIP00005017105	ENSMVIG00005012221	Manacus_vitellinus
ENSTGUP00000008396	ENSTGUG00000008127	Taeniopygia_guttata
ENSLSDP00000025742	ENSLSDG00000017983	Lonchura_striata_domestica
ENSJHYP00000003896	ENSJHYG00000003217	Junco_hyemalis
ENSZALP00000021946	ENSZALG00000017122	Zonotrichia_albicollis
ENSSCAP00000007045	ENSSCAG00000005452	Serinus_canaria
ENSFALP00000001027	ENSFALG00000000989	Ficedula_albicollis
ENSPMJP00000007540	ENSPMJG00000006199	Parus_major
ENSCCEP00000018544	ENSCCEG00000016974	Cyanistes_caeruleus
ENSMUNP00000018706	ENSMUNG00000014312	Melopsittacus_undulatus
ENSABRP00000003530	ENSABRG00000003286	Anser_brachyrhynchus
ENSAPLP00000027893	ENSAPLG00000028823	Anas_platyrhynchos_platyrhynchos
ENSGALP00000042443	ENSGALG00000005769	Gallus_gallus
ENSCJPP00005003675	ENSCJPG00005003816	Coturnix_japonica
ENSMGAP00000006184	ENSMGAG00000006185	Meleagris_gallopavo
ENSNMEP00000010810	ENSNMEG00000010204	Numida_meleagris
ENSAOWP00000025499	ENSAOWG00000017182	Apteryx_owenii
ENSAHAP00000017014	ENSAHAG00000011984	Apteryx_haastii
ENSARWP00000014650	ENSARWG00000009964	Apteryx_rowi
ENSDNVP00000009844	ENSDNVG00000006954	Dromaius_novaehollandiae
ENSNPEP00000018085	ENSNPEG00000013463	Nothoprocta_perdicaria
ENSPVIP00000033024	ENSPVIG00000024170	Pogona_vitticeps
ENSACAP00000009118	ENSACAG00000009260	Anolis_carolinensis
ENSNSUP00000026591	ENSNSUG00000019083	Notechis_scutatus
ENSSMRP00000019304	ENSSMRG00000015041	Salvator_merianae
ENSPCIP00000007009	ENSPCIG00000005960	Phascolarctos_cinereus
ENSVURP00010005896	ENSVURG00010004570	Vombatus_ursinus
ENSMEUP00000008472	ENSMEUG00000009282	Notamacropus_eugenii
ENSSHAP00000021972	ENSSHAG00000018597	Sarcophilus_harrisii
ENSMODP00000052229	ENSMODG00000007933	Monodelphis_domestica
ENSDORP00000013895	ENSDORG00000014771	Dipodomys_ordii
ENSCCNP00000028131	ENSCCNG00000027097	Castor_canadensis
ENSHGLP00000012365	ENSHGLG00000008834	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014112	ENSHGLG00100010433	Heterocephalus_glaber_HetGla_1.0
