ENSCHAP00000010065	ENSCHAG00000005822	Clupea_harengus
ENSDCDP00000002273	ENSDCDG00000001163	Denticeps_clupeoides
ENSEEEP00000049105	ENSEEEG00000023077	Electrophorus_electricus
ENSIPUP00000003200	ENSIPUG00000002273	Ictalurus_punctatus
ENSAMXP00000014475	ENSAMXG00000014074	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005041669	ENSAMXG00005019498	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000033554	ENSPNAG00000022283	Pygocentrus_nattereri
ENSDARP00000149674	ENSDARG00000086737	Danio_rerio
ENSHHUP00000006214	ENSHHUG00000003838	Hucho_hucho
ENSHHUP00000032014	ENSHHUG00000020312	Hucho_hucho
ENSELUP00000012308	ENSELUG00000012562	Esox_lucius
ENSCGOP00000046892	ENSCGOG00000021063	Cottoperca_gobio
ENSGACP00000019439	ENSGACG00000014718	Gasterosteus_aculeatus
ENSTRUP00000052576	ENSTRUG00000020258	Takifugu_rubripes
ENSTNIP00000021300	ENSTNIG00000018134	Tetraodon_nigroviridis
ENSMMOP00000028464	ENSMMOG00000021499	Mola_mola
ENSCSEP00000032971	ENSCSEG00000021167	Cynoglossus_semilaevis
ENSGWIP00000039245	ENSGWIG00000019956	Gouania_willdenowi
ENSPLAP00000015580	ENSPLAG00000019555	Poecilia_latipinna
ENSPMEP00000013224	ENSPMEG00000015496	Poecilia_mexicana
ENSPFOP00000000843	ENSPFOG00000000871	Poecilia_formosa
ENSPREP00000018187	ENSPREG00000012308	Poecilia_reticulata
ENSGAFP00000018529	ENSGAFG00000012465	Gambusia_affinis
ENSXMAP00000028303	ENSXMAG00000021066	Xiphophorus_maculatus
ENSXCOP00000009109	ENSXCOG00000006945	Xiphophorus_couchianus
ENSFHEP00000000632	ENSFHEG00000001352	Fundulus_heteroclitus
ENSCVAP00000021324	ENSCVAG00000000107	Cyprinodon_variegatus
ENSKMAP00000008097	ENSKMAG00000006080	Kryptolebias_marmoratus
ENSORLP00020003442	ENSORLG00020004242	Oryzias_latipes_ASM223471v1
ENSORLP00015006431	ENSORLG00015007267	Oryzias_latipes_ASM223469v1
ENSORLP00000005363	ENSORLG00000004286	Oryzias_latipes_ASM223467v1
ENSOMEP00000033927	ENSOMEG00000020210	Oryzias_melastigma
ENSLCRP00005027543	ENSLCRG00005010885	Larimichthys_crocea
ENSMALP00000030998	ENSMALG00000021421	Monopterus_albus
ENSMAMP00000014088	ENSMAMG00000009565	Mastacembelus_armatus
ENSATEP00000008382	ENSATEG00000005875	Anabas_testudineus
