ENSLACP00000006587	ENSLACG00000005839	Latimeria_chalumnae
ENSXETP00000000106	ENSXETG00000000671	Xenopus_tropicalis
ENSORLP00015017783	ENSORLG00015018864	Oryzias_latipes_ASM223469v1
ENSORLP00000001024	ENSORLG00000000833	Oryzias_latipes_ASM223467v1
ENSORLP00020003134	ENSORLG00020003904	Oryzias_latipes_ASM223471v1
ENSOMEP00000034149	ENSOMEG00000020631	Oryzias_melastigma
ENSPRNP00000009501	ENSPRNG00000005538	Parambassis_ranga
ENSLCRP00005032771	ENSLCRG00005012898	Larimichthys_crocea
ENSAPEP00000018019	ENSAPEG00000012860	Amphiprion_percula
ENSAOCP00000018027	ENSAOCG00000023179	Amphiprion_ocellaris
ENSSPAP00000004988	ENSSPAG00000003814	Stegastes_partitus
ENSAPOP00000028758	ENSAPOG00000014250	Acanthochromis_polyacanthus
ENSXMAP00000031537	ENSXMAG00000012268	Xiphophorus_maculatus
ENSXCOP00000001091	ENSXCOG00000000879	Xiphophorus_couchianus
ENSGAFP00000005737	ENSGAFG00000003850	Gambusia_affinis
ENSPFOP00000000030	ENSPFOG00000000030	Poecilia_formosa
ENSPLAP00000000486	ENSPLAG00000001324	Poecilia_latipinna
ENSPREP00000001594	ENSPREG00000001095	Poecilia_reticulata
ENSCVAP00000032169	ENSCVAG00000022050	Cyprinodon_variegatus
ENSFHEP00000011630	ENSFHEG00000013105	Fundulus_heteroclitus
ENSKMAP00000016946	ENSKMAG00000012644	Kryptolebias_marmoratus
ENSGWIP00000021073	ENSGWIG00000011345	Gouania_willdenowi
ENSACLP00000035076	ENSACLG00000023737	Astatotilapia_calliptera
ENSMZEP00005032504	ENSMZEG00005024219	Maylandia_zebra
ENSHBUP00000018141	ENSHBUG00000020267	Haplochromis_burtoni
ENSPNYP00000030415	ENSPNYG00000022914	Pundamilia_nyererei
ENSNBRP00000023566	ENSNBRG00000018031	Neolamprologus_brichardi
ENSONIP00000013344	ENSONIG00000010614	Oreochromis_niloticus
ENSMAMP00000020533	ENSMAMG00000013827	Mastacembelus_armatus
ENSMALP00000022571	ENSMALG00000015752	Monopterus_albus
ENSATEP00000016919	ENSATEG00000011729	Anabas_testudineus
ENSLBEP00000007594	ENSLBEG00000005839	Labrus_bergylta
ENSSMAP00000001009	ENSSMAG00000000641	Scophthalmus_maximus
ENSCSEP00000033821	ENSCSEG00000021697	Cynoglossus_semilaevis
ENSSLDP00000000892	ENSSLDG00000000751	Seriola_lalandi_dorsalis
ENSSDUP00000023948	ENSSDUG00000017399	Seriola_dumerili
ENSLCAP00010036785	ENSLCAG00010017104	Lates_calcarifer
ENSCGOP00000020035	ENSCGOG00000009109	Cottoperca_gobio
ENSGACP00000010821	ENSGACG00000008159	Gasterosteus_aculeatus
ENSTRUP00000056795	ENSTRUG00000022441	Takifugu_rubripes
ENSTNIP00000008318	ENSTNIG00000005616	Tetraodon_nigroviridis
ENSMMOP00000024527	ENSMMOG00000018654	Mola_mola
ENSBSLP00000004355	ENSBSLG00000002249	Betta_splendens
ENSPMGP00000028167	ENSPMGG00000022665	Periophthalmus_magnuspinnatus	ENSPMGT00000029994
ENSHCOP00000007416	ENSHCOG00000009462	Hippocampus_comes
ENSGMOP00000011898	ENSGMOG00000011112	Gadus_morhua
ENSHHUP00000046498	ENSHHUG00000028273	Hucho_hucho
ENSELUP00000017651	ENSELUG00000017339	Esox_lucius
ENSIPUP00000034285	ENSIPUG00000023029	Ictalurus_punctatus
ENSEEEP00000008516	ENSEEEG00000004427	Electrophorus_electricus
ENSAMXP00005046857	ENSAMXG00005021559	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018215	ENSAMXG00000017685	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022598	ENSPNAG00000030006	Pygocentrus_nattereri
ENSDARP00000144296	ENSDARG00000077607	Danio_rerio
ENSDCDP00000053463	ENSDCDG00000032050	Denticeps_clupeoides
ENSDCDP00000053274	ENSDCDG00000031985	Denticeps_clupeoides
ENSCHAP00000004019	ENSCHAG00000001753	Clupea_harengus
ENSPKIP00000003938	ENSPKIG00000021221	Paramormyrops_kingsleyae
ENSSFOP00015015709	ENSSFOG00015010105	Scleropages_formosus
ENSLOCP00000009837	ENSLOCG00000008097	Lepisosteus_oculatus
ENSECRP00000022749	ENSECRG00000015381	Erpetoichthys_calabaricus
ENSPCIP00000038121	ENSPCIG00000028064	Phascolarctos_cinereus
ENSVURP00010027841	ENSVURG00010021311	Vombatus_ursinus
ENSMEUP00000002490	ENSMEUG00000002725	Notamacropus_eugenii
ENSSHAP00000010825	ENSSHAG00000009332	Sarcophilus_harrisii
ENSMODP00000006529	ENSMODG00000005295	Monodelphis_domestica
MGP_SPRETEiJ_P0089373	MGP_SPRETEiJ_G0032627	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000034375	ENSMUSG00000031901	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000006478	ENSMSIG00000005777	Mus_spicilegus
MGP_PahariEiJ_P0054126	MGP_PahariEiJ_G0023109	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026827	ENSRNOG00000019819	Rattus_norvegicus
ENSMUGP00000020259	ENSMUGG00000017115	Meriones_unguiculatus
ENSPEMP00000018383	ENSPEMG00000016993	Peromyscus_maniculatus_bairdii
ENSMOCP00000012852	ENSMOCG00000012829	Microtus_ochrogaster
ENSCGRP00015011100	ENSCGRG00015008558	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000012278	ENSCGRG00000008944	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001010617	ENSCGRG00001012463	Cricetulus_griseus_CHOK1GS_HDv1
ENSNGAP00000010653	ENSNGAG00000013003	Nannospalax_galili
ENSJJAP00000000793	ENSJJAG00000000630	Jaculus_jaculus
ENSDORP00000001548	ENSDORG00000001654	Dipodomys_ordii
ENSCCNP00000014779	ENSCCNG00000015259	Castor_canadensis
ENSCLAP00000006433	ENSCLAG00000004546	Chinchilla_lanigera
ENSCPOP00000012384	ENSCPOG00000013747	Cavia_porcellus
ENSHGLP00100017665	ENSHGLG00100013033	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026548	ENSHGLG00000018885	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007668	ENSFDAG00000016111	Fukomys_damarensis
ENSSDAP00000020042	ENSSDAG00000018261	Spermophilus_dauricus
ENSSTOP00000001849	ENSSTOG00000002066	Ictidomys_tridecemlineatus
ENSMMMP00000016361	ENSMMMG00000014535	Marmota_marmota_marmota
ENSOCUP00000008651	ENSOCUG00000010043	Oryctolagus_cuniculus
ENSOPRP00000012702	ENSOPRG00000013920	Ochotona_princeps
ENSTBEP00000005556	ENSTBEG00000006443	Tupaia_belangeri
ENSPPAP00000013491	ENSPPAG00000029892	Pan_paniscus
ENSPTRP00000039555	ENSPTRG00000008259	Pan_troglodytes
ENSP00000455229	ENSG00000167264	Homo_sapiens
ENSPPYP00000008450	ENSPPYG00000007482	Pongo_abelii
ENSRBIP00000009594	ENSRBIG00000028682	Rhinopithecus_bieti
ENSRROP00000033395	ENSRROG00000040280	Rhinopithecus_roxellana
ENSCANP00000017056	ENSCANG00000031996	Colobus_angolensis_palliatus
ENSMMUP00000079931	ENSMMUG00000021841	Macaca_mulatta
ENSMFAP00000040259	ENSMFAG00000046270	Macaca_fascicularis
ENSMNEP00000016786	ENSMNEG00000032376	Macaca_nemestrina
ENSPANP00000010244	ENSPANG00000022609	Papio_anubis
ENSTGEP00000009781	ENSTGEG00000008047	Theropithecus_gelada
ENSCATP00000013253	ENSCATG00000030756	Cercocebus_atys
ENSCSAP00000000397	ENSCSAG00000004050	Chlorocebus_sabaeus
ENSNLEP00000006190	ENSNLEG00000005100	Nomascus_leucogenys
ENSGGOP00000007226	ENSGGOG00000007381	Gorilla_gorilla
ENSMLEP00000007272	ENSMLEG00000027642	Mandrillus_leucophaeus
ENSPTEP00000011603	ENSPTEG00000013071	Piliocolobus_tephrosceles
ENSCJAP00000029178	ENSCJAG00000015797	Callithrix_jacchus
ENSCJAP00000078089	ENSCJAG00000063728	Callithrix_jacchus
ENSSBOP00000023769	ENSSBOG00000028381	Saimiri_boliviensis_boliviensis
ENSCCAP00000000108	ENSCCAG00000000046	Cebus_capucinus_imitator
ENSANAP00000010326	ENSANAG00000023126	Aotus_nancymaae
ENSTSYP00000016244	ENSTSYG00000013135	Carlito_syrichta
ENSPCOP00000027178	ENSPCOG00000026045	Propithecus_coquereli
ENSPSMP00000020693	ENSPSMG00000014591	Prolemur_simus
ENSMICP00000045123	ENSMICG00000011354	Microcebus_murinus
ENSOGAP00000015130	ENSOGAG00000016897	Otolemur_garnettii
ENSBIXP00000033015	ENSBIXG00000002340	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005021101	ENSBIXG00005024133	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000019500	ENSBTAG00000014644	Bos_taurus
ENSBMUP00000003477	ENSBMUG00000002737	Bos_mutus
ENSBBBP00000007816	ENSBBBG00000015886	Bison_bison_bison
ENSOARP00000003547	ENSOARG00000003325	Ovis_aries
ENSCHIP00000027010	ENSCHIG00000023088	Capra_hircus
ENSTTRP00000013853	ENSTTRG00000014610	Tursiops_truncatus
ENSVPAP00000002383	ENSVPAG00000002580	Vicugna_pacos
ENSECAP00000031090	ENSECAG00000023209	Equus_caballus
ENSEASP00005030134	ENSEASG00005020405	Equus_asinus_asinus
ENSPVAP00000015688	ENSPVAG00000016624	Pteropus_vampyrus
ENSMLUP00000005402	ENSMLUG00000005904	Myotis_lucifugus
ENSEEUP00000004500	ENSEEUG00000004923	Erinaceus_europaeus
ENSSARP00000012814	ENSSARG00000014170	Sorex_araneus
ENSUAMP00000020448	ENSUAMG00000016114	Ursus_americanus
ENSUMAP00000026373	ENSUMAG00000019192	Ursus_maritimus
ENSAMEP00000008532	ENSAMEG00000008115	Ailuropoda_melanoleuca
ENSMPUP00000006870	ENSMPUG00000006925	Mustela_putorius_furo
ENSNVIP00000011442	ENSNVIG00000009038	Neovison_vison
ENSCAFP00020025158	ENSCAFG00020019787	Canis_lupus_dingo
ENSCAFP00000030143	ENSCAFG00000020326	Canis_lupus_familiaris
ENSVVUP00000017482	ENSVVUG00000012887	Vulpes_vulpes
ENSPTIP00000025355	ENSPTIG00000021168	Panthera_tigris_altaica
ENSPPRP00000012716	ENSPPRG00000006182	Panthera_pardus
ENSFCAP00000048417	ENSFCAG00000010417	Felis_catus
ENSLAFP00000012223	ENSLAFG00000014594	Loxodonta_africana
ENSPCAP00000001333	ENSPCAG00000001415	Procavia_capensis
ENSETEP00000004325	ENSETEG00000005320	Echinops_telfairi
ENSCHOP00000002334	ENSCHOG00000002632	Choloepus_hoffmanni
ENSDNOP00000014424	ENSDNOG00000018578	Dasypus_novemcinctus
ENSOANP00000031273	ENSOANG00000030151	Ornithorhynchus_anatinus
ENSACAP00000009625	ENSACAG00000009757	Anolis_carolinensis
ENSPVIP00000017191	ENSPVIG00000013244	Pogona_vitticeps
ENSSMRP00000000291	ENSSMRG00000000287	Salvator_merianae
ENSSPUP00000016569	ENSSPUG00000012818	Sphenodon_punctatus
ENSGALP00000005378	ENSGALG00000048067	Gallus_gallus
ENSCJPP00005014905	ENSCJPG00005012387	Coturnix_japonica
ENSMGAP00000003815	ENSMGAG00000004019	Meleagris_gallopavo
ENSNMEP00000019441	ENSNMEG00000016763	Numida_meleagris
ENSABRP00000027310	ENSABRG00000022711	Anser_brachyrhynchus
ENSAPLP00000025572	ENSAPLG00000022119	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000021459	ENSLCOG00000015176	Lepidothrix_coronata
ENSMVIP00005012224	ENSMVIG00005008931	Manacus_vitellinus
ENSZALP00000014495	ENSZALG00000012040	Zonotrichia_albicollis
ENSJHYP00000020198	ENSJHYG00000015341	Junco_hyemalis
ENSSCAP00000006395	ENSSCAG00000004988	Serinus_canaria
ENSTGUP00000007239	ENSTGUG00000007016	Taeniopygia_guttata
ENSLSDP00000021962	ENSLSDG00000015515	Lonchura_striata_domestica
ENSCCEP00000016145	ENSCCEG00000015157	Cyanistes_caeruleus
ENSPMJP00000001670	ENSPMJG00000001368	Parus_major
ENSFALP00000008088	ENSFALG00000007759	Ficedula_albicollis
ENSCPGP00000024982	ENSCPGG00000017216	Calidris_pygmaea
ENSCPUP00000002971	ENSCPUG00000002264	Calidris_pugnax
ENSMUNP00000019424	ENSMUNG00000014854	Melopsittacus_undulatus
ENSARWP00000007212	ENSARWG00000005061	Apteryx_rowi
ENSAHAP00000000771	ENSAHAG00000000643	Apteryx_haastii
ENSAOWP00000022615	ENSAOWG00000015292	Apteryx_owenii
ENSDNVP00000023299	ENSDNVG00000016202	Dromaius_novaehollandiae
ENSNPEP00000002199	ENSNPEG00000001694	Nothoprocta_perdicaria
ENSCPRP00005003833	ENSCPRG00005002801	Crocodylus_porosus
ENSGAGP00000005630	ENSGAGG00000004570	Gopherus_agassizii
ENSCABP00000025349	ENSCABG00000018657	Chelonoidis_abingdonii
ENSCPBP00000016410	ENSCPBG00000012099	Chrysemys_picta_bellii
ENSPSIP00000003659	ENSPSIG00000003478	Pelodiscus_sinensis
ENSPMEP00000025153	ENSPMEG00000000148	Poecilia_mexicana
ENSPLAP00000009057	ENSPLAG00000011742	Poecilia_latipinna
ENSFHEP00000013696	ENSFHEG00000015225	Fundulus_heteroclitus
ENSAPEP00000017944	ENSAPEG00000012832	Amphiprion_percula
ENSACIP00000007531	ENSACIG00000005905	Amphilophus_citrinellus
ENSNSUP00000024902	ENSNSUG00000017964	Notechis_scutatus
ENSCMIP00000045602	ENSCMIG00000018801	Callorhinchus_milii
ENSEBUP00000001974	ENSEBUG00000001597	Eptatretus_burgeri
ENSPMAP00000005152	ENSPMAG00000004695	Petromyzon_marinus
ENSCSAVP00000004195	ENSCSAVG00000002472	Ciona_savignyi
ENSCINP00000036472	ENSCING00000022620	Ciona_intestinalis
FBpp0308524	FBgn0030554	Drosophila_melanogaster
Y54E5A.6.1	WBGene00013201	Caenorhabditis_elegans_strain_N2
YNR015W_mRNA	YNR015W	Saccharomyces_cerevisiae_strain_S288C
