ENSGAGP00000021494	ENSGAGG00000015690	Gopherus_agassizii
ENSCABP00000006812	ENSCABG00000005084	Chelonoidis_abingdonii
ENSCPBP00000016912	ENSCPBG00000012435	Chrysemys_picta_bellii
ENSPSIP00000006318	ENSPSIG00000005790	Pelodiscus_sinensis
ENSCPGP00000026737	ENSCPGG00000018431	Calidris_pygmaea
ENSCPUP00000026755	ENSCPUG00000017997	Calidris_pugnax
ENSMUNP00000017140	ENSMUNG00000013174	Melopsittacus_undulatus
ENSTGUP00000002740	ENSTGUG00000002660	Taeniopygia_guttata
ENSTGUP00000017429	ENSTGUG00000017154	Taeniopygia_guttata
ENSTGUP00000015446	ENSTGUG00000015099	Taeniopygia_guttata
ENSLSDP00000014688	ENSLSDG00000010602	Lonchura_striata_domestica
ENSSCAP00000010028	ENSSCAG00000007624	Serinus_canaria
ENSCCEP00000016772	ENSCCEG00000015619	Cyanistes_caeruleus
ENSPMJP00000015673	ENSPMJG00000011889	Parus_major
ENSFALP00000012523	ENSFALG00000011993	Ficedula_albicollis
ENSZALP00000002935	ENSZALG00000003014	Zonotrichia_albicollis
ENSJHYP00000004807	ENSJHYG00000003966	Junco_hyemalis
ENSMVIP00005002669	ENSMVIG00005002101	Manacus_vitellinus
ENSLCOP00000013193	ENSLCOG00000009523	Lepidothrix_coronata
ENSABRP00000018051	ENSABRG00000015556	Anser_brachyrhynchus
ENSAPLP00000027673	ENSAPLG00000030078	Anas_platyrhynchos_platyrhynchos
ENSGALP00000071306	ENSGALG00000009413	Gallus_gallus
ENSCJPP00005007879	ENSCJPG00005007156	Coturnix_japonica
ENSMGAP00000009154	ENSMGAG00000008880	Meleagris_gallopavo
ENSNMEP00000016764	ENSNMEG00000014659	Numida_meleagris
ENSARWP00000007964	ENSARWG00000005563	Apteryx_rowi
ENSAHAP00000001727	ENSAHAG00000001446	Apteryx_haastii
ENSAOWP00000005778	ENSAOWG00000003971	Apteryx_owenii
ENSDNVP00000021585	ENSDNVG00000015086	Dromaius_novaehollandiae
ENSNPEP00000002826	ENSNPEG00000002177	Nothoprocta_perdicaria
ENSCPRP00005003770	ENSCPRG00005002752	Crocodylus_porosus
ENSACAP00000002332	ENSACAG00000002384	Anolis_carolinensis
ENSPVIP00000018568	ENSPVIG00000014187	Pogona_vitticeps
ENSNSUP00000013311	ENSNSUG00000009953	Notechis_scutatus
ENSSMRP00000000233	ENSSMRG00000000240	Salvator_merianae
ENSSPUP00000008798	ENSSPUG00000006846	Sphenodon_punctatus
ENSVURP00010012436	ENSVURG00010009608	Vombatus_ursinus
ENSVURP00010021826	ENSVURG00010016732	Vombatus_ursinus
ENSPCIP00000040172	ENSPCIG00000029407	Phascolarctos_cinereus
ENSMEUP00000005595	ENSMEUG00000006123	Notamacropus_eugenii
ENSSHAP00000010744	ENSSHAG00000009264	Sarcophilus_harrisii
ENSMODP00000005915	ENSMODG00000004803	Monodelphis_domestica
ENSPPAP00000032773	ENSPPAG00000039244	Pan_paniscus
ENSPTRP00000062179	ENSPTRG00000002012	Pan_troglodytes
ENSP00000343742	ENSG00000162819	Homo_sapiens
ENSGGOP00000000626	ENSGGOG00000000636	Gorilla_gorilla
ENSPPYP00000000197	ENSPPYG00000000195	Pongo_abelii
ENSNLEP00000023353	ENSNLEG00000013533	Nomascus_leucogenys
ENSPANP00000002802	ENSPANG00000013754	Papio_anubis
ENSCSAP00000012065	ENSCSAG00000015994	Chlorocebus_sabaeus
ENSTGEP00000006625	ENSTGEG00000005421	Theropithecus_gelada
ENSMLEP00000030468	ENSMLEG00000039424	Mandrillus_leucophaeus
ENSCATP00000036822	ENSCATG00000041191	Cercocebus_atys
ENSMMUP00000056200	ENSMMUG00000015026	Macaca_mulatta
ENSMNEP00000002406	ENSMNEG00000011074	Macaca_nemestrina
ENSMFAP00000045416	ENSMFAG00000000410	Macaca_fascicularis
ENSRBIP00000000641	ENSRBIG00000002982	Rhinopithecus_bieti
ENSRROP00000036692	ENSRROG00000041795	Rhinopithecus_roxellana
ENSCANP00000024516	ENSCANG00000035665	Colobus_angolensis_palliatus
ENSPTEP00000003767	ENSPTEG00000004430	Piliocolobus_tephrosceles
ENSCCAP00000003251	ENSCCAG00000017416	Cebus_capucinus_imitator
ENSCJAP00000044830	ENSCJAG00000006530	Callithrix_jacchus
ENSSBOP00000017080	ENSSBOG00000025185	Saimiri_boliviensis_boliviensis
ENSANAP00000004327	ENSANAG00000020200	Aotus_nancymaae
ENSTSYP00000024586	ENSTSYG00000005749	Carlito_syrichta
ENSPCOP00000027532	ENSPCOG00000026274	Propithecus_coquereli
ENSMICP00000021823	ENSMICG00000017180	Microcebus_murinus
ENSPSMP00000003547	ENSPSMG00000002806	Prolemur_simus
ENSOGAP00000014340	ENSOGAG00000016013	Otolemur_garnettii
ENSTBEP00000014005	ENSTBEG00000016126	Tupaia_belangeri
MGP_CAROLIEiJ_P0021747	MGP_CAROLIEiJ_G0015008	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000019893	ENSMSIG00000016859	Mus_spicilegus
MGP_SPRETEiJ_P0022821	MGP_SPRETEiJ_G0015808	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000061345	ENSMUSG00000046836	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0076993	MGP_PahariEiJ_G0028240	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073617	ENSRNOG00000052963	Rattus_norvegicus
ENSMUGP00000008621	ENSMUGG00000007771	Meriones_unguiculatus
ENSMOCP00000025218	ENSMOCG00000021404	Microtus_ochrogaster
ENSPEMP00000013182	ENSPEMG00000013294	Peromyscus_maniculatus_bairdii
ENSCGRP00001026795	ENSCGRG00001024002	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012786	ENSCGRG00000009304	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015012163	ENSCGRG00015009340	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009586	ENSMAUG00000010699	Mesocricetus_auratus
ENSNGAP00000021644	ENSNGAG00000020768	Nannospalax_galili
ENSJJAP00000003645	ENSJJAG00000007298	Jaculus_jaculus
ENSDORP00000020286	ENSDORG00000024726	Dipodomys_ordii
ENSHGLP00100024455	ENSHGLG00100017956	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002538	ENSHGLG00000001912	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000016211	ENSFDAG00000004595	Fukomys_damarensis
ENSCLAP00000003514	ENSCLAG00000002510	Chinchilla_lanigera
ENSODEP00000019416	ENSODEG00000014324	Octodon_degus
ENSCPOP00000031744	ENSCPOG00000013599	Cavia_porcellus
ENSCAPP00000008464	ENSCAPG00000010158	Cavia_aperea
ENSCCNP00000023369	ENSCCNG00000022959	Castor_canadensis
ENSSDAP00000000630	ENSSDAG00000000631	Spermophilus_dauricus
ENSSTOP00000028147	ENSSTOG00000003082	Ictidomys_tridecemlineatus
ENSUPAP00010013612	ENSUPAG00010010975	Urocitellus_parryii
ENSMMMP00000027679	ENSMMMG00000024172	Marmota_marmota_marmota
ENSMMMP00000021389	ENSMMMG00000018849	Marmota_marmota_marmota
ENSOCUP00000014081	ENSOCUG00000016381	Oryctolagus_cuniculus
ENSOPRP00000012698	ENSOPRG00000013919	Ochotona_princeps
ENSVPAP00000011473	ENSVPAG00000012341	Vicugna_pacos
ENSSSCP00000072360	ENSSSCG00000010836	Sus_scrofa_strain_reference
ENSBIXP00005027174	ENSBIXG00005029226	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000016780	ENSBIXG00000020867	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000009052	ENSBMUG00000007054	Bos_mutus
ENSBTAP00000009990	ENSBTAG00000007595	Bos_taurus
ENSBBBP00000003953	ENSBBBG00000012936	Bison_bison_bison
ENSCHIP00000016478	ENSCHIG00000016719	Capra_hircus
ENSOARP00000015002	ENSOARG00000013978	Ovis_aries
ENSTTRP00000015732	ENSTTRG00000016595	Tursiops_truncatus
ENSUMAP00000031420	ENSUMAG00000022696	Ursus_maritimus
ENSUAMP00000015101	ENSUAMG00000012121	Ursus_americanus
ENSAMEP00000007209	ENSAMEG00000006808	Ailuropoda_melanoleuca
ENSMPUP00000003875	ENSMPUG00000003905	Mustela_putorius_furo
ENSNVIP00000022340	ENSNVIG00000017378	Neovison_vison
ENSCAFP00020002578	ENSCAFG00020002180	Canis_lupus_dingo
ENSCAFP00000019917	ENSCAFG00000013516	Canis_lupus_familiaris
ENSVVUP00000013949	ENSVVUG00000010206	Vulpes_vulpes
ENSPPRP00000019191	ENSPPRG00000010690	Panthera_pardus
ENSPTIP00000024197	ENSPTIG00000020334	Panthera_tigris_altaica
ENSFCAP00000056632	ENSFCAG00000014904	Felis_catus
ENSMLUP00000004014	ENSMLUG00000004408	Myotis_lucifugus
ENSPVAP00000010048	ENSPVAG00000010664	Pteropus_vampyrus
ENSEASP00005019929	ENSEASG00005013750	Equus_asinus_asinus
ENSECAP00000016337	ENSECAG00000018547	Equus_caballus
ENSSARP00000000020	ENSSARG00000000021	Sorex_araneus
ENSEEUP00000005322	ENSEEUG00000005846	Erinaceus_europaeus
ENSDNOP00000025937	ENSDNOG00000039747	Dasypus_novemcinctus
ENSCHOP00000008956	ENSCHOG00000010104	Choloepus_hoffmanni
ENSLAFP00000002877	ENSLAFG00000003451	Loxodonta_africana
ENSPCAP00000001091	ENSPCAG00000001159	Procavia_capensis
ENSETEP00000008229	ENSETEG00000010136	Echinops_telfairi
ENSOANP00000002285	ENSOANG00000001442	Ornithorhynchus_anatinus
ENSXETP00000013613	ENSXETG00000000955	Xenopus_tropicalis
ENSLACP00000008081	ENSLACG00000007153	Latimeria_chalumnae
ENSSFOP00015011643	ENSSFOG00015007501	Scleropages_formosus
ENSPKIP00000015651	ENSPKIG00000002272	Paramormyrops_kingsleyae
ENSCHAP00000020219	ENSCHAG00000010203	Clupea_harengus
ENSDCDP00000044222	ENSDCDG00000028124	Denticeps_clupeoides
ENSAMXP00005015459	ENSAMXG00005008141	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000013481	ENSAMXG00000013074	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000024713	ENSPNAG00000009403	Pygocentrus_nattereri
ENSIPUP00000003026	ENSIPUG00000002149	Ictalurus_punctatus
ENSEEEP00000044091	ENSEEEG00000020836	Electrophorus_electricus
ENSDARP00000115398	ENSDARG00000013659	Danio_rerio
ENSPFOP00000000641	ENSPFOG00000000628	Poecilia_formosa
ENSPLAP00000026671	ENSPLAG00000014667	Poecilia_latipinna
ENSPMEP00000018288	ENSPMEG00000021246	Poecilia_mexicana
ENSPREP00000029229	ENSPREG00000019785	Poecilia_reticulata
ENSXCOP00000000146	ENSXCOG00000000139	Xiphophorus_couchianus
ENSXMAP00000001781	ENSXMAG00000001776	Xiphophorus_maculatus
ENSGAFP00000013992	ENSGAFG00000009458	Gambusia_affinis
ENSFHEP00000010607	ENSFHEG00000011961	Fundulus_heteroclitus
ENSCVAP00000005582	ENSCVAG00000006995	Cyprinodon_variegatus
ENSKMAP00000026039	ENSKMAG00000019289	Kryptolebias_marmoratus
ENSORLP00020005663	ENSORLG00020006521	Oryzias_latipes_ASM223471v1
ENSORLP00015022327	ENSORLG00015001656	Oryzias_latipes_ASM223469v1
ENSORLP00000045729	ENSORLG00000015803	Oryzias_latipes_ASM223467v1
ENSOMEP00000030048	ENSOMEG00000014107	Oryzias_melastigma
ENSAOCP00000031699	ENSAOCG00000023570	Amphiprion_ocellaris
ENSAPEP00000019318	ENSAPEG00000013758	Amphiprion_percula
ENSAPOP00000007324	ENSAPOG00000009329	Acanthochromis_polyacanthus
ENSGACP00000005758	ENSGACG00000004335	Gasterosteus_aculeatus
ENSSDUP00000011289	ENSSDUG00000008235	Seriola_dumerili
ENSSLDP00000025209	ENSSLDG00000019611	Seriola_lalandi_dorsalis
ENSSMAP00000004359	ENSSMAG00000002686	Scophthalmus_maximus
ENSLCAP00010013374	ENSLCAG00010006344	Lates_calcarifer
ENSMAMP00000009308	ENSMAMG00000006277	Mastacembelus_armatus
ENSMALP00000027338	ENSMALG00000018962	Monopterus_albus
ENSATEP00000022309	ENSATEG00000015446	Anabas_testudineus
ENSBSLP00000014975	ENSBSLG00000007828	Betta_splendens
ENSLCRP00005056464	ENSLCRG00005021013	Larimichthys_crocea
ENSLBEP00000028266	ENSLBEG00000021422	Labrus_bergylta
ENSMMOP00000020077	ENSMMOG00000015256	Mola_mola
ENSACLP00000014046	ENSACLG00000009591	Astatotilapia_calliptera
ENSMZEP00005032402	ENSMZEG00005024137	Maylandia_zebra
ENSPNYP00000027829	ENSPNYG00000020941	Pundamilia_nyererei
ENSHBUP00000031798	ENSHBUG00000017705	Haplochromis_burtoni
ENSNBRP00000005910	ENSNBRG00000004633	Neolamprologus_brichardi
ENSONIP00000001687	ENSONIG00000001336	Oreochromis_niloticus
ENSACIP00000015024	ENSACIG00000011669	Amphilophus_citrinellus
ENSPRNP00000043613	ENSPRNG00000021257	Parambassis_ranga
ENSSPAP00000017631	ENSSPAG00000013307	Stegastes_partitus
ENSCSEP00000018155	ENSCSEG00000011640	Cynoglossus_semilaevis
ENSHCOP00000006179	ENSHCOG00000007926	Hippocampus_comes
ENSTNIP00000022364	ENSTNIG00000019167	Tetraodon_nigroviridis
ENSTRUP00000011631	ENSTRUG00000004871	Takifugu_rubripes
ENSGWIP00000007328	ENSGWIG00000004228	Gouania_willdenowi
ENSPMGP00000000335	ENSPMGG00000000335	Periophthalmus_magnuspinnatus
ENSGMOP00000009178	ENSGMOG00000008578	Gadus_morhua
ENSHHUP00000080320	ENSHHUG00000046767	Hucho_hucho
