ENSGAGP00000027797	ENSGAGG00000020206	Gopherus_agassizii
ENSCABP00000023639	ENSCABG00000017410	Chelonoidis_abingdonii
ENSCPBP00000024743	ENSCPBG00000017613	Chrysemys_picta_bellii
ENSPSIP00000008399	ENSPSIG00000007569	Pelodiscus_sinensis
ENSCPGP00000003669	ENSCPGG00000002734	Calidris_pygmaea
ENSCPUP00000027408	ENSCPUG00000018449	Calidris_pugnax
ENSMUNP00000003548	ENSMUNG00000003020	Melopsittacus_undulatus
ENSJHYP00000012979	ENSJHYG00000010072	Junco_hyemalis
ENSZALP00000000942	ENSZALG00000001150	Zonotrichia_albicollis
ENSSCAP00000006956	ENSSCAG00000005399	Serinus_canaria
ENSTGUP00000008022	ENSTGUG00000007777	Taeniopygia_guttata
ENSLSDP00000024533	ENSLSDG00000017206	Lonchura_striata_domestica
ENSPMJP00000000588	ENSPMJG00000000530	Parus_major
ENSCCEP00000011942	ENSCCEG00000011575	Cyanistes_caeruleus
ENSFALP00000011608	ENSFALG00000011122	Ficedula_albicollis
ENSLCOP00000021341	ENSLCOG00000015067	Lepidothrix_coronata
ENSMVIP00005020431	ENSMVIG00005014436	Manacus_vitellinus
ENSABRP00000000716	ENSABRG00000000673	Anser_brachyrhynchus
ENSAPLP00000005974	ENSAPLG00000006348	Anas_platyrhynchos_platyrhynchos
ENSGALP00000009801	ENSGALG00000006083	Gallus_gallus
ENSCJPP00005025893	ENSCJPG00005020233	Coturnix_japonica
ENSMGAP00000008097	ENSMGAG00000007894	Meleagris_gallopavo
ENSNMEP00000027487	ENSNMEG00000023006	Numida_meleagris
ENSARWP00000018811	ENSARWG00000012931	Apteryx_rowi
ENSAHAP00000024513	ENSAHAG00000017089	Apteryx_haastii
ENSAOWP00000005512	ENSAOWG00000003784	Apteryx_owenii
ENSDNVP00000006541	ENSDNVG00000004645	Dromaius_novaehollandiae
ENSNPEP00000020556	ENSNPEG00000015278	Nothoprocta_perdicaria
ENSCPRP00005023426	ENSCPRG00005016266	Crocodylus_porosus
ENSPVIP00000033456	ENSPVIG00000024444	Pogona_vitticeps
ENSNSUP00000027118	ENSNSUG00000019423	Notechis_scutatus
ENSSMRP00000007891	ENSSMRG00000006267	Salvator_merianae
