ENSCPBP00000034267	ENSCPBG00000023916	Chrysemys_picta_bellii
ENSPSIP00000014509	ENSPSIG00000012928	Pelodiscus_sinensis
ENSMLUP00000011626	ENSMLUG00000012776	Myotis_lucifugus
ENSXETP00000041186	ENSXETG00000020149	Xenopus_tropicalis
ENSLCRP00005030029	ENSLCRG00005011918	Larimichthys_crocea
ENSLCRP00005003917	ENSLCRG00005002081	Larimichthys_crocea
ENSMMOP00000026659	ENSMMOG00000020031	Mola_mola
ENSMAMP00000005490	ENSMAMG00000003716	Mastacembelus_armatus
ENSOMEP00000027753	ENSOMEG00000010424	Oryzias_melastigma
ENSORLP00000021484	ENSORLG00000017171	Oryzias_latipes_ASM223467v1
ENSFHEP00000003804	ENSFHEG00000000123	Fundulus_heteroclitus
ENSTRUP00000056545	ENSTRUG00000004597	Takifugu_rubripes
ENSHHUP00000057588	ENSHHUG00000034310	Hucho_hucho
ENSELUP00000007513	ENSELUG00000008294	Esox_lucius
ENSAMXP00000019127	ENSAMXG00000018577	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005001953	ENSAMXG00005001081	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000030202	ENSPNAG00000016813	Pygocentrus_nattereri
ENSHHUP00000034305	ENSHHUG00000021578	Hucho_hucho
ENSSMAP00000008186	ENSSMAG00000005047	Scophthalmus_maximus
ENSCGOP00000056027	ENSCGOG00000024377	Cottoperca_gobio
ENSDARP00000130666	ENSDARG00000103979	Danio_rerio
ENSEBUP00000013566	ENSEBUG00000008568	Eptatretus_burgeri
FBpp0306685	FBgn0005585	Drosophila_melanogaster
ENSSDUP00000003096	ENSSDUG00000002378	Seriola_dumerili
ENSSLDP00000026419	ENSSLDG00000020527	Seriola_lalandi_dorsalis
ENSTRUP00000008089	ENSTRUG00000003449	Takifugu_rubripes
ENSDCDP00000031251	ENSDCDG00000021161	Denticeps_clupeoides
ENSPSIP00000010290	ENSPSIG00000009344	Pelodiscus_sinensis
ENSCCEP00000026799	ENSCCEG00000023453	Cyanistes_caeruleus
ENSPSMP00000035759	ENSPSMG00000024606	Prolemur_simus
ENSMUGP00000018347	ENSMUGG00000015512	Meriones_unguiculatus
ENSCMIP00000013769	ENSCMIG00000006849	Callorhinchus_milii
ENSPSIP00000004150	ENSPSIG00000003895	Pelodiscus_sinensis
FBpp0074074	FBgn0264077	Drosophila_melanogaster
ENSNBRP00000012285	ENSNBRG00000009596	Neolamprologus_brichardi
