ENSCPGP00000005107	ENSCPGG00000003688	Calidris_pygmaea
ENSCPUP00000010911	ENSCPUG00000007736	Calidris_pugnax
ENSLSDP00000010546	ENSLSDG00000007768	Lonchura_striata_domestica
ENSTGUP00000001458	ENSTGUG00000001410	Taeniopygia_guttata
ENSZALP00000011209	ENSZALG00000009492	Zonotrichia_albicollis
ENSJHYP00000011283	ENSJHYG00000008798	Junco_hyemalis
ENSSCAP00000014575	ENSSCAG00000010717	Serinus_canaria
ENSFALP00000014059	ENSFALG00000013473	Ficedula_albicollis
ENSJHYP00000011590	ENSJHYG00000009040	Junco_hyemalis
ENSZALP00000005247	ENSZALG00000004877	Zonotrichia_albicollis
ENSLSDP00000008292	ENSLSDG00000006206	Lonchura_striata_domestica
ENSPMJP00000019299	ENSPMJG00000014475	Parus_major
ENSCCEP00000014052	ENSCCEG00000013440	Cyanistes_caeruleus
ENSFALP00000015474	ENSFALG00000014860	Ficedula_albicollis
ENSLCOP00000010997	ENSLCOG00000007985	Lepidothrix_coronata
ENSMVIP00005014036	ENSMVIG00005010132	Manacus_vitellinus
ENSMUNP00000015518	ENSMUNG00000011972	Melopsittacus_undulatus
ENSCJPP00005010015	ENSCJPG00005008769	Coturnix_japonica
ENSMGAP00000002546	ENSMGAG00000002882	Meleagris_gallopavo
ENSGALP00000057589	ENSGALG00000034414	Gallus_gallus
ENSNMEP00000020840	ENSNMEG00000017901	Numida_meleagris
ENSABRP00000001905	ENSABRG00000001612	Anser_brachyrhynchus
ENSAPLP00000007842	ENSAPLG00000008133	Anas_platyrhynchos_platyrhynchos
ENSAOWP00000007039	ENSAOWG00000004845	Apteryx_owenii
ENSAHAP00000003603	ENSAHAG00000002827	Apteryx_haastii
ENSARWP00000001828	ENSARWG00000001435	Apteryx_rowi
ENSNPEP00000003895	ENSNPEG00000002981	Nothoprocta_perdicaria
ENSDNVP00000004153	ENSDNVG00000002952	Dromaius_novaehollandiae
ENSCPRP00005009885	ENSCPRG00005007052	Crocodylus_porosus
ENSGAGP00000010566	ENSGAGG00000008256	Gopherus_agassizii
ENSCABP00000016480	ENSCABG00000012026	Chelonoidis_abingdonii
ENSCPBP00000010472	ENSCPBG00000008047	Chrysemys_picta_bellii
ENSPSIP00000012592	ENSPSIG00000011216	Pelodiscus_sinensis
ENSACAP00000003118	ENSACAG00000003144	Anolis_carolinensis
ENSPVIP00000017073	ENSPVIG00000013165	Pogona_vitticeps
ENSNSUP00000003222	ENSNSUG00000002624	Notechis_scutatus
ENSNSUP00000014043	ENSNSUG00000010015	Notechis_scutatus
ENSSMRP00000005229	ENSSMRG00000004269	Salvator_merianae
ENSSPUP00000000850	ENSSPUG00000000666	Sphenodon_punctatus
ENSVURP00010005098	ENSVURG00010004014	Vombatus_ursinus
ENSPCIP00000024086	ENSPCIG00000018111	Phascolarctos_cinereus
ENSMEUP00000009651	ENSMEUG00000010577	Notamacropus_eugenii
ENSSHAP00000011448	ENSSHAG00000009841	Sarcophilus_harrisii
ENSSHAP00000009019	ENSSHAG00000007807	Sarcophilus_harrisii
ENSMODP00000042172	ENSMODG00000007968	Monodelphis_domestica
ENSPVAP00000015036	ENSPVAG00000015935	Pteropus_vampyrus
ENSEEUP00000005792	ENSEEUG00000006300	Erinaceus_europaeus
ENSECAP00000011681	ENSECAG00000013696	Equus_caballus
ENSEASP00005000679	ENSEASG00005000613	Equus_asinus_asinus
ENSNVIP00000006772	ENSNVIG00000005356	Neovison_vison
ENSUMAP00000000041	ENSUMAG00000000110	Ursus_maritimus
ENSCHIP00000011757	ENSCHIG00000013793	Capra_hircus
ENSOARP00000014438	ENSOARG00000013468	Ovis_aries
ENSBIXP00005022296	ENSBIXG00005025207	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000043494	ENSBIXG00000027617	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000011131	ENSBTAG00000008457	Bos_taurus
ENSBMUP00000003998	ENSBMUG00000003151	Bos_mutus
ENSBBBP00000026393	ENSBBBG00000022185	Bison_bison_bison
ENSTTRP00000010975	ENSTTRG00000011575	Tursiops_truncatus
ENSVPAP00000008928	ENSVPAG00000009595	Vicugna_pacos
