ENSCCNP00000007733	ENSCCNG00000008081	Castor_canadensis
ENSDORP00000006870	ENSDORG00000007320	Dipodomys_ordii
ENSCGRP00001027974	ENSCGRG00001024824	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000620	ENSCGRG00000000515	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015016472	ENSCGRG00015012457	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000004012	ENSMAUG00000004565	Mesocricetus_auratus
ENSPEMP00000010532	ENSPEMG00000011461	Peromyscus_maniculatus_bairdii
ENSMOCP00000001566	ENSMOCG00000001161	Microtus_ochrogaster
ENSMSIP00000029522	ENSMSIG00000024782	Mus_spicilegus
MGP_SPRETEiJ_P0033689	MGP_SPRETEiJ_G0018563	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000047387	ENSMUSG00000035954	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0032203	MGP_CAROLIEiJ_G0017721	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082321	MGP_PahariEiJ_G0029478	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000006709	ENSRNOG00000004823	Rattus_norvegicus
ENSMUGP00000026405	ENSMUGG00000018683	Meriones_unguiculatus
ENSNGAP00000025153	ENSNGAG00000023174	Nannospalax_galili
ENSJJAP00000004569	ENSJJAG00000009482	Jaculus_jaculus
ENSHGLP00000020777	ENSHGLG00000014862	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013535	ENSHGLG00100010005	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019413	ENSFDAG00000009181	Fukomys_damarensis
ENSCLAP00000021076	ENSCLAG00000014437	Chinchilla_lanigera
ENSODEP00000010135	ENSODEG00000007577	Octodon_degus
ENSCPOP00000011187	ENSCPOG00000012432	Cavia_porcellus
ENSCAPP00000004976	ENSCAPG00000007347	Cavia_aperea
ENSUPAP00010014179	ENSUPAG00010011313	Urocitellus_parryii
ENSSTOP00000008717	ENSSTOG00000009674	Ictidomys_tridecemlineatus
ENSSDAP00000014912	ENSSDAG00000013309	Spermophilus_dauricus
ENSMMMP00000015579	ENSMMMG00000013747	Marmota_marmota_marmota
ENSTBEP00000000110	ENSTBEG00000000124	Tupaia_belangeri
ENSPANP00000029126	ENSPANG00000023666	Papio_anubis
ENSTGEP00000018804	ENSTGEG00000015099	Theropithecus_gelada
ENSCATP00000019772	ENSCATG00000033543	Cercocebus_atys
ENSMNEP00000016711	ENSMNEG00000032241	Macaca_nemestrina
ENSMFAP00000027876	ENSMFAG00000044248	Macaca_fascicularis
ENSMMUP00000003876	ENSMMUG00000002894	Macaca_mulatta
ENSMLEP00000020543	ENSMLEG00000034158	Mandrillus_leucophaeus
ENSCSAP00000007360	ENSCSAG00000011152	Chlorocebus_sabaeus
ENSPTEP00000020322	ENSPTEG00000021544	Piliocolobus_tephrosceles
ENSCANP00000023540	ENSCANG00000035045	Colobus_angolensis_palliatus
ENSRROP00000029651	ENSRROG00000038597	Rhinopithecus_roxellana
ENSRBIP00000033783	ENSRBIG00000040450	Rhinopithecus_bieti
ENSPTRP00000075391	ENSPTRG00000019598	Pan_troglodytes
ENSPPAP00000036818	ENSPPAG00000040634	Pan_paniscus
ENSP00000410746	ENSG00000128512	Homo_sapiens
ENSGGOP00000004242	ENSGGOG00000004313	Gorilla_gorilla
ENSPPYP00000020085	ENSPPYG00000017916	Pongo_abelii
ENSNLEP00000013643	ENSNLEG00000011076	Nomascus_leucogenys
ENSSBOP00000015301	ENSSBOG00000024267	Saimiri_boliviensis_boliviensis
ENSCCAP00000007678	ENSCCAG00000021545	Cebus_capucinus_imitator
ENSCJAP00000031068	ENSCJAG00000016740	Callithrix_jacchus
ENSANAP00000001884	ENSANAG00000004277	Aotus_nancymaae
ENSTSYP00000015078	ENSTSYG00000001733	Carlito_syrichta
ENSMICP00000026479	ENSMICG00000014052	Microcebus_murinus
ENSPCOP00000004416	ENSPCOG00000012230	Propithecus_coquereli
ENSPSMP00000013367	ENSPSMG00000009576	Prolemur_simus
ENSOGAP00000013570	ENSOGAG00000015147	Otolemur_garnettii
ENSCHOP00000002290	ENSCHOG00000002561	Choloepus_hoffmanni
ENSDNOP00000003337	ENSDNOG00000004304	Dasypus_novemcinctus
ENSLAFP00000014020	ENSLAFG00000016692	Loxodonta_africana
ENSPCAP00000010502	ENSPCAG00000010936	Procavia_capensis
ENSETEP00000004901	ENSETEG00000006038	Echinops_telfairi
ENSEEUP00000011538	ENSEEUG00000012526	Erinaceus_europaeus
ENSSARP00000012450	ENSSARG00000013757	Sorex_araneus
ENSUAMP00000032992	ENSUAMG00000024071	Ursus_americanus
ENSUMAP00000009125	ENSUMAG00000004781	Ursus_maritimus
ENSAMEP00000006171	ENSAMEG00000005704	Ailuropoda_melanoleuca
ENSMPUP00000007699	ENSMPUG00000007755	Mustela_putorius_furo
ENSNVIP00000012777	ENSNVIG00000009920	Neovison_vison
ENSCAFP00000064241	ENSCAFG00000003307	Canis_lupus_familiaris
ENSCAFP00020008723	ENSCAFG00020006541	Canis_lupus_dingo
ENSVVUP00000014826	ENSVVUG00000010881	Vulpes_vulpes
ENSPPRP00000015932	ENSPPRG00000008571	Panthera_pardus
ENSPTIP00000026349	ENSPTIG00000021779	Panthera_tigris_altaica
ENSFCAP00000011734	ENSFCAG00000012655	Felis_catus
ENSBIXP00000035189	ENSBIXG00000018412	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004794	ENSBIXG00005010646	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000074559	ENSBTAG00000021182	Bos_taurus
ENSBMUP00000032633	ENSBMUG00000024332	Bos_mutus
ENSBBBP00000000021	ENSBBBG00000001419	Bison_bison_bison
ENSOARP00000003140	ENSOARG00000002931	Ovis_aries
ENSCHIP00000021956	ENSCHIG00000020044	Capra_hircus
ENSTTRP00000012171	ENSTTRG00000012829	Tursiops_truncatus
ENSSSCP00000056810	ENSSSCG00000025602	Sus_scrofa_strain_reference
ENSVPAP00000001949	ENSVPAG00000002111	Vicugna_pacos
ENSECAP00000028624	ENSECAG00000017003	Equus_caballus
ENSEASP00005012478	ENSEASG00005004904	Equus_asinus_asinus
ENSMLUP00000011918	ENSMLUG00000013075	Myotis_lucifugus
ENSOANP00000028377	ENSOANG00000022242	Ornithorhynchus_anatinus
ENSPVAP00000003556	ENSPVAG00000003754	Pteropus_vampyrus
ENSOANP00000030749	ENSOANG00000031598	Ornithorhynchus_anatinus
ENSOANP00000032819	ENSOANG00000029664	Ornithorhynchus_anatinus
ENSMUGP00000010886	ENSMUGG00000009495	Meriones_unguiculatus
ENSOCUP00000008917	ENSOCUG00000010337	Oryctolagus_cuniculus
ENSOPRP00000000982	ENSOPRG00000001018	Ochotona_princeps
ENSOANP00000030690	ENSOANG00000029917	Ornithorhynchus_anatinus
ENSSHAP00000012224	ENSSHAG00000010479	Sarcophilus_harrisii
ENSSHAP00000014119	ENSSHAG00000012068	Sarcophilus_harrisii
ENSPCIP00000052676	ENSPCIG00000012501	Phascolarctos_cinereus
ENSVURP00010012544	ENSVURG00010009623	Vombatus_ursinus
ENSMEUP00000011161	ENSMEUG00000012189	Notamacropus_eugenii
ENSMODP00000019937	ENSMODG00000015971	Monodelphis_domestica
ENSOANP00000032315	ENSOANG00000029074	Ornithorhynchus_anatinus
ENSMLUP00000016385	ENSMLUG00000023583	Myotis_lucifugus
ENSOANP00000032493	ENSOANG00000031730	Ornithorhynchus_anatinus
ENSOANP00000031280	ENSOANG00000030314	Ornithorhynchus_anatinus
ENSAHAP00000024507	ENSAHAG00000016699	Apteryx_haastii
ENSAOWP00000011909	ENSAOWG00000008037	Apteryx_owenii
ENSARWP00000017827	ENSARWG00000012174	Apteryx_rowi
ENSDNVP00000002122	ENSDNVG00000001538	Dromaius_novaehollandiae
ENSNPEP00000013310	ENSNPEG00000009892	Nothoprocta_perdicaria
ENSSCAP00000018335	ENSSCAG00000013196	Serinus_canaria
ENSSCAP00000018359	ENSSCAG00000013289	Serinus_canaria
ENSTGUP00000005741	ENSTGUG00000005488	Taeniopygia_guttata
ENSLSDP00000008477	ENSLSDG00000001856	Lonchura_striata_domestica
ENSCCEP00000005195	ENSCCEG00000005697	Cyanistes_caeruleus
ENSCCEP00000003882	ENSCCEG00000003614	Cyanistes_caeruleus
ENSCCEP00000005012	ENSCCEG00000005506	Cyanistes_caeruleus
ENSPMJP00000014129	ENSPMJG00000010713	Parus_major
ENSFALP00000009888	ENSFALG00000009372	Ficedula_albicollis
ENSZALP00000008315	ENSZALG00000007253	Zonotrichia_albicollis
ENSJHYP00000022553	ENSJHYG00000015980	Junco_hyemalis
ENSMVIP00005009379	ENSMVIG00005006667	Manacus_vitellinus
ENSLCOP00000018345	ENSLCOG00000012842	Lepidothrix_coronata
ENSMUNP00000021097	ENSMUNG00000015630	Melopsittacus_undulatus
ENSCPGP00000005350	ENSCPGG00000003882	Calidris_pygmaea
ENSCPUP00000011914	ENSCPUG00000008446	Calidris_pugnax
ENSABRP00000006182	ENSABRG00000005629	Anser_brachyrhynchus
ENSAPLP00000006812	ENSAPLG00000007085	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000009511	ENSMGAG00000009198	Meleagris_gallopavo
