ENSVURP00010014168	ENSVURG00010010824	Vombatus_ursinus
ENSPCIP00000002347	ENSPCIG00000001936	Phascolarctos_cinereus
ENSMEUP00000005789	ENSMEUG00000006333	Notamacropus_eugenii
ENSMODP00000058906	ENSMODG00000004781	Monodelphis_domestica
ENSSHAP00000017254	ENSSHAG00000014669	Sarcophilus_harrisii
ENSEEUP00000002211	ENSEEUG00000002400	Erinaceus_europaeus
ENSSARP00000011193	ENSSARG00000012379	Sorex_araneus
ENSLAFP00000022251	ENSLAFG00000028260	Loxodonta_africana
ENSETEP00000011875	ENSETEG00000014646	Echinops_telfairi
ENSPPAP00000036328	ENSPPAG00000040908	Pan_paniscus
ENSPTRP00000057198	ENSPTRG00000014586	Pan_troglodytes
ENSP00000385852	ENSG00000168137	Homo_sapiens
ENSGGOP00000003955	ENSGGOG00000004026	Gorilla_gorilla
ENSNLEP00000004777	ENSNLEG00000003896	Nomascus_leucogenys
ENSPTEP00000036117	ENSPTEG00000033986	Piliocolobus_tephrosceles
ENSCANP00000036955	ENSCANG00000042072	Colobus_angolensis_palliatus
ENSRBIP00000024413	ENSRBIG00000036095	Rhinopithecus_bieti
ENSMNEP00000045437	ENSMNEG00000045236	Macaca_nemestrina
ENSMFAP00000044891	ENSMFAG00000042888	Macaca_fascicularis
ENSCATP00000031829	ENSCATG00000039007	Cercocebus_atys
ENSMLEP00000025381	ENSMLEG00000036697	Mandrillus_leucophaeus
ENSPANP00000006327	ENSPANG00000005213	Papio_anubis
ENSMMUP00000039706	ENSMMUG00000003943	Macaca_mulatta
ENSTGEP00000026082	ENSTGEG00000020999	Theropithecus_gelada
ENSCSAP00000006949	ENSCSAG00000010734	Chlorocebus_sabaeus
ENSRROP00000010891	ENSRROG00000029806	Rhinopithecus_roxellana
ENSPPYP00000015302	ENSPPYG00000013685	Pongo_abelii
ENSSBOP00000037068	ENSSBOG00000034634	Saimiri_boliviensis_boliviensis
ENSCCAP00000004070	ENSCCAG00000019199	Cebus_capucinus_imitator
ENSANAP00000001076	ENSANAG00000005767	Aotus_nancymaae
ENSCJAP00000062643	ENSCJAG00000015959	Callithrix_jacchus
ENSTSYP00000005828	ENSTSYG00000006361	Carlito_syrichta
ENSPCOP00000028150	ENSPCOG00000026651	Propithecus_coquereli
ENSPSMP00000012349	ENSPSMG00000008855	Prolemur_simus
ENSMICP00000050027	ENSMICG00000010105	Microcebus_murinus
ENSOGAP00000006149	ENSOGAG00000006870	Otolemur_garnettii
ENSTBEP00000004360	ENSTBEG00000005054	Tupaia_belangeri
ENSCLAP00000001050	ENSCLAG00000000809	Chinchilla_lanigera
ENSODEP00000024969	ENSODEG00000018265	Octodon_degus
ENSCPOP00000005871	ENSCPOG00000006520	Cavia_porcellus
ENSCAPP00000011538	ENSCAPG00000012547	Cavia_aperea
ENSHGLP00100018752	ENSHGLG00100013833	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000022850	ENSHGLG00000016297	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000014544	ENSFDAG00000001876	Fukomys_damarensis
ENSSDAP00000026182	ENSSDAG00000023712	Spermophilus_dauricus
ENSMMMP00000009647	ENSMMMG00000008559	Marmota_marmota_marmota
ENSUPAP00010029008	ENSUPAG00010022873	Urocitellus_parryii
ENSSTOP00000031433	ENSSTOG00000002023	Ictidomys_tridecemlineatus
ENSCCNP00000009236	ENSCCNG00000009723	Castor_canadensis
ENSDORP00000003051	ENSDORG00000003260	Dipodomys_ordii
