ENSACAP00000014675	ENSACAG00000014875	Anolis_carolinensis
ENSPVIP00000032889	ENSPVIG00000024088	Pogona_vitticeps
ENSNSUP00000000018	ENSNSUG00000000016	Notechis_scutatus
ENSSMRP00000012397	ENSSMRG00000009686	Salvator_merianae	ENSSMRT00000014448
ENSSPUP00000007481	ENSSPUG00000005767	Sphenodon_punctatus
ENSAHAP00000018996	ENSAHAG00000013464	Apteryx_haastii
ENSAOWP00000009688	ENSAOWG00000006653	Apteryx_owenii
ENSARWP00000018774	ENSARWG00000012913	Apteryx_rowi
ENSDNVP00000024126	ENSDNVG00000016741	Dromaius_novaehollandiae
ENSNPEP00000019566	ENSNPEG00000014575	Nothoprocta_perdicaria
ENSCPGP00000016917	ENSCPGG00000011863	Calidris_pygmaea
ENSCPUP00000001292	ENSCPUG00000000986	Calidris_pugnax
ENSMUNP00000003223	ENSMUNG00000002736	Melopsittacus_undulatus
ENSABRP00000027218	ENSABRG00000022666	Anser_brachyrhynchus
ENSAPLP00000029626	ENSAPLG00000012543	Anas_platyrhynchos_platyrhynchos
ENSGALP00000067556	ENSGALG00000017235	Gallus_gallus
ENSCJPP00005004060	ENSCJPG00005004115	Coturnix_japonica
ENSMGAP00000016149	ENSMGAG00000015219	Meleagris_gallopavo
ENSNMEP00000023119	ENSNMEG00000019735	Numida_meleagris
ENSLSDP00000000850	ENSLSDG00000000592	Lonchura_striata_domestica
ENSTGUP00000013282	ENSTGUG00000012893	Taeniopygia_guttata
ENSSCAP00000003933	ENSSCAG00000003176	Serinus_canaria
ENSJHYP00000023421	ENSJHYG00000017578	Junco_hyemalis
ENSZALP00000009222	ENSZALG00000007814	Zonotrichia_albicollis
ENSFALP00000008223	ENSFALG00000007882	Ficedula_albicollis
ENSCCEP00000000914	ENSCCEG00000001167	Cyanistes_caeruleus
ENSPMJP00000000645	ENSPMJG00000000571	Parus_major
ENSLCOP00000022547	ENSLCOG00000015869	Lepidothrix_coronata
ENSMVIP00005016846	ENSMVIG00005012070	Manacus_vitellinus
ENSCPRP00005022970	ENSCPRG00005015970	Crocodylus_porosus
ENSCABP00000007633	ENSCABG00000005756	Chelonoidis_abingdonii
ENSCPBP00000027977	ENSCPBG00000019773	Chrysemys_picta_bellii
ENSPSIP00000019828	ENSPSIG00000017588	Pelodiscus_sinensis
ENSPCOP00000011191	ENSPCOG00000017092	Propithecus_coquereli
ENSMICP00000013134	ENSMICG00000014398	Microcebus_murinus
ENSPSMP00000013064	ENSPSMG00000009300	Prolemur_simus
ENSOGAP00000010969	ENSOGAG00000012261	Otolemur_garnettii
ENSTSYP00000010882	ENSTSYG00000011853	Carlito_syrichta
ENSCGRP00015007660	ENSCGRG00015005808	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000024301	ENSCGRG00000017616	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001272	ENSCGRG00001000979	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000001723	ENSMAUG00000001272	Mesocricetus_auratus
ENSMOCP00000004088	ENSMOCG00000003268	Microtus_ochrogaster
ENSPEMP00000025501	ENSPEMG00000021901	Peromyscus_maniculatus_bairdii
ENSMSIP00000001545	ENSMSIG00000001407	Mus_spicilegus
ENSMUSP00000032781	ENSMUSG00000030562	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0083949	MGP_SPRETEiJ_G0031077	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0080584	MGP_CAROLIEiJ_G0029967	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017432	MGP_PahariEiJ_G0013187	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018990	ENSRNOG00000013925	Rattus_norvegicus
ENSNGAP00000005471	ENSNGAG00000007790	Nannospalax_galili
ENSJJAP00000021907	ENSJJAG00000022117	Jaculus_jaculus
ENSSTOP00000007355	ENSSTOG00000008210	Ictidomys_tridecemlineatus
ENSUPAP00010008447	ENSUPAG00010006782	Urocitellus_parryii
ENSSDAP00000025563	ENSSDAG00000023213	Spermophilus_dauricus
ENSMMMP00000004833	ENSMMMG00000004402	Marmota_marmota_marmota
ENSHGLP00100012252	ENSHGLG00100009073	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000886	ENSHGLG00000000730	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010343	ENSFDAG00000018142	Fukomys_damarensis
ENSCLAP00000020445	ENSCLAG00000014011	Chinchilla_lanigera
ENSODEP00000002593	ENSODEG00000002022	Octodon_degus
ENSCPOP00000026268	ENSCPOG00000040335	Cavia_porcellus
