ENSMSIP00000002893	ENSMSIG00000002688	Mus_spicilegus
ENSMUSP00000104454	ENSMUSG00000013643	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0028211	MGP_SPRETEiJ_G0017235	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0026836	MGP_CAROLIEiJ_G0016393	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033608	MGP_PahariEiJ_G0017528	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000034245	ENSRNOG00000026844	Rattus_norvegicus
ENSMUGP00000011302	ENSMUGG00000009904	Meriones_unguiculatus
ENSCGRP00001010165	ENSCGRG00001012127	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016859	ENSCGRG00000012259	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015025180	ENSCGRG00015019104	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000025053	ENSMAUG00000021714	Mesocricetus_auratus
ENSMOCP00000016721	ENSMOCG00000015542	Microtus_ochrogaster
ENSPEMP00000028063	ENSPEMG00000023697	Peromyscus_maniculatus_bairdii
ENSNGAP00000001798	ENSNGAG00000001332	Nannospalax_galili
ENSFDAP00000014176	ENSFDAG00000001265	Fukomys_damarensis
ENSOCUP00000021148	ENSOCUG00000021622	Oryctolagus_cuniculus
ENSP00000466070	ENSG00000259823	Homo_sapiens	ENST00000590317
ENSPTRP00000081630	ENSPTRG00000047488	Pan_troglodytes	ENSPTRT00000103610
ENSGGOP00000021594	ENSGGOG00000028109	Gorilla_gorilla	ENSGGOT00000025610
ENSCANP00000038508	ENSCANG00000042934	Colobus_angolensis_palliatus
ENSRROP00000007675	ENSRROG00000027883	Rhinopithecus_roxellana
ENSMFAP00000045557	ENSMFAG00000000508	Macaca_fascicularis
ENSMNEP00000007447	ENSMNEG00000028300	Macaca_nemestrina
ENSMMUP00000073886	ENSMMUG00000057389	Macaca_mulatta
ENSMLEP00000015665	ENSMLEG00000032025	Mandrillus_leucophaeus
ENSCATP00000012714	ENSCATG00000030511	Cercocebus_atys
ENSPANP00000047747	ENSPANG00000035314	Papio_anubis
ENSCSAP00000005190	ENSCSAG00000008929	Chlorocebus_sabaeus
ENSCCAP00000036000	ENSCCAG00000035918	Cebus_capucinus_imitator
ENSSBOP00000032123	ENSSBOG00000032248	Saimiri_boliviensis_boliviensis
ENSCJAP00000064116	ENSCJAG00000042331	Callithrix_jacchus
ENSANAP00000034411	ENSANAG00000034830	Aotus_nancymaae
ENSRBIP00000011967	ENSRBIG00000029898	Rhinopithecus_bieti
ENSTGEP00000018314	ENSTGEG00000014782	Theropithecus_gelada
ENSP00000498451	ENSG00000286015	Homo_sapiens
ENSTSYP00000021476	ENSTSYG00000029964	Carlito_syrichta
ENSPCOP00000027042	ENSPCOG00000025958	Propithecus_coquereli
ENSMICP00000043210	ENSMICG00000029880	Microcebus_murinus
ENSPSMP00000021076	ENSPSMG00000014908	Prolemur_simus
ENSOGAP00000019147	ENSOGAG00000027024	Otolemur_garnettii
ENSOGAP00000017888	ENSOGAG00000032400	Otolemur_garnettii
ENSUAMP00000010799	ENSUAMG00000008838	Ursus_americanus
ENSUMAP00000013020	ENSUMAG00000009626	Ursus_maritimus
ENSAMEP00000008855	ENSAMEG00000008420	Ailuropoda_melanoleuca
ENSMPUP00000001242	ENSMPUG00000001253	Mustela_putorius_furo
ENSNVIP00000005049	ENSNVIG00000004064	Neovison_vison
ENSCAFP00020000809	ENSCAFG00020000804	Canis_lupus_dingo
ENSCAFP00000004715	ENSCAFG00000003163	Canis_lupus_familiaris
ENSVVUP00000007564	ENSVVUG00000005727	Vulpes_vulpes
ENSPPRP00000025333	ENSPPRG00000015586	Panthera_pardus
ENSPTIP00000024905	ENSPTIG00000020863	Panthera_tigris_altaica
ENSFCAP00000023412	ENSFCAG00000028531	Felis_catus
ENSBBBP00000014569	ENSBBBG00000008031	Bison_bison_bison
ENSBMUP00000004884	ENSBMUG00000003834	Bos_mutus
ENSBIXP00005024978	ENSBIXG00005027521	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000040682	ENSBIXG00000024818	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000040995	ENSBTAG00000030711	Bos_taurus
ENSOARP00000008730	ENSOARG00000008138	Ovis_aries
ENSCHIP00000020277	ENSCHIG00000018982	Capra_hircus
ENSSSCP00000014855	ENSSSCG00000013973	Sus_scrofa_strain_reference
ENSDNOP00000027634	ENSDNOG00000035618	Dasypus_novemcinctus
