ENSPMAP00000000621	ENSPMAG00000000565	Petromyzon_marinus
ENSEBUP00000025982	ENSEBUG00000016011	Eptatretus_burgeri
ENSVURP00010024923	ENSVURG00010019095	Vombatus_ursinus
ENSPCIP00000017567	ENSPCIG00000013434	Phascolarctos_cinereus
ENSMEUP00000001285	ENSMEUG00000001392	Notamacropus_eugenii
ENSSHAP00000016404	ENSSHAG00000013958	Sarcophilus_harrisii
ENSMODP00000054644	ENSMODG00000000213	Monodelphis_domestica
ENSOANP00000006865	ENSOANG00000004327	Ornithorhynchus_anatinus
ENSNSUP00000021192	ENSNSUG00000015391	Notechis_scutatus
ENSNSUP00000021193	ENSNSUG00000015392	Notechis_scutatus
ENSACAP00000008377	ENSACAG00000008579	Anolis_carolinensis
ENSPVIP00000006339	ENSPVIG00000005256	Pogona_vitticeps
ENSSMRP00000026270	ENSSMRG00000020289	Salvator_merianae	ENSSMRT00000030723
ENSSPUP00000003057	ENSSPUG00000002342	Sphenodon_punctatus
ENSAOWP00000025628	ENSAOWG00000017315	Apteryx_owenii
ENSAHAP00000013197	ENSAHAG00000009493	Apteryx_haastii
ENSARWP00000026050	ENSARWG00000017686	Apteryx_rowi
ENSDNVP00000015282	ENSDNVG00000010742	Dromaius_novaehollandiae
ENSNPEP00000000608	ENSNPEG00000000502	Nothoprocta_perdicaria
ENSCPGP00000009879	ENSCPGG00000007037	Calidris_pygmaea
ENSCPUP00000004060	ENSCPUG00000003046	Calidris_pugnax
ENSMVIP00005002797	ENSMVIG00005002193	Manacus_vitellinus
ENSLCOP00000001361	ENSLCOG00000001071	Lepidothrix_coronata
ENSZALP00000006294	ENSZALG00000005758	Zonotrichia_albicollis
ENSJHYP00000008584	ENSJHYG00000006584	Junco_hyemalis
ENSSCAP00000012392	ENSSCAG00000009264	Serinus_canaria
ENSTGUP00000008285	ENSTGUG00000008023	Taeniopygia_guttata
ENSLSDP00000008199	ENSLSDG00000006127	Lonchura_striata_domestica
ENSPMJP00000023540	ENSPMJG00000017383	Parus_major
ENSCCEP00000025474	ENSCCEG00000022484	Cyanistes_caeruleus
ENSFALP00000014481	ENSFALG00000013871	Ficedula_albicollis
ENSMUNP00000005583	ENSMUNG00000004573	Melopsittacus_undulatus
ENSAPLP00000003269	ENSAPLG00000003700	Anas_platyrhynchos_platyrhynchos
ENSABRP00000006376	ENSABRG00000005792	Anser_brachyrhynchus
ENSGALP00000007002	ENSGALG00000004398	Gallus_gallus
ENSCJPP00005017506	ENSCJPG00005014281	Coturnix_japonica
ENSMGAP00000019223	ENSMGAG00000002976	Meleagris_gallopavo
ENSNMEP00000009394	ENSNMEG00000009110	Numida_meleagris
ENSCPRP00005023557	ENSCPRG00005016359	Crocodylus_porosus
ENSCPBP00000029411	ENSCPBG00000020734	Chrysemys_picta_bellii
ENSCABP00000006454	ENSCABG00000004867	Chelonoidis_abingdonii
ENSPSIP00000008043	ENSPSIG00000007230	Pelodiscus_sinensis
ENSSFOP00015009056	ENSSFOG00015005860	Scleropages_formosus
ENSPKIP00000028121	ENSPKIG00000009860	Paramormyrops_kingsleyae
ENSSFOP00015009685	ENSSFOG00015006221	Scleropages_formosus
ENSPKIP00000030950	ENSPKIG00000011579	Paramormyrops_kingsleyae
ENSDCDP00000050452	ENSDCDG00000030740	Denticeps_clupeoides
ENSDCDP00000017835	ENSDCDG00000014495	Denticeps_clupeoides
ENSCHAP00000060388	ENSCHAG00000027011	Clupea_harengus
ENSAMXP00000010096	ENSAMXG00000009824	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005033421	ENSAMXG00005016165	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000015687	ENSPNAG00000021827	Pygocentrus_nattereri
ENSIPUP00000026984	ENSIPUG00000018235	Ictalurus_punctatus
ENSEEEP00000000036	ENSEEEG00000000018	Electrophorus_electricus
ENSDARP00000129296	ENSDARG00000052741	Danio_rerio
ENSXMAP00000001102	ENSXMAG00000001085	Xiphophorus_maculatus
ENSXCOP00000023718	ENSXCOG00000017711	Xiphophorus_couchianus
ENSGAFP00000015323	ENSGAFG00000010352	Gambusia_affinis
ENSPMEP00000002469	ENSPMEG00000003532	Poecilia_mexicana
ENSPLAP00000026807	ENSPLAG00000014913	Poecilia_latipinna
ENSPREP00000027446	ENSPREG00000018562	Poecilia_reticulata
