ENSPVIP00000026056	ENSPVIG00000019467	Pogona_vitticeps	ENSPVIT00000032112
ENSACAP00000010423	ENSACAG00000010624	Anolis_carolinensis	ENSACAT00000010637
ENSNSUP00000010889	ENSNSUG00000008246	Notechis_scutatus
ENSSMRP00000029368	ENSSMRG00000022587	Salvator_merianae
ENSSPUP00000009907	ENSSPUG00000007679	Sphenodon_punctatus
ENSAHAP00000002775	ENSAHAG00000002242	Apteryx_haastii
ENSAOWP00000016454	ENSAOWG00000011203	Apteryx_owenii
ENSARWP00000002601	ENSARWG00000001942	Apteryx_rowi
ENSDNVP00000012758	ENSDNVG00000009012	Dromaius_novaehollandiae
ENSNPEP00000015484	ENSNPEG00000011564	Nothoprocta_perdicaria
ENSCPGP00000008181	ENSCPGG00000005832	Calidris_pygmaea
ENSCPUP00000010427	ENSCPUG00000007399	Calidris_pugnax
ENSMUNP00000003877	ENSMUNG00000003260	Melopsittacus_undulatus
ENSCCEP00000006347	ENSCCEG00000006828	Cyanistes_caeruleus
ENSPMJP00000015168	ENSPMJG00000011499	Parus_major
ENSFALP00000004622	ENSFALG00000004439	Ficedula_albicollis
ENSJHYP00000009196	ENSJHYG00000007283	Junco_hyemalis
ENSZALP00000010708	ENSZALG00000009046	Zonotrichia_albicollis
ENSSCAP00000018692	ENSSCAG00000013518	Serinus_canaria
ENSTGUP00000008392	ENSTGUG00000008144	Taeniopygia_guttata
ENSLSDP00000014426	ENSLSDG00000010418	Lonchura_striata_domestica
ENSMVIP00005022167	ENSMVIG00005015563	Manacus_vitellinus
ENSLCOP00000003396	ENSLCOG00000002569	Lepidothrix_coronata
ENSGALP00000026693	ENSGALG00000016569	Gallus_gallus
ENSCJPP00005022854	ENSCJPG00005018167	Coturnix_japonica
ENSMGAP00000015572	ENSMGAG00000014698	Meleagris_gallopavo
ENSNMEP00000017940	ENSNMEG00000015626	Numida_meleagris
ENSABRP00000011649	ENSABRG00000010422	Anser_brachyrhynchus
ENSAPLP00000012935	ENSAPLG00000013141	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005008411	ENSCPRG00005006003	Crocodylus_porosus
ENSGAGP00000002964	ENSGAGG00000002367	Gopherus_agassizii
ENSCABP00000010790	ENSCABG00000008078	Chelonoidis_abingdonii
ENSCPBP00000021915	ENSCPBG00000015715	Chrysemys_picta_bellii
ENSPSIP00000013785	ENSPSIG00000012381	Pelodiscus_sinensis
ENSVURP00010029476	ENSVURG00010022550	Vombatus_ursinus
ENSPCIP00000035318	ENSPCIG00000026120	Phascolarctos_cinereus
ENSMEUP00000000545	ENSMEUG00000000591	Notamacropus_eugenii
ENSSHAP00000009299	ENSSHAG00000008047	Sarcophilus_harrisii
ENSMODP00000021557	ENSMODG00000017276	Monodelphis_domestica
ENSDNOP00000030162	ENSDNOG00000039083	Dasypus_novemcinctus
ENSCHOP00000006736	ENSCHOG00000007602	Choloepus_hoffmanni
ENSLAFP00000008421	ENSLAFG00000010051	Loxodonta_africana
ENSPCAP00000008485	ENSPCAG00000009084	Procavia_capensis
ENSETEP00000001049	ENSETEG00000001303	Echinops_telfairi
ENSCGRP00000014473	ENSCGRG00000010471	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015021147	ENSCGRG00015016119	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001003711	ENSCGRG00001004555	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000022042	ENSMAUG00000019596	Mesocricetus_auratus
ENSMOCP00000009695	ENSMOCG00000009876	Microtus_ochrogaster
ENSPEMP00000036417	ENSPEMG00000014927	Peromyscus_maniculatus_bairdii
ENSMSIP00000018500	ENSMSIG00000015765	Mus_spicilegus
