ENSPMAP00000003320	ENSPMAG00000003042	Petromyzon_marinus
ENSEBUP00000022496	ENSEBUG00000013845	Eptatretus_burgeri
ENSPCIP00000006114	ENSPCIG00000005148	Phascolarctos_cinereus
ENSVURP00010006255	ENSVURG00010004850	Vombatus_ursinus
ENSMEUP00000013665	ENSMEUG00000014952	Notamacropus_eugenii
ENSMODP00000002390	ENSMODG00000001962	Monodelphis_domestica
ENSMODP00000006028	ENSMODG00000004896	Monodelphis_domestica
ENSSHAP00000020147	ENSSHAG00000017091	Sarcophilus_harrisii
ENSPANP00000041155	ENSPANG00000029804	Papio_anubis
ENSTGEP00000016413	ENSTGEG00000013291	Theropithecus_gelada
ENSMLEP00000013204	ENSMLEG00000030789	Mandrillus_leucophaeus
ENSMFAP00000022371	ENSMFAG00000038182	Macaca_fascicularis
ENSCATP00000028909	ENSCATG00000037725	Cercocebus_atys
ENSRBIP00000036337	ENSRBIG00000041787	Rhinopithecus_bieti
ENSMICP00000045383	ENSMICG00000000517	Microcebus_murinus
ENSTBEP00000006805	ENSTBEG00000007876	Tupaia_belangeri
ENSBIXP00000036361	ENSBIXG00000019823	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005035409	ENSBIXG00005016559	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000007709	ENSBTAG00000005865	Bos_taurus
ENSBMUP00000013326	ENSBMUG00000010171	Bos_mutus
ENSBBBP00000007500	ENSBBBG00000015564	Bison_bison_bison
ENSOARP00000022519	ENSOARG00000020954	Ovis_aries
ENSCHIP00000032389	ENSCHIG00000026384	Capra_hircus
ENSTTRP00000015408	ENSTTRG00000016253	Tursiops_truncatus
ENSSSCP00000043903	ENSSSCG00000004624	Sus_scrofa_strain_reference
ENSECAP00000044574	ENSECAG00000034988	Equus_caballus
ENSEASP00005014359	ENSEASG00005010000	Equus_asinus_asinus
ENSUAMP00000035593	ENSUAMG00000027035	Ursus_americanus
ENSUMAP00000026320	ENSUMAG00000019164	Ursus_maritimus
ENSAMEP00000007529	ENSAMEG00000007132	Ailuropoda_melanoleuca
ENSCAFP00020024137	ENSCAFG00020018994	Canis_lupus_dingo
ENSCAFP00000033397	ENSCAFG00000015640	Canis_lupus_familiaris
ENSVVUP00000000014	ENSVVUG00000000007	Vulpes_vulpes
ENSNVIP00000012084	ENSNVIG00000009601	Neovison_vison
ENSPTIP00000008005	ENSPTIG00000009477	Panthera_tigris_altaica
ENSPPRP00000011604	ENSPPRG00000005399	Panthera_pardus
ENSFCAP00000040737	ENSFCAG00000012570	Felis_catus
ENSVPAP00000008767	ENSVPAG00000009422	Vicugna_pacos
ENSPVAP00000011482	ENSPVAG00000012181	Pteropus_vampyrus
ENSMLUP00000000750	ENSMLUG00000000823	Myotis_lucifugus
ENSEEUP00000003105	ENSEEUG00000003410	Erinaceus_europaeus
ENSPTRP00000063558	ENSPTRG00000042691	Pan_troglodytes
ENSPPAP00000008061	ENSPPAG00000027262	Pan_paniscus
ENSNLEP00000027028	ENSNLEG00000033442	Nomascus_leucogenys
ENSPANP00000024007	ENSPANG00000030943	Papio_anubis
ENSMFAP00000024303	ENSMFAG00000043756	Macaca_fascicularis
ENSPPAP00000021240	ENSPPAG00000033835	Pan_paniscus
ENSPTRP00000086399	ENSPTRG00000051942	Pan_troglodytes
ENSGGOP00000048207	ENSGGOG00000042280	Gorilla_gorilla
ENSNLEP00000035551	ENSNLEG00000035665	Nomascus_leucogenys
ENSP00000261845	ENSG00000069956	Homo_sapiens
ENSGGOP00000003926	ENSGGOG00000004003	Gorilla_gorilla
