FBpp0111355	FBgn0263606	Drosophila_melanogaster
K08D10.2a.1	WBGene00001033	Caenorhabditis_elegans_strain_N2
ENSVURP00010013077	ENSVURG00010010060	Vombatus_ursinus	ENSVURT00010014878
ENSPCIP00000052453	ENSPCIG00000031336	Phascolarctos_cinereus	ENSPCIT00000055803
ENSMEUP00000003009	ENSMEUG00000003301	Notamacropus_eugenii	ENSMEUT00000003305
ENSMODP00000010435	ENSMODG00000008397	Monodelphis_domestica	ENSMODT00000010638
ENSCHOP00000004527	ENSCHOG00000005109	Choloepus_hoffmanni
ENSDNOP00000008673	ENSDNOG00000011178	Dasypus_novemcinctus
ENSLAFP00000003283	ENSLAFG00000003927	Loxodonta_africana
ENSPCAP00000001770	ENSPCAG00000001916	Procavia_capensis
ENSETEP00000006952	ENSETEG00000008555	Echinops_telfairi
ENSDORP00000008595	ENSDORG00000009153	Dipodomys_ordii
ENSCCNP00000033367	ENSCCNG00000031574	Castor_canadensis
ENSSTOP00000030105	ENSSTOG00000031644	Ictidomys_tridecemlineatus
ENSSDAP00000004297	ENSSDAG00000004039	Spermophilus_dauricus
ENSSTOP00000010397	ENSSTOG00000011587	Ictidomys_tridecemlineatus
ENSUPAP00010014557	ENSUPAG00010011653	Urocitellus_parryii
ENSMMMP00000020005	ENSMMMG00000017683	Marmota_marmota_marmota
ENSCPOP00000012086	ENSCPOG00000013423	Cavia_porcellus	ENSCPOT00000013555
ENSODEP00000023705	ENSODEG00000017352	Octodon_degus	ENSODET00000023976
ENSHGLP00100023335	ENSHGLG00100017148	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009099	ENSHGLG00000006538	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019605	ENSFDAG00000009030	Fukomys_damarensis
ENSMUSP00000062811	ENSMUSG00000043510	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000005846	ENSMSIG00000005268	Mus_spicilegus
MGP_SPRETEiJ_P0072467	MGP_SPRETEiJ_G0028551	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0069792	MGP_CAROLIEiJ_G0027553	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0058031	MGP_PahariEiJ_G0024135	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000053641	ENSRNOG00000037508	Rattus_norvegicus
ENSMUGP00000001489	ENSMUGG00000001411	Meriones_unguiculatus
ENSCGRP00000005752	ENSCGRG00000004213	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001004502	ENSCGRG00001005748	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029000	ENSCGRG00015021930	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000007336	ENSMAUG00000009038	Mesocricetus_auratus
ENSPEMP00000012335	ENSPEMG00000012692	Peromyscus_maniculatus_bairdii
ENSMOCP00000012937	ENSMOCG00000012889	Microtus_ochrogaster
ENSNGAP00000009637	ENSNGAG00000012278	Nannospalax_galili
ENSTBEP00000004399	ENSTBEG00000005118	Tupaia_belangeri
ENSMICP00000042738	ENSMICG00000043059	Microcebus_murinus
ENSPCOP00000029371	ENSPCOG00000027381	Propithecus_coquereli
ENSPSMP00000019705	ENSPSMG00000013907	Prolemur_simus
ENSTSYP00000027048	ENSTSYG00000031775	Carlito_syrichta
ENSPTRP00000024461	ENSPTRG00000014208	Pan_troglodytes
ENSPPAP00000016595	ENSPPAG00000031416	Pan_paniscus
ENSGGOP00000016709	ENSGGOG00000017121	Gorilla_gorilla
ENSP00000216027	ENSG00000100209	Homo_sapiens
ENSPPYP00000013023	ENSPPYG00000011676	Pongo_abelii
ENSNLEP00000002849	ENSNLEG00000002360	Nomascus_leucogenys
ENSPTEP00000022294	ENSPTEG00000023251	Piliocolobus_tephrosceles
ENSCANP00000027412	ENSCANG00000037117	Colobus_angolensis_palliatus
ENSRROP00000034697	ENSRROG00000040894	Rhinopithecus_roxellana
ENSRBIP00000033233	ENSRBIG00000040383	Rhinopithecus_bieti
ENSCATP00000003069	ENSCATG00000012446	Cercocebus_atys
ENSTGEP00000032925	ENSTGEG00000026304	Theropithecus_gelada
ENSCSAP00000006197	ENSCSAG00000009956	Chlorocebus_sabaeus
ENSMFAP00000006526	ENSMFAG00000035436	Macaca_fascicularis
ENSMMUP00000026985	ENSMMUG00000020489	Macaca_mulatta
ENSPANP00000015652	ENSPANG00000011340	Papio_anubis
ENSMLEP00000018205	ENSMLEG00000033294	Mandrillus_leucophaeus
ENSCCAP00000003841	ENSCCAG00000019039	Cebus_capucinus_imitator
ENSSBOP00000025050	ENSSBOG00000028996	Saimiri_boliviensis_boliviensis
ENSCJAP00000054653	ENSCJAG00000020051	Callithrix_jacchus
ENSANAP00000026617	ENSANAG00000031035	Aotus_nancymaae
ENSOGAP00000003534	ENSOGAG00000003969	Otolemur_garnettii
ENSCLAP00000014586	ENSCLAG00000010069	Chinchilla_lanigera	ENSCLAT00000014744
ENSJJAP00000007349	ENSJJAG00000011776	Jaculus_jaculus
ENSMMMP00000012850	ENSMMMG00000011481	Marmota_marmota_marmota
ENSOCUP00000009738	ENSOCUG00000011315	Oryctolagus_cuniculus
ENSOPRP00000012730	ENSOPRG00000013951	Ochotona_princeps
ENSMLUP00000015126	ENSMLUG00000016597	Myotis_lucifugus
ENSPVAP00000004284	ENSPVAG00000004524	Pteropus_vampyrus
ENSNVIP00000005045	ENSNVIG00000004060	Neovison_vison
ENSMPUP00000013457	ENSMPUG00000013560	Mustela_putorius_furo
ENSUAMP00000015801	ENSUAMG00000012636	Ursus_americanus
ENSUMAP00000021782	ENSUMAG00000015935	Ursus_maritimus
ENSAMEP00000008919	ENSAMEG00000008477	Ailuropoda_melanoleuca
ENSCAFP00020028658	ENSCAFG00020022459	Canis_lupus_dingo
ENSCAFP00000017552	ENSCAFG00000011928	Canis_lupus_familiaris
ENSVVUP00000035908	ENSVVUG00000025802	Vulpes_vulpes
ENSPPRP00000006988	ENSPPRG00000002271	Panthera_pardus
ENSPTIP00000008022	ENSPTIG00000009495	Panthera_tigris_altaica
ENSFCAP00000046712	ENSFCAG00000043176	Felis_catus
ENSVPAP00000002612	ENSVPAG00000002825	Vicugna_pacos
ENSSSCP00000043785	ENSSSCG00000034860	Sus_scrofa_strain_reference
ENSCHIP00000031536	ENSCHIG00000025855	Capra_hircus
ENSOARP00000002871	ENSOARG00000002704	Ovis_aries
ENSBMUP00000035741	ENSBMUG00000026547	Bos_mutus
ENSBIXP00005000770	ENSBIXG00005029856	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000041625	ENSBTAG00000015075	Bos_taurus
