ENSPCIP00000023608	ENSPCIG00000017896	Phascolarctos_cinereus
ENSVURP00010018001	ENSVURG00010013676	Vombatus_ursinus
ENSMEUP00000008495	ENSMEUG00000009284	Notamacropus_eugenii
ENSSHAP00000017835	ENSSHAG00000015142	Sarcophilus_harrisii
ENSMODP00000021307	ENSMODG00000017076	Monodelphis_domestica
ENSCCNP00000032209	ENSCCNG00000030556	Castor_canadensis
ENSDORP00000025294	ENSDORG00000006425	Dipodomys_ordii
ENSMUSP00000079900	ENSMUSG00000010505	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0059068	MGP_SPRETEiJ_G0025748	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000013882	ENSMSIG00000011613	Mus_spicilegus
MGP_CAROLIEiJ_P0056833	MGP_CAROLIEiJ_G0024821	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0067855	MGP_PahariEiJ_G0026269	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000032420	ENSRNOG00000017346	Rattus_norvegicus
ENSMUGP00000004018	ENSMUGG00000003573	Meriones_unguiculatus
ENSMUGP00000004488	ENSMUGG00000003893	Meriones_unguiculatus
ENSPEMP00000008298	ENSPEMG00000009965	Peromyscus_maniculatus_bairdii
ENSMOCP00000020479	ENSMOCG00000018135	Microtus_ochrogaster
ENSCGRP00015024459	ENSCGRG00015018483	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000016537	ENSCGRG00000012011	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001019862	ENSCGRG00001019149	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000019975	ENSMAUG00000018102	Mesocricetus_auratus
ENSNGAP00000009149	ENSNGAG00000011888	Nannospalax_galili
ENSJJAP00000007377	ENSJJAG00000011737	Jaculus_jaculus
ENSCLAP00000003354	ENSCLAG00000002402	Chinchilla_lanigera
ENSODEP00000005934	ENSODEG00000004469	Octodon_degus
ENSHGLP00000026807	ENSHGLG00000019065	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024753	ENSHGLG00100018179	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022827	ENSFDAG00000021124	Fukomys_damarensis
ENSCPOP00000006120	ENSCPOG00000006790	Cavia_porcellus
ENSCAPP00000016800	ENSCAPG00000016615	Cavia_aperea
ENSSDAP00000009001	ENSSDAG00000008120	Spermophilus_dauricus
ENSUPAP00010004131	ENSUPAG00010003256	Urocitellus_parryii
ENSSTOP00000023989	ENSSTOG00000008133	Ictidomys_tridecemlineatus
ENSMMMP00000000109	ENSMMMG00000000062	Marmota_marmota_marmota
ENSOCUP00000021160	ENSOCUG00000024866	Oryctolagus_cuniculus
ENSOPRP00000013916	ENSOPRG00000015226	Ochotona_princeps
ENSTBEP00000001186	ENSTBEG00000001344	Tupaia_belangeri
ENSPSMP00000000358	ENSPSMG00000000298	Prolemur_simus
ENSMICP00000039628	ENSMICG00000003327	Microcebus_murinus
ENSPCOP00000016792	ENSPCOG00000020177	Propithecus_coquereli
ENSOGAP00000010274	ENSOGAG00000011473	Otolemur_garnettii
ENSPPAP00000019240	ENSPPAG00000032781	Pan_paniscus
ENSPTRP00000067347	ENSPTRG00000032477	Pan_troglodytes
ENSP00000498616	ENSG00000196132	Homo_sapiens
ENSGGOP00000006203	ENSGGOG00000006335	Gorilla_gorilla
ENSPPYP00000012582	ENSPPYG00000011263	Pongo_abelii
ENSNLEP00000012488	ENSNLEG00000010244	Nomascus_leucogenys
ENSCSAP00000012824	ENSCSAG00000016796	Chlorocebus_sabaeus
ENSPANP00000014384	ENSPANG00000005908	Papio_anubis
ENSTGEP00000009634	ENSTGEG00000007898	Theropithecus_gelada
ENSMFAP00000029291	ENSMFAG00000041891	Macaca_fascicularis
ENSMMUP00000054825	ENSMMUG00000002315	Macaca_mulatta
ENSMNEP00000032148	ENSMNEG00000039396	Macaca_nemestrina
ENSCATP00000001761	ENSCATG00000007642	Cercocebus_atys
ENSMLEP00000005403	ENSMLEG00000023826	Mandrillus_leucophaeus
