ENSVURP00010004469	ENSVURG00010003397	Vombatus_ursinus
ENSAMXP00000008995	ENSAMXG00000008747	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPVAP00000009537	ENSPVAG00000010116	Pteropus_vampyrus
ENSHGLP00000023233	ENSHGLG00000016564	Heterocephalus_glaber_HetGla_female_1.0
ENSLAFP00000017043	ENSLAFG00000023182	Loxodonta_africana
ENSSFOP00015020669	ENSSFOG00015013299	Scleropages_formosus
ENSCPUP00000022769	ENSCPUG00000015475	Calidris_pugnax
ENSODEP00000017245	ENSODEG00000012705	Octodon_degus
ENSCMIP00000009980	ENSCMIG00000005231	Callorhinchus_milii
ENSCANP00000017080	ENSCANG00000032011	Colobus_angolensis_palliatus
ENSLSDP00000008256	ENSLSDG00000006176	Lonchura_striata_domestica
ENSABRP00000001973	ENSABRG00000001978	Anser_brachyrhynchus
ENSZALP00000007484	ENSZALG00000006658	Zonotrichia_albicollis
ENSRBIP00000007218	ENSRBIG00000027484	Rhinopithecus_bieti
ENSSBOP00000039826	ENSSBOG00000035926	Saimiri_boliviensis_boliviensis
ENSCPGP00000027357	ENSCPGG00000018848	Calidris_pygmaea
ENSBSLP00000003964	ENSBSLG00000002066	Betta_splendens
ENSBIXP00000006636	ENSBIXG00000012731	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPPRP00000021407	ENSPPRG00000012220	Panthera_pardus
ENSMUSP00000040522	ENSMUSG00000032988	Mus_musculus_strain_reference_(CL57BL6)
ENSMUGP00000018889	ENSMUGG00000016020	Meriones_unguiculatus
ENSOPRP00000000381	ENSOPRG00000000415	Ochotona_princeps
ENSCAFP00000002062	ENSCAFG00000001429	Canis_lupus_familiaris
ENSCPRP00005027431	ENSCPRG00005019002	Crocodylus_porosus
ENSMGAP00000013183	ENSMGAG00000012518	Meleagris_gallopavo
ENSIPUP00000001930	ENSIPUG00000001384	Ictalurus_punctatus
ENSBIXP00005024122	ENSBIXG00005026757	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNLEP00000018252	ENSNLEG00000015018	Nomascus_leucogenys
ENSAPLP00000014957	ENSAPLG00000015097	Anas_platyrhynchos_platyrhynchos
ENSECAP00000034563	ENSECAG00000018691	Equus_caballus
ENSAMXP00005026799	ENSAMXG00005013461	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSTTRP00000005299	ENSTTRG00000005615	Tursiops_truncatus
ENSOGAP00000020213	ENSOGAG00000031049	Otolemur_garnettii
ENSOARP00000016109	ENSOARG00000015015	Ovis_aries
ENSCAFP00020004297	ENSCAFG00020003537	Canis_lupus_dingo
MGP_CAROLIEiJ_P0038931	MGP_CAROLIEiJ_G0020009	Mus_caroli_strain_CAROLI_EIJ
ENSCABP00000022898	ENSCABG00000016835	Chelonoidis_abingdonii	ENSCABT00000025078
ENSMOCP00000023486	ENSMOCG00000020185	Microtus_ochrogaster
ENSMLUP00000015311	ENSMLUG00000016804	Myotis_lucifugus
ENSCPOP00000019521	ENSCPOG00000024290	Cavia_porcellus
ENSMMUP00000063587	ENSMMUG00000055240	Macaca_mulatta
ENSPSMP00000007839	ENSPSMG00000005805	Prolemur_simus
ENSCPBP00000032833	ENSCPBG00000023027	Chrysemys_picta_bellii
ENSARWP00000026555	ENSARWG00000017961	Apteryx_rowi
ENSAOWP00000015681	ENSAOWG00000010673	Apteryx_owenii
ENSTGEP00000014917	ENSTGEG00000012120	Theropithecus_gelada
ENSNGAP00000021035	ENSNGAG00000020342	Nannospalax_galili
ENSLOCP00000014325	ENSLOCG00000011658	Lepisosteus_oculatus
ENSMVIP00005025841	ENSMVIG00005018047	Manacus_vitellinus
ENSDORP00000024329	ENSDORG00000002585	Dipodomys_ordii
ENSMNEP00000042440	ENSMNEG00000043948	Macaca_nemestrina
ENSSPUP00000014636	ENSSPUG00000011299	Sphenodon_punctatus
ENSCCNP00000000506	ENSCCNG00000000563	Castor_canadensis
ENSMAUP00000023264	ENSMAUG00000020465	Mesocricetus_auratus
ENSGALP00000044229	ENSGALG00000036897	Gallus_gallus
ENSCLAP00000022826	ENSCLAG00000015657	Chinchilla_lanigera
ENSCHAP00000003925	ENSCHAG00000002475	Clupea_harengus
ENSBMUP00000013067	ENSBMUG00000009982	Bos_mutus
ENSUAMP00000026546	ENSUAMG00000020540	Ursus_americanus
ENSPTRP00000024730	ENSPTRG00000014360	Pan_troglodytes
ENSNPEP00000015445	ENSNPEG00000011536	Nothoprocta_perdicaria
ENSCATP00000026936	ENSCATG00000036864	Cercocebus_atys
ENSSHAP00000000283	ENSSHAG00000000248	Sarcophilus_harrisii
ENSDARP00000127207	ENSDARG00000045153	Danio_rerio
ENSHGLP00100007748	ENSHGLG00100005784	Heterocephalus_glaber_HetGla_1.0
ENSTSYP00000015979	ENSTSYG00000034473	Carlito_syrichta
ENSSMRP00000020129	ENSSMRG00000015687	Salvator_merianae
ENSAMEP00000010931	ENSAMEG00000010398	Ailuropoda_melanoleuca
ENSETEP00000001186	ENSETEG00000001471	Echinops_telfairi
ENSEASP00005027613	ENSEASG00005018794	Equus_asinus_asinus
ENSANAP00000026620	ENSANAG00000031043	Aotus_nancymaae
ENSMODP00000043908	ENSMODG00000049590	Monodelphis_domestica
ENSCSAP00000003111	ENSCSAG00000006828	Chlorocebus_sabaeus
ENSMICP00000043147	ENSMICG00000044503	Microcebus_murinus
ENSBBBP00000012123	ENSBBBG00000019982	Bison_bison_bison
ENSMSIP00000026400	ENSMSIG00000022298	Mus_spicilegus
ENSP00000321735	ENSG00000100156	Homo_sapiens
ENSMPUP00000012945	ENSMPUG00000013044	Mustela_putorius_furo
ENSPPYP00000013178	ENSPPYG00000011813	Pongo_abelii
ENSECRP00000013717	ENSECRG00000009123	Erpetoichthys_calabaricus
ENSCJAP00000022265	ENSCJAG00000012113	Callithrix_jacchus
ENSFCAP00000025308	ENSFCAG00000027746	Felis_catus
ENSSCAP00000005426	ENSSCAG00000004338	Serinus_canaria
ENSJHYP00000005783	ENSJHYG00000004697	Junco_hyemalis
ENSPVIP00000033697	ENSPVIG00000024625	Pogona_vitticeps
ENSPCOP00000005344	ENSPCOG00000013553	Propithecus_coquereli
ENSUMAP00000020510	ENSUMAG00000015023	Ursus_maritimus
ENSBTAP00000061437	ENSBTAG00000015275	Bos_taurus
ENSMMMP00000016428	ENSMMMG00000014593	Marmota_marmota_marmota
ENSPTEP00000038363	ENSPTEG00000035692	Piliocolobus_tephrosceles
ENSDNVP00000016434	ENSDNVG00000011526	Dromaius_novaehollandiae
ENSPPAP00000016629	ENSPPAG00000031437	Pan_paniscus
ENSOANP00000023131	ENSOANG00000014680	Ornithorhynchus_anatinus
ENSMLEP00000034611	ENSMLEG00000041458	Mandrillus_leucophaeus
ENSMUNP00000000736	ENSMUNG00000000685	Melopsittacus_undulatus
ENSLACP00000007957	ENSLACG00000007043	Latimeria_chalumnae
ENSCGRP00015003280	ENSCGRG00015002614	Cricetulus_griseus_CriGri-PICR
ENSUPAP00010028316	ENSUPAG00010022359	Urocitellus_parryii
ENSNVIP00000002584	ENSNVIG00000002093	Neovison_vison
MGP_SPRETEiJ_P0040734	MGP_SPRETEiJ_G0020907	Mus_spretus_strain_SPRET/EiJ
ENSNSUP00000006441	ENSNSUG00000005108	Notechis_scutatus
ENSJJAP00000004182	ENSJJAG00000008544	Jaculus_jaculus
ENSPEMP00000016692	ENSPEMG00000015839	Peromyscus_maniculatus_bairdii
ENSACAP00000008381	ENSACAG00000008525	Anolis_carolinensis
ENSLCOP00000000336	ENSLCOG00000000317	Lepidothrix_coronata
ENSPMJP00000009917	ENSPMJG00000007884	Parus_major
MGP_PahariEiJ_P0042286	MGP_PahariEiJ_G0020011	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016248	ENSRNOG00000012090	Rattus_norvegicus
ENSCJPP00005016221	ENSCJPG00005013350	Coturnix_japonica
ENSAHAP00000000628	ENSAHAG00000000568	Apteryx_haastii
ENSPSIP00000004071	ENSPSIG00000003842	Pelodiscus_sinensis
ENSCCEP00000005789	ENSCCEG00000006310	Cyanistes_caeruleus
ENSCGRP00001023897	ENSCGRG00001021978	Cricetulus_griseus_CHOK1GS_HDv1
ENSPCIP00000014640	ENSPCIG00000011321	Phascolarctos_cinereus
ENSSTOP00000016160	ENSSTOG00000020426	Ictidomys_tridecemlineatus
ENSFALP00000013239	ENSFALG00000012685	Ficedula_albicollis
ENSNMEP00000012822	ENSNMEG00000011788	Numida_meleagris
ENSSSCP00000045262	ENSSSCG00000000113	Sus_scrofa_strain_reference
ENSCGRP00000011053	ENSCGRG00000008057	Cricetulus_griseus_CriGri_1.0
ENSPANP00000013312	ENSPANG00000020815	Papio_anubis
ENSGAGP00000016556	ENSGAGG00000012380	Gopherus_agassizii	ENSGAGT00000018894
ENSMFAP00000027694	ENSMFAG00000045249	Macaca_fascicularis
ENSCCAP00000040323	ENSCCAG00000037967	Cebus_capucinus_imitator
ENSCHIP00000014531	ENSCHIG00000015529	Capra_hircus
ENSRROP00000036702	ENSRROG00000041810	Rhinopithecus_roxellana
