ENSACAP00000021629	ENSACAG00000002015	Anolis_carolinensis
ENSPVIP00000026406	ENSPVIG00000019724	Pogona_vitticeps
ENSSMRP00000006496	ENSSMRG00000005265	Salvator_merianae
ENSSPUP00000010362	ENSSPUG00000008014	Sphenodon_punctatus
ENSJHYP00000015309	ENSJHYG00000011767	Junco_hyemalis
ENSPMJP00000019520	ENSPMJG00000014617	Parus_major
ENSFALP00000011442	ENSFALG00000010960	Ficedula_albicollis
ENSLCOP00000002287	ENSLCOG00000001803	Lepidothrix_coronata
ENSGALP00000041614	ENSGALG00000028573	Gallus_gallus
ENSCJPP00005011945	ENSCJPG00005010206	Coturnix_japonica
ENSNMEP00000018995	ENSNMEG00000016456	Numida_meleagris
ENSCPUP00000002600	ENSCPUG00000001983	Calidris_pugnax
ENSCPGP00000005438	ENSCPGG00000003918	Calidris_pygmaea
ENSCPRP00005014169	ENSCPRG00005009978	Crocodylus_porosus
ENSCABP00000014693	ENSCABG00000010971	Chelonoidis_abingdonii
ENSPVAP00000013040	ENSPVAG00000013829	Pteropus_vampyrus
ENSMLUP00000007326	ENSMLUG00000008029	Myotis_lucifugus
ENSEASP00005001225	ENSEASG00005001027	Equus_asinus_asinus
ENSECAP00000020534	ENSECAG00000023121	Equus_caballus
ENSEEUP00000007476	ENSEEUG00000008240	Erinaceus_europaeus
ENSNVIP00000017755	ENSNVIG00000013925	Neovison_vison
ENSMPUP00000013698	ENSMPUG00000013801	Mustela_putorius_furo
ENSUAMP00000011050	ENSUAMG00000009027	Ursus_americanus
ENSAMEP00000014465	ENSAMEG00000013738	Ailuropoda_melanoleuca
ENSCAFP00020009976	ENSCAFG00020008102	Canis_lupus_dingo
ENSCAFP00000002242	ENSCAFG00000001549	Canis_lupus_familiaris
ENSVVUP00000037094	ENSVVUG00000026533	Vulpes_vulpes
ENSPPRP00000001349	ENSPPRG00000024200	Panthera_pardus
ENSCHIP00000019567	ENSCHIG00000018533	Capra_hircus
ENSOARP00000017629	ENSOARG00000016419	Ovis_aries
ENSBIXP00000006134	ENSBIXG00000012269	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000001425	ENSBTAG00000001074	Bos_taurus
ENSBIXP00005030087	ENSBIXG00005010116	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000032024	ENSBMUG00000023869	Bos_mutus
ENSBBBP00000003916	ENSBBBG00000002532	Bison_bison_bison
ENSTTRP00000000397	ENSTTRG00000000424	Tursiops_truncatus
ENSSSCP00000049882	ENSSSCG00000033246	Sus_scrofa_strain_reference
ENSVPAP00000001136	ENSVPAG00000001234	Vicugna_pacos
ENSPTRP00000045078	ENSPTRG00000018132	Pan_troglodytes	ENSPTRT00000033516
ENSPPAP00000024441	ENSPPAG00000035363	Pan_paniscus	ENSPPAT00000047266
ENSGGOP00000015626	ENSGGOG00000016020	Gorilla_gorilla	ENSGGOT00000016074
ENSP00000229903	ENSG00000112167	Homo_sapiens	ENST00000229903
ENSPPYP00000018536	ENSPPYG00000016573	Pongo_abelii
ENSMFAP00000006165	ENSMFAG00000045847	Macaca_fascicularis
ENSMNEP00000028643	ENSMNEG00000037786	Macaca_nemestrina
ENSPANP00000012586	ENSPANG00000024969	Papio_anubis
ENSCATP00000024558	ENSCATG00000035797	Cercocebus_atys
ENSTGEP00000037157	ENSTGEG00000029572	Theropithecus_gelada
ENSMLEP00000021434	ENSMLEG00000034930	Mandrillus_leucophaeus
ENSCANP00000008525	ENSCANG00000027684	Colobus_angolensis_palliatus
ENSPTEP00000036182	ENSPTEG00000034041	Piliocolobus_tephrosceles
ENSRBIP00000025886	ENSRBIG00000036825	Rhinopithecus_bieti
ENSRROP00000036388	ENSRROG00000041669	Rhinopithecus_roxellana
ENSSBOP00000032219	ENSSBOG00000032289	Saimiri_boliviensis_boliviensis
ENSCJAP00000060241	ENSCJAG00000041718	Callithrix_jacchus
ENSCCAP00000022155	ENSCCAG00000028889	Cebus_capucinus_imitator
ENSANAP00000010141	ENSANAG00000023042	Aotus_nancymaae
ENSTSYP00000023060	ENSTSYG00000002887	Carlito_syrichta
ENSMICP00000018070	ENSMICG00000035440	Microcebus_murinus
ENSPCOP00000001727	ENSPCOG00000005418	Propithecus_coquereli
ENSOGAP00000018645	ENSOGAG00000032800	Otolemur_garnettii
ENSHGLP00000023860	ENSHGLG00000017010	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013161	ENSHGLG00100009743	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000013924	ENSCPOG00000015443	Cavia_porcellus
ENSCLAP00000011810	ENSCLAG00000008142	Chinchilla_lanigera
ENSUPAP00010021197	ENSUPAG00010016843	Urocitellus_parryii
ENSSTOP00000017770	ENSSTOG00000026699	Ictidomys_tridecemlineatus
ENSMMMP00000028045	ENSMMMG00000024448	Marmota_marmota_marmota
ENSMUSP00000055382	ENSMUSG00000045107	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0035712	MGP_CAROLIEiJ_G0018980	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0037392	MGP_SPRETEiJ_G0019858	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000026820	ENSMSIG00000022611	Mus_spicilegus
MGP_PahariEiJ_P0083820	MGP_PahariEiJ_G0029994	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008391	ENSRNOG00000006341	Rattus_norvegicus
ENSMUGP00000023091	ENSMUGG00000019341	Meriones_unguiculatus
ENSCGRP00001000239	ENSCGRG00001000216	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000375	ENSCGRG00000000339	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015023408	ENSCGRG00015017816	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000021182	ENSMAUG00000018997	Mesocricetus_auratus
ENSMOCP00000019054	ENSMOCG00000017162	Microtus_ochrogaster
ENSPEMP00000031882	ENSPEMG00000026328	Peromyscus_maniculatus_bairdii
ENSNGAP00000000982	ENSNGAG00000000751	Nannospalax_galili
ENSJJAP00000011951	ENSJJAG00000015133	Jaculus_jaculus
ENSCCNP00000008041	ENSCCNG00000008567	Castor_canadensis
ENSOCUP00000021720	ENSOCUG00000021575	Oryctolagus_cuniculus
ENSOPRP00000010328	ENSOPRG00000011321	Ochotona_princeps
ENSSARP00000005722	ENSSARG00000006329	Sorex_araneus
ENSPCAP00000004852	ENSPCAG00000005238	Procavia_capensis
ENSETEP00000006304	ENSETEG00000007760	Echinops_telfairi
ENSPSMP00000009527	ENSPSMG00000006985	Prolemur_simus
ENSCJAP00000074476	ENSCJAG00000058820	Callithrix_jacchus
ENSFDAP00000014558	ENSFDAG00000001859	Fukomys_damarensis
ENSFCAP00000032892	ENSFCAG00000032848	Felis_catus
ENSPTIP00000006628	ENSPTIG00000008495	Panthera_tigris_altaica
ENSUMAP00000007055	ENSUMAG00000005485	Ursus_maritimus
ENSCSAP00000007221	ENSCSAG00000011000	Chlorocebus_sabaeus
ENSMMUP00000033745	ENSMMUG00000015747	Macaca_mulatta
ENSNLEP00000028138	ENSNLEG00000031974	Nomascus_leucogenys
ENSLAFP00000003612	ENSLAFG00000004332	Loxodonta_africana
ENSTBEP00000000207	ENSTBEG00000000253	Tupaia_belangeri
ENSDNOP00000031064	ENSDNOG00000034674	Dasypus_novemcinctus
ENSVURP00010027945	ENSVURG00010021389	Vombatus_ursinus
ENSVURP00010026094	ENSVURG00010020000	Vombatus_ursinus
ENSPCIP00000013968	ENSPCIG00000010932	Phascolarctos_cinereus
ENSMEUP00000006480	ENSMEUG00000007109	Notamacropus_eugenii
ENSSHAP00000008658	ENSSHAG00000007501	Sarcophilus_harrisii
ENSMODP00000016480	ENSMODG00000013170	Monodelphis_domestica
ENSOANP00000020795	ENSOANG00000013161	Ornithorhynchus_anatinus
ENSXETP00000038949	ENSXETG00000019019	Xenopus_tropicalis
ENSSFOP00015004689	ENSSFOG00015003077	Scleropages_formosus
ENSPKIP00000017838	ENSPKIG00000003596	Paramormyrops_kingsleyae
ENSEEEP00000016178	ENSEEEG00000008014	Electrophorus_electricus
ENSIPUP00000032755	ENSIPUG00000022029	Ictalurus_punctatus
ENSAMXP00005053693	ENSAMXG00005024047	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000033079	ENSAMXG00000039775	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000027132	ENSPNAG00000012552	Pygocentrus_nattereri
ENSDARP00000064149	ENSDARG00000043687	Danio_rerio
ENSCHAP00000023497	ENSCHAG00000011627	Clupea_harengus
ENSLCRP00005010414	ENSLCRG00005004776	Larimichthys_crocea
